评论日期,昵称,性别,城市名,用户等级,评分,内容
2018-09-21,Vwy505185679,0,临夏,5,5,哭的稀里哗啦的，很感人
2018-09-21,GLUNmmm,0,太原,2,4,尽力了 拍成了教育片 心情复杂
2018-09-21,Ymmm7709,0,正定,4,5,好看 是真的好看
2018-09-21,Rhj814347293,0,聊城,2,5,还可以吧值得观看
2018-09-21,kOi443855278,0,武汉,2,5,感觉电影好看，心疼女主，女主跳海那一幕好感人。
2018-09-21,QAQ,1,太原,5,3.5,没看过原著，据说很狗血。电影角度还挺新颖的，上映前一日正好看了中航院学姐欺凌新生的热搜，校园暴力还是很可怕的。男二感觉比和男一更帅。唐小米真的是一脸婊，一开始还挺同情的，可是可怜之人必有可恨之处。将自己痛苦施加在别人身上，这已经心理变态了。女一感觉像延禧攻略里的纯妃，声音也特别像。邬君梅，殷桃，任重的大牌友情出演简直不要太赞，戏精就是戏精，哈哈哈，演技简直不要太好。电影台词有点作，不过毕竟是郭敬明的原著，导演改编成这样，小演员的刻苦努力也是看到的。最后的采访和电话还有法律让我想到了药神，求生欲强烈，哈哈哈！愿每个人的青春都一样的温暖，勇敢的站出来面对校园欺凌，导演送给我们的话送给每一个青春的你
2018-09-21,kjN984412996,0,佛山,2,5,电影的主题很好，非常喜欢类似的电影
2018-09-21,IDS949298216,0,福州,3,5,超级好看 一边看一边掉泪 虽然相比较女主没有发生此类事件 不过还是呼吁校园暴力不仅是个别问题 应该全社会关注 也要教育小孩防范此类事件 另外 我想说 老师按成绩划好差生 不正眼瞧那些考不好的学生的 也是一种精神欺凌 福建省浦城县二中黄儒敏对学生精神欺凌 我是不会原谅你的 你想想同学聚会你被大家邀请过几次就知道大家有多讨厌你了 祝你也能享受这些
2018-09-21,欧阳木瓜,1,贵阳,2,4.5,真的是值得反思的电影，想起了自己的往事，我想起了那句话，旁观者和施暴者一样有罪。最后一分没有满是给广电总局的，为了过审真的是舍弃了原本的东西，我想说一句，并不是结局不好就是不爱国，也并不是电影最后一定要宣传国家好才是爱国，强行爱国只能让我们感觉恶心
2018-09-21,Tqy421415440,2,福州,5,5,挺好看的电影
2018-09-21,公子襄,2,大连,3,2.5,"伪·电影·实话博主现在要开始实名制骂街：电影硬生生糟蹋了这么好的题材 完全可以做成我不是药神这种程度 滤镜** 节奏拖沓 剪辑更是败笔 是不是郭敬明的小说都要拍成MV呢 

小说没敢再看一遍 当初看完有一阵子都有些神经质 但是还是希望有票房 这样就会有越来越多的人关注这件事 社会也会继续完善相关的保护措施 我们曾经被别人欺负过 也欺负过别人 希望他们不要再经历这些"
2018-09-21,yu719829,0,西安,2,4.5,"喜欢一个人去看电影
其实就是为了从中找到自己的影子
或者等一句台词
（熊本熊抱抱）"
2018-09-21,xxc139534158,0,阜阳,2,5,超级超级好看。。。。。。
2018-09-21,朴仁静,0,苏州,4,5,包场了 拍的很好
2018-09-21,疯子2014619,2,洛阳,2,4.5,流言止于智者，终究不是谁都是智者
2018-09-21,WBW738663828,2,鄂尔多斯,3,5,跟原著有许多不一样，少了很多更苦的问题，反而觉得更符合实际，校园暴力事件真的很可怕，但是，很心疼女主，大爱顾森西
2018-09-21,回168,1,成都,2,5,反对校园暴力，没问题，老铁
2018-09-21,kNB995921485,0,三河,4,3.5,影片前半段节奏有点慢，但整体还可以。青春校园剧。
2018-09-21,HJw160309,0,仪征,3,5,剧情跌宕起伏，非常好看
2018-09-21,waH824947338,2,江阴,2,5,触及内心的一部青春片子，看的想哭
2018-09-21,CNv707065448,0,海安,3,5,生容易，死容易，可惜生活不容易。
2018-09-21,BLB567669999,0,常德,2,5,小姐姐很漂亮很漂亮很漂亮
2018-09-21,ZdL307350505,0,青岛,2,5,一个人去的，看哭了，感同身受。
2018-09-21,苏澄chen,2,南京,2,5,虽然都是新人，演技都不错。
2018-09-21,Visor.,1,东莞,2,5,很好看，人心都是
2018-09-21,Tyt854051345,0,兰州,2,5,一个人去的，没想到，全场也就我一个，自己感觉挺好看的，反正我是看哭了
2018-09-21,陪你乐陪你疯,1,洛阳,2,0.5,看看现在学校里都成什么了，别人让让一个初一的小女孩跪在地上磕七个响头然后再叫20声妈妈，现在又上映学校这个电影，越看学的越坏。
2018-09-21,Tsj384419207,0,淄博,4,4.5,很感人的一部片子。
2018-09-21,海风,1,天津,4,0.5,什么玩意？嗯？
2018-09-21,Gkp970414147,2,慈溪,2,5,非常好 我都哭了 好喜欢顾什么西😂 😂 
2018-09-21,GzW556503408,2,保定,3,5,"特别好看 。
女主角演技也是特别棒的
但是还是会去期待郑爽的电视剧版本。希望会不负众望哟"
2018-09-21,ROLLINGROCK,1,广州,5,3,像话剧，靠对白展示人世间的苦。
2018-09-21,中国人寿小屁孩,2,吴江,5,5,虽然和小说原著结局不一样 但是很好看
2018-09-21,莫哭泣685,1,菏泽,4,5,泪目    感同身受  我也被校园暴力过，幸好我已走出阴影。
2018-09-21,女神的腿,0,乐山,2,4,我是太阳星哈，完全是为了杨芸晴来支持这部电影的，电影一开始剧情演员各方面都是很尬的，不过从中场开始就一个劲儿的催泪弹，男一演技台词功底尬的p爆，男二不错，女主台词功底是真的好，全场靠她来撑起的，三个泪点，第一是男主女主河边闹掰那块，第二是女主母亲带她去看病，第三就是后面整个了，可惜了顾森厢那么美好的生命了！不过总的来说，整部电影剧情结构不成熟！
2018-09-21,Zyyyy9999,0,南京,3,4.5,该死的人到底是谁
2018-09-21,vv70653,0,成都,3,5,希望孩子们都能健康成长
2018-09-21,小邓825,2,广州,2,5,看哭了，感同身受������������……
2018-09-21,年糕,0,株洲,4,3,比我预想的好，小演员令人惊喜，摄影和ost相当加分，故事逻辑问题硬伤还是比较多的，部分情节台词还是非常矫情，收尾部分强行正能量我就当审片无可奈何了吧。
2018-09-21,VMZ262379418,0,阳江,4,5,我是太阳出来了的西
2018-09-21,舞儿876,0,淮安,4,5,这是我哭得最凄惨的一部
2018-09-21,April丛蓉,2,青岛,2,5,愿所有青春，都被温柔以待
2018-09-21,qaC641983368,0,北京,5,4.5,不错，改动的可以接受，演员虽然都不知名但演的不错
2018-09-21,金伊菲96,2,威海,4,4.5,我喜欢里面最后跳河的片段和台词
2018-09-21,苏陌夏Moshar,2,凉山,1,4.5,原著粉满意了，但不喜欢结局，现实里结局不会这么美好
2018-09-21,奶油小生..，,0,林州,1,5,好看真实讲出来了校园情况
2018-09-21,Bzl150693534,2,北京,2,5,好看死了哈哈哈
2018-09-21,安静m577,2,成都,6,4,女主也太惨了吧，这么倒霉，哭的泪流成河啊，
2018-09-21,许爱2002,2,监利,2,4,看电影的时候觉得很揪心，电影里的青春挺残忍的，演员都是新演员，女主角让我比较意外，演技还是可以的，特别是台词。嗯……总的来说，这部电影还是感动到我了，毕竟看的时候流眼泪了。希望能有更多的人知道这部电影，票房大卖！
2018-09-21,chinaqqd,0,青岛,4,5,演员在线，良心制作
2018-09-21,虫虫,1,长沙,5,4.5,完美诠释什么叫人善被人欺
2018-09-21,tcjwhy,0,临海,2,5,挺好的电影，感动。
2018-09-21,三水sheep,0,武汉,2,5,"今天看了悲伤逆流成河的首映
以下是我对个人的观后感

齐铭在一开场时就是以一个善良的形象出现的，他想帮忙捡起筷子盒，给易遥热牛奶…他想用他的善良温暖所有人，却没想到伤易遥最深的却是他，齐铭的家境也是让他产生这种性格的因素之一，他自己善良就觉得全世界都应该是温暖的，他用自己的善良来看待所有人，可他没想到，这个世界是如此的黑暗

其实现实生活中，有很多人像齐铭一样，用善良对待所有人，得到的回报也是各不相同，真诚，虚假…这个世界就是如此，但多付出一些温暖与真诚，那么这个世界也会善待你一些，用阳光的态度来对待这个世界，总比悲观看生活要好得多

悲伤逆流成河   让我学会不在逆境中悲伤"
2018-09-21,zrZ238071404,0,南昌,1,5,喜欢顾森西，西是影视歌三栖去掉木字旁那个西、是太阳从西边出来那个西
2018-09-21,心殇llp,2,安庆,2,5,面对暴力我们虽不能以暴制暴，但是我们也绝不软弱
2018-09-21,PKs126694909,0,增城,5,5,希望校园不再有暴力，不错
2018-09-21,萝卜珍啊,0,兰州,2,5,"中午没人看，于是我一个人在电影院哭成狗……
电影给我留下来的是那片灰色的海和人生永远不得顺意的易遥……人生艰难困苦愿世间一切吉祥顺利"
2018-09-21,嗳儿.,2,无锡,3,5,"再见青春，再见灿烂的忧伤
再见青春，再见永恒的迷惘
悲伤的不行，压抑的不行！不管是演员的表现，还是细节场景的设计，都很能抓住看者的心，好看到爆炸，哭成🐶"
2018-09-21,Ynf674393211,0,普兰店,6,4,看的挺好的。
2018-09-21,vivian_nani,0,阜阳,2,5,非常悲伤，但是比书里好多了，关于校园暴力的，女主真的好惨，最后自杀了。。。。。。郭敬明说过:青春是一道明媚的忧伤。这部电影不错，排除小四的人品和私生活来看，电影票很值，演员虽然都不认识，但是演员的演技都很在线。。。。。。
2018-09-21,_sina99433264463,1,武汉,4,3,矫情的有点不真实。校园暴力主题很好，但是不够自然，《十三个原因》真的值得学习下
2018-09-21,海陽小生,1,惠州,2,5,震撼人心，能引起社会层面的思考，如何有力的杜绝校园欺凌。
2018-09-21,byu766572587,2,淄博,2,5,这么好的电影，人却很少
2018-09-21,夏辰薇wei,0,宿州,3,5,你为什么要怕鬼 你最害怕的应该是人心啊.
2018-09-21,kJk939683773,0,盘锦,3,5,我觉得挺好看，我特别喜欢，棒棒滴
2018-09-21,Itx588278298,2,武汉,2,4.5,"让悲伤逆流成河
哭的稀里哗啦的

你们以为的玩笑
都是压死骆驼的
最后一根稻草

你们的懦弱
导致你们人云亦云
请有点自己的思想

每个人都有自己的
人生剧本
请活好自己
别去参合别人的人生
"
2018-09-21,cw1985623,0,玉环市,4,4,剧情很好看，可是没有那种很感动想哭的感觉。值得学生一代以及当代的老师们思考！
2018-09-21,Xpp848301956,0,黄石,4,4,人生与出生无法选择，但是生活环境很重要，改变人生要付出血一般的代价，很残酷。光环总是有限，平凡才是人生。
2018-09-21,ANG晶晶,2,平度,1,5,早在宣传时就听说电影情节很感人，做好心理准备，却没想到我几乎从头哭到尾，哭的稀里哗啦，为什么就不能有人多点关爱易遥，她很可怜
2018-09-21,Fkg369243456,0,武汉,5,5,很好看的国产片，我喜欢这种
2018-09-21,七栀1314,2,新沂,2,5,还是挺值得看的 想表达的东西太多情节跨度挺大
2018-09-21,肺个,1,黄石,5,4,其实还可以。
2018-09-21,陈立农我爱你,0,诸城,2,5,很好看，悲伤逆流成河
2018-09-21,骑着狮子裸奔,1,上海,3,0.5,超乎意料的烂啊
2018-09-21,BQy573956554,0,阜阳,1,4,比我想象中的好，，新演员都很不错。去看的点就是唯一认识的唱歌的赵英博，悲伤逆流成河是我人生中看的第一部小说，，电影改了好多，不至于太悲伤，阳光了，
2018-09-21,dNv206277528,2,抚州,2,5,很现实  很触动
2018-09-21,迷藏,1,扬州,4,5,很棒的一部片子吧，妈妈那句带你看病去，真的没忍住
2018-09-21,西瓜的夏天,1,重庆,5,4,校园暴力不管是学校、教育局还是国家都必须重视起来，前半部分有点平淡，易遥跳河的那段看哭了。
2018-09-21,orphan虞,2,南阳,3,5,抛开原著，单说电影，真的好
2018-09-21,zTo538657094,0,广州,2,1,看了30分钟酣然入睡，睡爽了可以出去浪了！
2018-09-21,嘿present,0,成都,2,5,冲着男主去的 但是喜欢了男二 很暖 就是剧情很赶 不过挺好的
2018-09-21,奇葩怪。,2,景德镇,2,4.5,以为跟小说一样是个大悲剧，结果不是，但还是很好看  超级喜欢顾森西
2018-09-21,终结者骚年,1,广州,4,5,特别好看 很有感悟，就是看这个的都是女孩，哈哈
2018-09-21,酉彤,2,启东,3,4,万年悬念，给我们留了个幻想
2018-09-21,爱笑9286,2,深圳,1,5,我有两张今天罗湖区的这个电影票因为下午上班要开会耽误了电影票转卖有人要吗可以把取票码发给你们
2018-09-21,ZaH201318395,0,呼和浩特,4,3.5,前面节奏比较慢，但是从主角被欺凌开始故事展开速度变快，后面的内容也很密集，悲伤的本质有时候并不是悲伤本身而是在于你的悲伤被照耀在别人的幸福对比之下的惨烈，还有你藏在心里的幻想，这个结局对于这个名字来讲太过美好，不过为了主旋律也是应该的，可以体会出来深刻的悲伤也有漏出缝隙的希望。
2018-09-21,yoB632767977,0,内江,2,5,好看。。值得看一看  比小时代好看
2018-09-21,EFE100115127,0,酒泉,4,5,可以看的电影，
2018-09-21,凉白开,0,沙河,3,5,虽然没看过小说，但是看完电影泪奔~~(>_<)~~
2018-09-21,半夏2969,1,德州,3,4.5,希望你的青春可以没有校园暴力
2018-09-21,UaX791413948,0,济南,2,5,看前准备好纸巾
2018-09-21,GEm210624993,0,南昌,3,5,愿每个人的青春都能被温柔对待
2018-09-21,！8917,2,南京,2,5,很好看 哭到不行 当女主妈妈带女主去看病 男二的温暖搞笑 男主的冷漠 和最后指出所有人对自己作出的伤害 都让我哭到不行
2018-09-21,小怪兽沙沙,2,兴化,2,5,"校园欺凌这种题材确实比较少，值得一看
结合社会实际确实值得思考"
2018-09-21,王小媛。,0,霸州,3,5,还行，挺好看的
2018-09-21,不样风格,2,郑州,3,5,草鸡好看，哭成狗。
2018-09-21,陈曦2588,0,兰州,3,4,整体还不错，校园暴力事件还是比较多的，应该学校和家长都引起注意，唐小米本来就是被欺负的，最后却成了间接的杀人凶手，学生的心理建设真的不是小事。只是顾西湘的死好突兀，前后也不连贯，感觉就是为了死而死，看的不爽。影片最后那句话，很好:愿每个人的青春，都会被温柔以待……我在影院哭的稀里哗啦的，有感动，有难过，有痛苦
2018-09-21,uAr374709275,2,江门,1,5,10分给顾森西
2018-09-21,不知，可否,1,沈阳,3,1.5,不值得推荐去看
2018-09-21,小乖冯,2,成都,3,4,很好看，现在的中小学生霸凌已经成为常态化，有钱就是大爷，对于穷孩子来说无力反抗，这部电影给所有的孩子们警示，不是说孩子就可以逃脱法律的制裁，不是说孩子就可以肆意妄为，眼睛看到的不一定是事实。
2018-09-21,i827493336,0,达州,4,4,题材很好，但更重在煽情。表演亮眼，把青春的朦胧演得很到位！几位老演员就更不用说了！
2018-09-21,SES857213874,0,上海,3,5,嗯！哦！啊！
2018-09-21,过字无言。,2,济南,3,4.5,比预期的好看，不错的片子
2018-09-21,一浅·星光,1,长沙,3,5,愿所有在光亮的人，能照亮所有黑暗
2018-09-21,烟雨16241,2,廊坊,4,5,看完电影在想要怎么写评价。这部影片是校园凌霸的题材，主人公易瑶看起来是个集悲哀于一身的女孩，不论是来自于家庭还是学校。
2018-09-21,tth968700660,1,深圳,4,5,"母亲扇自己耳光的时候、拉着女儿说带你去看病
我有被感动 、不是妈妈不爱你 、是现实让我不知如何去爱、女主跳河、我也被感动到、没有血淋淋的生、哪有血淋淋的死、曾被欺负或是欺负过别人的、或许会更有体会、什么叫无辜和惶恐、什么叫抬不起头、什么叫无助。"
2018-09-21,雨落蔚然76,2,襄阳,1,5,真的很好看，悲伤的让人掉眼泪，果然名符其实。男主角赵英博好帅，男二好温暖。
2018-09-21,爱的力量。,2,南昌,4,5,好看。推荐一下
2018-09-21,离受,0,临沂,3,4,"顾湘森真的好可惜啊😣
心疼易遥😣"
2018-09-21,yhv761160853,0,合肥,2,5,很感人，具有震撼力的一部电影。
2018-09-21,顾颜,1,霸州,3,5,很好看  感动
2018-09-21,Test,0,长春,3,5,我觉得挺好的
2018-09-21,pPF969363876,2,四会,1,5,期待sunnee杨芸晴的推广曲《不哭》 电影《悲伤逆流成河》  祝票房大卖
2018-09-21,OsK470427517,0,乌鲁木齐,4,5,太好看了  看完有了很多感悟
2018-09-21,羽宝Daisy,2,合肥,3,5,追过小说 看电影格外有感受 小说很细腻 电影拍的也不错
2018-09-21,拔丝黄瓜,0,即墨,3,4,可以的，我们上学的时候要不就被别人欺负，要不就欺负别人，现在想想我心理承受能力真的太强了。给八分
2018-09-21,y67890,2,石家庄,4,4.5,让我想起了我在学校被人打的场景
2018-09-21,万能阿凌,2,鞍山,3,5,"郭敬明的电影果然还是黑暗的一面比较多。刚开始我真的很喜欢齐铭，老实点讲是始于他的颜值，后来剧情发展下去，易遥每一次难过，伤心，绝望，被人欺负的时候他都不在，甚至没有问过你怎么了？只是一个自私的人罢了。至于顾森西，一个超级好的暖男，一个愿意不亲信流言蜚语陪伴那个姑娘。
不过，校园的暴力，作为学生或者曾经的学生哪怕不是亲身经历，都会有所耳闻吧。"
2018-09-21,小太阳qu,2,镇江,3,4.5,"几个主演虽然都是95后  但是颜值和演技都在线  
看到妈妈拉着女一的手去医院的时候  泪崩了  
这部电影反映的校园暴力现象很真实  很有教育意义  
最后被“西湘”姐弟圈粉  小姐姐笑起来好治愈"
2018-09-21,Hot789455763,0,北京,2,5,这个电影是以校园欺凌为题材的，这个题材就说明了这个电影一定是个悲伤的故事，但是电影的悲伤因为顾森西对易遥的好又有了一点甜，可是最后因为顾森西的姐姐顾森湘的死，压断了易遥的最后一根稻草的是所有人包括顾森西还有齐铭，最后的结局虽然没有给一个明确的结局，但是易遥应该是死掉了，顾森西换了所学校，齐铭也搬走了，易遥妈妈也丢掉了按摩床，她们都离开了所有的与易遥有关系的地方，而唐小米也受到了她应该受到的惩罚。
2018-09-21,ZBH118145280,1,长沙,2,4.5,好看好看好看
2018-09-21,lingling8903,2,广州,2,4,校园欺凌事情真的很可怕，很痛心，希望不要再发生🙏
2018-09-21,HAr249924852,2,杭州,2,5,值得观看，感动，触动！
2018-09-21,Carrie_I,0,潍坊,4,5,从头至尾狠压抑的一部片子 看到易瑶 仿佛又看到了过去的那个我自己 虽然没有电影中的那么黑暗 但或多或少还是留下了阴影 校园暴力 你跟老师说没有用 老师不会管的 而他们只会更变本加厉 而这 仅仅是反映社会的一个影子 善良被人欺 愿你的善良里带点锋芒 但不管怎样 终究会有一个顾森西会带来所有的好💓（没看过小说 百度查了一下主角们都死了 电影里的结局貌似是只死了一个）
2018-09-21,lAx756573686,0,济宁,3,4,很好的呀！很好的呀！
2018-09-21,D奕直在这里,2,铜川,2,3.5,果然不能按照原著里来啊，只死了一人，易遥病改了，易遥妈职业改了，最后齐铭没死，还有许多设定也改了
2018-09-21,sure5566,1,北京,4,4,还可以，音乐不错
2018-09-21,HeaSting,2,深圳,2,5,本来是原著粉，感觉电影比小说更多了一层深意。特别打动人心，推荐广大在校青少年都看看吧。
2018-09-21,誓言终究被打败,0,三河,3,5,好看😁值得购买
2018-09-21,URh164133803,0,上海,4,4.5,女主角演的很好最后比较感人，看着流泪了…
2018-09-21,可爱的郑,0,绍兴,2,4,第一次看电影看哭😭了
2018-09-21,原来12345,2,济南,2,5,虽然知道会是什么故事发展，还是哭的没办法，也可能是我自己最近压抑太久了，想用这种方式发泄吧
2018-09-21,zGd881835858,1,北京,5,5,不错真的很不错。
2018-09-21,cxb640994054,0,上海,3,5,校园是个很大的社会。需要各方去爱惜。这样题材的电影，非常值得看。看哭了，一个大汉。
2018-09-21,cvP557373970,0,通辽,2,5,好看到爆炸，哭成狗🤭
2018-09-21,噬神者232,1,珠海,4,5,90后的世界总是有黑暗的那一面，家人顾不上，警察不死人就不管，也没有未成年保护法。
2018-09-21,孙玥琳,2,淮安,2,5,"演员选的真好，电影只有小说三分之一惨，原著死了四个电影只死一个。。非常手下留情了。。
已经很还原原著了。毕竟全还原播不了。。"
2018-09-21,祺祺很害怕,2,荆州,3,5,好看电影好看
2018-09-21,萝卜嘞854,1,武汉,5,4,一星预期入场，比预想中好太多。三点五星。比小说好上一万倍，缺点前半段剧情铺垫太拖，台词如垃圾文艺片一样不真实很矫情，甚至让我一度想离场。电影到后半段剧情通畅很多，配乐抒情加对校园暴力的diss让电影升华很多。放眼现实几乎每个班级都会有一个跟班级格格不入的人遭受班级大部分同学的语言暴力，那个人以后人格性格出现问题说话的人都是凶手。女主与母亲的感情戏也不脱节，就像电影的调味料很加分。落落拍电影的水平比郭矮子要好上太多。
2018-09-21,smith616,1,南宁,5,5,配乐完美，比心
2018-09-22,南方姑娘ffff,2,临沂,2,5,校园暴力   不知建议青年人看   还建议当了爸妈的人看     感触颇深
2018-09-22,Alone,2,珠海,3,5,眼睛哭肿了...
2018-09-22,深情不如久伴灬,0,北京,4,4.5,第一次看这种学校霸凌的故事，觉得真的很让人心疼，小女孩真的很无辜，有些台词是有点僵硬，唐小米真是不太会演戏吧，易瑶觉得表情很自然，顾森西也演的很好，齐铭还是可以看出青涩的，故事进度有点快，有的地方变化很快，偶尔会没接上。但是还是很喜欢，结局是好的真好啊
2018-09-22,_qqf6k1437143306,0,西安,2,4,耐人寻味的电影。
2018-09-22,玖碍i,2,天津,3,5,好的很。悲的很。
2018-09-22,璐璐家丸子,2,南通,4,5,总体来说很不错吧，很反应当今校园的情景
2018-09-22,大宏1993517,0,阜阳,2,3,还行。？。。，！
2018-09-22,Ffb926510465,0,郑州,2,4,怎么说呢！从揭露批判现在不被重视法律盲区的校园欺凌角度来说！是很大胆的！但是从电影直观感受来说给人“哦！接下来肯定是......”的感觉，好多老梗，情节老套，除此，演员演技还是值得肯定，尤其是几位老戏骨
2018-09-22,W.S.L.329,1,璧山,3,4.5,平静时让人想起自己读书时，社会的现实与冷漠导演表演得淋漓尽致。
2018-09-22,会飞的公鸡,1,重庆,4,4.5,不一样的校园片，格调很高
2018-09-22,ImU730993439,0,北京,4,5,很感人，看一个电影哭了好几次
2018-09-22,丫丫呀,2,丽水,2,5,"好看
好看
好看"
2018-09-22,青春如我。,1,沭阳,4,5,今年为数不多的好电影！！！！！！
2018-09-22,zmt8416,2,余姚,2,5,天底下没有真狠毒的亲妈，只是有些事是迫不得已。受欺负不要忍，要学会反击！还意外科普了一常识，女性病不单单是与异性接触引起，还可能是间接性引起，所以公共浴室、宾馆少去，毛巾只用自己的，他人用过就不要用了。
2018-09-22,阿伟4540,2,大庆,5,5,看完真的很悲伤
2018-09-22,鱼不卖16,0,大同,2,0.5,没看，感觉电影有问题，一百度原来是郭侏儒写的，来个差评
2018-09-22,pFc773224407,0,长沙,3,5,校园暴力确实需要社会关注，但是更重要的是家庭教育，家长对孩子的关心，做孩子的朋友。
2018-09-22,sUp650191322,1,哈尔滨,2,5,特别感人，感触很深…
2018-09-22,BcE818269378,0,延边,3,4,感觉还是差那么一点儿，不够深刻。
2018-09-22,笨笨的小猪335,1,南京,2,4,女朋友看哭了
2018-09-22,iAn208511555,0,宜昌,2,5,[cp]#电影悲伤逆流成河# 如果齐铭你可以站在易遥的角度想一想，如果那个几次看到易遥受伤害的女生在一开始就勇敢的站出来，如果唐小米再善良一点，如果全校同学在海边有一个冲过去把易遥拉回来，那么一切是不是会不一样。易遥妈妈虽然总是骂她女儿是赔钱货，总是打，总是骂，虽然她妈妈挣得钱都有些不光彩，但是我看到瑶瑶学费几个字时，眼眶瞬间就湿了，妈妈牵着她的手去治病，顾森西带她去散心，最后奋不顾身的跳下去就她，上岸后他看易遥那心痛的表情。。。。。。我不知道我在说什么了，如果难过，那就放声哭出来吧[/cp]
2018-09-22,lrh769006375,1,焦作,2,5,观感：人言可畏。
2018-09-22,YRn508553350,0,漯河,3,5,这部影片给我的触动非常深!它让我第一次见到了校园暴力是有多可怕！现在我只想说一句，愿我们能为那些不敢反抗的人发声！！
2018-09-22,vLB699534867,0,南昌,4,5,应该说没让我失望吧 🎬
2018-09-22,lyc59501,0,哈尔滨,5,4.5,很不错的电影，看完觉得很压抑，很喜欢！
2018-09-22,Kom402192757,0,平湖,2,5,阿四，奔偏啦
2018-09-22,刪蒢记憶8123,2,张家口,3,2.5,一般般吧，有警示作用
2018-09-22,wzu809067395,2,无锡,2,5,人言可畏。。
2018-09-22,飞飞2535,0,泸州,3,3.5,"居然是很正能量的一部剧
难道我高中时候看了一部假小说
小说中间的情节记不太清了
但是  最后女主从楼上跳下来死在男主面前
我记得很清楚啊
电影中心思想这么符合社会主义核心价值观
原著党表示很无奈啊"
2018-09-22,Moment潇,0,日照,3,1,怎么说呢  没有想象中这么好看  不过校园暴力确实需要重视！
2018-09-22,yzK243218788,0,武汉,2,5,拍的很好，剧情，摄影，人设，都很好，为赵英博的颜打call！！就是演技还待提高哈哈哈，男二的人设太爱了，每次一说话全场都要笑。泪点后期很密集，最大的感受就是虽然没经历过校园暴力，但拍得太有代入感，看完久久回不来神
2018-09-22,tvW869652456,0,西安,2,5,很真实的反应了，那些年的校园欺负！
2018-09-22,myv569597869,0,咸阳,3,3.5,对得起名字，悲伤逆流成河。女主演技不错，最后一段很有爆发力。男主像个渣男。
2018-09-22,Linmyheart,1,烟台,2,3,女主易遥演技不错，男主齐铭没有太多存在感了，而且赵英博演技是真烂，在河边和易遥推搡的齐铭不是难过的表情，竟是微笑emm…顾森西真的是一束光啊，不被凡俗沾染。顾森西小姐姐好美，爱上她了。
2018-09-22,尘世不流年,0,南通,2,4.5,记得初中看小说的时候被虐的不要不要的。还好电影结局还算圆满，朋友看了以后感同身受，校园暴力只有经历过的人才懂，希望那些饱受摧残的同学未来也能如电影里一样走向光明。
2018-09-22,Kxf968440662,2,银川,2,5,带孩子看，很有意义
2018-09-22,hhE412543694,2,大连,2,5,"戳中我的泪点 后段一直在哭 真的挺值得看 现实生活中 的确存在这样的问题 
愿每个人的青春 都被温柔对待"
2018-09-22,浪姬869,2,准格尔旗,1,5,"看完《悲伤逆流成河》蛮压抑的。
为了看电影昨天熬夜恶补了小说。小四写的是真的好。书中的易遥黑暗，倔强，茫然。生活给了她太多的不幸。十六岁，花一样的年纪。却被母亲骂赔钱货，被同学骂一百块，连父亲都叫她不要来找自己。顾西森让她去死，齐铭让她自首。十六岁的少女终究选择跳楼自杀。书中的乔铭是易遥的希望，是支撑易遥活下去的支柱，却在最后成了压死骆驼的最后一根稻草。
电影改编了很多书中的东西，却依然很压抑。易遥的母亲明白是因为自己的疏忽导致易遥得病后，那一巴掌和那句“妈妈带你去看病”真的很戳我。或许母亲也是爱着易遥的吧，不然怎么会在自己接客的时候不让易遥回家，把她的照片，东西藏好。而顾西森则是易遥生命中的一道曙光，他教会了易遥反抗。而乔铭依旧是易遥活下去的希望。最后结局易遥的那段控诉真的很戳人“你们以后回想起来，只会说我怎么不记得了。你们对自己做过的事情只会说我开玩笑的而已。你们以后过的舒舒服服，而我却不能忘记你们现在是怎样对我。我忘不掉你们用打火机烧头发，忘不掉你们喂我吃垃圾。我不知道杀死顾西湘的凶手是谁，但杀死我的凶手你们都知道是谁”当易遥站到河边的时候，同学们也都是大喊你跳啊，直到易遥跳下去，他们才意识到自己的做法造成了多大的伤害。电影版的结局并没有书中的那么悲惨。易遥最终还是被救了下来。唐小米最终还是被判了行。所有人也都开始了新的生活。
拒绝校园欺凌，拒绝语言暴力，不要把暴力当做玩笑。你永远不知道，你所谓的玩笑会对别人造成多大的伤害。"
2018-09-22,ttE215023741,2,郴州,2,4.5,很感动，希望这个世界少点霸凌，多点关爱，相信还是好人多！
2018-09-22,番茄想不到叫什么,0,海口,4,5,泪水流成河了
2018-09-22,QJH467107848,2,义乌,2,5,确实很好看。
2018-09-22,奶泡姑娘,0,北京,2,4.5,"今天看了两部  上午的是黄金兄弟  感觉这部比较好看  很有感触  
喜欢顾森西 好想身边也有一个顾森西那样的太阳  很暖  心疼森湘小姐姐 很无辜受害  好喜欢他们西湘姐弟"
2018-09-22,UUK558206233,0,长沙,3,5,真的好看。准备好纸巾。
2018-09-22,_qqkdc1437459791,2,新乡,4,4.5,张韶涵唱插曲。也是细心满分。  挺好看的。
2018-09-22,mdx769208219,0,深圳,3,5,演员演技把握的很好剧情也很好，看的过程基本都在哭，旁边的人都看了我好几次😅希望这种情况在现实中不要有
2018-09-22,yMX440381849,0,沈阳,4,5,人性太黑暗了
2018-09-22,迷路943,1,上饶,2,5,好看好看。非常的有感触。最后易瑶跳河那段非常的……
