评论日期,昵称,性别,城市名,用户等级,评分,内容
2018-09-21,点点,2,盱眙,3,4.5,"校园暴力真的是一个值得深思的问题，因为它到现在依然没有得到解决。
原著党表示，改编还是不错的，毕竟要过审，有些敏感话题还是要回避的，但是已经挺好了，算是回忆了下青春~"
2018-09-21,kQf196731334,2,重庆,2,5.0,很好看，影片特现实，确实很好看
2018-09-21,qEi855206446,0,嘉兴,2,5.0,悲伤逆流成河是有关校园欺凌题材，校园欺凌，听起来还是很熟悉的，毕竟谁的学生时代没经历过点冷眼嘲讽和孤立呢。整部电影给我更多的感觉是压抑，流言的可怕真的是想象不到，剧中句句扎心让人深思……
2018-09-21,qTc369881142,1,孝昌县,2,5.0,比较贴切real
2018-09-21,MtG883000590,0,广元,2,5.0,很有教育意义，
2018-09-21,SKd474621009,0,中山,3,5.0,挺好看的，真实不庸俗，很感人，希望现实的社会多一些温暖的阳光吧！
2018-09-21,rj1981888,2,锦州,4,4.0,齐铭，人如其名，只是想找一个可以和自己身份地位相当的女孩。他对易遥的好大概可以看作是一种怜惜，但却不是爱情。相比较而言，顾森西爱的更加发自内心，也更加真实。他不仅爱易遥的外表，也爱她的灵魂。为了他可以奋不顾身，连命都不要。这才是真正的爱情。爱情不是要说的，而是要经受住考验。
2018-09-21,草莓味彬彬彬,2,牟平,2,5.0,两个字 看哭
2018-09-21,FX19980701,0,武汉,2,4.0,女孩子就是应该温柔中带点暴躁！因为毕竟身边没有一个“顾森西”
2018-09-21,oBR963070866,2,遵义,2,5.0,电影很棒、各方面
2018-09-21,F泠然,0,烟台,2,5.0,"落落导演的电影果然没让我失望。
这是我所看过的最疼痛的电影，每一个镜头和台词都很痛。希望世界上永远没有校园暴力。"
2018-09-21,AlP.597,0,武汉,2,4.5,"看了Sunnee的《不哭》的mv之后突然想来看了，看完之后感触最深的还是那句“你们永远不会承认自己做的事有多恶毒”。整个电影气氛很压抑，但是顾森西的出现算是让人在无尽的黑暗中看到的那一丝耀眼的光芒顾森西的西不是希望的希，但是顾森西却是易遥的希望。像《不哭》里唱的那样：
说对不起，一两秒功夫
而没关系，一生说不出。
愿所有人的青春都被温柔以待。"
2018-09-21,金箍棒棒冰,1,哈尔滨,2,0.5,影响我睡觉，建议取消晚上排片，谢谢
2018-09-21,钻石会员,1,西安,4,0.5,垃圾电影，说好看的都是女生吧？
2018-09-21,Empty city°,2,简阳,2,5.0,"我这个看电影不哭的人，眼泪就这么掉了下来😂
题材很催泪，展现了人性的一面    
这种电影很赞啊
 "
2018-09-21,yXC411967616,0,马鞍山,1,5,远离校园暴力，但是也担心未成年人保护法被无视掉
2018-09-21,昔日____,1,成都,3,5,其实不是每个被欺凌的人身边都有一个顾森西
2018-09-21,琪琪琪琪琪琪琪子,2,鞍山,4,5,好红红火火恍恍惚惚
2018-09-21,Jove一路向北,2,成都,3,3,一般般 真心一般般 为什么不是郭敬明自己拍
2018-09-21,晓语啊,2,盐城,2,4,符合小说，虽然演员都是新人，不过挺带感的
2018-09-21,懒人丶春风十里,0,常州,2,5,没看过小说，原本以为是个爱情电影，看了才知道，这个电影是写校园霸凌的，深受感动，好评！
2018-09-21,天使洪辰,1,潍坊,3,5,电影很好看。
2018-09-21,土豆就是土豆丝儿,0,长沙,2,4,"青春的回忆   最后结局虽然改了但还是很圆满的，小四看来也是年纪大了，走不了虐心路线了哈哈哈，齐名很帅很怂，顾森西像个小天使美好的不像话，可能小四的青春里也有这样一个人吧
不过电影里的欺负人同学会愧疚，现实要残忍多了，欺负人的人会很快忘记，留给被欺负的人的只有深深地伤痕了，整个影片里最喜欢顾森西"
2018-09-21,瓦就是我,1,汕头,2,5,看完有种想死的冲动
2018-09-21,HkF448829987,2,西安,4,5,好看 还没看够就结束了 ，我们还伸出手的时候不要犹豫，你的一点关爱会给别人很大的勇气。观看者比实施者更可恶
2018-09-21,逛～吃.com,2,合肥,3,5,不错，拍的很真实，在食堂拿水管子那段真想跳起来对着屏幕大喊：干得漂亮！那些跟风的人就该受教训！
2018-09-21,YKU186441525,0,兴化,3,5,"我永远都不可能去原谅她们，在我小学二年级用言语欺压我的同学和老师，她们传播，说我是没有妈妈的孩子，不要跟我玩，老师也用异样的眼光看我，他们在我的桌椅上用小刀划的一道道口子，就和在我身上划的一样，她们孤立我，欺负我，我永远不可能原谅。她们整我，偷我书本，扔我作业，弄坏我的校服，一辈子都会恨她们。即使我现在已经长大了，即使我知道年少无知的道理。但是，这句话只有施暴者才会说的轻描淡写。虽然她们那时候还小，可是，那时候我也是小，她们不会记得，我会记得。
电影很好，还原原著。"
2018-09-21,云深不知处3137,2,鞍山,4,4.5,物是人非事事休 欲语泪先流
2018-09-21,bEP476306464,2,深圳,5,5,校园欺凌，语言暴力也是暴力，看的伤心，为以前的性格内敛的学生感到伤心，为那些无知的学生感到悲哀
2018-09-21,sak3123,1,萍乡,3,4,挺好看的一部电影，讲述人性的丑恶，值得大家反思，对未成年教育，尤其是思想教育和法律教育…………
2018-09-21,T3235,2,长春,3,5,真的很好看，比预期的要好太多了 演员的眼神也都很到位 是目前小说翻拍成电影里看过最好看的了，去看之前一定要备好纸巾！
2018-09-21,木星恒,0,深圳,2,4,9分，如果女主后面跳河死了，然后推动国家法律。相信这样子会更触及人的心灵。让那些流言蜚语，欺负她的人。一辈子心里都不安。
2018-09-21,yMt420541614,2,杭州,2,5,"你生活在光里 你就会觉得全世界都是光亮的 
校园欺凌 人言可畏 顾森西真的是易瑶生命中的一道光 女主角演技炸裂 反正真的很喜欢这部电影  还讲了到母性   总之值得一看"
2018-09-21,老洛要疯,0,威海,3,4.5,题材五星，演员选择五星，配音四星，结局改编四星，综合四星半
2018-09-21,SzS558791427,2,大连,1,4,"对于当今社会的黑暗面永远不敢表现出来，呵呵…
和原著不一样，但是还好，当文艺片看我给8分
我的青春期to小四"
2018-09-21,Oky400490514,0,南京,2,4.5,一开始真的以为是个烂片 （因为毕竟我看过原著，不希望改动太大），后来看了之后发现许多情节还是有还原的，很棒。很心疼女主，不过后来看见女主暴走，打唐小米那一段看的我大快人心。还有最加分的一个角色就是顾森西了（太阳从西边出来的那个西），他承包了所有笑点，我觉得颜值碾压男主。真的是帅爆，尤其最后救起易遥的时候，man爆，还有看小说的时候不是太讨厌男主，可是电影中呈现的男主人物设定真的是无语！最后心疼森湘啊，超美丽，好有气质。可惜了！恶心的唐小米！最后希望学校能够加强校园暴力的管理，不希望这样的情况出现。那些施暴者请原地爆炸好吗！还有希望其他人不要冷眼观世界，伸出你们的援助之手吧！总之电影很nice!
2018-09-21,ofZ909782183,0,宁波,3,5,很好看，题材很好，
2018-09-21,Chj1357924680,0,闽侯县,3,4.5,云来有点像邓伦。演的很好，我很喜欢
2018-09-21,襄阳瑞爷,0,襄阳,3,5,一部题材非常不错的电影！人性描述的完美。
2018-09-21,夏天的风6039,2,东莞,3,5,谁的青春不迷茫   加油↖(^ω^)↗
2018-09-21,aUa426518485,0,衡阳,2,5,好开森哈哈哈哈哈哈
2018-09-21,shw382923974,1,常熟,4,5,学院暴力电影 还不错
2018-09-21,ToE314679193,0,成都,2,5,关注校园欺凌。
2018-09-21,wlJ278981916,1,重庆,2,4.5,节奏有点快 电影拍成这样很棒了  小说看哭了电影也看哭了 演员都很棒！！
2018-09-21,Peter12315,0,安阳,2,5,落落导演很棒！为她打call，电影超级好看(｡･ω･｡)ﾉ♡
2018-09-21,NBI764168384,0,广州,3,5,从头哭到尾，我觉得很好
2018-09-21,泡芙miss208,2,兴安盟,5,5,真的不错 很好看
2018-09-21,肖雅6655,2,珠海,2,5,很有感触，伤感，又好笑，很喜欢顾森西
2018-09-21,西瓜54939,1,东莞,3,5,还是很不错的
2018-09-21,阿陈,2,玉环市,4,5,没看过原著的 表示超好看 演员也选的不错  剧中顾森西完美
2018-09-21,kbF650573962,2,青岛,4,5,没有什么感受。就想都掐死呢些烂人
2018-09-21,lisakalla,2,常州,4,4,真的很好看，年轻演员演的也很好！
2018-09-21,AAJ221150580,0,武安,3,4.5,非常喜欢任敏演的易遥，期待你下一步作品。加油加油加油！
2018-09-21,kele52000,2,惠州,1,5,整部片很压抑，是我第一次看电影看到泪崩止不住，真的超赞👍
2018-09-21,酷大爷,2,普宁,6,5,有点悲伤，但是还是可以的
2018-09-21,pOd354056034,0,涟源市,4,5,愿你的青春，能被温柔以待
2018-09-21,rct213424320,2,沅江,3,5,很喜欢这个电影 这种校园暴力就是要放大，校园暴力让多少人对青春获得恐惧，让多少人为此丧失生命，让多少人一生都活在恐惧中，易瑶在准备跳河之前的那段对话说出来了多少被欺凌被欺负的人的心声，被欺负的人内心深处有多么的绝望多么的渴望被人救赎。而且女主角演技很棒！！
2018-09-21,yaK124178491,0,淮南,2,5,超好看，哭了两次，非常感人，值得一看！
2018-09-21,海牙萨琪,1,武汉,3,3,还原原作感觉还可以，演员演技还有很大提升空间，最后结局有所修改，只是片中易瑶的一些台词有些念的生硬，需要更好的处理。另外片头单位超长镜头有些别扭
2018-09-21,冰箱上的咕咕,0,武汉,3,5,不错看的很感人
2018-09-21,zMJ750522853,1,天津,3,5,很有教育意义  看看挺好的
2018-09-21,nDd170094795,2,太仓,4,5,巨好看！虐到哭死
2018-09-21,YaoLLLLLlllll,2,烟台,2,5,简直太好看啦
2018-09-21,恃宠而骄7667,2,烟台,2,5,完美，太好看了
2018-09-21,aZp595045682,0,杭州,2,5,好看好看好看
2018-09-21,星叶.江江,2,北京,2,5,小说还原的挺好
2018-09-21,道格呜呜,2,东海,3,3,还是不要去为青春买单了吧
2018-09-21,君悦君兮君不知L,1,武汉,3,5,看这个电影有想进去扇唐小米巴掌的冲动
2018-09-21,ZDQ2015,0,东莞,2,4.5,"这个世界上的阴暗面实在是太多了，其实现实生活中类似的这种事情也很多，青春本来应该是很美好的，但现实却会让你喘不过气来，我们要学会坚强，电影里教会我们要学会乐观，坚强，勇敢，给人以温暖，遇事不能软弱，要懂得如何去反击，才能保护自己不被伤害，也让伤害你的人不敢再去做伤害别人的事。电影拍的很感人，很赞的一部电影，更揭露了这个社会的阴暗面，让更多的人去重视与遏止这种事情的再发生
值得推荐"
2018-09-21,Warm0524,0,大理,3,5,女主演技棒 男主都帅
2018-09-21,aNz987828019,0,大连,3,4.5,很感人，就虽然演员很新，可是，都不错，就是内容改动了
2018-09-21,即墨思归,2,南京,2,2,全篇就在说一个悲情的女主。。。
2018-09-21,ZtN205470927,0,孝昌县,3,5,"宁人心疼的女主，宁人心痛的现实
没勇气再看第二遍的电影
全程哭死……
值得一看"
2018-09-21,TjJ966319234,0,锦州,1,5,不错，值得一看，跟亲身经历有点类似，批判现实
2018-09-21,ved865976965,2,顺德,3,4.5,自己一个人去看的，还把我看哭了😂
2018-09-21,年少轻狂27384,1,长丰县,2,5,好看啊 非常喜欢
2018-09-21,树上的野草莓,2,南通,3,5,没看过原著，光电影而已我觉得还是可以的
2018-09-21,Q1383,1,霸州,3,5,和原著真的有差。
2018-09-21,PdM964486759,0,德惠市,2,5,结局略有不同
2018-09-21,HLs508508667,2,高碑店,3,4.5,反正我哭了🙃
2018-09-21,表。砸。,1,绵阳,2,4.5,我也遭受过校园里的语言暴力，现在当老师了，我会注重孩子的成长会把这样的事情扼杀在摇篮里
2018-09-21,张雨菲_,2,郑州,1,5,看过最好的国产电影 唯一没有失望的电影！！！！太好看了一定要备好纸巾！！！
2018-09-21,LovingStrangers.,1,天津,3,5,结尾一句愿我们所有人的青春都可以被温柔以待，结合剧情以及真实的回忆确实有很大的感触。并不是所有的善良都要被发现、被遇见，可以不爱但不要伤害。
2018-09-21,zCL677937327,0,运城,2,4,原每个人的青春都被温柔对待。不错的电影，最后看哭了。
2018-09-21,谢小灰丶,1,恩施,4,5,讨厌唐小米 还有那个胖胖的那个女的
2018-09-21,農坤,0,南昌,2,5,男主很渣，被男二圈粉，女主很惨，女二很恶心，女三是天使，看的哭的喘不过气
2018-09-21,tvP196531045,0,银川,4,5,悲伤逆流成河小说谁看过
2018-09-21,_qqchm1435145662,0,泰州,2,0.5,这个电影好评绝对是刷出来的，一看到郭敬明监制心里就凉了半截，看了一会真被我猜对了，还是关于校园早恋之类的话题，真是无聊到极点
2018-09-21,小芷Jessica,0,长清区,3,5,好看好看 喜欢
2018-09-21,潜伏在家中的卧底,0,漯河,2,5,好看  可以当个教育片了
2018-09-21,Gog432335888,0,合肥,2,5,好看好看好看
2018-09-21,刘侃侃,2,大连,2,4.5,开篇有些过于沉浸在悲伤之中，但剧情却没怎么现，若没看过小说会有些看不懂吧，后面泪点很感人，结尾自杀高潮令人深思
2018-09-21,稀盐酸酸不酸731,2,福州,2,5,笑点哭点都很足，主角们颜值都在线。剧情很流畅，没有小时代那么生硬。很惊喜，比预期好很多
2018-09-21,hty193926498,0,长沙,4,5,虽然没有遇到过校园霸凌，但是同情所有遇到过如同的境遇的学生时代，人的青春在校园时代都是最珍贵的回忆，所以不要去轻易伤害每个人的青春年华！因为她有自己的人生！
2018-09-21,Jwf921380027,0,北京,3,5,怎么说呢，别人欺负你说明你无能，当学生会主席那会记了好多欺负人瞎能嘚瑟的人的过🙄 🙄 你要强大起来，知道么！？？
2018-09-21,GAS120588892,0,南京,2,4.5,"没有书里面那么死虐死虐的
但是9.0分的评分也不是白评的了
冲着赵英博的荧幕首秀去看的 
结果发现里面主演配角们的颜一个比一个能扛
不过辣目洋子出演也是出乎意外了...
庆幸小四这次只是编剧
终于没有把这本书拍成商业片【鼓掌】"
2018-09-21,AGV519812298,0,长沙,4,3.5,郭敬明的东西总是优美有余，但内容欠缺。书是这毛病，拍成电影也没能摆脱。影片唯一让我想多说两句的就是女主演技不错，表演自然，把每个情绪正确表达到位了，可以说给片子提色不少，算是帮了导演一把。
2018-09-21,Dr.XIN-Z,1,沈阳,2,5,超赞超赞超赞
2018-09-21,记小薏。,0,固始县,2,5,真的特别适合女生看，看的哭的稀里哗啦的，值得推荐
2018-09-21,冯瘦瘦509,0,洛阳,2,5,郭敬明的作品都太扎心了
2018-09-21,cello5555,0,成都,2,5,抱着可能会看一场狗血剧的心态去的，没想到被落落拍得很好 ，我的抖音女神章若楠把顾森湘演得美出了天际！台词很经典！配音很高水平，落落救了郭敬明的作品
2018-09-21,呵呵哒0927,0,萍乡,2,5,喜欢，顾森西就是那个能为易遥背叛全世界的人
2018-09-21,BOD885430504,0,滕州,2,4.5,哭的很惨  泪奔的有三点 第一个是易遥最好的朋友也是懵懂喜欢的齐铭误会 她的宣泄和哭泣 第二个是易遥的妈妈既让恨又让我哭 恨得是易遥换校服的钱都不给还骂的很难听 而且她做按摩让易遥染上了性病  哭的是她偷偷给易遥攒学费给人做按摩  第三个是易遥跳海呐喊 顾森西不犹豫的跳下去救了她 之前所有人都误会是易遥害死了顾森西的姐姐顾森湘
2018-09-21,大嘻嘻756,0,贵阳,2,5,很好看，不错
2018-09-21,张宇.....universe,1,呼和浩特,4,5,愿每一个人的青春都是快乐的
2018-09-21,eYQ325389184,2,洛阳,4,5,很真实。很感人。
2018-09-21,FUN_LOVE_JIA,1,北京,3,4.5,悲伤，逆流成河。
2018-09-21,xzv812969760,0,南川,4,5,反映这个社会，希望引起这个社会的反思
2018-09-21,怀念爱你的日子,1,珠海,3,5,很值得去看，校园欺凌真的是太恐怖了，希望所有人的青春，都可以被温柔对待
2018-09-21,用青春换浪漫,0,广州,2,5,特别好看，也给我哭够呛，大家去了记得带纸，哭的痛快
2018-09-21,nan々,2,湖州,3,5,有点压抑 还不错啦
2018-09-21,dYw580389222,0,大连,3,4.5,演的不错，女一号，2
2018-09-21,ysp456424864,0,北京,5,5,"非常好，久久不能平静
"
2018-09-21,张怡凡_baby,2,襄阳,3,2,不符合逻辑 老师不会做心脉复苏这是瞎搞啊
2018-09-21,GGH164284017,0,亳州,3,5,很有感触！！！
2018-09-21,Zzb618426956,0,青岛,3,0.5,烂片，当个小说还行，拍成电影还不足，没有任何原因，很生硬的拍成这个样
2018-09-21,upG418508951,0,常州,2,5,中学时代就已经在看这本书。虽然改编了，变成了教育主题的，算回忆吧。原著很虐！
2018-09-21,呼啦co,0,兰州,3,3,恒大影院，先是自助取票机取不了票，然后看电影看到一半多大屏幕黑掉，真是醉人，等了那么久还修不好，完了还让我们换场次，态度也很冷淡，活久见，WTF？
2018-09-21,MCP86592386,0,西安,2,5,电影挺好看的
2018-09-21,gmV789176490,0,扬州,3,4.5,"看了《悲伤逆流成河》这部电影，真的出乎我的意料，很好看，年轻演员的演技稍微有点尴尬，但是女主易瑶真的演的好好。
《悲伤逆流成河》这本小说，可以说陪伴了一半时间的高中，看了数不清多少遍，每次学习厌烦了，就从书架上取下来看个几章。
看这本书的时候，很羡慕易瑶和齐铭之间超越爱恋的存在，很喜欢易瑶的洒脱，顾森西的阳光，很讨厌齐铭对易瑶只是友谊，很讨厌顾森湘的完美。
小说从头至尾很压抑，电影也是一样，很丧。从电影一开始，放出那条胡同，我的眼泪就出来了，就觉得这条胡同和你心中的胡同一模一样啊。后来，好多情节，比如易瑶妈妈拉易瑶的手说：妈带你去看病；比如，易瑶在河边说的那些话；闷的喘不过气，又感动伤心到痛哭"
2018-09-21,浅曦兮,0,南京,2,4,还不错  超出期待  看的我们都哭了😂 很有意义的一部电影   剧本改编的也不错   如果是郭敬明拍的话最后肯定都死了  校园暴力真的很可怕
2018-09-21,Abr407848874,0,宿迁,2,5,女主跑的太慢，被救起来了。男主不会CPR
2018-09-21,oyy807102178,0,银川,3,5,看的好心塞，还在悲伤中
2018-09-21,lzd1997anthony,1,郑州,2,5,"[cp]#悲伤逆流成河#这是一部无条件强烈推荐的电影，前半部分其实我感受不是很深，但是当森西出场的时候我觉得，一个不被人喜欢的女孩身边也会有这么温暖的人，在任何黑暗世界的背后也总会存在那么温暖的一个人，当最后易遥跳河的时候，也是森西义无反顾的跳了下去，森湘这么美丽温暖善解人意也不应该成为校园暴力的牺牲品。愿这个世界都充满温暖跟阳光，每一个人身边都有一个守护他的人[给你小心心]
看完电影想强烈安利幸云来小哥哥，太棒了！你好，我叫顾森西，太阳从西边出来的西！[/cp]"
2018-09-21,TQe611858550,0,上海,1,5,好看好看非常好看
2018-09-21,果粒小童鞋,2,舟山,2,1,难看难看难看
2018-09-21,YEw237037892,0,达州,2,5,太好看了，很感人
2018-09-21,jsh263847168,0,永丰,2,5,很悲伤，男主就是个渣男，但是很好看
2018-09-21,KCs380156280,0,昆明,2,5,很好看，而且看了很感动，大家去看吧。
2018-09-21,zgv931706036,2,湖州,4,4,一直觉得郭敬明的小说充满无病呻吟的悲凉感，果然啊，五脏六腑的悲伤逆流成河。。。全剧就喜欢顾森西😊😊
2018-09-21,也许你喜欢梅西,1,驻马店,1,5,电影很细节，剧情很完美，点到为止
2018-09-21,赵腿腿,2,长沙,3,5,真的拍的很符合现在的校园环境，反对校园暴力，
2018-09-21,AUa159282995,0,天津,2,5,超级好看！给我哭的 🙊女主演的太好啦！喜欢，满分 🍀🍀🍀
2018-09-21,wyzgalaxy,0,合肥,2,5,感触很深，校园暴力影响着下一代孩子们，希望所有的小朋友都可以健康快乐的长大！
2018-09-21,来日方长4643,2,丽江,3,5,结束为了开始
2018-09-21,SsS585866920,0,贵阳,2,5,画面很好 欺凌的情节安排也恰到好处 看哭了 出来一直很压抑 好喜欢顾森西，可惜没救回易遥，这样一个人见人弃说话再大声都没有人听得见的易遥可能真的只有死了才能以此明志吧
2018-09-21,梁柱炳,1,深圳,4,3.5,改得比较符合社会主义价值吧 和郭老板狗血可恨的小说不是一个内核 演员演技跟不上颜值吧 看的时候就出戏。。 但是这片内容方面确实还挺有意义的 可能会给以后校园欺凌的国产电影开个先河吧 就不把分评太低了
2018-09-21,Gpy738476532,0,长兴,4,1.5,还没看过的小伙伴可以不用看了吧。现实主义题材的电影需要什么？不是帅哥美女，也不是唯美的画面，我们要的是震撼力，能够让人记住的震撼！这样才能让人在记忆中挥之不去，让人反思！还有，绝望不是说出来的，长期被欺凌的人哪来那么多叽叽歪歪的屁话！
2018-09-21,Rachel_217,0,西安,2,5,上学的时候看过小说，今天看仿佛记忆被拉回到校园时光。自己目前也从事着教育工作，看到校园暴力，内心特别心痛。愿你我的青春都能被温暖以待！
2018-09-21,Cctl_,0,长春,3,5,求求学生们看看吧！这部电影真的很令人深思！！
2018-09-21,bhs825213971,0,太原,3,5,催人泪下十分感人
2018-09-21,xZa903858266,2,深圳,2,4.5,影片的故事讲的很平淡，但是却深入人心，很贴切，明确表达了人们日常的一两句玩笑却给人带来的无穷伤害，建议所有的学生都应该去看看。
2018-09-21,vep115225174,0,宁波,4,3,"1.顾森西帅，包揽笑点
2.女主水灵，台词过于多愁善感，琼瑶剧即视感
3.邬君梅演技在线
然后就没然后了，不想吐槽"
2018-09-21,林先生10,2,深圳,1,5,最后的再见青春
2018-09-21,薇哈姐姐,0,南昌,3,5,看了，超级好看。
2018-09-21,RDd292045749,2,蚌埠,3,5,特别特别好看  剧情完美还原小说 演技赞
2018-09-21,Awn954252441,0,哈尔滨,2,4.5,故事性强，挺贴近生活的，也很震撼人心，
2018-09-21,杨谨婕了啦,2,北京,3,2.5,小说那么不好看……电影能拍出什么花来……
2018-09-21,Nnx511624600,0,海城,2,5,很好看 很感人 想起了很多事 一句话也不想说 只想静静地待着
2018-09-21,StB368725348,2,宜昌,3,5,挺有感触的吧 现在新闻上这些都太多了 突然觉得自己的高中时代还是挺美好的
2018-09-21,umQ570401658,0,南昌,3,5,泪点很多，伤痛的作品，很喜欢！
2018-09-21,忘掉名字吧吧,0,苏州,3,3,看了热搜以为超级无敌巨好看的 很多年前也看了小说 很期待 结果悲剧被当成喜剧看了 哇 男主这演技 哎
2018-09-21,bOW710266617,0,北京,4,4,给我留下童年阴影的是小学的一个语文老师，恨她一辈子
2018-09-21,狗毛丶,1,成都,4,5,校园欺凌在每个国家每个城市每个学校都有，只是很多人看见了并不会出手帮助，杜绝校园暴力，希望以后别再有校园欺凌事件发生，😔
2018-09-21,跌入一角天青色,0,海门,3,4.5,落落的第二部电影对于镜头的细节处理越来越好了
2018-09-21,xf幸福啊,2,青岛,2,5,一定要带着纸巾去看，校园暴力真的很可怕，你的一句我开玩笑的啊，你那么当真干嘛。是最恶心的！！
2018-09-21,Hka180229292,1,深圳,2,5,女主好惨啊，不忍心看剧版的了！怕小爽被虐得不要不要的！
2018-09-21,柯南0o0,1,乌鲁木齐,3,4,给个八分吧    感觉剧情还可以   全场两个大男人看这个电影
2018-09-21,YeeR葉小國,1,南京,4,0.5,我并没有针对什么
2018-09-21,HiA791649415,0,湘潭,2,3,很好看，愿世界所有的生命都被温柔对待
2018-09-21,zwg833791948,0,长春,2,5,真的是特别好的一部电影，改编的恰到好处，慢镜头也很好，很推荐让学校组织学生看，意义真的很大。反正最后哭了，提示多带纸巾
2018-09-21,安安panlei,2,深圳,4,4,和原著改了很多。摄影师也不知道为什么一直晃镜头，晃得头都晕了………演员都还不错，希望校园暴力真的能够被消灭
2018-09-21,天使百合654,2,焦作,2,5,愿我们有一颗温暖的心，温暖身边的人！
2018-09-21,c1yan9,0,南京,4,5,是哭的泪流满面的一部电影了，还想下次再看啊。
2018-09-21,李879307253,1,成都,3,0.5,年轻人的伤非感，不是很喜欢这种，觉得是烂片
2018-09-21,uzr162155224,0,马鞍山,2,5,贼好看 仙人掌做不了花 没办法让人捧在手心里
2018-09-21,。。42640,2,南通,4,5,愿所有青春，都能温柔以待
2018-09-21,HNG532332297,0,大石桥,2,4.5,最后看哭了，但感觉很压抑
2018-09-21,nsJ398443800,0,韶关,3,5,片子拍的很好，校园暴力这个问题，真的需要每一个人去正视
2018-09-21,Ign283122864,0,长沙,3,5,超好看，后面好感人
2018-09-21,你亲爱的妈咪,0,句容,2,5,挺好看的。。
2018-09-21,qqpopoqq,2,威海,3,5,必须十分，是我心中的悲伤逆流成河，结局改了一下，美好了一些，生活这么苦，总该有点甜
2018-09-21,PUk391442296,0,天津,4,5,愿我们都被温柔以待
2018-09-21,XNO945246060,1,上海,3,0.5,被预告片  骗了
2018-09-21,小魏子v,0,南通,4,5,希望票房大卖，很好看的一部电影！
2018-09-21,糖糖Linda520,2,荆州,4,2,为什么改了结局？？？不好看
2018-09-21,PAnNaaaaa,2,海宁,3,2,不好看。跟小说出入太大了。
2018-09-21,ljw春暖花开,0,临沂,3,5,感触很深，很怀念逝去的青春岁月……时光慢些吧！别带走那些我们不愿意走散的人……
2018-09-21,hBe109856809,0,深圳,2,4.5,我读书的时候看这本小说 看了三四遍 那时候看 都是躲被子里看 看了好几天 怕我老爸说我。看得我眼睛都哭瞎了 易遥太惨了。齐铭你喜欢易遥为什么不深爱 为什么不相信她 啊西 易遥好不容易只有你一个对她好。她好不容易喜欢上你了 你却不信她 你不相信她是不可能害你姐的 都在逼她 小时候看了好多郭敬明的小说超级棒 那时候在想郭敬明长什么样子。现在长大了才知道郭敬明长这样 身高不重要 重要的是才华 你的才华无与伦比啊 明天去看 我会带好纸巾的😂😂
2018-09-21,_qq5k41442570697,2,常州,2,5,实在是太好看了，泪点很多，安利安利
2018-09-21,蓝家白菜。,0,慈溪,2,5,刚开始觉得很尴尬，但是后面真的很感动，但是真的非常讨厌齐铭。
2018-09-21,etP818141396,0,阜阳,3,5,不是烂片。真的，这部电影上升了另一个高度，配乐好听
2018-09-21,喜闻乐见喜闻乐见,0,常德,5,5,国产精品国产精品国产精品
2018-09-21,初音935,2,郑州,3,4,每个人都值得被温暖包围，如果你做不到勇敢地站出来，那你也不要去当那个刽子手，愿世界每个人都被温柔以待……
2018-09-21,jAS714627396,0,佛山,2,5,超级好看，感人至深
2018-09-21,wsl8,0,武汉,3,4,《悲伤逆流成河》是一部反映校园欺凌的影片。根据郭敬明同名小说改编。虽然导演是落落，但是依然可以看到影片里有郭敬明一贯风格。我个人觉得，这部电影才是郭敬明内心的真实世界，也是郭敬明个人性格的又一次呈现。虽然影片和小说原著有一些区别：在情节设计上更有主题针对性：校园欺凌事件。但是就该影片本身而言，是佳作。演员已经将需要表达的情绪完全释放出来了。加上实力派演员邬君梅的助攻，该片是很发人深省的，非常值得一看。
2018-09-21,吃吃不来！,0,邳州,4,4.5,😭😭😭泪奔！我看到唐小米就生气
2018-09-21,song2shaonai,2,北京,5,5,很是愤怒，从小我也是弱势的孩子，因为善良所以更受欺负，一次次很压抑，后来我选择无视，暴怒，在别人看来，我是一个很严格的人，看起来不好相处，自带⚡️՞网՞，眼神具有杀伤力，其实这都是多年来，积赞下来的怒气。我今天带七岁的儿子去看这个电影，因为我儿子和我一样，也非常善良，总选择忍让，我告诉他，一旦你第一次软弱和妥协，就造就日后长达十多年甚至至今的欺凌。我们不伤害人，我们甚至出手去保护受害人，不伤害别人却不向她伸出援手，等同于谋杀从犯。我们只想保护自己，让自己身体上，心灵上，语言上，都立起你坚硬的刺，不要伤害我，我也不会欺负你。希望生活中少些这种仗势欺人的无耻之徒，工作上也一样，宁可辞职也不妥协。
2018-09-21,至俗,2,商丘,2,4.5,相比书来说电影还是比较温暖的，弱化了很多不好的东西，主题比较明确，书是我几年前读的了，比电影压抑好多。
2018-09-21,JNG715836591,0,巢湖,2,3.5,远远超过预期，只是结局有点不满意，再悲一点或许会更好
2018-09-21,王彤_man,1,曹妃甸,3,5,好看好看好看，刷刷地掉泪
2018-09-21,不甜不要钱813,2,成都,1,5,超级棒的电影
2018-09-21,hylaou,2,武汉,3,5,前面觉得没什么，后面看的哭的喉头水肿！毫不夸张
2018-09-21,走在清冷夜的兔子,1,新郑,4,4.5,黑暗中你沉重的呼吸是清晨弄堂口熟悉的雾，你温暖的胸膛，缓缓的流淌着悲伤与沉痛的巨大河流
