20160759.00 
20163461.00 
20163474.00 
20163486.00 
20163498.00 
20163505.00 
20163517.00 
20163527.00 
20163528.00 
20163556.00 
20163569.00 
20163576.00 
20163608.00 
20163611.00 
20163615.00 
20163628.00 
20163630.00 
20163656.00 
20163671.00 
20163699.00 
20163707.00 
20163740.00 
20163749.00 
20163775.00 
20163789.00 
20163797.00 
20163813.00 
20163820.00 
20163829.00 
20165081.00 
20165179.00 
20165183.00 
20165186.00 
20164398.00 
20163588.00 
20164645.00 
