SN_CODE,SN_CITY,SN_PROV,SN_LEVEL,SN_LNG,SN_NAME,SN_LAT,ST_PRICEURL,SN_THEME
1000305,赤峰,内蒙古,,122.999321,道须沟旅游景区,40.482338,66,
1000306,鄂尔多斯,内蒙古,4A,109.866874,银肯塔拉沙漠生态旅游区,40.227811,,草原沙漠
1000307,乌兰察布,内蒙古,4A,114.053683,察尔湖度假旅游区,40.867214,38,
1000308,阿拉善盟,内蒙古,,105.038247,贺兰山国家狩猎场,39.547806,,
1000309,鄂尔多斯,内蒙古,,107.151406,阿尔泰石窟,39.504094,,
1000310,阿拉善盟,内蒙古,4A,105.038247,贺兰山福因寺,39.547806,56,
1000311,阿拉善盟,内蒙古,,101.199388,额济纳胡杨林,42.002012,,
1000312,通辽,内蒙古,,122.260363,珠日河草原,43.633756,,草原沙漠
1000313,巴彦淖尔,内蒙古,,107.053773,三盛公黄河游乐园,40.343632,,
1000314,呼和浩特,内蒙古,,111.6623183978,呼和浩特清真大寺,40.8153048425,,宗教祈福
1000315,呼伦贝尔,内蒙古,,117.451528,满洲里冰雪公园,49.600944,,主题乐园
1000316,鄂尔多斯,内蒙古,,109.976161,铁牛（大浪淘沙）汗蒸温泉会所,39.824856,35,
1000317,赤峰,内蒙古,,118.94609,辽庆陵,43.684787,,
1000318,赤峰,内蒙古,,118.769344,少郎川农业休闲旅游度假区,42.85839,55,
1000319,呼伦贝尔,内蒙古,,119.751652,都统衙门,49.213882,,古迹遗址
1000321,鄂尔多斯,内蒙古,,109.964325,鄂尔多斯济支州岛韩蒸温泉时代,39.811365,48,温泉
1000322,锡林郭勒盟,内蒙古,,119.374,九曲弯,45.5345,,
1000323,呼伦贝尔,内蒙古,4A,123.450434,布苏里旅游区,50.567566,,
1000324,包头,内蒙古,,110.013753,2016包头爱飞客飞行那达慕,40.570876,,都市观光
1000325,赤峰,内蒙古,,118.705928,马鞍山国家森林公园,41.933242,,田园度假
1000326,兴安盟,内蒙古,5A,120.428637,阿尔山国家森林公园,47.289691,250,
1000327,赤峰,内蒙古,,116.672349,克什克腾世界地质公园,43.411899,,
1000328,锡林郭勒盟,内蒙古,,116.136948,白音锡勒草原牧场,44.078961,,草原沙漠
1000329,呼伦贝尔,内蒙古,,119.760822,金帐汗蒙古部落,49.201636,,民俗风情
1000330,呼和浩特,内蒙古,,111.695191,将军衙署博物馆,40.831674,,古迹遗址
1000331,通辽,内蒙古,,121.077151,古榆园,43.573955,,
1000332,乌海,内蒙古,2A,106.83199909716231,青山翰墨园,39.683177006785236,,
1000333,鄂尔多斯,内蒙古,2A,109.99370625145134,油松王,39.81648956060153,,
1000334,锡林郭勒盟,内蒙古,,116.02733968895716,多伦吐力根天堂草原漂流,43.93970484232425,,
1000335,呼和浩特,内蒙古,,111.6603505200542,多茂果蔬采摘园,40.828318873081585,,
1000337,呼和浩特,内蒙古,,111.6603505200542,大青山抗日根据地,40.828318873081585,,
1000338,呼和浩特,内蒙古,,111.6603505200542,绿忆工坊,40.828318873081585,,
1000339,呼伦贝尔,内蒙古,,119.76082179399947,额尔古纳湿地冰泉度假小镇,49.201636054604336,,
1000340,呼伦贝尔,内蒙古,2A,119.76082179399947,民族博物馆,49.201636054604336,,
1000342,乌海,内蒙古,2A,106.83199909716231,蒙古族家具博物馆,39.683177006785236,,
1000343,包头,内蒙古,3A,109.84623853249181,赛汗塔拉旅游娱乐园,40.64711942570857,,
1000345,包头,内蒙古,,109.84623853249181,包头奥林匹克冰雪大世界,40.64711942570857,,
1000346,呼和浩特,内蒙古,,111.6603505200542,内蒙古青少年生态园,40.828318873081585,,
1000347,包头,内蒙古,,109.84623853249181,宝宝贵草莓采摘园（A区店）,40.64711942570857,,
1000348,巴彦淖尔,内蒙古,,107.42380671968002,大桦背,40.76917990242912,,
1000349,鄂尔多斯,内蒙古,,109.99370625145134,福乐迪冰雪乐园,39.81648956060153,,
1000350,兴安盟,内蒙古,,122.04816651406564,乌兰浩特健翔滑雪场,46.08375706518232,,
1000351,呼和浩特,内蒙古,,111.6603505200542,蚂蚁部落冰雪乐园,40.828318873081585,,
1000352,赤峰,内蒙古,,118.9307611921676,大明塔,42.297112320317325,,
1000353,呼和浩特,内蒙古,,111.6603505200542,绥远将军府,40.828318873081585,,
1000354,鄂尔多斯,内蒙古,,109.99370625145134,蒙元文化影视城,39.81648956060153,,
1000356,呼和浩特,内蒙古,,111.6603505200542,乐汤汇温泉生活馆,40.828318873081585,,
1000357,呼伦贝尔,内蒙古,,119.76082179399947,186彩带河,49.201636054604336,,
1000358,鄂尔多斯,内蒙古,,109.99370625145134,内蒙古鄂尔多斯铁牛（大浪淘沙）汗蒸温泉会所,39.81648956060153,,
1000359,呼伦贝尔,内蒙古,,119.76082179399947,乌兰泡,49.201636054604336,,
1000360,阿拉善盟,内蒙古,,105.69568287112703,居延海,38.84307526440767,,
1000361,呼伦贝尔,内蒙古,3A,119.76082179399947,诺门罕旅游景区,49.201636054604336,,
1000362,通辽,内蒙古,,122.26036326322144,通辽万达宝贝王,43.633756072995986,,
1000363,包头,内蒙古,,109.84623853249181,大雁滩水上乐园,40.64711942570857,,
1000365,呼和浩特,内蒙古,,111.6603505200542,呼和浩特市植物园,40.828318873081585,,
1000366,赤峰,内蒙古,,118.9307611921676,少郎川农业休闲旅游度假区南国世界,42.297112320317325,,
1000367,阿拉善盟,内蒙古,,105.69568287112703,塔王府,38.84307526440767,,
1000368,乌兰察布,内蒙古,,113.11284639067514,红召九龙湾,41.02236294675116,,
1000370,兴安盟,内蒙古,,122.04816651406564,好森沟风景区,46.08375706518232,,
1000373,乌兰察布,内蒙古,,113.11284639067514,岱海遗址群,41.02236294675116,,
1000375,呼和浩特,内蒙古,2A,111.6603505200542,云滚洞,40.828318873081585,,
1000376,呼伦贝尔,内蒙古,4A,119.76082179399947,巴尔虎部落,49.201636054604336,,
1000377,鄂尔多斯,内蒙古,,109.99370625145134,宝龙儿童游乐城,39.81648956060153,,
1000378,赤峰,内蒙古,,118.9307611921676,福会寺,42.297112320317325,,
1000379,包头,内蒙古,,109.84623853249181,淘气堡乐园,40.64711942570857,,
1000381,包头,内蒙古,,109.84623853249181,昆都会召,40.64711942570857,,
1000382,鄂尔多斯,内蒙古,,109.99370625145134,橡胶坝冰雪乐园,39.81648956060153,,
1000383,呼和浩特,内蒙古,,111.6603505200542,X-ROOM超级密室（呼和浩特市）,40.828318873081585,,
1000384,赤峰,内蒙古,,118.9307611921676,巴彦花水上乐园,42.297112320317325,,
1000385,赤峰,内蒙古,,118.9307611921676,美林谷滑雪场,42.297112320317325,,
1000386,呼和浩特,内蒙古,,111.6603505200542,乌兰夫纪念馆,40.828318873081585,,
1000387,包头,内蒙古,,109.84623853249181,土城子遗址,40.64711942570857,,
1000388,巴彦淖尔,内蒙古,,107.42380671968002,乌拉特部落草原,40.76917990242912,,
1000389,鄂尔多斯,内蒙古,4A,109.99370625145134,九城宫旅游景区,39.81648956060153,,
1000390,赤峰,内蒙古,,118.9307611921676,红山真人CS俱乐部,42.297112320317325,,
1000391,呼伦贝尔,内蒙古,,119.76082179399947,海拉尔农业发展园区,49.201636054604336,,
1000392,赤峰,内蒙古,,118.9307611921676,百岔川岩画,42.297112320317325,,
1000393,锡林郭勒盟,内蒙古,2A,116.02733968895716,南沙梁,43.93970484232425,,
1000394,呼伦贝尔,内蒙古,2A,119.76082179399947,嘎仙洞,49.201636054604336,,
1000395,阿拉善盟,内蒙古,2A,105.69568287112703,阿拉善右旗博物馆,38.84307526440767,,
1000396,巴彦淖尔,内蒙古,,107.42380671968002,塞飞冰雪游乐园,40.76917990242912,,
1000397,通辽,内蒙古,3A,122.26036326322144,吉祥密乘大乐林寺,43.633756072995986,,
1000398,锡林郭勒盟,内蒙古,,116.02733968895716,锅盔山,43.93970484232425,,
1000399,巴彦淖尔,内蒙古,,107.42380671968002,四大股庙,40.76917990242912,,
1000400,赤峰,内蒙古,,118.9307611921676,城子山遗址,42.297112320317325,,
1000401,呼伦贝尔,内蒙古,,119.76082179399947,布里亚特部,49.201636054604336,,
1000402,乌海,内蒙古,,106.83199909716231,乌海青少年生态园,39.683177006785236,,
1000403,呼伦贝尔,内蒙古,,119.76082179399947,露西演绎,49.201636054604336,,
1000404,兴安盟,内蒙古,,122.04816651406564,宝石滑雪场,46.08375706518232,,
1000405,乌兰察布,内蒙古,2A,113.11284639067514,淖干塔拉蒙古营,41.02236294675116,,
1000406,呼伦贝尔,内蒙古,,119.76082179399947,满洲里欢乐雪城,49.201636054604336,,
1000407,鄂尔多斯,内蒙古,4A,109.99370625145134,鄂尔多斯博物馆,39.81648956060153,,
1000408,通辽,内蒙古,,122.26036326322144,可汗山景区,43.633756072995986,,
1000409,呼和浩特,内蒙古,,111.6603505200542,玉泉井,40.828318873081585,,
1000410,兴安盟,内蒙古,,122.04816651406564,杨树沟河谷森林草原旅游景区,46.08375706518232,,
1000411,赤峰,内蒙古,,118.9307611921676,将军泡子,42.297112320317325,,
1000412,呼伦贝尔,内蒙古,2A,119.76082179399947,中国达斡尔民族博物馆,49.201636054604336,,
1000413,呼和浩特,内蒙古,,111.6603505200542,内蒙古体育馆,40.828318873081585,,
1000414,巴彦淖尔,内蒙古,,107.42380671968002,洪羊洞,40.76917990242912,,
1000415,乌海,内蒙古,,106.83199909716231,一线天,39.683177006785236,,
1000416,兴安盟,内蒙古,2A,122.04816651406564,白狼峰,46.08375706518232,,
1000417,包头,内蒙古,,109.84623853249181,吉木斯泰,40.64711942570857,,
1000418,乌兰察布,内蒙古,,113.11284639067514,明徐低楼,41.02236294675116,,
1000420,呼伦贝尔,内蒙古,,119.76082179399947,太平村,49.201636054604336,,
1000421,赤峰,内蒙古,,118.9307611921676,灯笼河草原,42.297112320317325,,
1000422,阿拉善盟,内蒙古,,105.69568287112703,南寺风景区（内蒙古）,38.84307526440767,,
1000423,赤峰,内蒙古,,118.9307611921676,赤峰锡泊河冰雪王国,42.297112320317325,,
1000424,通辽,内蒙古,,122.26036326322144,欧翔玖玖庄园滑雪场,43.633756072995986,,
1000425,乌兰察布,内蒙古,,113.11284639067514,飞来石,41.02236294675116,,
1000426,呼伦贝尔,内蒙古,,119.76082179399947,二子湖,49.201636054604336,,
1000429,锡林郭勒盟,内蒙古,,116.02733968895716,半拉山景区,43.93970484232425,,
1000430,赤峰,内蒙古,,118.9307611921676,达来诺尔,42.297112320317325,,
1000431,呼伦贝尔,内蒙古,,119.76082179399947,41号界碑,49.201636054604336,,
1000432,包头,内蒙古,,109.84623853249181,冒险家欢乐园,40.64711942570857,,
1000433,鄂尔多斯,内蒙古,,109.99370625145134,蒙古源流万舟滑雪场,39.81648956060153,,
1000434,包头,内蒙古,,109.84623853249181,七彩大地景区,40.64711942570857,,
1000435,呼伦贝尔,内蒙古,,119.76082179399947,基尔果山天池,49.201636054604336,,
1000436,赤峰,内蒙古,,118.9307611921676,西拉木伦,42.297112320317325,,
1000437,鄂尔多斯,内蒙古,4A,109.99370625145134,大沙头生态文化区,39.81648956060153,,
1000438,乌兰察布,内蒙古,3A,113.11284639067514,窝阔台汗宫旅游度假中心,41.02236294675116,,
1000439,呼伦贝尔,内蒙古,4A,119.76082179399947,猛犸象公园,49.201636054604336,,
1000440,呼伦贝尔,内蒙古,,119.76082179399947,莫尔格勒河,49.201636054604336,,
1000441,呼伦贝尔,内蒙古,4A,119.76082179399947,呼和诺尔草原,49.201636054604336,,
1000443,鄂尔多斯,内蒙古,,109.99370625145134,乌仁都西,39.81648956060153,,
1000444,兴安盟,内蒙古,,122.04816651406564,驼峰岭天池,46.08375706518232,,
1000445,赤峰,内蒙古,,118.9307611921676,翁根毛都沙漠旅游度假村,42.297112320317325,,
1000446,通辽,内蒙古,2A,122.26036326322144,青龙山洼,43.633756072995986,,
1000447,鄂尔多斯,内蒙古,,109.99370625145134,《一代天骄》演绎,39.81648956060153,,
1000448,包头,内蒙古,,109.84623853249181,哈布图·哈萨尔祭奠堂,40.64711942570857,,
1000449,呼和浩特,内蒙古,,111.6603505200542,蒙古文天文图石刻,40.828318873081585,,
1000450,赤峰,内蒙古,,118.9307611921676,百兴图自然风景区,42.297112320317325,,
1000451,乌兰察布,内蒙古,3A,113.11284639067514,外事旅游接待中心,41.02236294675116,,
1000452,包头,内蒙古,,109.84623853249181,包头渡口,40.64711942570857,,
1000453,包头,内蒙古,,109.84623853249181,圣鹿园,40.64711942570857,,
1000454,阿拉善盟,内蒙古,,105.69568287112703,大同城遗址,38.84307526440767,,
1000456,呼伦贝尔,内蒙古,,119.76082179399947,莫日格勒生态景区,49.201636054604336,,
1000457,兴安盟,内蒙古,,122.04816651406564,乌苏浪子湖,46.08375706518232,,
1000458,鄂尔多斯,内蒙古,2A,109.99370625145134,柒开淖旅游区,39.81648956060153,,
1000459,包头,内蒙古,,109.84623853249181,包头乐园环球冰雪圣诞村,40.64711942570857,,
1000460,兴安盟,内蒙古,,122.04816651406564,蒙古大营,46.08375706518232,,
1000461,巴彦淖尔,内蒙古,,107.42380671968002,阴山岩画,40.76917990242912,,
1000462,呼和浩特,内蒙古,,111.6603505200542,花海情人谷,40.828318873081585,,
1000463,乌兰察布,内蒙古,,113.11284639067514,阴山古刹,41.02236294675116,,
1000464,通辽,内蒙古,1A,122.26036326322144,老乡山庄,43.633756072995986,,
1000465,赤峰,内蒙古,,118.9307611921676,黄岗梁,42.297112320317325,,
1000466,鄂尔多斯,内蒙古,3A,109.99370625145134,昭君城,39.81648956060153,,
1000467,包头,内蒙古,3A,109.84623853249181,梅力更,40.64711942570857,,
1000468,呼伦贝尔,内蒙古,,119.76082179399947,维纳河疗养旅游村,49.201636054604336,,
1000469,阿拉善盟,内蒙古,,105.69568287112703,水稍子生态旅游区,38.84307526440767,,
1000470,兴安盟,内蒙古,,122.04816651406564,玫瑰峰,46.08375706518232,,
1000471,呼伦贝尔,内蒙古,,119.76082179399947,额尔古纳湿地景区,49.201636054604336,,
1000472,呼和浩特,内蒙古,,111.6603505200542,呼和塔拉冰雪旅游文化节,40.828318873081585,,
1000475,呼伦贝尔,内蒙古,,119.76082179399947,月牙岛,49.201636054604336,,
1000477,呼伦贝尔,内蒙古,,119.76082179399947,副都统衙门,49.201636054604336,,
1000478,呼伦贝尔,内蒙古,5A,119.76082179399947,柴河景区,49.201636054604336,,
1000479,呼伦贝尔,内蒙古,,119.76082179399947,小孤山苏联红军烈士墓,49.201636054604336,,
1000480,鄂尔多斯,内蒙古,2A,109.99370625145134,库布齐神光响沙旅游区,39.81648956060153,,
1000482,鄂尔多斯,内蒙古,,109.99370625145134,伊和温泉,39.81648956060153,,
1000483,鄂尔多斯,内蒙古,,109.99370625145134,大秦直道文化旅游景区,39.81648956060153,,
1000484,呼和浩特,内蒙古,,111.6603505200542,金刚座舍利宝塔,40.828318873081585,,
1000485,锡林郭勒盟,内蒙古,,116.02733968895716,平顶山火山群,43.93970484232425,,
1000486,阿拉善盟,内蒙古,,105.69568287112703,海森楚鲁怪石林,38.84307526440767,,
1000488,赤峰,内蒙古,,118.9307611921676,巴林沙漠主题公园,42.297112320317325,,
1000489,呼伦贝尔,内蒙古,,119.76082179399947,《天边》民族歌舞剧,49.201636054604336,,
1000490,乌海,内蒙古,,106.83199909716231,蒙根花温泉水世界,39.683177006785236,,
1000491,赤峰,内蒙古,,118.9307611921676,大黑山,42.297112320317325,,
1000492,包头,内蒙古,,109.84623853249181,昭君岛,40.64711942570857,,
1000493,呼伦贝尔,内蒙古,,119.76082179399947,撒佰诺马场,49.201636054604336,,
1000494,呼和浩特,内蒙古,,111.6603505200542,呼和浩特沐蓝爵汗蒸养生馆,40.828318873081585,,
1000495,鄂尔多斯,内蒙古,,109.99370625145134,未来世界儿童体验馆,39.81648956060153,,
1000496,赤峰,内蒙古,2A,118.9307611921676,南山生态园,42.297112320317325,,
1000498,呼和浩特,内蒙古,,111.6603505200542,蒙羊,40.828318873081585,,
1000499,呼伦贝尔,内蒙古,2A,119.76082179399947,海拉尔要塞,49.201636054604336,,
1000500,包头,内蒙古,,109.84623853249181,大雁滩景区,40.64711942570857,,
1000501,兴安盟,内蒙古,,122.04816651406564,哈拉哈水上漂游,46.08375706518232,,
1000502,乌海,内蒙古,2A,106.83199909716231,乌海煤炭博物馆,39.683177006785236,,
1000503,包头,内蒙古,,109.84623853249181,秦长城,40.64711942570857,,
1000504,包头,内蒙古,,109.84623853249181,哈撒儿旅游景区,40.64711942570857,,
1000505,呼和浩特,内蒙古,,111.6603505200542,蒙古文化风情园,40.828318873081585,,
1000507,锡林郭勒盟,内蒙古,,116.02733968895716,二连浩特市门,43.93970484232425,,
1000509,呼和浩特,内蒙古,,111.6603505200542,锡林公园冰雪王国,40.828318873081585,,
1000510,呼和浩特,内蒙古,3A,111.6603505200542,清公主府,40.828318873081585,,
1000513,巴彦淖尔,内蒙古,,107.42380671968002,五原誓师台,40.76917990242912,,
1000514,锡林郭勒盟,内蒙古,2A,116.02733968895716,查干朝鲁图珠洒勒旅游度假村,43.93970484232425,,
1000515,赤峰,内蒙古,2A,118.9307611921676,布日敦沙漠,42.297112320317325,,
1000516,鄂尔多斯,内蒙古,,109.99370625145134,达尔扈特牧家乐,39.81648956060153,,
1000518,鄂尔多斯,内蒙古,,109.99370625145134,塞外农耕文化体验园,39.81648956060153,,
1000520,阿拉善盟,内蒙古,,105.69568287112703,巴丹湖,38.84307526440767,,
1000521,鄂尔多斯,内蒙古,,109.99370625145134,鄂尔多斯遗鸥自然保护区,39.81648956060153,,
1000522,呼伦贝尔,内蒙古,2A,119.76082179399947,五泉山自然保护区,49.201636054604336,,
1000523,包头,内蒙古,,109.84623853249181,内蒙古包头亚欧体育度假村高尔夫球会,40.64711942570857,,
1000524,包头,内蒙古,,109.84623853249181,包头健锡滑雪场,40.64711942570857,,
1000525,阿拉善盟,内蒙古,,105.69568287112703,腾格里沙漠,38.84307526440767,,
1000528,呼和浩特,内蒙古,,111.6603505200542,圣水梁,40.828318873081585,,
1000529,呼伦贝尔,内蒙古,2A,119.76082179399947,巴尔虎博物馆,49.201636054604336,,
1000530,通辽,内蒙古,,122.26036326322144,莫力庙,43.633756072995986,,
1000531,鄂尔多斯,内蒙古,4A,109.99370625145134,鄂尔多斯野生动物园（海洋馆）,39.81648956060153,,
1000532,呼伦贝尔,内蒙古,,119.76082179399947,熊谷,49.201636054604336,,
1000533,兴安盟,内蒙古,,122.04816651406564,神山,46.08375706518232,,
1000535,锡林郭勒盟,内蒙古,,116.02733968895716,立马峰,43.93970484232425,,
1000536,乌海,内蒙古,3A,106.83199909716231,金沙湾,39.683177006785236,,
1000537,呼和浩特,内蒙古,,111.6603505200542,托县黄河旅游区,40.828318873081585,,
1000538,呼伦贝尔,内蒙古,,119.76082179399947,俄罗斯歌舞盛宴,49.201636054604336,,
1000539,乌海,内蒙古,,106.83199909716231,快乐宝贝儿童乐园淘气堡,39.683177006785236,,
1000540,锡林郭勒盟,内蒙古,,116.02733968895716,白音查干,43.93970484232425,,
1000541,赤峰,内蒙古,3A,118.9307611921676,巴林左旗召庙,42.297112320317325,,
1000542,通辽,内蒙古,,122.26036326322144,辽河公园冰雪王国,43.633756072995986,,
1000543,呼和浩特,内蒙古,,111.6603505200542,敕勒川草原文化旅游区,40.828318873081585,,
1000544,锡林郭勒盟,内蒙古,,116.02733968895716,内蒙多伦县清水湾温泉汗蒸酒店,43.93970484232425,,
1000545,赤峰,内蒙古,,118.9307611921676,宁城县平煤疗养院,42.297112320317325,,
1000546,通辽,内蒙古,3A,122.26036326322144,牵手草原度假村,43.633756072995986,,
1000547,呼和浩特,内蒙古,,111.6603505200542,伊斯兰风情街,40.828318873081585,,
1000548,鄂尔多斯,内蒙古,3A,109.99370625145134,巴图湾电厂,39.81648956060153,,
1000549,呼伦贝尔,内蒙古,3A,119.76082179399947,呼伦贝尔古城,49.201636054604336,,
1000550,包头,内蒙古,,109.84623853249181,百灵庙,40.64711942570857,,
1000551,包头,内蒙古,,109.84623853249181,白云鄂博草原,40.64711942570857,,
1000552,呼和浩特,内蒙古,,111.6603505200542,万家寨水库,40.828318873081585,,
1000553,赤峰,内蒙古,,118.9307611921676,应昌路故城遗址,42.297112320317325,,
1000554,阿拉善盟,内蒙古,4A,105.69568287112703,广宗寺,38.84307526440767,,
1000555,鄂尔多斯,内蒙古,4A,109.99370625145134,察罕苏力德游牧生态旅游区,39.81648956060153,,
1000556,锡林郭勒盟,内蒙古,,116.02733968895716,乌拉盖乞颜部落度假村,43.93970484232425,,
1000557,包头,内蒙古,3A,109.84623853249181,妙法寺,40.64711942570857,,
1000559,呼伦贝尔,内蒙古,,119.76082179399947,和平之门广场,49.201636054604336,,
1000560,通辽,内蒙古,,122.26036326322144,科尔沁潮海沙漠景区,43.633756072995986,,
1000561,呼伦贝尔,内蒙古,,119.76082179399947,扎拉敖包,49.201636054604336,,
1000562,呼和浩特,内蒙古,,111.6603505200542,蒙古庙,40.828318873081585,,
1000563,兴安盟,内蒙古,,122.04816651406564,七仙湖草原,46.08375706518232,,
1000564,锡林郭勒盟,内蒙古,2A,116.02733968895716,苏尼特乌兰伊德饮食风情园,43.93970484232425,,
1000565,鄂尔多斯,内蒙古,,109.99370625145134,万通水世界,39.81648956060153,,
1000566,阿拉善盟,内蒙古,,105.69568287112703,黑城遗址,38.84307526440767,,
1000567,呼伦贝尔,内蒙古,,119.76082179399947,伊敏河湿地,49.201636054604336,,
1000568,阿拉善盟,内蒙古,,105.69568287112703,额济纳神树,38.84307526440767,,
1000570,呼和浩特,内蒙古,,111.6603505200542,内蒙古麦森薰衣草庄园,40.828318873081585,,
1000571,乌兰察布,内蒙古,,113.11284639067514,红石崖寺旅游区,41.02236294675116,,
1000572,锡林郭勒盟,内蒙古,,116.02733968895716,乌拉盖九曲湾,43.93970484232425,,
1000573,锡林郭勒盟,内蒙古,2A,116.02733968895716,葛根敖包草原旅游度假村,43.93970484232425,,
1000574,呼伦贝尔,内蒙古,,119.76082179399947,扎赉诺尔博物馆,49.201636054604336,,
1000575,赤峰,内蒙古,,118.9307611921676,青山国家地质公园,42.297112320317325,,
1000576,巴彦淖尔,内蒙古,,107.42380671968002,玛瑙湖,40.76917990242912,,
1000577,呼和浩特,内蒙古,,111.6603505200542,和林南山公园,40.828318873081585,,
1000578,赤峰,内蒙古,3A,118.9307611921676,曼陀山庄,42.297112320317325,,
1000579,锡林郭勒盟,内蒙古,,116.02733968895716,别力古台扎桑,43.93970484232425,,
1000580,呼和浩特,内蒙古,,111.6603505200542,康熙平定噶尔丹纪功碑,40.828318873081585,,
1000581,赤峰,内蒙古,4A,118.9307611921676,玉龙沙湖,42.297112320317325,,
1000582,鄂尔多斯,内蒙古,,109.99370625145134,阿尔寨石窟,39.81648956060153,,
1000583,乌兰察布,内蒙古,2A,113.11284639067514,巴彦塔拉旅游城,41.02236294675116,,
1000584,呼伦贝尔,内蒙古,,119.76082179399947,龙岩览胜,49.201636054604336,,
1000585,锡林郭勒盟,内蒙古,,116.02733968895716,太仆寺旗玛拉盖庙,43.93970484232425,,
1000587,呼和浩特,内蒙古,,111.6603505200542,蒙丰锦绣园,40.828318873081585,,
1000588,呼和浩特,内蒙古,,111.6603505200542,呼和浩特体育场,40.828318873081585,,
1000589,呼伦贝尔,内蒙古,,119.76082179399947,跨国湿地,49.201636054604336,,
1000590,乌兰察布,内蒙古,,113.11284639067514,平地泉水世界滑雪场,41.02236294675116,,
1000591,呼伦贝尔,内蒙古,,119.76082179399947,成吉思汗拴马桩,49.201636054604336,,
1000592,呼伦贝尔,内蒙古,3A,119.76082179399947,扎兰屯秀水山庄,49.201636054604336,,
1000593,兴安盟,内蒙古,,122.04816651406564,科尔沁珍禽自然保护区,46.08375706518232,,
1000595,呼伦贝尔,内蒙古,4A,119.76082179399947,鄂伦春布苏里景区,49.201636054604336,,
1000596,呼和浩特,内蒙古,,111.6603505200542,内蒙古大青山太伟高尔夫俱乐部,40.828318873081585,,
1000597,锡林郭勒盟,内蒙古,,116.02733968895716,锡林郭勒吉祥草原旅游区,43.93970484232425,,
1000598,呼和浩特,内蒙古,4A,111.6603505200542,昭君墓,40.828318873081585,,
1000599,通辽,内蒙古,4A,122.26036326322144,库伦三大寺旅游景区,43.633756072995986,,
1000600,赤峰,内蒙古,,118.9307611921676,克什克腾国家地质公园,42.297112320317325,,
1000601,乌海,内蒙古,,106.83199909716231,黄河景观,39.683177006785236,,
1000602,呼伦贝尔,内蒙古,,119.76082179399947,黑山头城址,49.201636054604336,,
1000603,包头,内蒙古,,109.84623853249181,君昂童军乐园（包百店）,40.64711942570857,,
1000606,兴安盟,内蒙古,2A,122.04816651406564,明星水库,46.08375706518232,,
1000607,呼和浩特,内蒙古,,111.6603505200542,小召,40.828318873081585,,
1000608,呼伦贝尔,内蒙古,,119.76082179399947,呼伦贝尔草甸草原,49.201636054604336,,
1000610,包头,内蒙古,,109.84623853249181,昆都仑水库,40.64711942570857,,
1000611,赤峰,内蒙古,,118.9307611921676,大井古铜矿遗址,42.297112320317325,,
1000613,呼伦贝尔,内蒙古,1A,119.76082179399947,根河桥度假村,49.201636054604336,,
1000615,包头,内蒙古,,109.84623853249181,春坤山,40.64711942570857,,
1000616,呼伦贝尔,内蒙古,3A,119.76082179399947,巴彦呼硕草原,49.201636054604336,,
1000617,鄂尔多斯,内蒙古,2A,109.99370625145134,苏里格庙,39.81648956060153,,
1000618,乌兰察布,内蒙古,3A,113.11284639067514,辉腾锡勒草原明珠接待中心,41.02236294675116,,
1000619,阿拉善盟,内蒙古,,105.69568287112703,甲渠候官遗址,38.84307526440767,,
1000620,通辽,内蒙古,3A,122.26036326322144,奈曼王府,43.633756072995986,,
1000621,呼和浩特,内蒙古,,111.6603505200542,呼和浩特河灯节,40.828318873081585,,
1000622,呼和浩特,内蒙古,,111.6603505200542,香岛农家草莓采摘园,40.828318873081585,,
1000623,赤峰,内蒙古,2A,118.9307611921676,荟福寺,42.297112320317325,,
1000624,呼和浩特,内蒙古,,111.6603505200542,碧海云天（烟厂店）,40.828318873081585,,
1000625,兴安盟,内蒙古,,122.04816651406564,葛根庙,46.08375706518232,,
1000627,锡林郭勒盟,内蒙古,2A,116.02733968895716,浩济特庙,43.93970484232425,,
1000629,鄂尔多斯,内蒙古,,109.99370625145134,东海国际温泉,39.81648956060153,,
1000630,乌海,内蒙古,,106.83199909716231,地质奇观,39.683177006785236,,
1000631,呼和浩特,内蒙古,,111.6603505200542,天威儿童游乐园,40.828318873081585,,
1000633,呼和浩特,内蒙古,,111.6603505200542,碧海云天大浴场,40.828318873081585,,
1000634,呼和浩特,内蒙古,,111.6603505200542,万科采摘园,40.828318873081585,,
1000635,呼伦贝尔,内蒙古,,119.76082179399947,红色国际秘密交通线遗迹,49.201636054604336,,
1000636,兴安盟,内蒙古,,122.04816651406564,察尔森国家森林公园,46.08375706518232,,
1000637,乌兰察布,内蒙古,,113.11284639067514,薛刚山,41.02236294675116,,
1000638,兴安盟,内蒙古,2A,122.04816651406564,多兰湖公园,46.08375706518232,,
1000639,通辽,内蒙古,2A,122.26036326322144,静湖度假村,43.633756072995986,,
1000640,兴安盟,内蒙古,,122.04816651406564,好森沟国家森林公园,46.08375706518232,,
1000641,兴安盟,内蒙古,,122.04816651406564,石塘林,46.08375706518232,,
1000642,通辽,内蒙古,,122.26036326322144,塔敏查干沙漠,43.633756072995986,,
1000643,包头,内蒙古,,109.84623853249181,宝贝家园儿童成长基地,40.64711942570857,,
1000644,乌海,内蒙古,,106.83199909716231,乌海湖旅游景区,39.683177006785236,,
1000645,兴安盟,内蒙古,,122.04816651406564,图牧吉,46.08375706518232,,
1000646,阿拉善盟,内蒙古,,105.69568287112703,英雄传说,38.84307526440767,,
