SN_CODE,SN_CITY,SN_PROV,SN_LEVEL,SN_LNG,SN_NAME,SN_LAT,ST_PRICEURL,SN_THEME
1000647,赤峰,内蒙古,,118.9307611921676,赤峰金山海贝尔七采风车节,42.297112320317325,,
1000648,赤峰,内蒙古,,118.9307611921676,达里湖北岸,42.297112320317325,,
1000649,赤峰,内蒙古,,118.9307611921676,鲤鱼泡子,42.297112320317325,,
1000650,呼伦贝尔,内蒙古,,119.76082179399947,蒙古之源·蒙兀室韦文化旅游景区,49.201636054604336,,
1000652,呼伦贝尔,内蒙古,3A,119.76082179399947,凤凰山庄,49.201636054604336,,
1000653,锡林郭勒盟,内蒙古,,116.02733968895716,大型历史实景剧《天骄传奇》,43.93970484232425,,
1000655,包头,内蒙古,,109.84623853249181,汉代麻池古城遗址,40.64711942570857,,
1000656,赤峰,内蒙古,,118.9307611921676,黑里河漂流,42.297112320317325,,
1000657,乌兰察布,内蒙古,,113.11284639067514,宝黛石,41.02236294675116,,
1000658,阿拉善盟,内蒙古,,105.69568287112703,五座塔,38.84307526440767,,
1000659,锡林郭勒盟,内蒙古,,116.02733968895716,忽必烈夏宫,43.93970484232425,,
1000660,阿拉善盟,内蒙古,,105.69568287112703,阿拉善异星营地音乐会,38.84307526440767,,
1000661,包头,内蒙古,,109.84623853249181,小肥羊食品工业旅游区,40.64711942570857,,
1000662,鄂尔多斯,内蒙古,,109.99370625145134,鄂尔多斯草莓园,39.81648956060153,,
1000663,呼伦贝尔,内蒙古,,119.76082179399947,鄂伦春民族乡,49.201636054604336,,
1000664,呼和浩特,内蒙古,,111.6603505200542,赵长城,40.828318873081585,,
1000665,呼伦贝尔,内蒙古,,119.76082179399947,额尔古纳界河,49.201636054604336,,
1000666,鄂尔多斯,内蒙古,3A,109.99370625145134,黄河三盛公国家水利风景区,39.81648956060153,,
1000667,锡林郭勒盟,内蒙古,,116.02733968895716,洪格尔岩画群,43.93970484232425,,
1000668,兴安盟,内蒙古,,122.04816651406564,哈拉哈河,46.08375706518232,,
1000669,通辽,内蒙古,3A,122.26036326322144,古榆园旅游区,43.633756072995986,,
1000670,兴安盟,内蒙古,,122.04816651406564,三潭峡,46.08375706518232,,
1000671,赤峰,内蒙古,,118.9307611921676,道须沟,42.297112320317325,,
1000672,乌兰察布,内蒙古,,113.11284639067514,平安洞,41.02236294675116,,
1000673,通辽,内蒙古,3A,122.26036326322144,辉特淖尔草原旅游区,43.633756072995986,,
1000676,阿拉善盟,内蒙古,,105.69568287112703,额日布盖峡谷,38.84307526440767,,
1000677,通辽,内蒙古,2A,122.26036326322144,怪山,43.633756072995986,,
1000678,呼伦贝尔,内蒙古,,119.76082179399947,辉河湿地草原旅游度假风景区,49.201636054604336,,
1000679,呼和浩特,内蒙古,,111.6603505200542,山东甜草莓,40.828318873081585,,
1000680,赤峰,内蒙古,2A,118.9307611921676,赤峰市植物园,42.297112320317325,,
1000681,鄂尔多斯,内蒙古,,109.99370625145134,神东煤海,39.81648956060153,,
1000682,呼和浩特,内蒙古,,111.6603505200542,大青山太伟滑雪场,40.828318873081585,,
1000683,巴彦淖尔,内蒙古,,107.42380671968002,黄河河套文化旅游区湿地公园,40.76917990242912,,
1000684,通辽,内蒙古,,122.26036326322144,金代界壕,43.633756072995986,,
1000685,包头,内蒙古,,109.84623853249181,百灵庙抗日纪念碑,40.64711942570857,,
1000686,鄂尔多斯,内蒙古,,109.99370625145134,蒙古历史博物馆,39.81648956060153,,
1000687,呼伦贝尔,内蒙古,,119.76082179399947,美人湖,49.201636054604336,,
1000688,赤峰,内蒙古,,118.9307611921676,宝山罕苏木墓群,42.297112320317325,,
1000689,呼伦贝尔,内蒙古,,119.76082179399947,秀水,49.201636054604336,,
1000690,赤峰,内蒙古,2A,118.9307611921676,辽上京博物馆,42.297112320317325,,
1000691,赤峰,内蒙古,,118.9307611921676,敖汉温泉城,42.297112320317325,,
1000692,阿拉善盟,内蒙古,4A,105.69568287112703,阿拉善通湖草原,38.84307526440767,,
1000693,呼和浩特,内蒙古,,111.6603505200542,菲彼西餐厅,40.828318873081585,,
1000694,鄂尔多斯,内蒙古,4A,109.99370625145134,释尼召沙漠绿海乐园,39.81648956060153,,
1000695,乌兰察布,内蒙古,2A,113.11284639067514,淖干诺尔草原,41.02236294675116,,
1000696,包头,内蒙古,,109.84623853249181,包头九峰山,40.64711942570857,,
1000697,通辽,内蒙古,,122.26036326322144,奈曼沙漠,43.633756072995986,,
1000698,赤峰,内蒙古,,118.9307611921676,罕山,42.297112320317325,,
1000699,呼伦贝尔,内蒙古,2A,119.76082179399947,室韦俄罗斯民族乡,49.201636054604336,,
1000700,赤峰,内蒙古,,118.9307611921676,西拉沐沦大峡谷园区,42.297112320317325,,
1000701,巴彦淖尔,内蒙古,2A,107.42380671968002,阿贵庙,40.76917990242912,,
1000702,乌兰察布,内蒙古,,113.11284639067514,庙子沟遗址,41.02236294675116,,
1000704,赤峰,内蒙古,,118.9307611921676,南山真人CS俱乐部,42.297112320317325,,
1000705,鄂尔多斯,内蒙古,2A,109.99370625145134,吉祥福慧寺,39.81648956060153,,
1000706,乌海,内蒙古,3A,106.83199909716231,甘德尔山生态旅游景区,39.683177006785236,,
1000707,赤峰,内蒙古,,118.9307611921676,耶律羽之墓群,42.297112320317325,,
1000708,乌海,内蒙古,2A,106.83199909716231,乌海植物园,39.683177006785236,,
1000709,呼和浩特,内蒙古,,111.6603505200542,小奶花,40.828318873081585,,
1000710,呼伦贝尔,内蒙古,4A,119.76082179399947,呼和诺尔湖,49.201636054604336,,
1000711,通辽,内蒙古,,122.26036326322144,兴源寺,43.633756072995986,,
1000712,呼伦贝尔,内蒙古,2A,119.76082179399947,达赉湖,49.201636054604336,,
1000713,赤峰,内蒙古,,118.9307611921676,白音乌拉游牧文化区,42.297112320317325,,
1000714,阿拉善盟,内蒙古,,105.69568287112703,乌兰布和沙漠,38.84307526440767,,
1000715,包头,内蒙古,3A,109.84623853249181,包头新世纪青年生态园,40.64711942570857,,
1000716,呼和浩特,内蒙古,,111.6603505200542,港湾汗蒸领浴,40.828318873081585,,
1000717,阿拉善盟,内蒙古,,105.69568287112703,额济纳旗老人湖胡杨牧场,38.84307526440767,,
1000718,呼和浩特,内蒙古,,111.6603505200542,热带风暴水上乐园,40.828318873081585,,
1000719,兴安盟,内蒙古,,122.04816651406564,乌兰毛都草原,46.08375706518232,,
1000721,阿拉善盟,内蒙古,,105.69568287112703,腾格里沙漠天鹅湖,38.84307526440767,,
1000722,呼和浩特,内蒙古,,111.6603505200542,魅力新天地室内儿童水上乐园,40.828318873081585,,
1000723,鄂尔多斯,内蒙古,,109.99370625145134,准域水上乐园,39.81648956060153,,
1000725,锡林郭勒盟,内蒙古,,116.02733968895716,夏牧场乃林河,43.93970484232425,,
1000726,赤峰,内蒙古,,118.9307611921676,水善汇(赤峰店）,42.297112320317325,,
1000727,呼伦贝尔,内蒙古,,119.76082179399947,老鹰嘴,49.201636054604336,,
1000728,呼和浩特,内蒙古,3A,111.6603505200542,五塔寺,40.828318873081585,,
1000729,通辽,内蒙古,,122.26036326322144,草甘沙漠旅游区,43.633756072995986,,
1000730,呼伦贝尔,内蒙古,,119.76082179399947,中俄互市贸易旅游区,49.201636054604336,,
1000732,鄂尔多斯,内蒙古,,109.99370625145134,鄂尔多斯博源国际高尔夫俱乐部,39.81648956060153,,
1000733,包头,内蒙古,4A,109.84623853249181,北方兵器工业城,40.64711942570857,,
1000736,兴安盟,内蒙古,,122.04816651406564,阿尔山滑雪场,46.08375706518232,,
1000737,呼和浩特,内蒙古,,111.6603505200542,《国色天香-大美首府》洛阳牡丹花节,40.828318873081585,,
1000738,赤峰,内蒙古,,118.9307611921676,乌兰宝通古战场,42.297112320317325,,
1000739,包头,内蒙古,,109.84623853249181,成吉思汗草原生态园,40.64711942570857,,
1000741,赤峰,内蒙古,,118.9307611921676,江庆州城遗址,42.297112320317325,,
1000742,赤峰,内蒙古,,118.9307611921676,克什克腾温泉,42.297112320317325,,
1000743,鄂尔多斯,内蒙古,,109.99370625145134,九城宫滑雪场,39.81648956060153,,
1000744,呼伦贝尔,内蒙古,,119.76082179399947,大觉禅寺,49.201636054604336,,
1000746,呼伦贝尔,内蒙古,2A,119.76082179399947,鹤祥园度假村,49.201636054604336,,
1000747,赤峰,内蒙古,,118.9307611921676,玫瑰庄园滑雪场,42.297112320317325,,
1000749,包头,内蒙古,,109.84623853249181,黄河国家湿地公园,40.64711942570857,,
1000750,锡林郭勒盟,内蒙古,3A,116.02733968895716,皇家御马苑,43.93970484232425,,
1000752,鄂尔多斯,内蒙古,,109.99370625145134,王爱召,39.81648956060153,,
1000754,通辽,内蒙古,,122.26036326322144,阿日昆都冷草原,43.633756072995986,,
1000755,赤峰,内蒙古,,118.9307611921676,后召庙辽石窟寺,42.297112320317325,,
1000756,兴安盟,内蒙古,,122.04816651406564,阿尔山市银江沟温泉会馆,46.08375706518232,,
1000757,赤峰,内蒙古,,118.9307611921676,龙泉寺,42.297112320317325,,
1000758,锡林郭勒盟,内蒙古,2A,116.02733968895716,锡日塔拉草原旅游度假村,43.93970484232425,,
1000759,包头,内蒙古,,109.84623853249181,迎宾公园,40.64711942570857,,
1000760,乌兰察布,内蒙古,,113.11284639067514,永兴湖,41.02236294675116,,
1000761,阿拉善盟,内蒙古,,105.69568287112703,绿城遗址,38.84307526440767,,
1000762,包头,内蒙古,,109.84623853249181,包头博物馆,40.64711942570857,,
1000763,通辽,内蒙古,,122.26036326322144,陈国公主墓志铭,43.633756072995986,,
1000764,赤峰,内蒙古,,118.9307611921676,龙口漂流,42.297112320317325,,
1000765,呼伦贝尔,内蒙古,,119.76082179399947,俄罗斯艺术博物馆,49.201636054604336,,
1000766,呼和浩特,内蒙古,,111.6603505200542,创智牌楼馆,40.828318873081585,,
1000767,阿拉善盟,内蒙古,,105.69568287112703,肩水金关遗址,38.84307526440767,,
1000768,兴安盟,内蒙古,,122.04816651406564,真寂之寺,46.08375706518232,,
1000769,呼伦贝尔,内蒙古,,119.76082179399947,颐和温泉酒店温泉,49.201636054604336,,
1000770,呼和浩特,内蒙古,,111.6603505200542,贝贝乐园（摩尔城店）,40.828318873081585,,
1000771,赤峰,内蒙古,3A,118.9307611921676,紫蒙湖旅游风景区,42.297112320317325,,
1000772,呼伦贝尔,内蒙古,2A,119.76082179399947,晨光生态园,49.201636054604336,,
1000773,呼和浩特,内蒙古,,111.6603505200542,“WEM西部国际电音节”全国巡演呼市站,40.828318873081585,,
1000774,赤峰,内蒙古,,118.9307611921676,桦木沟国家森林公园,42.297112320317325,,
1000775,呼伦贝尔,内蒙古,2A,119.76082179399947,鄂伦春博物馆,49.201636054604336,,
1000776,呼和浩特,内蒙古,,111.6603505200542,乐享小镇,40.828318873081585,,
1000777,赤峰,内蒙古,,118.9307611921676,辽祖州城遗址,42.297112320317325,,
1000778,锡林郭勒盟,内蒙古,,116.02733968895716,伊林驿站博物馆,43.93970484232425,,
1000779,鄂尔多斯,内蒙古,4A,109.99370625145134,鄂尔多斯文化旅游村,39.81648956060153,,
1000780,通辽,内蒙古,2A,122.26036326322144,东湖,43.633756072995986,,
1000781,赤峰,内蒙古,,118.9307611921676,乌兰布统草原,42.297112320317325,,
1000782,呼和浩特,内蒙古,,111.6603505200542,唐单于都护府城遗址,40.828318873081585,,
1000783,赤峰,内蒙古,2A,118.9307611921676,巴林蒙古部落,42.297112320317325,,
1000784,乌兰察布,内蒙古,,113.11284639067514,勇者滑世界,41.02236294675116,,
1000785,包头,内蒙古,,109.84623853249181,朝鲁呼牧民家,40.64711942570857,,
1000787,呼伦贝尔,内蒙古,2A,119.76082179399947,喇嘛山,49.201636054604336,,
1000788,赤峰,内蒙古,1A,118.9307611921676,勃隆克沙漠,42.297112320317325,,
1000789,阿拉善盟,内蒙古,,105.69568287112703,《阿拉腾陶来》,38.84307526440767,,
1000790,兴安盟,内蒙古,,122.04816651406564,公主陵古城遗址,46.08375706518232,,
1000791,呼和浩特,内蒙古,,111.6603505200542,哈达门国家森林公园,40.828318873081585,,
1000792,呼伦贝尔,内蒙古,,119.76082179399947,弘吉剌蒙古大营,49.201636054604336,,
1000793,锡林郭勒盟,内蒙古,,116.02733968895716,汇宗寺,43.93970484232425,,
1000794,呼伦贝尔,内蒙古,5A,119.76082179399947,中俄边境旅游区,49.201636054604336,,
1000795,呼伦贝尔,内蒙古,,119.76082179399947,仙人洞旅游度假山庄,49.201636054604336,,
1000796,呼伦贝尔,内蒙古,,119.76082179399947,红军烈士公园,49.201636054604336,,
1000797,包头,内蒙古,4A,109.84623853249181,五当召,40.64711942570857,,
1000798,兴安盟,内蒙古,3A,122.04816651406564,兴安蒙古包旅游村,46.08375706518232,,
1000799,通辽,内蒙古,2A,122.26036326322144,阿古拉草原,43.633756072995986,,
1000800,呼伦贝尔,内蒙古,,119.76082179399947,套娃景区西餐演绎,49.201636054604336,,
1000801,呼伦贝尔,内蒙古,2A,119.76082179399947,抗联英雄园,49.201636054604336,,
1000802,包头,内蒙古,,109.84623853249181,阿善遗址,40.64711942570857,,
1000804,呼伦贝尔,内蒙古,2A,119.76082179399947,阿里河国家森林公园,49.201636054604336,,
1000805,呼伦贝尔,内蒙古,,119.76082179399947,满洲里套娃景区大马戏,49.201636054604336,,
1000807,赤峰,内蒙古,,118.9307611921676,巴拉奇如德庙,42.297112320317325,,
1000808,锡林郭勒盟,内蒙古,4A,116.02733968895716,白垩纪恐龙国家地质公园,43.93970484232425,,
1000809,鄂尔多斯,内蒙古,2A,109.99370625145134,绿洲宾馆旅游区,39.81648956060153,,
1000810,乌兰察布,内蒙古,,113.11284639067514,阴山,41.02236294675116,,
1000811,呼伦贝尔,内蒙古,2A,119.76082179399947,呼伦湖金海岸,49.201636054604336,,
1000812,兴安盟,内蒙古,,122.04816651406564,杨树沟地下瀑布群,46.08375706518232,,
1000813,兴安盟,内蒙古,,122.04816651406564,京都京军浴,46.08375706518232,,
1000814,乌海,内蒙古,2A,106.83199909716231,乌海科技馆,39.683177006785236,,
1000816,兴安盟,内蒙古,,122.04816651406564,大型实景剧《成吉思汗的黑燾》,46.08375706518232,,
1000817,呼和浩特,内蒙古,,111.6603505200542,碧海云天（幸福小区店）,40.828318873081585,,
1000818,巴彦淖尔,内蒙古,,107.42380671968002,慈云寺,40.76917990242912,,
1000819,鄂尔多斯,内蒙古,2A,109.99370625145134,夜鸣沙旅游区,39.81648956060153,,
1000821,赤峰,内蒙古,,118.9307611921676,公主湖,42.297112320317325,,
1000822,赤峰,内蒙古,,118.9307611921676,第四纪冰川遗址,42.297112320317325,,
1000823,呼伦贝尔,内蒙古,,119.76082179399947,呼伦贝尔一代天骄蒙古部落,49.201636054604336,,
1000824,阿拉善盟,内蒙古,,105.69568287112703,弱水金沙湾,38.84307526440767,,
1000825,锡林郭勒盟,内蒙古,,116.02733968895716,多伦草原,43.93970484232425,,
1000826,呼和浩特,内蒙古,,111.6603505200542,碧海云天(中山西路店）,40.828318873081585,,
1000827,鄂尔多斯,内蒙古,,109.99370625145134,阿勒腾浩特牧家乐,39.81648956060153,,
1000828,乌海,内蒙古,3A,106.83199909716231,汉森庄园,39.683177006785236,,
1000829,呼和浩特,内蒙古,,111.6603505200542,乐享仓储式母婴馆（乐享母婴盘古店）,40.828318873081585,,
1000830,呼和浩特,内蒙古,,111.6603505200542,黑大门国家森林公园,40.828318873081585,,
1000831,鄂尔多斯,内蒙古,,109.99370625145134,乌兰木伦湖,39.81648956060153,,
1000832,呼和浩特,内蒙古,,111.6603505200542,清·固伦恪靖公主府,40.828318873081585,,
1000833,呼伦贝尔,内蒙古,,119.76082179399947,中俄蒙国际冰雪乐园,49.201636054604336,,
1000834,阿拉善盟,内蒙古,,105.69568287112703,大漠胡杨林旅游区,38.84307526440767,,
1000835,包头,内蒙古,,109.84623853249181,神鹰宏浩冰雪世界,40.64711942570857,,
1000836,阿拉善盟,内蒙古,,105.69568287112703,浑善达克沙地,38.84307526440767,,
1000837,赤峰,内蒙古,,118.9307611921676,释迦佛舍利塔,42.297112320317325,,
1000838,锡林郭勒盟,内蒙古,2A,116.02733968895716,阿拉腾艾里度假村,43.93970484232425,,
1000839,兴安盟,内蒙古,,122.04816651406564,金界壕,46.08375706518232,,
1000840,呼伦贝尔,内蒙古,,119.76082179399947,三河马博物馆,49.201636054604336,,
1000841,包头,内蒙古,,109.84623853249181,大拇指游乐园（华联店）,40.64711942570857,,
1000842,通辽,内蒙古,,122.26036326322144,新镇柏盛园度假村,43.633756072995986,,
1000843,巴彦淖尔,内蒙古,,107.42380671968002,乌拉特部落山泉水世界,40.76917990242912,,
1000844,呼和浩特,内蒙古,,111.6603505200542,敕勒川人家旅游度假村,40.828318873081585,,
1000845,锡林郭勒盟,内蒙古,,116.02733968895716,平顶山,43.93970484232425,,
1000846,呼伦贝尔,内蒙古,2A,119.76082179399947,鄂温克博物馆,49.201636054604336,,
1000847,赤峰,内蒙古,,118.9307611921676,达里湖南岸,42.297112320317325,,
1000848,锡林郭勒盟,内蒙古,,116.02733968895716,元上都博物馆,43.93970484232425,,
1000849,乌兰察布,内蒙古,,113.11284639067514,察尔湖生态旅游度假区,41.02236294675116,,
1000851,赤峰,内蒙古,,118.9307611921676,乌兰布统草原宇航马场,42.297112320317325,,
1000852,通辽,内蒙古,3A,122.26036326322144,麦新烈士纪念馆,43.633756072995986,,
1000853,锡林郭勒盟,内蒙古,4A,116.02733968895716,蒙古汗城文化旅游区,43.93970484232425,,
1000854,兴安盟,内蒙古,,122.04816651406564,金江沟温泉,46.08375706518232,,
1000855,呼伦贝尔,内蒙古,,119.76082179399947,《敖鲁古雅》舞台剧,49.201636054604336,,
1000856,巴彦淖尔,内蒙古,,107.42380671968002,圣牧,40.76917990242912,,
1000857,巴彦淖尔,内蒙古,,107.42380671968002,碧海云天（临河店）,40.76917990242912,,
1000858,乌兰察布,内蒙古,2A,113.11284639067514,岱海旅游区,41.02236294675116,,
1000859,包头,内蒙古,,109.84623853249181,乃春庙,40.64711942570857,,
1000860,呼伦贝尔,内蒙古,3A,119.76082179399947,绰源生态旅游区,49.201636054604336,,
1000862,鄂尔多斯,内蒙古,,109.99370625145134,济支州岛韩蒸温泉时代,39.81648956060153,,
1000863,赤峰,内蒙古,,118.9307611921676,西拉沐沦河,42.297112320317325,,
1000864,呼伦贝尔,内蒙古,,119.76082179399947,黑山头老镇云飞马场,49.201636054604336,,
1000865,阿拉善盟,内蒙古,,105.69568287112703,焱凰赤城,38.84307526440767,,
1000866,兴安盟,内蒙古,3A,122.04816651406564,龙凤源旅游度假村,46.08375706518232,,
1000867,呼和浩特,内蒙古,,111.6603505200542,晋陕大峡谷,40.828318873081585,,
1000869,鄂尔多斯,内蒙古,,109.99370625145134,红碱淖,39.81648956060153,,
1000870,乌海,内蒙古,,106.83199909716231,金漠滑雪场,39.683177006785236,,
1000871,呼和浩特,内蒙古,,111.6603505200542,清水河老牛湾,40.828318873081585,,
1000872,呼和浩特,内蒙古,,111.6603505200542,普安寺,40.828318873081585,,
1000873,赤峰,内蒙古,,118.9307611921676,灵悦寺,42.297112320317325,,
1000874,赤峰,内蒙古,2A,118.9307611921676,红山公园,42.297112320317325,,
1000875,呼和浩特,内蒙古,4A,111.6603505200542,蒙牛乳业工业园区,40.828318873081585,,
1000876,呼和浩特,内蒙古,2A,111.6603505200542,绥远城将军衙署,40.828318873081585,,
1000877,兴安盟,内蒙古,2A,122.04816651406564,工业经济开发区,46.08375706518232,,
1000878,锡林郭勒盟,内蒙古,,116.02733968895716,奥奇牧村,43.93970484232425,,
1000879,赤峰,内蒙古,,118.9307611921676,乌兰布统影视基地,42.297112320317325,,
1000880,赤峰,内蒙古,,118.9307611921676,耗来河,42.297112320317325,,
1000881,兴安盟,内蒙古,,122.04816651406564,图什业图亲王府,46.08375706518232,,
1000882,巴彦淖尔,内蒙古,,107.42380671968002,三盛公滑雪场,40.76917990242912,,
1000883,包头,内蒙古,,109.84623853249181,迷城真人密室体验中心,40.64711942570857,,
1000884,巴彦淖尔,内蒙古,,107.42380671968002,乌拉山,40.76917990242912,,
1000885,通辽,内蒙古,3A,122.26036326322144,科尔沁博物馆,43.633756072995986,,
1000886,包头,内蒙古,,109.84623853249181,包头昆仑国际滑雪场,40.64711942570857,,
1000887,通辽,内蒙古,2A,122.26036326322144,鸿雁湖,43.633756072995986,,
1000889,乌兰察布,内蒙古,,113.11284639067514,二龙什台,41.02236294675116,,
1000890,呼伦贝尔,内蒙古,2A,119.76082179399947,达永山四季滑雪馆,49.201636054604336,,
1000891,赤峰,内蒙古,,118.9307611921676,热水塘温泉,42.297112320317325,,
1000892,鄂尔多斯,内蒙古,,109.99370625145134,仙沙岛,39.81648956060153,,
1000893,赤峰,内蒙古,,118.9307611921676,宝山壁画,42.297112320317325,,
1000894,锡林郭勒盟,内蒙古,2A,116.02733968895716,探马赤大宫,43.93970484232425,,
1000895,通辽,内蒙古,,122.26036326322144,舍力虎,43.633756072995986,,
1000896,鄂尔多斯,内蒙古,,109.99370625145134,百眼井,39.81648956060153,,
1000897,赤峰,内蒙古,,118.9307611921676,红山区卡酷水乐园,42.297112320317325,,
1000898,赤峰,内蒙古,,118.9307611921676,长青公园,42.297112320317325,,
1000899,兴安盟,内蒙古,2A,122.04816651406564,科右中旗博物馆,46.08375706518232,,
1000900,鄂尔多斯,内蒙古,3A,109.99370625145134,世珍园旅游区,39.81648956060153,,
1000901,包头,内蒙古,,109.84623853249181,内蒙古包头保利高尔夫球会,40.64711942570857,,
1000902,巴彦淖尔,内蒙古,4A,107.42380671968002,维信国际高尔夫度假村,40.76917990242912,,
1000903,巴彦淖尔,内蒙古,,107.42380671968002,常素庙,40.76917990242912,,
1000904,锡林郭勒盟,内蒙古,,116.02733968895716,锡林河,43.93970484232425,,
1000906,锡林郭勒盟,内蒙古,,116.02733968895716,滦源湖景区,43.93970484232425,,
1000907,呼和浩特,内蒙古,,111.6603505200542,豆思主题乐园,40.828318873081585,,
1000908,鄂尔多斯,内蒙古,,109.99370625145134,身临其境3D魔幻艺术画展（方正广场）,39.81648956060153,,
1000909,赤峰,内蒙古,,118.9307611921676,赤峰铁马影视民俗风情园,42.297112320317325,,
1000910,包头,内蒙古,,109.84623853249181,芝麻开门水上威尼斯水上乐园,40.64711942570857,,
1000911,赤峰,内蒙古,,118.9307611921676,白音敖包,42.297112320317325,,
1000912,呼和浩特,内蒙古,,111.6603505200542,鑫悦采摘园,40.828318873081585,,
1000913,赤峰,内蒙古,,118.9307611921676,达拉哈旅游区,42.297112320317325,,
1000914,鄂尔多斯,内蒙古,5A,109.99370625145134,响沙湾,39.81648956060153,,
1000915,乌兰察布,内蒙古,4A,113.11284639067514,格根塔拉草原,41.02236294675116,,
1000916,兴安盟,内蒙古,,122.04816651406564,科尔沁大草原,46.08375706518232,,
1000917,巴彦淖尔,内蒙古,,107.42380671968002,乌梁素海,40.76917990242912,,
1000918,鄂尔多斯,内蒙古,,109.99370625145134,鄂尔多斯广稷农耕博物馆,39.81648956060153,,
1000919,兴安盟,内蒙古,,122.04816651406564,大小神山,46.08375706518232,,
1000921,鄂尔多斯,内蒙古,,109.99370625145134,珍稀植物自然保护区,39.81648956060153,,
1000924,赤峰,内蒙古,,118.9307611921676,百花坡仙人漂流,42.297112320317325,,
1000925,鄂尔多斯,内蒙古,5A,109.99370625145134,成吉思汗陵,39.81648956060153,,
1000926,呼和浩特,内蒙古,,111.6603505200542,敕勒林海农牧业园区,40.828318873081585,,
1000928,兴安盟,内蒙古,2A,122.04816651406564,翰嘎利湖,46.08375706518232,,
1000929,呼和浩特,内蒙古,3A,111.6603505200542,席力图召,40.828318873081585,,
1000930,乌兰察布,内蒙古,,113.11284639067514,玫瑰营天主教堂,41.02236294675116,,
1000931,赤峰,内蒙古,,118.9307611921676,哈河源漂流景区,42.297112320317325,,
1000932,赤峰,内蒙古,,118.9307611921676,荣升十八景风景区,42.297112320317325,,
1000933,呼和浩特,内蒙古,,111.6603505200542,南湖湿地冰雪世界,40.828318873081585,,
1000934,赤峰,内蒙古,2A,118.9307611921676,红山湖,42.297112320317325,,
1000935,赤峰,内蒙古,2A,118.9307611921676,大辽猎苑,42.297112320317325,,
1000938,锡林郭勒盟,内蒙古,,116.02733968895716,锡林郭勒赛马场,43.93970484232425,,
1000940,兴安盟,内蒙古,4A,122.04816651406564,海神圣泉,46.08375706518232,,
1000941,呼伦贝尔,内蒙古,2A,119.76082179399947,凤凰山滑雪场,49.201636054604336,,
1000942,呼伦贝尔,内蒙古,,119.76082179399947,儿童科技馆,49.201636054604336,,
1000943,兴安盟,内蒙古,,122.04816651406564,阿尔山天池,46.08375706518232,,
1000945,鄂尔多斯,内蒙古,2A,109.99370625145134,锦世温泉度假村,39.81648956060153,,
1000947,包头,内蒙古,,109.84623853249181,南海夏季冰雪大世界,40.64711942570857,,
1000948,通辽,内蒙古,,122.26036326322144,纳斯盾大都汇洗浴中心,43.633756072995986,,
1000949,包头,内蒙古,,109.84623853249181,金凯隆演艺广场,40.64711942570857,,
1000950,呼和浩特,内蒙古,3A,111.6603505200542,哈素海,40.828318873081585,,
1000951,赤峰,内蒙古,,118.9307611921676,宁城天沐温泉城,42.297112320317325,,
1000952,兴安盟,内蒙古,,122.04816651406564,不冻河,46.08375706518232,,
1000954,赤峰,内蒙古,,118.9307611921676,赛罕乌拉,42.297112320317325,,
1000955,锡林郭勒盟,内蒙古,2A,116.02733968895716,马文化博物馆,43.93970484232425,,
1000956,呼伦贝尔,内蒙古,3A,119.76082179399947,诺门罕战役遗址,49.201636054604336,,
1000957,兴安盟,内蒙古,,122.04816651406564,梦幻阿尔山,46.08375706518232,,
1000958,巴彦淖尔,内蒙古,,107.42380671968002,巴彦淖尔包百3D画展,40.76917990242912,,
1000959,阿拉善盟,内蒙古,4A,105.69568287112703,贺兰山福因寺（北寺旅游景区）,38.84307526440767,,
1000962,赤峰,内蒙古,,118.9307611921676,西拉沐沦庄园,42.297112320317325,,
1000963,包头,内蒙古,,109.84623853249181,普会寺,40.64711942570857,,
1000964,锡林郭勒盟,内蒙古,,116.02733968895716,啤酒泉,43.93970484232425,,
1000965,鄂尔多斯,内蒙古,,109.99370625145134,精灵王国,39.81648956060153,,
1000967,呼和浩特,内蒙古,,111.6603505200542,酷夏戏水世界,40.828318873081585,,
1000968,乌海,内蒙古,,106.83199909716231,田园乐（采摘园）,39.683177006785236,,
1000969,包头,内蒙古,,109.84623853249181,包头包百3D画展,40.64711942570857,,
1000970,包头,内蒙古,3A,109.84623853249181,包头石门景区,40.64711942570857,,
1000971,呼伦贝尔,内蒙古,,119.76082179399947,扎赉诺尔猛犸旅游区,49.201636054604336,,
1000972,呼伦贝尔,内蒙古,,119.76082179399947,中俄蒙国际欢乐雪城,49.201636054604336,,
1000973,阿拉善盟,内蒙古,,105.69568287112703,阿拉善和硕特亲王府,38.84307526440767,,
1000974,鄂尔多斯,内蒙古,,109.99370625145134,恐龙足迹化石,39.81648956060153,,
1000975,兴安盟,内蒙古,,122.04816651406564,内蒙古乌兰哈达滑雪场,46.08375706518232,,
1000976,锡林郭勒盟,内蒙古,,116.02733968895716,玄石坡,43.93970484232425,,
1000978,呼和浩特,内蒙古,,111.6603505200542,清真大寺,40.828318873081585,,
1000979,呼伦贝尔,内蒙古,,119.76082179399947,典型草原,49.201636054604336,,
1000980,呼和浩特,内蒙古,,111.6603505200542,中威水上乐园,40.828318873081585,,
1000981,呼和浩特,内蒙古,,111.6603505200542,萌豆亲子儿童乐园,40.828318873081585,,
1000982,乌兰察布,内蒙古,,113.11284639067514,梓瑞达亲子冰雪乐园,41.02236294675116,,
1000983,包头,内蒙古,,109.84623853249181,冒险家欢乐园（沃尔玛店）,40.64711942570857,,
