visitteam,year,v_stars,hostteam,h_stars,game_time,hostscore,hc_rate,hc_offs,hc_chapions,hpre_gap,visitscore,vc_rate,vc_offs,vc_champions,vpre_gap,label,v_rates,h_rates
金州勇士,2016,4,休斯顿火箭,1,1,108,55.7,8,0,2,125,78.6,4,3,2,0,81.7,67.1
金州勇士,2016,4,休斯顿火箭,1,3,106,55.7,8,0,2,113,78.6,4,3,2,0,81.7,67.1
金州勇士,2016,4,多伦多猛龙,2,11,121,54.3,5,0,1,127,78.6,4,3,3,0,81.7,62.2
金州勇士,2016,4,波士顿凯尔特人,1,11,88,54.9,4,0,2,104,78.6,4,3,2,0,81.7,64.6
金州勇士,2016,4,波特兰开拓者,0,11,104,51.2,6,0,3,127,78.6,4,3,2,0,81.7,50.0
金州勇士,2016,4,波特兰开拓者,0,1,111,51.2,6,0,2,113,78.6,4,3,1,0,81.7,50.0
金州勇士,2016,4,费城76人,0,2,108,36.0,1,0,2,119,78.6,4,3,2,0,81.7,34.1
金州勇士,2016,4,俄克拉荷马雷霆,1,2,114,60.3,3,0,2,130,78.6,4,3,1,0,81.7,57.3
金州勇士,2016,4,俄克拉荷马雷霆,1,3,95,60.3,3,0,2,111,78.6,4,3,2,0,81.7,57.3
金州勇士,2016,4,印第安纳步行者,1,11,83,52.4,7,0,1,120,78.6,4,3,2,0,81.7,51.2
金州勇士,2016,4,犹他爵士,1,12,99,55.5,2,0,2,106,78.6,4,3,1,0,81.7,62.2
金州勇士,2016,4,密尔沃基雄鹿,1,11,121,49.1,3,0,2,124,78.6,4,3,1,0,81.7,51.2
金州勇士,2016,4,克里夫兰骑士,2,12,109,57.1,3,1,2,108,78.6,4,3,2,1,81.7,62.2
金州勇士,2016,4,圣安东尼奥马刺,1,3,107,68.4,21,5,2,85,78.6,4,3,1,1,81.7,74.4
金州勇士,2016,4,圣安东尼奥马刺,1,3,98,68.4,21,5,2,110,78.6,4,3,1,0,81.7,74.4
金州勇士,2016,4,迈阿密热火,0,1,105,59.1,8,2,2,102,78.6,4,3,1,1,81.7,50.0
金州勇士,2016,4,洛杉矶快船,1,12,98,57.6,14,1,3,115,78.6,4,3,2,0,81.7,62.2
金州勇士,2016,4,洛杉矶快船,1,2,120,57.6,14,1,1,133,78.6,4,3,1,0,81.7,62.2
金州勇士,2016,4,丹佛掘金,0,11,101,49.0,0,0,2,125,78.6,4,3,1,0,81.7,48.8
金州勇士,2016,4,丹佛掘金,0,2,132,49.0,0,0,2,110,78.6,4,3,2,1,81.7,48.8
金州勇士,2016,4,新奥尔良鹈鹕,2,10,114,46.5,3,0,2,122,78.6,4,3,3,0,81.7,41.5
金州勇士,2016,4,新奥尔良鹈鹕,2,12,109,46.5,3,0,2,113,78.6,4,3,2,0,81.7,41.5
金州勇士,2016,4,明尼苏达森林狼,0,12,108,57.9,6,0,2,116,78.6,4,3,1,0,81.7,37.8
金州勇士,2016,4,明尼苏达森林狼,0,3,103,57.9,6,0,2,102,78.6,4,3,2,1,81.7,37.8
金州勇士,2016,4,洛杉矶湖人,0,11,117,39.8,0,0,2,97,78.6,4,3,1,1,81.7,31.7
金州勇士,2016,4,洛杉矶湖人,0,11,85,39.8,0,0,2,109,78.6,4,3,2,0,81.7,31.7
金州勇士,2016,4,达拉斯独行侠,0,3,87,54.5,12,1,2,112,78.6,4,3,1,0,81.7,40.2
金州勇士,2016,4,孟菲斯灰熊,1,12,110,36.1,1,0,2,89,78.6,4,3,2,1,81.7,52.4
金州勇士,2016,4,孟菲斯灰熊,1,2,107,36.1,1,0,2,122,78.6,4,3,2,0,81.7,52.4
金州勇士,2016,4,芝加哥公牛,1,3,94,42.6,1,0,2,87,78.6,4,3,2,1,81.7,50.0
金州勇士,2016,4,底特律活塞,0,12,113,57.7,8,0,2,119,78.6,4,3,1,0,81.7,45.1
金州勇士,2016,4,夏洛特黄蜂,1,1,103,48.2,2,0,2,113,78.6,4,3,2,0,81.7,43.9
金州勇士,2016,4,华盛顿奇才,1,2,112,58.6,7,0,2,108,78.6,4,3,1,1,81.7,59.8
金州勇士,2016,4,奥兰多魔术,0,1,98,51.1,5,0,2,118,78.6,4,3,2,0,81.7,35.4
金州勇士,2016,4,布鲁克林篮网,0,12,101,35.8,0,0,2,117,78.6,4,3,2,0,81.7,24.4
金州勇士,2016,4,萨克拉门托国王,0,1,106,50.0,3,0,2,117,78.6,4,3,2,0,81.7,39.0
金州勇士,2016,4,萨克拉门托国王,0,2,109,50.0,3,0,1,106,78.6,4,3,2,1,81.7,39.0
金州勇士,2016,4,亚特兰大老鹰,1,3,111,55.6,4,0,1,119,78.6,4,3,1,0,81.7,52.4
金州勇士,2016,4,纽约尼克斯,1,3,105,42.7,0,0,2,112,78.6,4,3,3,0,81.7,37.8
金州勇士,2016,4,菲尼克斯太阳,0,10,100,28.0,0,0,2,106,78.6,4,3,2,0,81.7,29.3
金州勇士,2016,4,菲尼克斯太阳,0,4,111,28.0,0,0,3,120,78.6,4,3,1,0,81.7,29.3
休斯顿火箭,2016,1,金州勇士,4,12,127,78.6,4,3,3,132,55.7,8,0,2,0,67.1,81.7
休斯顿火箭,2016,1,金州勇士,4,3,107,78.6,4,3,2,98,55.7,8,0,1,1,67.1,81.7
休斯顿火箭,2016,1,多伦多猛龙,2,1,122,54.3,5,0,1,129,55.7,8,0,2,0,67.1,62.2
休斯顿火箭,2016,1,波士顿凯尔特人,1,1,120,54.9,4,0,1,109,55.7,8,0,2,1,67.1,64.6
休斯顿火箭,2016,1,波特兰开拓者,0,11,114,51.2,6,0,2,130,55.7,8,0,2,0,67.1,50.0
休斯顿火箭,2016,1,波特兰开拓者,0,3,117,51.2,6,0,2,107,55.7,8,0,2,1,67.1,50.0
休斯顿火箭,2016,1,费城76人,0,1,118,36.0,1,0,2,123,55.7,8,0,2,0,67.1,34.1
休斯顿火箭,2016,1,俄克拉荷马雷霆,1,11,105,60.3,3,0,2,103,55.7,8,0,2,1,67.1,57.3
休斯顿火箭,2016,1,俄克拉荷马雷霆,1,12,99,60.3,3,0,4,102,55.7,8,0,2,0,67.1,57.3
休斯顿火箭,2016,1,印第安纳步行者,1,1,120,52.4,7,0,2,101,55.7,8,0,2,1,67.1,51.2
休斯顿火箭,2016,1,犹他爵士,1,11,120,55.5,2,0,1,101,55.7,8,0,2,1,67.1,62.2
休斯顿火箭,2016,1,密尔沃基雄鹿,1,1,127,49.1,3,0,2,114,55.7,8,0,2,1,67.1,51.2
休斯顿火箭,2016,1,克里夫兰骑士,2,11,128,57.1,3,1,3,120,55.7,8,0,2,1,67.1,62.2
休斯顿火箭,2016,1,圣安东尼奥马刺,1,11,99,68.4,21,5,4,101,55.7,8,0,2,0,67.1,74.4
休斯顿火箭,2016,1,圣安东尼奥马刺,1,3,112,68.4,21,5,2,110,55.7,8,0,2,1,67.1,74.4
休斯顿火箭,2016,1,迈阿密热火,0,1,109,59.1,8,2,4,103,55.7,8,0,2,1,67.1,50.0
休斯顿火箭,2016,1,洛杉矶快船,1,3,103,57.6,14,1,3,122,55.7,8,0,2,0,67.1,62.2
休斯顿火箭,2016,1,洛杉矶快船,1,4,125,57.6,14,1,2,96,55.7,8,0,1,1,67.1,62.2
休斯顿火箭,2016,1,丹佛掘金,0,12,110,49.0,0,0,2,128,55.7,8,0,1,0,67.1,48.8
休斯顿火箭,2016,1,丹佛掘金,0,3,105,49.0,0,0,2,109,55.7,8,0,1,0,67.1,48.8
休斯顿火箭,2016,1,新奥尔良鹈鹕,2,2,99,46.5,3,0,8,129,55.7,8,0,8,0,67.1,41.5
休斯顿火箭,2016,1,新奥尔良鹈鹕,2,3,128,46.5,3,0,2,112,55.7,8,0,2,1,67.1,41.5
休斯顿火箭,2016,1,明尼苏达森林狼,0,12,109,57.9,6,0,4,111,55.7,8,0,1,0,67.1,37.8
休斯顿火箭,2016,1,明尼苏达森林狼,0,1,119,57.9,6,0,2,105,55.7,8,0,1,1,67.1,37.8
休斯顿火箭,2016,1,洛杉矶湖人,0,10,120,39.8,0,0,1,114,55.7,8,0,1,1,67.1,31.7
休斯顿火箭,2016,1,达拉斯独行侠,0,10,98,54.5,12,1,2,106,55.7,8,0,2,0,67.1,40.2
休斯顿火箭,2016,1,达拉斯独行侠,0,12,107,54.5,12,1,1,123,55.7,8,0,1,0,67.1,40.2
休斯顿火箭,2016,1,孟菲斯灰熊,1,12,115,36.1,1,0,2,109,55.7,8,0,2,1,67.1,52.4
休斯顿火箭,2016,1,孟菲斯灰熊,1,1,95,36.1,1,0,1,119,55.7,8,0,1,0,67.1,52.4
休斯顿火箭,2016,1,芝加哥公牛,1,3,94,42.6,1,0,2,115,55.7,8,0,2,0,67.1,50.0
休斯顿火箭,2016,1,底特律活塞,0,11,96,57.7,8,0,2,99,55.7,8,0,2,0,67.1,45.1
休斯顿火箭,2016,1,夏洛特黄蜂,1,2,95,48.2,2,0,2,107,55.7,8,0,2,0,67.1,43.9
休斯顿火箭,2016,1,华盛顿奇才,1,11,106,58.6,7,0,2,114,55.7,8,0,2,0,67.1,59.8
休斯顿火箭,2016,1,奥兰多魔术,0,1,93,51.1,5,0,2,100,55.7,8,0,1,0,67.1,35.4
休斯顿火箭,2016,1,布鲁克林篮网,0,1,112,35.8,0,0,2,137,55.7,8,0,2,0,67.1,24.4
休斯顿火箭,2016,1,萨克拉门托国王,0,11,104,50.0,3,0,2,117,55.7,8,0,2,0,67.1,39.0
休斯顿火箭,2016,1,萨克拉门托国王,0,4,128,50.0,3,0,2,135,55.7,8,0,2,0,67.1,39.0
休斯顿火箭,2016,1,亚特兰大老鹰,1,11,112,55.6,4,0,1,97,55.7,8,0,3,1,67.1,52.4
休斯顿火箭,2016,1,纽约尼克斯,1,11,99,42.7,0,0,1,118,55.7,8,0,1,0,67.1,37.8
休斯顿火箭,2016,1,菲尼克斯太阳,0,12,111,28.0,0,0,2,125,55.7,8,0,1,0,67.1,29.3
休斯顿火箭,2016,1,菲尼克斯太阳,0,4,116,28.0,0,0,1,123,55.7,8,0,2,0,67.1,29.3
多伦多猛龙,2016,2,金州勇士,4,12,121,78.6,4,3,3,111,54.3,5,0,2,1,62.2,81.7
多伦多猛龙,2016,2,休斯顿火箭,1,11,102,55.7,8,0,2,115,54.3,5,0,2,0,62.2,67.1
多伦多猛龙,2016,2,波士顿凯尔特人,1,12,94,54.9,4,0,2,101,54.3,5,0,1,0,62.2,64.6
多伦多猛龙,2016,2,波士顿凯尔特人,1,2,109,54.9,4,0,2,104,54.3,5,0,1,1,62.2,64.6
多伦多猛龙,2016,2,波特兰开拓者,0,12,91,51.2,6,0,3,95,54.3,5,0,3,0,62.2,50.0
多伦多猛龙,2016,2,费城76人,0,12,114,36.0,1,0,3,123,54.3,5,0,2,0,62.2,34.1
多伦多猛龙,2016,2,费城76人,0,1,94,36.0,1,0,2,89,54.3,5,0,1,1,62.2,34.1
多伦多猛龙,2016,2,俄克拉荷马雷霆,1,11,102,60.3,3,0,2,112,54.3,5,0,3,0,62.2,57.3
多伦多猛龙,2016,2,印第安纳步行者,1,4,108,52.4,7,0,2,90,54.3,5,0,2,1,62.2,51.2
多伦多猛龙,2016,2,犹他爵士,1,12,98,55.5,2,0,2,104,54.3,5,0,3,0,62.2,62.2
多伦多猛龙,2016,2,密尔沃基雄鹿,1,11,99,49.1,3,0,4,105,54.3,5,0,2,0,62.2,51.2
多伦多猛龙,2016,2,密尔沃基雄鹿,1,3,101,49.1,3,0,1,94,54.3,5,0,1,1,62.2,51.2
多伦多猛龙,2016,2,克里夫兰骑士,2,11,121,57.1,3,1,2,117,54.3,5,0,3,1,62.2,62.2
多伦多猛龙,2016,2,克里夫兰骑士,2,4,83,57.1,3,1,2,98,54.3,5,0,3,0,62.2,62.2
多伦多猛龙,2016,2,圣安东尼奥马刺,1,1,110,68.4,21,5,2,82,54.3,5,0,2,1,62.2,74.4
多伦多猛龙,2016,2,迈阿密热火,0,3,104,59.1,8,2,3,89,54.3,5,0,1,1,62.2,50.0
多伦多猛龙,2016,2,迈阿密热火,0,3,84,59.1,8,2,2,101,54.3,5,0,2,0,62.2,50.0
多伦多猛龙,2016,2,洛杉矶快船,1,11,123,57.6,14,1,2,115,54.3,5,0,1,1,62.2,62.2
多伦多猛龙,2016,2,丹佛掘金,0,11,111,49.0,0,0,2,113,54.3,5,0,2,0,62.2,48.8
多伦多猛龙,2016,2,新奥尔良鹈鹕,2,3,87,46.5,3,0,2,94,54.3,5,0,4,0,62.2,41.5
多伦多猛龙,2016,2,明尼苏达森林狼,0,2,112,57.9,6,0,2,109,54.3,5,0,2,1,62.2,37.8
多伦多猛龙,2016,2,洛杉矶湖人,0,1,114,39.8,0,0,3,123,54.3,5,0,3,0,62.2,31.7
多伦多猛龙,2016,2,达拉斯独行侠,0,3,86,54.5,12,1,2,94,54.3,5,0,2,0,62.2,40.2
多伦多猛龙,2016,2,孟菲斯灰熊,1,1,101,36.1,1,0,4,99,54.3,5,0,1,1,62.2,52.4
多伦多猛龙,2016,2,芝加哥公牛,1,1,123,42.6,1,0,3,118,54.3,5,0,2,1,62.2,50.0
多伦多猛龙,2016,2,芝加哥公牛,1,2,105,42.6,1,0,2,94,54.3,5,0,2,1,62.2,50.0
多伦多猛龙,2016,2,底特律活塞,0,3,75,57.7,8,0,2,87,54.3,5,0,1,0,62.2,45.1
多伦多猛龙,2016,2,底特律活塞,0,4,102,57.7,8,0,5,105,54.3,5,0,1,0,62.2,45.1
多伦多猛龙,2016,2,夏洛特黄蜂,1,11,111,48.2,2,0,2,113,54.3,5,0,2,0,62.2,43.9
多伦多猛龙,2016,2,夏洛特黄蜂,1,1,113,48.2,2,0,2,78,54.3,5,0,2,1,62.2,43.9
多伦多猛龙,2016,2,华盛顿奇才,1,11,103,58.6,7,0,3,113,54.3,5,0,2,0,62.2,59.8
多伦多猛龙,2016,2,华盛顿奇才,1,3,106,58.6,7,0,2,114,54.3,5,0,2,0,62.2,59.8
多伦多猛龙,2016,2,奥兰多魔术,0,12,79,51.1,5,0,2,109,54.3,5,0,2,0,62.2,35.4
多伦多猛龙,2016,2,奥兰多魔术,0,2,102,51.1,5,0,2,94,54.3,5,0,2,1,62.2,35.4
多伦多猛龙,2016,2,布鲁克林篮网,0,1,109,35.8,0,0,2,119,54.3,5,0,2,0,62.2,24.4
多伦多猛龙,2016,2,布鲁克林篮网,0,2,95,35.8,0,0,2,103,54.3,5,0,2,0,62.2,24.4
多伦多猛龙,2016,2,萨克拉门托国王,0,11,102,50.0,3,0,2,99,54.3,5,0,2,1,62.2,39.0
多伦多猛龙,2016,2,亚特兰大老鹰,1,3,105,55.6,4,0,2,99,54.3,5,0,2,1,62.2,52.4
多伦多猛龙,2016,2,纽约尼克斯,1,2,91,42.7,0,0,2,92,54.3,5,0,1,0,62.2,37.8
多伦多猛龙,2016,2,纽约尼克斯,1,4,97,42.7,0,0,2,110,54.3,5,0,2,0,62.2,37.8
多伦多猛龙,2016,2,菲尼克斯太阳,0,12,99,28.0,0,0,1,91,54.3,5,0,1,1,62.2,29.3
波士顿凯尔特人,2016,1,金州勇士,4,3,86,78.6,4,3,2,99,54.9,4,0,2,0,64.6,81.7
波士顿凯尔特人,2016,1,休斯顿火箭,1,12,107,55.7,8,0,3,106,54.9,4,0,2,1,64.6,67.1
波士顿凯尔特人,2016,1,多伦多猛龙,2,1,114,54.3,5,0,2,106,54.9,4,0,3,1,64.6,62.2
波士顿凯尔特人,2016,1,多伦多猛龙,2,2,107,54.3,5,0,9,97,54.9,4,0,8,1,64.6,62.2
波士顿凯尔特人,2016,1,波特兰开拓者,0,2,111,51.2,6,0,2,120,54.9,4,0,1,0,64.6,50.0
波士顿凯尔特人,2016,1,费城76人,0,12,106,36.0,1,0,1,107,54.9,4,0,1,0,64.6,34.1
波士顿凯尔特人,2016,1,费城76人,0,3,105,36.0,1,0,2,99,54.9,4,0,2,1,64.6,34.1
波士顿凯尔特人,2016,1,俄克拉荷马雷霆,1,12,99,60.3,3,0,2,96,54.9,4,0,2,1,64.6,57.3
波士顿凯尔特人,2016,1,印第安纳步行者,1,11,99,52.4,7,0,1,105,54.9,4,0,1,0,64.6,51.2
波士顿凯尔特人,2016,1,印第安纳步行者,1,12,102,52.4,7,0,2,109,54.9,4,0,2,0,64.6,51.2
波士顿凯尔特人,2016,1,犹他爵士,1,2,104,55.5,2,0,2,112,54.9,4,0,2,0,64.6,62.2
波士顿凯尔特人,2016,1,密尔沃基雄鹿,1,1,108,49.1,3,0,1,112,54.9,4,0,1,0,64.6,51.2
波士顿凯尔特人,2016,1,克里夫兰骑士,2,11,128,57.1,3,1,2,122,54.9,4,0,1,1,64.6,62.2
波士顿凯尔特人,2016,1,克里夫兰骑士,2,12,124,57.1,3,1,3,118,54.9,4,0,2,1,64.6,62.2
波士顿凯尔特人,2016,1,圣安东尼奥马刺,1,12,108,68.4,21,5,4,101,54.9,4,0,3,1,64.6,74.4
波士顿凯尔特人,2016,1,迈阿密热火,0,11,104,59.1,8,2,2,112,54.9,4,0,3,0,64.6,50.0
波士顿凯尔特人,2016,1,迈阿密热火,0,12,95,59.1,8,2,2,105,54.9,4,0,2,0,64.6,50.0
波士顿凯尔特人,2016,1,洛杉矶快船,1,3,116,57.6,14,1,2,102,54.9,4,0,1,1,64.6,62.2
波士顿凯尔特人,2016,1,丹佛掘金,0,3,119,49.0,0,0,2,99,54.9,4,0,2,1,64.6,48.8
波士顿凯尔特人,2016,1,新奥尔良鹈鹕,2,11,106,46.5,3,0,2,105,54.9,4,0,2,1,64.6,41.5
波士顿凯尔特人,2016,1,明尼苏达森林狼,0,11,93,57.9,6,0,2,99,54.9,4,0,2,0,64.6,37.8
波士顿凯尔特人,2016,1,洛杉矶湖人,0,3,95,39.8,0,0,3,115,54.9,4,0,2,0,64.6,31.7
波士顿凯尔特人,2016,1,达拉斯独行侠,0,2,98,54.5,12,1,2,111,54.9,4,0,2,0,64.6,40.2
波士顿凯尔特人,2016,1,孟菲斯灰熊,1,12,109,36.1,1,0,2,112,54.9,4,0,2,0,64.6,52.4
波士顿凯尔特人,2016,1,芝加哥公牛,1,10,105,42.6,1,0,1,99,54.9,4,0,1,1,64.6,50.0
波士顿凯尔特人,2016,1,芝加哥公牛,1,2,104,42.6,1,0,2,103,54.9,4,0,1,1,64.6,50.0
波士顿凯尔特人,2016,1,底特律活塞,0,11,92,57.7,8,0,1,94,54.9,4,0,1,0,64.6,45.1
波士顿凯尔特人,2016,1,底特律活塞,0,2,98,57.7,8,0,3,104,54.9,4,0,2,0,64.6,45.1
波士顿凯尔特人,2016,1,夏洛特黄蜂,1,10,98,48.2,2,0,1,104,54.9,4,0,2,0,64.6,43.9
波士顿凯尔特人,2016,1,夏洛特黄蜂,1,4,114,48.2,2,0,3,121,54.9,4,0,2,0,64.6,43.9
波士顿凯尔特人,2016,1,华盛顿奇才,1,11,118,58.6,7,0,2,93,54.9,4,0,3,1,64.6,59.8
波士顿凯尔特人,2016,1,华盛顿奇才,1,1,123,58.6,7,0,1,108,54.9,4,0,3,1,64.6,59.8
波士顿凯尔特人,2016,1,奥兰多魔术,0,12,87,51.1,5,0,1,117,54.9,4,0,2,0,64.6,35.4
波士顿凯尔特人,2016,1,布鲁克林篮网,0,11,92,35.8,0,0,3,111,54.9,4,0,2,0,64.6,24.4
波士顿凯尔特人,2016,1,布鲁克林篮网,0,3,95,35.8,0,0,1,98,54.9,4,0,2,0,64.6,24.4
波士顿凯尔特人,2016,1,萨克拉门托国王,0,2,108,50.0,3,0,2,92,54.9,4,0,3,1,64.6,39.0
波士顿凯尔特人,2016,1,亚特兰大老鹰,1,1,101,55.6,4,0,3,103,54.9,4,0,2,0,64.6,52.4
波士顿凯尔特人,2016,1,亚特兰大老鹰,1,4,123,55.6,4,0,4,116,54.9,4,0,1,1,64.6,52.4
波士顿凯尔特人,2016,1,纽约尼克斯,1,12,114,42.7,0,0,3,119,54.9,4,0,2,0,64.6,37.8
波士顿凯尔特人,2016,1,纽约尼克斯,1,4,94,42.7,0,0,2,110,54.9,4,0,2,0,64.6,37.8
波士顿凯尔特人,2016,1,菲尼克斯太阳,0,3,109,28.0,0,0,2,106,54.9,4,0,2,1,64.6,29.3
波特兰开拓者,2016,0,金州勇士,4,12,135,78.6,4,3,2,90,51.2,6,0,2,1,50.0,81.7
波特兰开拓者,2016,0,金州勇士,4,1,125,78.6,4,3,2,117,51.2,6,0,3,1,50.0,81.7
波特兰开拓者,2016,0,休斯顿火箭,1,11,126,55.7,8,0,1,109,51.2,6,0,2,1,50.0,67.1
波特兰开拓者,2016,0,多伦多猛龙,2,2,112,54.3,5,0,2,106,51.2,6,0,3,1,50.0,62.2
波特兰开拓者,2016,0,波士顿凯尔特人,1,1,123,54.9,4,0,3,127,51.2,6,0,1,0,50.0,64.6
波特兰开拓者,2016,0,费城76人,0,1,93,36.0,1,0,2,92,51.2,6,0,2,1,50.0,34.1
波特兰开拓者,2016,0,俄克拉荷马雷霆,1,2,105,60.3,3,0,2,99,51.2,6,0,2,1,50.0,57.3
波特兰开拓者,2016,0,俄克拉荷马雷霆,1,3,121,60.3,3,0,2,126,51.2,6,0,3,0,50.0,57.3
波特兰开拓者,2016,0,印第安纳步行者,1,12,118,52.4,7,0,1,111,51.2,6,0,2,1,50.0,51.2
波特兰开拓者,2016,0,犹他爵士,1,2,111,55.5,2,0,2,88,51.2,6,0,2,1,50.0,62.2
波特兰开拓者,2016,0,犹他爵士,1,4,106,55.5,2,0,2,87,51.2,6,0,1,1,50.0,62.2
波特兰开拓者,2016,0,密尔沃基雄鹿,1,12,115,49.1,3,0,2,107,51.2,6,0,2,1,50.0,51.2
波特兰开拓者,2016,0,克里夫兰骑士,2,11,137,57.1,3,1,5,125,51.2,6,0,1,1,50.0,62.2
波特兰开拓者,2016,0,圣安东尼奥马刺,1,12,110,68.4,21,5,2,94,51.2,6,0,2,1,50.0,74.4
波特兰开拓者,2016,0,圣安东尼奥马刺,1,3,106,68.4,21,5,2,110,51.2,6,0,1,0,50.0,74.4
波特兰开拓者,2016,0,迈阿密热火,0,3,104,59.1,8,2,2,115,51.2,6,0,1,0,50.0,50.0
波特兰开拓者,2016,0,洛杉矶快船,1,11,111,57.6,14,1,2,80,51.2,6,0,1,1,50.0,62.2
波特兰开拓者,2016,0,洛杉矶快船,1,12,121,57.6,14,1,2,120,51.2,6,0,2,1,50.0,62.2
波特兰开拓者,2016,0,丹佛掘金,0,10,113,49.0,0,0,3,115,51.2,6,0,2,0,50.0,48.8
波特兰开拓者,2016,0,丹佛掘金,0,12,132,49.0,0,0,3,120,51.2,6,0,2,1,50.0,48.8
波特兰开拓者,2016,0,新奥尔良鹈鹕,2,11,113,46.5,3,0,2,101,51.2,6,0,1,1,50.0,41.5
波特兰开拓者,2016,0,新奥尔良鹈鹕,2,3,100,46.5,3,0,3,77,51.2,6,0,2,1,50.0,41.5
波特兰开拓者,2016,0,明尼苏达森林狼,0,1,89,57.9,6,0,2,95,51.2,6,0,2,0,50.0,37.8
波特兰开拓者,2016,0,明尼苏达森林狼,0,4,110,57.9,6,0,2,109,51.2,6,0,2,1,50.0,37.8
波特兰开拓者,2016,0,洛杉矶湖人,0,1,87,39.8,0,0,2,108,51.2,6,0,2,0,50.0,31.7
波特兰开拓者,2016,0,洛杉矶湖人,0,3,81,39.8,0,0,2,97,51.2,6,0,1,0,50.0,31.7
波特兰开拓者,2016,0,达拉斯独行侠,0,11,95,54.5,12,1,2,105,51.2,6,0,2,0,50.0,40.2
波特兰开拓者,2016,0,达拉斯独行侠,0,2,113,54.5,12,1,1,114,51.2,6,0,2,0,50.0,40.2
波特兰开拓者,2016,0,孟菲斯灰熊,1,11,94,36.1,1,0,2,100,51.2,6,0,2,0,50.0,52.4
波特兰开拓者,2016,0,孟菲斯灰熊,1,12,88,36.1,1,0,2,86,51.2,6,0,1,1,50.0,52.4
波特兰开拓者,2016,0,芝加哥公牛,1,12,110,42.6,1,0,2,112,51.2,6,0,2,0,50.0,50.0
波特兰开拓者,2016,0,底特律活塞,0,2,120,57.7,8,0,2,113,51.2,6,0,2,1,50.0,45.1
波特兰开拓者,2016,0,夏洛特黄蜂,1,1,107,48.2,2,0,2,85,51.2,6,0,2,1,50.0,43.9
波特兰开拓者,2016,0,华盛顿奇才,1,1,120,58.6,7,0,2,101,51.2,6,0,3,1,50.0,59.8
波特兰开拓者,2016,0,奥兰多魔术,0,2,103,51.1,5,0,8,112,51.2,6,0,8,0,50.0,35.4
波特兰开拓者,2016,0,布鲁克林篮网,0,11,109,35.8,0,0,2,129,51.2,6,0,2,0,50.0,24.4
波特兰开拓者,2016,0,萨克拉门托国王,0,12,126,50.0,3,0,2,121,51.2,6,0,3,1,50.0,39.0
波特兰开拓者,2016,0,亚特兰大老鹰,1,3,97,55.6,4,0,2,113,51.2,6,0,3,0,50.0,52.4
波特兰开拓者,2016,0,纽约尼克斯,1,11,107,42.7,0,0,2,103,51.2,6,0,2,1,50.0,37.8
波特兰开拓者,2016,0,菲尼克斯太阳,0,11,118,28.0,0,0,2,115,51.2,6,0,1,1,50.0,29.3
波特兰开拓者,2016,0,菲尼克斯太阳,0,3,101,28.0,0,0,1,110,51.2,6,0,1,0,50.0,29.3
费城76人,2016,0,金州勇士,4,3,106,78.6,4,3,3,104,36.0,1,0,2,1,34.1,81.7
费城76人,2016,0,休斯顿火箭,1,11,115,55.7,8,0,2,88,36.0,1,0,2,1,34.1,67.1
费城76人,2016,0,多伦多猛龙,2,11,122,54.3,5,0,3,95,36.0,1,0,1,1,34.1,62.2
费城76人,2016,0,多伦多猛龙,2,4,113,54.3,5,0,2,105,36.0,1,0,2,1,34.1,62.2
费城76人,2016,0,波士顿凯尔特人,1,1,110,54.9,4,0,3,106,36.0,1,0,3,1,34.1,64.6
费城76人,2016,0,波士顿凯尔特人,1,2,116,54.9,4,0,2,108,36.0,1,0,2,1,34.1,64.6
费城76人,2016,0,波特兰开拓者,0,3,114,51.2,6,0,2,108,36.0,1,0,3,1,34.1,50.0
费城76人,2016,0,俄克拉荷马雷霆,1,3,122,60.3,3,0,2,97,36.0,1,0,2,1,34.1,57.3
费城76人,2016,0,印第安纳步行者,1,11,122,52.4,7,0,2,115,36.0,1,0,2,1,34.1,51.2
费城76人,2016,0,印第安纳步行者,1,3,107,52.4,7,0,2,94,36.0,1,0,2,1,34.1,51.2
费城76人,2016,0,犹他爵士,1,12,100,55.5,2,0,2,83,36.0,1,0,3,1,34.1,62.2
费城76人,2016,0,密尔沃基雄鹿,1,1,104,49.1,3,0,1,113,36.0,1,0,2,0,34.1,51.2
费城76人,2016,0,密尔沃基雄鹿,1,1,109,49.1,3,0,2,114,36.0,1,0,1,0,34.1,51.2
费城76人,2016,0,克里夫兰骑士,2,3,122,57.1,3,1,1,105,36.0,1,0,2,1,34.1,62.2
费城76人,2016,0,圣安东尼奥马刺,1,2,102,68.4,21,5,2,86,36.0,1,0,1,1,34.1,74.4
费城76人,2016,0,迈阿密热火,0,2,125,59.1,8,2,3,102,36.0,1,0,2,1,34.1,50.0
费城76人,2016,0,迈阿密热火,0,3,125,59.1,8,2,2,98,36.0,1,0,2,1,34.1,50.0
费城76人,2016,0,洛杉矶快船,1,3,112,57.6,14,1,2,100,36.0,1,0,2,1,34.1,62.2
费城76人,2016,0,丹佛掘金,0,12,122,49.0,0,0,2,124,36.0,1,0,1,0,34.1,48.8
费城76人,2016,0,新奥尔良鹈鹕,2,12,88,46.5,3,0,3,99,36.0,1,0,2,0,34.1,41.5
费城76人,2016,0,明尼苏达森林狼,0,11,110,57.9,6,0,2,86,36.0,1,0,1,1,34.1,37.8
费城76人,2016,0,洛杉矶湖人,0,3,116,39.8,0,0,3,118,36.0,1,0,1,0,34.1,31.7
