visitteam,year,v_stars,hostteam,h_stars,game_time,hostscore,hc_rate,hc_offs,hc_chapions,hpre_gap,visitscore,vc_rate,vc_offs,vc_champions,vpre_gap,label,v_rates,h_rates
达拉斯独行侠,2016,0,华盛顿奇才,1,3,107,58.6,7,0,2,112,54.5,12,1,2,0,40.2,59.8
达拉斯独行侠,2016,0,奥兰多魔术,0,11,95,51.1,5,0,3,87,54.5,12,1,1,1,40.2,35.4
达拉斯独行侠,2016,0,布鲁克林篮网,0,3,104,35.8,0,0,2,111,54.5,12,1,2,0,40.2,24.4
达拉斯独行侠,2016,0,萨克拉门托国王,0,4,98,50.0,3,0,3,87,54.5,12,1,2,1,40.2,39.0
达拉斯独行侠,2016,0,亚特兰大老鹰,1,3,100,55.6,4,0,2,95,54.5,12,1,2,1,40.2,52.4
达拉斯独行侠,2016,0,纽约尼克斯,1,11,93,42.7,0,0,2,77,54.5,12,1,5,1,40.2,37.8
达拉斯独行侠,2016,0,菲尼克斯太阳,0,1,108,28.0,0,0,4,113,54.5,12,1,3,0,40.2,29.3
达拉斯独行侠,2016,0,菲尼克斯太阳,0,4,124,28.0,0,0,2,111,54.5,12,1,2,1,40.2,29.3
孟菲斯灰熊,2016,1,金州勇士,4,1,119,78.6,4,3,2,128,36.1,1,0,2,0,52.4,81.7
孟菲斯灰熊,2016,1,金州勇士,4,3,106,78.6,4,3,2,94,36.1,1,0,3,1,52.4,81.7
孟菲斯灰熊,2016,1,休斯顿火箭,1,1,105,55.7,8,0,2,110,36.1,1,0,2,0,52.4,67.1
孟菲斯灰熊,2016,1,休斯顿火箭,1,3,123,55.7,8,0,3,108,36.1,1,0,1,1,52.4,67.1
孟菲斯灰熊,2016,1,多伦多猛龙,2,11,120,54.3,5,0,2,105,36.1,1,0,2,1,52.4,62.2
孟菲斯灰熊,2016,1,波士顿凯尔特人,1,12,113,54.9,4,0,2,103,36.1,1,0,1,1,52.4,64.6
孟菲斯灰熊,2016,1,波特兰开拓者,0,1,112,51.2,6,0,2,109,36.1,1,0,2,1,52.4,50.0
孟菲斯灰熊,2016,1,费城76人,0,11,99,36.0,1,0,2,104,36.1,1,0,2,0,52.4,34.1
孟菲斯灰熊,2016,1,俄克拉荷马雷霆,1,1,103,60.3,3,0,2,95,36.1,1,0,3,1,52.4,57.3
孟菲斯灰熊,2016,1,俄克拉荷马雷霆,1,2,114,60.3,3,0,2,102,36.1,1,0,2,1,52.4,57.3
孟菲斯灰熊,2016,1,印第安纳步行者,1,2,102,52.4,7,0,8,92,36.1,1,0,9,1,52.4,51.2
孟菲斯灰熊,2016,1,犹他爵士,1,11,96,55.5,2,0,2,102,36.1,1,0,2,0,52.4,62.2
孟菲斯灰熊,2016,1,犹他爵士,1,1,95,55.5,2,0,2,102,36.1,1,0,1,0,52.4,62.2
孟菲斯灰熊,2016,1,密尔沃基雄鹿,1,11,106,49.1,3,0,2,96,36.1,1,0,4,1,52.4,51.2
孟菲斯灰熊,2016,1,克里夫兰骑士,2,12,103,57.1,3,1,3,86,36.1,1,0,3,1,52.4,62.2
孟菲斯灰熊,2016,1,圣安东尼奥马刺,1,3,97,68.4,21,5,2,90,36.1,1,0,2,1,52.4,74.4
孟菲斯灰熊,2016,1,圣安东尼奥马刺,1,4,95,68.4,21,5,2,89,36.1,1,0,2,1,52.4,74.4
孟菲斯灰熊,2016,1,迈阿密热火,0,11,107,59.1,8,2,1,110,36.1,1,0,1,0,52.4,50.0
孟菲斯灰熊,2016,1,洛杉矶快船,1,11,107,57.6,14,1,2,111,36.1,1,0,2,0,52.4,62.2
孟菲斯灰熊,2016,1,洛杉矶快船,1,1,115,57.6,14,1,2,106,36.1,1,0,1,1,52.4,62.2
孟菲斯灰熊,2016,1,丹佛掘金,0,2,99,49.0,0,0,1,119,36.1,1,0,2,0,52.4,48.8
孟菲斯灰熊,2016,1,丹佛掘金,0,2,98,49.0,0,0,2,105,36.1,1,0,2,0,52.4,48.8
孟菲斯灰熊,2016,1,新奥尔良鹈鹕,2,12,108,46.5,3,0,1,110,36.1,1,0,2,0,52.4,41.5
孟菲斯灰熊,2016,1,新奥尔良鹈鹕,2,3,95,46.5,3,0,2,82,36.1,1,0,3,1,52.4,41.5
孟菲斯灰熊,2016,1,明尼苏达森林狼,0,11,116,57.9,6,0,3,80,36.1,1,0,2,1,52.4,37.8
孟菲斯灰熊,2016,1,明尼苏达森林狼,0,2,99,57.9,6,0,1,107,36.1,1,0,1,0,52.4,37.8
孟菲斯灰熊,2016,1,洛杉矶湖人,0,1,116,39.8,0,0,2,102,36.1,1,0,3,1,52.4,31.7
孟菲斯灰熊,2016,1,洛杉矶湖人,0,4,108,39.8,0,0,1,103,36.1,1,0,2,1,52.4,31.7
孟菲斯灰熊,2016,1,达拉斯独行侠,0,11,64,54.5,12,1,2,80,36.1,1,0,2,0,52.4,40.2
孟菲斯灰熊,2016,1,达拉斯独行侠,0,3,104,54.5,12,1,2,100,36.1,1,0,3,1,52.4,40.2
孟菲斯灰熊,2016,1,芝加哥公牛,1,3,91,42.6,1,0,2,98,36.1,1,0,2,0,52.4,50.0
孟菲斯灰熊,2016,1,底特律活塞,0,12,86,57.7,8,0,2,98,36.1,1,0,1,0,52.4,45.1
孟菲斯灰熊,2016,1,夏洛特黄蜂,1,11,90,48.2,2,0,2,105,36.1,1,0,2,0,52.4,43.9
孟菲斯灰熊,2016,1,华盛顿奇才,1,1,104,58.6,7,0,2,101,36.1,1,0,3,1,52.4,59.8
孟菲斯灰熊,2016,1,奥兰多魔术,0,12,112,51.1,5,0,3,102,36.1,1,0,3,1,52.4,35.4
孟菲斯灰熊,2016,1,布鲁克林篮网,0,2,103,35.8,0,0,3,112,36.1,1,0,3,0,52.4,24.4
孟菲斯灰熊,2016,1,萨克拉门托国王,0,12,98,50.0,3,0,3,112,36.1,1,0,2,0,52.4,39.0
孟菲斯灰熊,2016,1,萨克拉门托国王,0,3,91,50.0,3,0,1,90,36.1,1,0,1,1,52.4,39.0
孟菲斯灰熊,2016,1,亚特兰大老鹰,1,3,91,55.6,4,0,3,103,36.1,1,0,1,0,52.4,52.4
孟菲斯灰熊,2016,1,纽约尼克斯,1,10,111,42.7,0,0,4,104,36.1,1,0,3,1,52.4,37.8
孟菲斯灰熊,2016,1,菲尼克斯太阳,0,1,96,28.0,0,0,2,115,36.1,1,0,2,0,52.4,29.3
芝加哥公牛,2016,1,金州勇士,4,2,123,78.6,4,3,4,92,42.6,1,0,2,1,50.0,81.7
芝加哥公牛,2016,1,休斯顿火箭,1,2,121,55.7,8,0,1,117,42.6,1,0,2,1,50.0,67.1
芝加哥公牛,2016,1,多伦多猛龙,2,3,122,54.3,5,0,2,120,42.6,1,0,3,1,50.0,62.2
芝加哥公牛,2016,1,波士顿凯尔特人,1,11,107,54.9,4,0,4,100,42.6,1,0,2,1,50.0,64.6
芝加哥公牛,2016,1,波士顿凯尔特人,1,3,100,54.9,4,0,2,80,42.6,1,0,2,1,50.0,64.6
芝加哥公牛,2016,1,波特兰开拓者,0,11,88,51.2,6,0,2,113,42.6,1,0,3,0,50.0,50.0
芝加哥公牛,2016,1,费城76人,0,11,89,36.0,1,0,2,105,42.6,1,0,3,0,50.0,34.1
芝加哥公牛,2016,1,费城76人,0,4,90,36.0,1,0,2,102,42.6,1,0,2,0,50.0,34.1
芝加哥公牛,2016,1,俄克拉荷马雷霆,1,2,100,60.3,3,0,1,128,42.6,1,0,3,0,50.0,57.3
芝加哥公牛,2016,1,印第安纳步行者,1,11,111,52.4,7,0,2,94,42.6,1,0,1,1,50.0,51.2
芝加哥公牛,2016,1,印第安纳步行者,1,12,111,52.4,7,0,2,101,42.6,1,0,2,1,50.0,51.2
芝加哥公牛,2016,1,犹他爵士,1,11,77,55.5,2,0,3,85,42.6,1,0,2,0,50.0,62.2
芝加哥公牛,2016,1,密尔沃基雄鹿,1,12,108,49.1,3,0,3,97,42.6,1,0,2,1,50.0,51.2
芝加哥公牛,2016,1,密尔沃基雄鹿,1,3,94,49.1,3,0,2,109,42.6,1,0,2,0,50.0,51.2
芝加哥公牛,2016,1,克里夫兰骑士,2,1,94,57.1,3,1,2,106,42.6,1,0,2,0,50.0,62.2
芝加哥公牛,2016,1,克里夫兰骑士,2,2,99,57.1,3,1,2,117,42.6,1,0,1,0,50.0,62.2
芝加哥公牛,2016,1,圣安东尼奥马刺,1,12,119,68.4,21,5,2,100,42.6,1,0,2,1,50.0,74.4
芝加哥公牛,2016,1,迈阿密热火,0,11,95,59.1,8,2,3,98,42.6,1,0,1,0,50.0,50.0
芝加哥公牛,2016,1,洛杉矶快船,1,11,102,57.6,14,1,1,95,42.6,1,0,2,1,50.0,62.2
芝加哥公牛,2016,1,丹佛掘金,0,11,110,49.0,0,0,2,107,42.6,1,0,2,1,50.0,48.8
芝加哥公牛,2016,1,新奥尔良鹈鹕,2,4,110,46.5,3,0,2,117,42.6,1,0,1,0,50.0,41.5
芝加哥公牛,2016,1,明尼苏达森林狼,0,2,117,57.9,6,0,2,89,42.6,1,0,2,1,50.0,37.8
芝加哥公牛,2016,1,洛杉矶湖人,0,11,110,39.8,0,0,2,118,42.6,1,0,1,0,50.0,31.7
芝加哥公牛,2016,1,达拉斯独行侠,0,12,107,54.5,12,1,2,82,42.6,1,0,1,1,50.0,40.2
芝加哥公牛,2016,1,孟菲斯灰熊,1,1,104,36.1,1,0,2,108,42.6,1,0,1,0,50.0,52.4
芝加哥公牛,2016,1,底特律活塞,0,12,102,57.7,8,0,2,91,42.6,1,0,1,1,50.0,45.1
芝加哥公牛,2016,1,底特律活塞,0,3,109,57.7,8,0,2,95,42.6,1,0,2,1,50.0,45.1
芝加哥公牛,2016,1,夏洛特黄蜂,1,12,103,48.2,2,0,3,91,42.6,1,0,2,1,50.0,43.9
芝加哥公牛,2016,1,夏洛特黄蜂,1,3,109,48.2,2,0,2,115,42.6,1,0,1,0,50.0,43.9
芝加哥公牛,2016,1,华盛顿奇才,1,1,101,58.6,7,0,2,99,42.6,1,0,1,1,50.0,59.8
芝加哥公牛,2016,1,华盛顿奇才,1,3,112,58.6,7,0,2,107,42.6,1,0,2,1,50.0,59.8
芝加哥公牛,2016,1,奥兰多魔术,0,1,92,51.1,5,0,2,100,42.6,1,0,3,0,50.0,35.4
芝加哥公牛,2016,1,奥兰多魔术,0,3,98,51.1,5,0,2,91,42.6,1,0,2,1,50.0,35.4
芝加哥公牛,2016,1,布鲁克林篮网,0,10,88,35.8,0,0,2,118,42.6,1,0,2,0,50.0,24.4
芝加哥公牛,2016,1,布鲁克林篮网,0,4,107,35.8,0,0,2,106,42.6,1,0,2,1,50.0,24.4
芝加哥公牛,2016,1,萨克拉门托国王,0,2,107,50.0,3,0,2,112,42.6,1,0,3,0,50.0,39.0
芝加哥公牛,2016,1,亚特兰大老鹰,1,11,115,55.6,4,0,1,107,42.6,1,0,2,1,50.0,52.4
芝加哥公牛,2016,1,亚特兰大老鹰,1,1,102,55.6,4,0,2,93,42.6,1,0,3,1,50.0,52.4
芝加哥公牛,2016,1,纽约尼克斯,1,1,104,42.7,0,0,1,89,42.6,1,0,2,1,50.0,37.8
芝加哥公牛,2016,1,纽约尼克斯,1,4,100,42.7,0,0,2,91,42.6,1,0,2,1,50.0,37.8
芝加哥公牛,2016,1,菲尼克斯太阳,0,2,115,28.0,0,0,2,97,42.6,1,0,2,1,50.0,29.3
底特律活塞,2016,0,金州勇士,4,1,127,78.6,4,3,2,107,57.7,8,0,2,1,45.1,81.7
底特律活塞,2016,0,休斯顿火箭,1,4,109,55.7,8,0,2,114,57.7,8,0,2,0,45.1,67.1
底特律活塞,2016,0,多伦多猛龙,2,10,109,54.3,5,0,1,91,57.7,8,0,1,1,45.1,62.2
底特律活塞,2016,0,多伦多猛龙,2,2,101,54.3,5,0,4,102,57.7,8,0,2,0,45.1,62.2
底特律活塞,2016,0,波士顿凯尔特人,1,11,114,54.9,4,0,2,121,57.7,8,0,1,0,45.1,64.6
底特律活塞,2016,0,波士顿凯尔特人,1,1,113,54.9,4,0,2,109,57.7,8,0,2,1,45.1,64.6
底特律活塞,2016,0,波特兰开拓者,0,1,124,51.2,6,0,3,125,57.7,8,0,3,0,45.1,50.0
底特律活塞,2016,0,费城76人,0,3,106,36.0,1,0,1,136,57.7,8,0,3,0,45.1,34.1
底特律活塞,2016,0,俄克拉荷马雷霆,1,11,106,60.3,3,0,1,88,57.7,8,0,1,1,45.1,57.3
底特律活塞,2016,0,印第安纳步行者,1,2,105,52.4,7,0,1,84,57.7,8,0,1,1,45.1,51.2
底特律活塞,2016,0,印第安纳步行者,1,3,115,52.4,7,0,2,98,57.7,8,0,2,1,45.1,51.2
底特律活塞,2016,0,犹他爵士,1,1,110,55.5,2,0,3,77,57.7,8,0,1,1,45.1,62.2
底特律活塞,2016,0,密尔沃基雄鹿,1,2,102,49.1,3,0,2,89,57.7,8,0,1,1,45.1,51.2
底特律活塞,2016,0,密尔沃基雄鹿,1,3,108,49.1,3,0,2,105,57.7,8,0,1,1,45.1,51.2
底特律活塞,2016,0,克里夫兰骑士,2,11,104,57.1,3,1,2,81,57.7,8,0,2,1,45.1,62.2
底特律活塞,2016,0,克里夫兰骑士,2,3,128,57.1,3,1,2,96,57.7,8,0,3,1,45.1,62.2
底特律活塞,2016,0,圣安东尼奥马刺,1,11,96,68.4,21,5,2,86,57.7,8,0,2,1,45.1,74.4
底特律活塞,2016,0,迈阿密热火,0,1,98,59.1,8,2,2,107,57.7,8,0,2,0,45.1,50.0
底特律活塞,2016,0,迈阿密热火,0,1,116,59.1,8,2,1,103,57.7,8,0,5,1,45.1,50.0
底特律活塞,2016,0,洛杉矶快船,1,11,114,57.6,14,1,2,82,57.7,8,0,2,1,45.1,62.2
底特律活塞,2016,0,丹佛掘金,0,11,95,49.0,0,0,2,106,57.7,8,0,1,0,45.1,48.8
底特律活塞,2016,0,新奥尔良鹈鹕,2,3,109,46.5,3,0,3,86,57.7,8,0,1,1,45.1,41.5
底特律活塞,2016,0,明尼苏达森林狼,0,12,90,57.9,6,0,1,117,57.7,8,0,2,0,45.1,37.8
底特律活塞,2016,0,洛杉矶湖人,0,1,97,39.8,0,0,1,102,57.7,8,0,2,0,45.1,31.7
底特律活塞,2016,0,达拉斯独行侠,0,12,85,54.5,12,1,2,95,57.7,8,0,3,0,45.1,40.2
底特律活塞,2016,0,孟菲斯灰熊,1,4,90,36.1,1,0,2,103,57.7,8,0,2,0,45.1,52.4
底特律活塞,2016,0,芝加哥公牛,1,12,113,42.6,1,0,3,82,57.7,8,0,2,1,45.1,50.0
底特律活塞,2016,0,芝加哥公牛,1,3,117,42.6,1,0,1,95,57.7,8,0,1,1,45.1,50.0
底特律活塞,2016,0,夏洛特黄蜂,1,11,89,48.2,2,0,1,112,57.7,8,0,3,0,45.1,43.9
底特律活塞,2016,0,夏洛特黄蜂,1,12,87,48.2,2,0,2,77,57.7,8,0,1,1,45.1,43.9
底特律活塞,2016,0,华盛顿奇才,1,12,122,58.6,7,0,2,108,57.7,8,0,2,1,45.1,59.8
底特律活塞,2016,0,奥兰多魔术,0,3,115,51.1,5,0,2,87,57.7,8,0,2,1,45.1,35.4
底特律活塞,2016,0,奥兰多魔术,0,4,113,51.1,5,0,2,109,57.7,8,0,2,1,45.1,35.4
底特律活塞,2016,0,布鲁克林篮网,0,11,109,35.8,0,0,2,101,57.7,8,0,1,1,45.1,24.4
底特律活塞,2016,0,布鲁克林篮网,0,3,98,35.8,0,0,2,96,57.7,8,0,2,1,45.1,24.4
底特律活塞,2016,0,萨克拉门托国王,0,1,100,50.0,3,0,2,94,57.7,8,0,2,1,45.1,39.0
底特律活塞,2016,0,亚特兰大老鹰,1,12,85,55.6,4,0,2,121,57.7,8,0,2,0,45.1,52.4
底特律活塞,2016,0,亚特兰大老鹰,1,12,105,55.6,4,0,2,98,57.7,8,0,2,1,45.1,52.4
底特律活塞,2016,0,纽约尼克斯,1,11,105,42.7,0,0,2,102,57.7,8,0,2,1,45.1,37.8
底特律活塞,2016,0,纽约尼克斯,1,3,109,42.7,0,0,2,95,57.7,8,0,3,1,45.1,37.8
底特律活塞,2016,0,菲尼克斯太阳,0,11,107,28.0,0,0,1,100,57.7,8,0,2,1,45.1,29.3
夏洛特黄蜂,2016,1,金州勇士,4,2,126,78.6,4,3,3,111,48.2,2,0,1,1,43.9,81.7
夏洛特黄蜂,2016,1,休斯顿火箭,1,1,121,55.7,8,0,2,114,48.2,2,0,3,1,43.9,67.1
夏洛特黄蜂,2016,1,多伦多猛龙,2,2,90,54.3,5,0,1,85,48.2,2,0,2,1,43.9,62.2
夏洛特黄蜂,2016,1,多伦多猛龙,2,3,106,54.3,5,0,2,110,48.2,2,0,1,0,43.9,62.2
夏洛特黄蜂,2016,1,波士顿凯尔特人,1,12,96,54.9,4,0,2,88,48.2,2,0,2,1,43.9,64.6
夏洛特黄蜂,2016,1,波士顿凯尔特人,1,1,108,54.9,4,0,3,98,48.2,2,0,3,1,43.9,64.6
夏洛特黄蜂,2016,1,波特兰开拓者,0,1,115,51.2,6,0,2,98,48.2,2,0,3,1,43.9,50.0
夏洛特黄蜂,2016,1,费城76人,0,1,102,36.0,1,0,2,93,48.2,2,0,3,1,43.9,34.1
夏洛特黄蜂,2016,1,俄克拉荷马雷霆,1,4,101,60.3,3,0,2,113,48.2,2,0,2,0,43.9,57.3
夏洛特黄蜂,2016,1,印第安纳步行者,1,12,110,52.4,7,0,2,94,48.2,2,0,2,1,43.9,51.2
夏洛特黄蜂,2016,1,印第安纳步行者,1,3,98,52.4,7,0,1,77,48.2,2,0,2,1,43.9,51.2
夏洛特黄蜂,2016,1,犹他爵士,1,2,105,55.5,2,0,3,98,48.2,2,0,3,1,43.9,62.2
夏洛特黄蜂,2016,1,密尔沃基雄鹿,1,10,96,49.1,3,0,1,107,48.2,2,0,1,0,43.9,51.2
夏洛特黄蜂,2016,1,密尔沃基雄鹿,1,4,89,49.1,3,0,2,79,48.2,2,0,2,1,43.9,51.2
夏洛特黄蜂,2016,1,克里夫兰骑士,2,11,100,57.1,3,1,2,93,48.2,2,0,2,1,43.9,62.2
夏洛特黄蜂,2016,1,克里夫兰骑士,2,12,116,57.1,3,1,1,105,48.2,2,0,1,1,43.9,62.2
夏洛特黄蜂,2016,1,圣安东尼奥马刺,1,1,102,68.4,21,5,2,85,48.2,2,0,2,1,43.9,74.4
夏洛特黄蜂,2016,1,迈阿密热火,0,10,91,59.1,8,2,2,97,48.2,2,0,2,0,43.9,50.0
夏洛特黄蜂,2016,1,迈阿密热火,0,3,108,59.1,8,2,2,101,48.2,2,0,2,1,43.9,50.0
夏洛特黄蜂,2016,1,洛杉矶快船,1,2,124,57.6,14,1,2,121,48.2,2,0,1,1,43.9,62.2
夏洛特黄蜂,2016,1,丹佛掘金,0,3,102,49.0,0,0,3,112,48.2,2,0,2,0,43.9,48.8
夏洛特黄蜂,2016,1,新奥尔良鹈鹕,2,11,121,46.5,3,0,1,116,48.2,2,0,1,1,43.9,41.5
夏洛特黄蜂,2016,1,明尼苏达森林狼,0,11,108,57.9,6,0,2,115,48.2,2,0,2,0,43.9,37.8
夏洛特黄蜂,2016,1,洛杉矶湖人,0,2,104,39.8,0,0,2,109,48.2,2,0,2,0,43.9,31.7
夏洛特黄蜂,2016,1,达拉斯独行侠,0,12,101,54.5,12,1,2,109,48.2,2,0,2,0,43.9,40.2
夏洛特黄蜂,2016,1,孟菲斯灰熊,1,11,85,36.1,1,0,2,104,48.2,2,0,2,0,43.9,52.4
夏洛特黄蜂,2016,1,芝加哥公牛,1,1,118,42.6,1,0,2,111,48.2,2,0,2,1,43.9,50.0
夏洛特黄蜂,2016,1,底特律活塞,0,1,115,57.7,8,0,2,114,48.2,2,0,1,1,43.9,45.1
夏洛特黄蜂,2016,1,底特律活塞,0,2,114,57.7,8,0,8,108,48.2,2,0,8,1,43.9,45.1
夏洛特黄蜂,2016,1,华盛顿奇才,1,12,109,58.6,7,0,2,106,48.2,2,0,2,1,43.9,59.8
夏洛特黄蜂,2016,1,华盛顿奇才,1,4,118,58.6,7,0,2,111,48.2,2,0,2,1,43.9,59.8
夏洛特黄蜂,2016,1,奥兰多魔术,0,12,101,51.1,5,0,2,120,48.2,2,0,2,0,43.9,35.4
夏洛特黄蜂,2016,1,奥兰多魔术,0,3,102,51.1,5,0,2,109,48.2,2,0,2,0,43.9,35.4
夏洛特黄蜂,2016,1,布鲁克林篮网,0,11,95,35.8,0,0,2,99,48.2,2,0,2,0,43.9,24.4
夏洛特黄蜂,2016,1,布鲁克林篮网,0,12,120,35.8,0,0,3,118,48.2,2,0,3,1,43.9,24.4
夏洛特黄蜂,2016,1,萨克拉门托国王,0,2,85,50.0,3,0,2,99,48.2,2,0,2,0,43.9,39.0
夏洛特黄蜂,2016,1,亚特兰大老鹰,1,12,99,55.6,4,0,1,107,48.2,2,0,1,0,43.9,52.4
夏洛特黄蜂,2016,1,亚特兰大老鹰,1,4,103,55.6,4,0,2,76,48.2,2,0,1,1,43.9,52.4
夏洛特黄蜂,2016,1,纽约尼克斯,1,11,113,42.7,0,0,3,111,48.2,2,0,2,1,43.9,37.8
夏洛特黄蜂,2016,1,纽约尼克斯,1,1,110,42.7,0,0,2,107,48.2,2,0,2,1,43.9,37.8
夏洛特黄蜂,2016,1,菲尼克斯太阳,0,3,120,28.0,0,0,2,103,48.2,2,0,2,1,43.9,29.3
华盛顿奇才,2016,1,金州勇士,4,4,139,78.6,4,3,2,115,58.6,7,0,2,1,59.8,81.7
华盛顿奇才,2016,1,休斯顿火箭,1,1,101,55.7,8,0,2,91,58.6,7,0,3,1,59.8,67.1
华盛顿奇才,2016,1,多伦多猛龙,2,3,96,54.3,5,0,2,105,58.6,7,0,1,0,59.8,62.2
华盛顿奇才,2016,1,波士顿凯尔特人,1,1,117,54.9,4,0,1,108,58.6,7,0,1,1,59.8,64.6
华盛顿奇才,2016,1,波士顿凯尔特人,1,3,110,54.9,4,0,1,102,58.6,7,0,2,1,59.8,64.6
华盛顿奇才,2016,1,波特兰开拓者,0,3,124,51.2,6,0,2,125,58.6,7,0,1,0,59.8,50.0
华盛顿奇才,2016,1,费城76人,0,11,109,36.0,1,0,2,102,58.6,7,0,4,1,59.8,34.1
华盛顿奇才,2016,1,费城76人,0,2,120,36.0,1,0,9,112,58.6,7,0,8,1,59.8,34.1
华盛顿奇才,2016,1,俄克拉荷马雷霆,1,11,126,60.3,3,0,2,115,58.6,7,0,2,1,59.8,57.3
华盛顿奇才,2016,1,印第安纳步行者,1,12,107,52.4,7,0,2,105,58.6,7,0,1,1,59.8,51.2
华盛顿奇才,2016,1,印第安纳步行者,1,2,98,52.4,7,0,1,111,58.6,7,0,3,0,59.8,51.2
华盛顿奇才,2016,1,犹他爵士,1,3,95,55.5,2,0,2,88,58.6,7,0,2,1,59.8,62.2
华盛顿奇才,2016,1,密尔沃基雄鹿,1,12,123,49.1,3,0,2,96,58.6,7,0,2,1,59.8,51.2
华盛顿奇才,2016,1,密尔沃基雄鹿,1,1,101,49.1,3,0,2,107,58.6,7,0,2,0,59.8,51.2
华盛顿奇才,2016,1,克里夫兰骑士,2,3,115,57.1,3,1,1,127,58.6,7,0,1,0,59.8,62.2
华盛顿奇才,2016,1,圣安东尼奥马刺,1,12,107,68.4,21,5,2,105,58.6,7,0,2,1,59.8,74.4
华盛顿奇才,2016,1,迈阿密热火,0,12,112,59.1,8,2,2,101,58.6,7,0,2,1,59.8,50.0
华盛顿奇才,2016,1,迈阿密热火,0,4,110,59.1,8,2,2,102,58.6,7,0,2,1,59.8,50.0
华盛顿奇才,2016,1,洛杉矶快船,1,3,133,57.6,14,1,3,124,58.6,7,0,1,1,59.8,62.2
华盛顿奇才,2016,1,丹佛掘金,0,3,113,49.0,0,0,2,123,58.6,7,0,1,0,59.8,48.8
华盛顿奇才,2016,1,新奥尔良鹈鹕,2,1,94,46.5,3,0,2,107,58.6,7,0,2,0,59.8,41.5
华盛顿奇才,2016,1,明尼苏达森林狼,0,3,119,57.9,6,0,2,104,58.6,7,0,2,1,59.8,37.8
华盛顿奇才,2016,1,洛杉矶湖人,0,3,108,39.8,0,0,2,119,58.6,7,0,3,0,59.8,31.7
华盛顿奇才,2016,1,达拉斯独行侠,0,1,113,54.5,12,1,4,105,58.6,7,0,1,1,59.8,40.2
华盛顿奇才,2016,1,孟菲斯灰熊,1,10,112,36.1,1,0,1,103,58.6,7,0,3,1,59.8,52.4
华盛顿奇才,2016,1,芝加哥公牛,1,11,106,42.6,1,0,2,95,58.6,7,0,1,1,59.8,50.0
华盛顿奇才,2016,1,芝加哥公牛,1,12,97,42.6,1,0,2,107,58.6,7,0,2,0,59.8,50.0
华盛顿奇才,2016,1,底特律活塞,0,1,113,57.7,8,0,3,112,58.6,7,0,2,1,59.8,45.1
华盛顿奇才,2016,1,底特律活塞,0,4,101,57.7,8,0,1,105,58.6,7,0,2,0,59.8,45.1
华盛顿奇才,2016,1,夏洛特黄蜂,1,1,99,48.2,2,0,2,109,58.6,7,0,2,0,59.8,43.9
华盛顿奇才,2016,1,夏洛特黄蜂,1,3,98,48.2,2,0,3,93,58.6,7,0,1,1,59.8,43.9
华盛顿奇才,2016,1,奥兰多魔术,0,11,88,51.1,5,0,2,86,58.6,7,0,1,1,59.8,35.4
华盛顿奇才,2016,1,奥兰多魔术,0,11,91,51.1,5,0,2,94,58.6,7,0,4,0,59.8,35.4
华盛顿奇才,2016,1,布鲁克林篮网,0,12,113,35.8,0,0,2,118,58.6,7,0,3,0,59.8,24.4
华盛顿奇才,2016,1,布鲁克林篮网,0,2,110,35.8,0,0,1,114,58.6,7,0,2,0,59.8,24.4
华盛顿奇才,2016,1,萨克拉门托国王,0,3,122,50.0,3,0,2,130,58.6,7,0,2,0,59.8,39.0
华盛顿奇才,2016,1,亚特兰大老鹰,1,10,114,55.6,4,0,1,99,58.6,7,0,1,1,59.8,52.4
华盛顿奇才,2016,1,亚特兰大老鹰,1,1,86,55.6,4,0,2,112,58.6,7,0,3,0,59.8,52.4
华盛顿奇才,2016,1,纽约尼克斯,1,1,110,42.7,0,0,1,113,58.6,7,0,1,0,59.8,37.8
华盛顿奇才,2016,1,纽约尼克斯,1,4,103,42.7,0,0,2,106,58.6,7,0,2,0,59.8,37.8
华盛顿奇才,2016,1,菲尼克斯太阳,0,3,127,28.0,0,0,2,131,58.6,7,0,2,0,59.8,29.3
奥兰多魔术,2016,0,金州勇士,4,3,122,78.6,4,3,2,92,51.1,5,0,3,1,35.4,81.7
奥兰多魔术,2016,0,休斯顿火箭,1,2,128,55.7,8,0,4,104,51.1,5,0,3,1,35.4,67.1
奥兰多魔术,2016,0,多伦多猛龙,2,1,113,54.3,5,0,2,114,51.1,5,0,2,0,35.4,62.2
奥兰多魔术,2016,0,多伦多猛龙,2,3,131,54.3,5,0,2,112,51.1,5,0,3,1,35.4,62.2
奥兰多魔术,2016,0,波士顿凯尔特人,1,1,128,54.9,4,0,2,98,51.1,5,0,3,1,35.4,64.6
奥兰多魔术,2016,0,波士顿凯尔特人,1,3,117,54.9,4,0,2,116,51.1,5,0,2,1,35.4,64.6
奥兰多魔术,2016,0,波特兰开拓者,0,1,109,51.2,6,0,2,115,51.1,5,0,2,0,35.4,50.0
奥兰多魔术,2016,0,费城76人,0,11,101,36.0,1,0,3,103,51.1,5,0,3,0,35.4,34.1
奥兰多魔术,2016,0,费城76人,0,12,88,36.0,1,0,4,105,51.1,5,0,1,0,35.4,34.1
奥兰多魔术,2016,0,俄克拉荷马雷霆,1,11,117,60.3,3,0,2,119,51.1,5,0,2,0,35.4,57.3
奥兰多魔术,2016,0,印第安纳步行者,1,11,88,52.4,7,0,2,69,51.1,5,0,1,1,35.4,51.2
