,team_name,game_time,game_rst,host_guest,rival,shot_rate,rebounds,assists,scores,season,game_time1,days
543,洛杉矶湖人,1992-02-19,负,客,快船125-94湖人,42.2%,34,19,94,1991,1992-02-17,2
544,洛杉矶湖人,1992-02-20,负,客,超音速105-103湖人,45.9%,39,20,103,1991,1992-02-19,1
545,洛杉矶湖人,1992-02-22,负,主,勇士126-124湖人,53.2%,33,31,124,1991,1992-02-20,2
546,洛杉矶湖人,1992-02-26,胜,主,尼克斯68-81湖人,46.4%,42,22,81,1991,1992-02-22,4
547,洛杉矶湖人,1992-02-28,负,主,骑士101-90湖人,45.1%,43,20,90,1991,1992-02-26,2
548,洛杉矶湖人,1992-03-01,负,主,火箭105-97湖人,55.4%,33,30,97,1991,1992-02-28,2
549,洛杉矶湖人,1992-03-03,负,客,开拓者105-101湖人,44.3%,37,19,101,1991,1992-03-01,2
550,洛杉矶湖人,1992-03-04,胜,主,篮网92-101湖人,39.0%,44,18,101,1991,1992-03-03,1
551,洛杉矶湖人,1992-03-08,负,主,活塞98-93湖人,40.7%,42,20,93,1991,1992-03-04,4
552,洛杉矶湖人,1992-03-10,胜,客,尼克斯104-106湖人,54.8%,31,17,106,1991,1992-03-08,2
553,洛杉矶湖人,1992-03-11,胜,客,老鹰98-109湖人,51.9%,41,26,109,1991,1992-03-10,1
554,洛杉矶湖人,1992-03-13,负,客,骑士109-107湖人,44.1%,49,29,107,1991,1992-03-11,2
555,洛杉矶湖人,1992-03-14,胜,客,子弹89-92湖人,37.0%,49,8,92,1991,1992-03-13,1
556,洛杉矶湖人,1992-03-16,负,客,步行者98-85湖人,40.0%,46,21,85,1991,1992-03-14,2
557,洛杉矶湖人,1992-03-18,负,主,开拓者98-93湖人,43.0%,39,23,93,1991,1992-03-16,2
558,洛杉矶湖人,1992-03-20,胜,主,森林狼121-131湖人,64.2%,29,38,131,1991,1992-03-18,2
559,洛杉矶湖人,1992-03-26,胜,主,小牛92-115湖人,56.1%,47,21,115,1991,1992-03-20,6
560,洛杉矶湖人,1992-03-27,胜,客,爵士92-103湖人,48.2%,37,21,103,1991,1992-03-26,1
561,洛杉矶湖人,1992-03-29,胜,主,76人88-117湖人,53.9%,55,27,117,1991,1992-03-27,2
562,洛杉矶湖人,1992-03-31,胜,客,火箭101-107湖人,41.2%,46,22,107,1991,1992-03-29,2
563,洛杉矶湖人,1992-04-01,负,客,马刺104-86湖人,44.8%,37,12,86,1991,1992-03-31,1
564,洛杉矶湖人,1992-04-03,负,主,超音速96-91湖人,47.2%,29,17,91,1991,1992-04-01,2
565,洛杉矶湖人,1992-04-05,胜,主,太阳104-109湖人,48.4%,46,26,109,1991,1992-04-03,2
566,洛杉矶湖人,1992-04-07,负,客,超音速117-88湖人,37.8%,35,12,88,1991,1992-04-05,2
567,洛杉矶湖人,1992-04-09,负,主,马刺102-94湖人,42.4%,45,26,94,1991,1992-04-07,2
568,洛杉矶湖人,1992-04-11,负,主,爵士93-90湖人,51.4%,39,20,90,1991,1992-04-09,2
569,洛杉矶湖人,1992-04-13,胜,主,掘金93-100湖人,50.0%,36,26,100,1991,1992-04-11,2
570,洛杉矶湖人,1992-04-15,负,客,掘金110-107湖人,55.4%,28,14,107,1991,1992-04-13,2
571,洛杉矶湖人,1992-04-16,负,客,国王102-94湖人,45.1%,39,23,94,1991,1992-04-15,1
572,洛杉矶湖人,1992-04-18,胜,客,开拓者101-109湖人,52.8%,42,20,109,1991,1992-04-16,2
573,洛杉矶湖人,1992-04-19,胜,主,快船108-109湖人,46.6%,37,22,109,1991,1992-04-18,1
574,洛杉矶湖人,1992-11-06,胜,客,快船112-114湖人,56.1%,44,27,114,1992,1992-04-19,201
575,洛杉矶湖人,1992-11-08,负,主,国王124-114湖人,47.7%,43,21,114,1992,1992-11-06,2
576,洛杉矶湖人,1992-11-10,胜,客,勇士106-107湖人,45.8%,43,20,107,1992,1992-11-08,2
577,洛杉矶湖人,1992-11-12,负,客,超音速114-102湖人,45.2%,44,18,102,1992,1992-11-10,2
578,洛杉矶湖人,1992-11-13,负,主,快船124-98湖人,39.8%,44,21,98,1992,1992-11-12,1
579,洛杉矶湖人,1992-11-15,胜,主,勇士102-105湖人,45.3%,36,21,105,1992,1992-11-13,2
580,洛杉矶湖人,1992-11-20,胜,主,公牛118-120湖人,48.3%,47,24,120,1992,1992-11-15,5
581,洛杉矶湖人,1992-11-22,胜,主,掘金107-119湖人,48.9%,40,26,119,1992,1992-11-20,2
582,洛杉矶湖人,1992-11-25,负,主,篮网100-98湖人,43.7%,46,24,98,1992,1992-11-22,3
583,洛杉矶湖人,1992-11-27,胜,客,开拓者90-98湖人,46.6%,41,20,98,1992,1992-11-25,2
584,洛杉矶湖人,1992-11-29,胜,主,小牛85-114湖人,54.2%,46,24,114,1992,1992-11-27,2
585,洛杉矶湖人,1992-12-01,负,客,国王117-110湖人,48.4%,37,19,110,1992,1992-11-29,2
586,洛杉矶湖人,1992-12-03,胜,客,火箭89-95湖人,43.2%,42,26,95,1992,1992-12-01,2
587,洛杉矶湖人,1992-12-04,负,客,太阳103-93湖人,43.7%,37,22,93,1992,1992-12-03,1
588,洛杉矶湖人,1992-12-06,胜,主,森林狼85-107湖人,48.1%,46,18,107,1992,1992-12-04,2
589,洛杉矶湖人,1992-12-09,胜,主,开拓者111-124湖人,64.0%,39,33,124,1992,1992-12-06,3
590,洛杉矶湖人,1992-12-11,胜,主,子弹93-118湖人,53.9%,52,27,118,1992,1992-12-09,2
591,洛杉矶湖人,1992-12-13,胜,主,雄鹿96-114湖人,51.3%,42,25,114,1992,1992-12-11,2
592,洛杉矶湖人,1992-12-15,胜,客,马刺101-107湖人,53.3%,36,22,107,1992,1992-12-13,2
593,洛杉矶湖人,1992-12-16,负,客,小牛102-95湖人,47.9%,38,19,95,1992,1992-12-15,1
594,洛杉矶湖人,1992-12-18,负,主,太阳116-100湖人,45.7%,36,25,100,1992,1992-12-16,2
595,洛杉矶湖人,1992-12-19,胜,客,掘金86-92湖人,41.5%,45,12,92,1992,1992-12-18,1
596,洛杉矶湖人,1992-12-23,负,主,超音速80-79湖人,39.4%,45,20,79,1992,1992-12-19,4
597,洛杉矶湖人,1992-12-26,负,主,马刺104-92湖人,47.7%,33,24,92,1992,1992-12-23,3
598,洛杉矶湖人,1992-12-28,负,客,热火107-96湖人,50.7%,33,22,96,1992,1992-12-26,2
599,洛杉矶湖人,1992-12-30,胜,客,魔术93-96湖人,45.9%,39,23,96,1992,1992-12-28,2
600,洛杉矶湖人,1993-01-02,负,客,骑士106-91湖人,42.4%,35,23,91,1992,1992-12-30,3
601,洛杉矶湖人,1993-01-03,负,客,雄鹿109-101湖人,50.0%,46,22,101,1992,1993-01-02,1
602,洛杉矶湖人,1993-01-05,胜,客,公牛88-91湖人,51.9%,41,26,91,1992,1993-01-03,2
603,洛杉矶湖人,1993-01-06,胜,客,森林狼78-98湖人,54.5%,43,33,98,1992,1993-01-05,1
604,洛杉矶湖人,1993-01-08,胜,主,国王90-93湖人,43.9%,45,27,93,1992,1993-01-06,2
605,洛杉矶湖人,1993-01-10,负,主,热火101-89湖人,42.2%,37,27,89,1992,1993-01-08,2
606,洛杉矶湖人,1993-01-14,负,客,快船105-102湖人,48.1%,38,18,102,1992,1993-01-10,4
607,洛杉矶湖人,1993-01-15,胜,主,开拓者96-99湖人,48.8%,45,20,99,1992,1993-01-14,1
608,洛杉矶湖人,1993-01-18,负,主,火箭110-90湖人,41.6%,44,21,90,1992,1993-01-15,3
609,洛杉矶湖人,1993-01-20,负,主,超音速111-101湖人,45.8%,42,22,101,1992,1993-01-18,2
610,洛杉矶湖人,1993-01-22,负,客,爵士98-94湖人,43.2%,35,18,94,1992,1993-01-20,2
611,洛杉矶湖人,1993-01-24,胜,客,子弹110-112湖人,48.3%,49,25,112,1992,1993-01-22,2
612,洛杉矶湖人,1993-01-26,负,客,篮网106-91湖人,39.5%,33,15,91,1992,1993-01-24,2
613,洛杉矶湖人,1993-01-28,负,客,步行者127-110湖人,43.8%,46,21,110,1992,1993-01-26,2
614,洛杉矶湖人,1993-01-29,胜,客,黄蜂108-123湖人,54.8%,38,34,123,1992,1993-01-28,1
615,洛杉矶湖人,1993-01-31,胜,客,凯尔特87-96湖人,46.5%,50,23,96,1992,1993-01-29,2
616,洛杉矶湖人,1993-02-02,负,主,魔术110-97湖人,42.2%,41,30,97,1992,1993-01-31,2
617,洛杉矶湖人,1993-02-04,胜,主,爵士110-114湖人,45.2%,51,27,114,1992,1993-02-02,2
618,洛杉矶湖人,1993-02-05,负,客,太阳132-104湖人,43.6%,49,25,104,1992,1993-02-04,1
619,洛杉矶湖人,1993-02-08,胜,主,小牛100-108湖人,40.9%,43,24,108,1992,1993-02-05,3
620,洛杉矶湖人,1993-02-10,胜,主,掘金102-111湖人,53.2%,43,33,111,1992,1993-02-08,2
621,洛杉矶湖人,1993-02-14,胜,主,老鹰96-135湖人,61.5%,49,40,135,1992,1993-02-10,4
622,洛杉矶湖人,1993-02-18,负,客,开拓者105-103湖人,53.8%,38,21,103,1992,1993-02-14,4
623,洛杉矶湖人,1993-02-24,胜,客,国王99-104湖人,47.1%,46,31,104,1992,1993-02-18,6
624,洛杉矶湖人,1993-02-26,负,主,骑士114-102湖人,43.1%,43,29,102,1992,1993-02-24,2
625,洛杉矶湖人,1993-02-28,胜,主,快船112-124湖人,53.8%,41,42,124,1992,1993-02-26,2
626,洛杉矶湖人,1993-03-02,负,客,掘金127-115湖人,52.9%,38,22,115,1992,1993-02-28,2
627,洛杉矶湖人,1993-03-03,胜,客,勇士111-117湖人,52.2%,32,32,117,1992,1993-03-02,1
628,洛杉矶湖人,1993-03-05,胜,主,76人97-101湖人,37.7%,64,26,101,1992,1993-03-03,2
629,洛杉矶湖人,1993-03-07,负,主,黄蜂105-101湖人,41.4%,48,28,101,1992,1993-03-05,2
630,洛杉矶湖人,1993-03-09,胜,客,活塞121-123湖人,62.8%,40,35,123,1992,1993-03-07,2
631,洛杉矶湖人,1993-03-10,负,客,尼克斯110-104湖人,42.7%,43,23,104,1992,1993-03-09,1
632,洛杉矶湖人,1993-03-12,胜,客,76人95-101湖人,47.4%,36,27,101,1992,1993-03-10,2
633,洛杉矶湖人,1993-03-14,负,客,老鹰117-107湖人,46.0%,39,27,107,1992,1993-03-12,2
634,洛杉矶湖人,1993-03-15,胜,客,马刺87-92湖人,46.1%,38,21,92,1992,1993-03-14,1
635,洛杉矶湖人,1993-03-17,负,主,马刺101-100湖人,48.1%,34,30,100,1992,1993-03-15,2
636,洛杉矶湖人,1993-03-19,负,主,凯尔特129-119湖人,51.6%,38,31,119,1992,1993-03-17,2
637,洛杉矶湖人,1993-03-21,负,主,活塞106-101湖人,42.9%,43,17,101,1992,1993-03-19,2
638,洛杉矶湖人,1993-03-24,负,主,太阳120-105湖人,48.9%,38,32,105,1992,1993-03-21,3
639,洛杉矶湖人,1993-03-26,负,主,尼克斯105-95湖人,43.2%,38,22,95,1992,1993-03-24,2
640,洛杉矶湖人,1993-03-28,胜,主,步行者90-92湖人,43.4%,39,21,92,1992,1993-03-26,2
641,洛杉矶湖人,1993-03-30,负,客,快船101-93湖人,46.9%,38,24,93,1992,1993-03-28,2
642,洛杉矶湖人,1993-03-31,负,主,森林狼126-113湖人,45.0%,39,25,113,1992,1993-03-30,1
643,洛杉矶湖人,1993-04-04,负,主,爵士111-99湖人,42.2%,34,24,99,1992,1993-03-31,4
644,洛杉矶湖人,1993-04-06,负,客,太阳115-114湖人,50.0%,45,18,114,1992,1993-04-04,2
645,洛杉矶湖人,1993-04-08,负,客,勇士122-116湖人,48.9%,39,24,116,1992,1993-04-06,2
646,洛杉矶湖人,1993-04-09,负,主,开拓者109-105湖人,42.3%,49,32,105,1992,1993-04-08,1
647,洛杉矶湖人,1993-04-11,胜,主,超音速96-98湖人,51.9%,37,27,98,1992,1993-04-09,2
648,洛杉矶湖人,1993-04-13,负,客,火箭126-107湖人,45.8%,38,21,107,1992,1993-04-11,2
649,洛杉矶湖人,1993-04-14,胜,客,小牛99-112湖人,58.3%,35,23,112,1992,1993-04-13,1
650,洛杉矶湖人,1993-04-16,负,主,火箭100-84湖人,36.7%,38,20,84,1992,1993-04-14,2
651,洛杉矶湖人,1993-04-18,胜,主,勇士112-115湖人,50.0%,42,29,115,1992,1993-04-16,2
652,洛杉矶湖人,1993-04-20,胜,客,森林狼95-107湖人,53.0%,39,28,107,1992,1993-04-18,2
653,洛杉矶湖人,1993-04-21,负,客,爵士113-102湖人,48.8%,34,23,102,1992,1993-04-20,1
654,洛杉矶湖人,1993-04-23,负,客,超音速122-93湖人,37.6%,43,12,93,1992,1993-04-21,2
655,洛杉矶湖人,1993-04-24,胜,主,国王107-125湖人,50.0%,48,29,125,1992,1993-04-23,1
656,洛杉矶湖人,1993-11-05,胜,主,太阳108-116湖人,47.1%,47,34,116,1993,1993-04-24,195
657,洛杉矶湖人,1993-11-06,负,客,超音速129-101湖人,44.6%,32,20,101,1993,1993-11-05,1
658,洛杉矶湖人,1993-11-09,负,主,开拓者109-102湖人,47.8%,46,30,102,1993,1993-11-06,3
659,洛杉矶湖人,1993-11-10,负,客,国王112-101湖人,42.2%,50,21,101,1993,1993-11-09,1
660,洛杉矶湖人,1993-11-12,负,主,掘金113-84湖人,31.2%,40,15,84,1993,1993-11-10,2
661,洛杉矶湖人,1993-11-14,胜,主,骑士100-107湖人,50.0%,41,19,107,1993,1993-11-12,2
662,洛杉矶湖人,1993-11-16,胜,主,快船114-116湖人,39.3%,70,29,116,1993,1993-11-14,2
663,洛杉矶湖人,1993-11-18,负,客,勇士103-76湖人,33.3%,44,12,76,1993,1993-11-16,2
664,洛杉矶湖人,1993-11-19,负,主,公牛88-86湖人,39.8%,49,25,86,1993,1993-11-18,1
665,洛杉矶湖人,1993-11-21,负,客,篮网105-102湖人,48.8%,46,15,102,1993,1993-11-19,2
666,洛杉矶湖人,1993-11-23,负,客,老鹰103-94湖人,43.2%,49,20,94,1993,1993-11-21,2
667,洛杉矶湖人,1993-11-24,负,客,黄蜂141-124湖人,48.1%,36,28,124,1993,1993-11-23,1
668,洛杉矶湖人,1993-11-26,胜,客,步行者100-102湖人,48.3%,35,31,102,1993,1993-11-24,2
669,洛杉矶湖人,1993-11-27,胜,客,森林狼92-96湖人,45.1%,38,25,96,1993,1993-11-26,1
670,洛杉矶湖人,1993-12-01,胜,主,小牛91-124湖人,60.2%,39,36,124,1993,1993-11-27,4
671,洛杉矶湖人,1993-12-04,胜,客,快船102-109湖人,51.2%,37,31,109,1993,1993-12-01,3
672,洛杉矶湖人,1993-12-05,负,主,森林狼101-99湖人,46.8%,29,25,99,1993,1993-12-04,1
673,洛杉矶湖人,1993-12-07,负,主,尼克斯92-78湖人,37.5%,37,20,78,1993,1993-12-05,2
674,洛杉矶湖人,1993-12-10,负,客,开拓者117-99湖人,43.7%,34,17,99,1993,1993-12-07,3
675,洛杉矶湖人,1993-12-12,负,主,勇士100-97湖人,53.8%,32,33,97,1993,1993-12-10,2
676,洛杉矶湖人,1993-12-14,胜,客,活塞93-99湖人,44.9%,37,19,99,1993,1993-12-12,2
677,洛杉矶湖人,1993-12-16,负,客,尼克斯108-85湖人,37.1%,44,20,85,1993,1993-12-14,2
678,洛杉矶湖人,1993-12-17,负,客,76人105-94湖人,41.2%,42,20,94,1993,1993-12-16,1
679,洛杉矶湖人,1993-12-19,负,客,骑士122-92湖人,46.8%,29,21,92,1993,1993-12-17,2
680,洛杉矶湖人,1993-12-21,胜,客,魔术102-109湖人,49.4%,49,26,109,1993,1993-12-19,2
681,洛杉矶湖人,1993-12-23,负,客,热火109-92湖人,44.2%,38,14,92,1993,1993-12-21,2
682,洛杉矶湖人,1993-12-26,负,主,火箭118-93湖人,41.3%,40,24,93,1993,1993-12-23,3
683,洛杉矶湖人,1993-12-29,负,主,超音速99-92湖人,36.5%,51,24,92,1993,1993-12-26,3
684,洛杉矶湖人,1994-01-02,负,客,马刺94-92湖人,46.3%,34,19,92,1993,1993-12-29,4
685,洛杉矶湖人,1994-01-04,胜,客,掘金118-119湖人,50.5%,35,21,119,1993,1994-01-02,2
686,洛杉矶湖人,1994-01-05,负,客,国王106-98湖人,43.8%,52,14,98,1993,1994-01-04,1
687,洛杉矶湖人,1994-01-07,胜,主,快船108-111湖人,44.6%,48,25,111,1993,1994-01-05,2
688,洛杉矶湖人,1994-01-09,负,主,马刺95-89湖人,38.1%,32,18,89,1993,1994-01-07,2
689,洛杉矶湖人,1994-01-11,负,主,勇士122-117湖人,44.6%,43,28,117,1993,1994-01-09,2
690,洛杉矶湖人,1994-01-14,负,主,黄蜂130-122湖人,51.0%,35,33,122,1993,1994-01-11,3
691,洛杉矶湖人,1994-01-18,负,客,超音速103-88湖人,34.8%,46,16,88,1993,1994-01-14,4
692,洛杉矶湖人,1994-01-20,胜,主,太阳102-107湖人,46.8%,37,31,107,1993,1994-01-18,2
693,洛杉矶湖人,1994-01-21,负,客,开拓者111-93湖人,38.1%,39,22,93,1993,1994-01-20,1
694,洛杉矶湖人,1994-01-26,胜,主,步行者99-103湖人,45.3%,44,27,103,1993,1994-01-21,5
695,洛杉矶湖人,1994-01-28,胜,主,活塞97-105湖人,45.8%,58,29,105,1993,1994-01-26,2
696,洛杉矶湖人,1994-02-01,负,客,马刺112-97湖人,43.2%,42,19,97,1993,1994-01-28,4
697,洛杉矶湖人,1994-02-03,负,客,火箭99-88湖人,36.4%,48,16,88,1993,1994-02-01,2
698,洛杉矶湖人,1994-02-04,胜,客,小牛87-95湖人,41.3%,52,20,95,1993,1994-02-03,1
699,洛杉矶湖人,1994-02-06,胜,主,爵士90-107湖人,48.2%,52,33,107,1993,1994-02-04,2
700,洛杉矶湖人,1994-02-08,胜,主,太阳104-107湖人,47.3%,43,25,107,1993,1994-02-06,2
701,洛杉矶湖人,1994-02-09,胜,客,爵士96-103湖人,47.4%,44,17,103,1993,1994-02-08,1
702,洛杉矶湖人,1994-02-10,负,主,国王103-84湖人,38.3%,43,20,84,1993,1994-02-09,1
703,洛杉矶湖人,1994-02-15,负,主,快船100-89湖人,39.2%,52,27,89,1993,1994-02-10,5
704,洛杉矶湖人,1994-02-18,负,客,太阳113-96湖人,51.2%,39,22,96,1993,1994-02-15,3
705,洛杉矶湖人,1994-02-20,胜,主,76人95-107湖人,48.5%,44,31,107,1993,1994-02-18,2
706,洛杉矶湖人,1994-02-24,负,客,国王102-90湖人,40.2%,34,22,90,1993,1994-02-20,4
707,洛杉矶湖人,1994-02-25,负,主,马刺126-110湖人,46.6%,34,31,110,1993,1994-02-24,1
708,洛杉矶湖人,1994-02-27,胜,主,凯尔特97-100湖人,49.4%,33,32,100,1993,1994-02-25,2
709,洛杉矶湖人,1994-03-02,胜,客,公牛89-97湖人,43.8%,45,22,97,1993,1994-02-27,3
710,洛杉矶湖人,1994-03-04,负,客,凯尔特109-99湖人,41.5%,43,21,99,1993,1994-03-02,2
711,洛杉矶湖人,1994-03-05,负,客,子弹124-118湖人,50.0%,36,28,118,1993,1994-03-04,1
712,洛杉矶湖人,1994-03-07,胜,客,雄鹿84-106湖人,44.9%,51,23,106,1993,1994-03-05,2
713,洛杉矶湖人,1994-03-10,胜,主,小牛101-106湖人,57.9%,36,32,106,1993,1994-03-07,3
714,洛杉矶湖人,1994-03-13,胜,客,森林狼88-90湖人,42.9%,39,22,90,1993,1994-03-10,3
715,洛杉矶湖人,1994-03-14,负,客,爵士102-101湖人,44.2%,37,17,101,1993,1994-03-13,1
716,洛杉矶湖人,1994-03-16,胜,主,子弹94-129湖人,51.9%,61,34,129,1993,1994-03-14,2
717,洛杉矶湖人,1994-03-18,负,主,篮网102-90湖人,42.1%,44,27,90,1993,1994-03-16,2
718,洛杉矶湖人,1994-03-20,胜,主,魔术91-97湖人,44.1%,54,27,97,1993,1994-03-18,2
719,洛杉矶湖人,1994-03-21,胜,主,热火81-84湖人,43.0%,48,25,84,1993,1994-03-20,1
720,洛杉矶湖人,1994-03-23,胜,客,小牛109-112湖人,57.1%,41,28,112,1993,1994-03-21,2
721,洛杉矶湖人,1994-03-24,负,客,火箭113-107湖人,47.4%,38,26,107,1993,1994-03-23,1
722,洛杉矶湖人,1994-03-27,胜,主,雄鹿101-110湖人,53.1%,50,33,110,1993,1994-03-24,3
723,洛杉矶湖人,1994-03-29,胜,主,森林狼89-91湖人,45.5%,45,23,91,1993,1994-03-27,2
724,洛杉矶湖人,1994-03-31,负,客,超音速95-92湖人,49.3%,28,21,92,1993,1994-03-29,2
725,洛杉矶湖人,1994-04-01,胜,主,火箭88-101湖人,38.0%,54,23,101,1993,1994-03-31,1
726,洛杉矶湖人,1994-04-03,胜,主,老鹰89-102湖人,49.5%,42,30,102,1993,1994-04-01,2
727,洛杉矶湖人,1994-04-06,胜,主,国王123-128湖人,58.5%,40,33,128,1993,1994-04-03,3
728,洛杉矶湖人,1994-04-08,负,主,掘金112-99湖人,49.4%,31,31,99,1993,1994-04-06,2
729,洛杉矶湖人,1994-04-09,负,客,开拓者112-104湖人,43.6%,41,22,104,1993,1994-04-08,1
730,洛杉矶湖人,1994-04-12,负,主,勇士128-117湖人,54.1%,39,36,117,1993,1994-04-09,3
731,洛杉矶湖人,1994-04-13,负,客,太阳117-88湖人,40.6%,45,25,88,1993,1994-04-12,1
732,洛杉矶湖人,1994-04-15,负,主,开拓者105-100湖人,49.4%,35,22,100,1993,1994-04-13,2
733,洛杉矶湖人,1994-04-16,负,客,快船108-103湖人,39.2%,48,19,103,1993,1994-04-15,1
734,洛杉矶湖人,1994-04-19,负,客,掘金105-98湖人,48.3%,39,19,98,1993,1994-04-16,3
735,洛杉矶湖人,1994-04-20,负,主,超音速112-90湖人,38.9%,40,20,90,1993,1994-04-19,1
736,洛杉矶湖人,1994-04-23,负,客,勇士126-91湖人,37.3%,46,23,91,1993,1994-04-20,3
737,洛杉矶湖人,1994-04-24,负,主,爵士103-97湖人,42.3%,44,19,97,1993,1994-04-23,1
738,洛杉矶湖人,1994-11-04,胜,客,活塞98-115湖人,48.7%,46,21,115,1994,1994-04-24,194
739,洛杉矶湖人,1994-11-05,负,客,雄鹿97-96湖人,49.4%,28,15,96,1994,1994-11-04,1
740,洛杉矶湖人,1994-11-08,负,客,尼克斯117-113湖人,36.6%,51,21,113,1994,1994-11-05,3
741,洛杉矶湖人,1994-11-09,胜,客,森林狼99-122湖人,48.9%,48,27,122,1994,1994-11-08,1
742,洛杉矶湖人,1994-11-11,负,主,掘金124-117湖人,40.9%,38,30,117,1994,1994-11-09,2
743,洛杉矶湖人,1994-11-12,负,客,勇士121-99湖人,34.6%,52,25,99,1994,1994-11-11,1
744,洛杉矶湖人,1994-11-15,胜,客,快船92-102湖人,55.3%,40,28,102,1994,1994-11-12,3
745,洛杉矶湖人,1994-11-16,负,主,尼克斯110-89湖人,36.8%,44,21,89,1994,1994-11-15,1
746,洛杉矶湖人,1994-11-18,胜,主,骑士80-82湖人,40.2%,40,25,82,1994,1994-11-16,2
747,洛杉矶湖人,1994-11-23,胜,主,小牛106-118湖人,55.7%,33,28,118,1994,1994-11-18,5
748,洛杉矶湖人,1994-11-25,胜,客,老鹰87-92湖人,42.2%,42,23,92,1994,1994-11-23,2
749,洛杉矶湖人,1994-11-26,胜,客,子弹96-112湖人,46.9%,54,21,112,1994,1994-11-25,1
750,洛杉矶湖人,1994-11-29,胜,客,篮网120-129湖人,48.3%,54,35,129,1994,1994-11-26,3
751,洛杉矶湖人,1994-11-30,负,客,骑士117-79湖人,38.0%,30,13,79,1994,1994-11-29,1
752,洛杉矶湖人,1994-12-02,胜,主,火箭89-107湖人,46.2%,51,33,107,1994,1994-11-30,2
753,洛杉矶湖人,1994-12-06,胜,主,勇士101-113湖人,46.9%,61,32,113,1994,1994-12-02,4
754,洛杉矶湖人,1994-12-09,负,主,快船109-84湖人,38.0%,48,17,84,1994,1994-12-06,3
755,洛杉矶湖人,1994-12-10,胜,客,爵士113-120湖人,53.2%,32,21,120,1994,1994-12-09,1
756,洛杉矶湖人,1994-12-13,胜,客,小牛108-115湖人,48.9%,38,22,115,1994,1994-12-10,3
757,洛杉矶湖人,1994-12-15,胜,客,火箭94-97湖人,41.6%,49,17,97,1994,1994-12-13,2
758,洛杉矶湖人,1994-12-17,负,客,马刺116-102湖人,41.9%,39,19,102,1994,1994-12-15,2
759,洛杉矶湖人,1994-12-20,胜,主,森林狼95-108湖人,58.7%,32,27,108,1994,1994-12-17,3
760,洛杉矶湖人,1994-12-23,胜,主,国王89-100湖人,44.4%,43,26,100,1994,1994-12-20,3
761,洛杉矶湖人,1994-12-27,负,客,勇士129-105湖人,40.6%,48,29,105,1994,1994-12-23,4
762,洛杉矶湖人,1994-12-29,胜,主,超音速95-96湖人,44.7%,40,22,96,1994,1994-12-27,2
763,洛杉矶湖人,1994-12-30,胜,客,太阳112-127湖人,48.0%,50,30,127,1994,1994-12-29,1
764,洛杉矶湖人,1995-01-03,胜,主,活塞96-105湖人,50.0%,41,23,105,1994,1994-12-30,4
765,洛杉矶湖人,1995-01-06,胜,主,雄鹿98-106湖人,50.7%,38,27,106,1994,1995-01-03,3
766,洛杉矶湖人,1995-01-08,胜,主,热火105-122湖人,55.1%,42,38,122,1994,1995-01-06,2
767,洛杉矶湖人,1995-01-09,负,客,开拓者129-83湖人,42.9%,32,21,83,1994,1995-01-08,1
768,洛杉矶湖人,1995-01-11,负,主,太阳118-108湖人,42.4%,41,23,108,1994,1995-01-09,2
769,洛杉矶湖人,1995-01-13,胜,主,勇士104-115湖人,51.7%,49,33,115,1994,1995-01-11,2
770,洛杉矶湖人,1995-01-16,胜,主,快船88-96湖人,40.9%,51,19,96,1994,1995-01-13,3
771,洛杉矶湖人,1995-01-18,负,客,步行者106-105湖人,48.4%,45,22,105,1994,1995-01-16,2
772,洛杉矶湖人,1995-01-20,胜,客,凯尔特118-120湖人,57.8%,35,22,120,1994,1995-01-18,2
773,洛杉矶湖人,1995-01-21,负,客,76人117-113湖人,46.2%,41,25,113,1994,1995-01-20,1
774,洛杉矶湖人,1995-01-23,胜,客,黄蜂102-108湖人,45.1%,46,22,108,1994,1995-01-21,2
775,洛杉矶湖人,1995-01-25,胜,主,篮网116-120湖人,44.0%,46,25,120,1994,1995-01-23,2
776,洛杉矶湖人,1995-01-28,胜,客,超音速121-128湖人,52.1%,42,29,128,1994,1995-01-25,3
777,洛杉矶湖人,1995-01-31,负,主,公牛119-115湖人,48.3%,44,30,115,1994,1995-01-28,3
778,洛杉矶湖人,1995-02-01,负,客,太阳118-109湖人,48.2%,36,28,109,1994,1995-01-31,1
779,洛杉矶湖人,1995-02-03,负,主,掘金88-74湖人,36.5%,38,22,74,1994,1995-02-01,2
780,洛杉矶湖人,1995-02-04,胜,客,快船118-121湖人,54.1%,33,23,121,1994,1995-02-03,1
781,洛杉矶湖人,1995-02-07,胜,客,掘金83-85湖人,41.1%,33,9,85,1994,1995-02-04,3
782,洛杉矶湖人,1995-02-08,胜,主,马刺99-115湖人,58.2%,43,34,115,1994,1995-02-07,1
783,洛杉矶湖人,1995-02-15,胜,主,超音速96-102湖人,47.9%,45,22,102,1994,1995-02-08,7
784,洛杉矶湖人,1995-02-16,负,客,国王98-82湖人,38.1%,44,20,82,1994,1995-02-15,1
785,洛杉矶湖人,1995-02-19,胜,主,开拓者83-93湖人,43.2%,47,25,93,1994,1995-02-16,3
786,洛杉矶湖人,1995-02-20,胜,客,超音速105-108湖人,49.3%,41,20,108,1994,1995-02-19,1
787,洛杉矶湖人,1995-02-22,胜,主,76人100-112湖人,50.0%,47,36,112,1994,1995-02-20,2
788,洛杉矶湖人,1995-02-24,胜,主,黄蜂93-95湖人,43.3%,56,26,95,1994,1995-02-22,2
