rooms,area,floors,location,nearbySubway,price
6,104,32,开福,0,14423
5,110.0,8,开福,0,8800
10,286.0,3,岳麓,0,11188
12,344.0,3,岳麓,0,13081
13,403.0,1,望城,0,15334
7,96.0,25,望城,0,7895
7,127.0,11,望城,0,5905
5,87.0,29,岳麓,0,9425
7,120.0,32,岳麓,0,12500
8,133.0,25,岳麓,0,10210
6,101.0,6,雨花,0,8415
7,103.0,6,雨花,0,7087
8,148.0,11,雨花,0,9797
3,38.92,15,开福,1,8735
7,134,30,开福,0,11567
5,70.0,8,开福,0,9000
5,76.0,28,岳麓,1,12105
8,76.0,7,芙蓉,0,8552
6,92.0,17,雨花,0,10000
7,139.0,39,开福,1,17266
5,89.0,22,开福,1,10674
7,138,16,雨花,0,9637
6,120.0,7,雨花,0,8333
8,160.0,12,芙蓉,1,10937
7,93.0,17,芙蓉,0,10193
3,42.0,24,雨花,1,9714
7,131.0,20,雨花,1,12213
8,141,48,岳麓,0,15602
5,78.9,18,长沙周边,0,5323
7,130.0,28,长沙周边,0,4600
5,78.0,33,岳麓,0,17307
6,85.0,18,岳麓,0,14470
6,88.0,32,岳麓,0,13977
6,93.0,33,岳麓,0,17741
3,43.0,28,雨花,0,10465
9,200.0,43,开福,1,12250
3,2759.0,3,星沙,0,7249
8,165.0,22,长沙周边,0,6545
7,134.0,6,芙蓉,1,6119
6,101.0,6,长沙周边,0,5524
5,75.0,7,雨花,0,8133
5,88.0,7,芙蓉,0,8181
5,98.0,18,开福,0,11612
7,138.0,8,雨花,0,6521
5,90.0,28,岳麓,0,10111
7,135.0,11,开福,1,10962
6,106.0,6,星沙,0,5075
8,131.0,34,芙蓉,1,13740
6,91.0,17,天心,1,11868
7,142.0,21,长沙周边,0,4704
5,84.0,6,雨花,1,7595
3,122.0,18,星沙,0,13114
7,133.0,11,雨花,0,7894
8,168.0,32,雨花,1,15773
7,115.0,17,天心,1,10608
6,90.0,30,雨花,1,12755
10,220.0,12,芙蓉,0,9990
8,163.0,17,雨花,1,12883
6,105.0,7,雨花,0,8095
3,42.0,7,雨花,1,7857
6,118.0,7,雨花,0,7457
5,84.0,28,星沙,0,7380
6,97.0,7,开福,1,10288
3,43.0,28,雨花,0,9953
5,87.0,7,芙蓉,0,8390
7,141.0,30,岳麓,0,11914
5,69.0,7,雨花,0,9536
6,105.0,6,岳麓,0,7219
7,110,18,岳麓,0,8254
7,88.0,7,雨花,0,8522
6,88.0,24,开福,1,13068
9,137.0,23,望城,0,9489
6,89.0,32,岳麓,0,11573
7,90.35,17,天心,1,10514
7,125.0,6,岳麓,1,7744
5,83.0,28,岳麓,0,8469
6,94.0,7,雨花,0,7234
7,118.0,21,长沙周边,0,7525
10,201.0,3,天心,1,12189
7,133.0,32,开福,1,9473
7,136.0,31,星沙,0,8455
5,78.0,15,岳麓,0,8717
7,137.0,6,星沙,0,6423
7,119.0,33,开福,1,10756
7,85.0,32,星沙,0,8352
7,117.0,18,开福,1,10256
7,74.0,39,开福,1,16216
6,84,7,芙蓉,1,8571
5,83.0,31,长沙周边,0,6000
5,93.0,17,雨花,0,8602
8,163.0,6,雨花,0,7975
3,46.0,26,天心,1,14130
12,420.0,4,长沙周边,0,9523
7,98.0,33,岳麓,0,12755
8,145,15,岳麓,0,12413
7,142.0,33,开福,1,12676
7,133.0,13,雨花,1,9924
6,95.5,18,岳麓,0,12146
7,114.0,19,长沙周边,0,5859
5,88.0,32,星沙,0,7500
8,123.0,7,芙蓉,1,7723
7,132,32,岳麓,0,9545
5,90.0,14,天心,1,8222
8,160.0,9,开福,0,11125
7,119.0,33,岳麓,0,14285
5,91,30,岳麓,0,15494
12,365.0,3,岳麓,0,10000
10,261.0,4,望城,0,11340
6,90.0,34,雨花,0,13555
10,260.0,2,雨花,0,15384
10,311,3,岳麓,0,12540
7,141.0,32,星沙,0,9219
7,122.0,11,岳麓,0,8442
7,138.0,5,星沙,0,10869
7,118.0,25,星沙,0,8983
3,52.0,18,芙蓉,1,8846
2,273.0,28,芙蓉,0,19047
5,54.0,32,芙蓉,0,11111
6,84.0,7,芙蓉,1,8785
2,160.0,28,芙蓉,0,20312
13,275.0,6,雨花,1,11272
7,124.0,23,芙蓉,0,6693
5,88,17,岳麓,1,10113
11,235.0,3,岳麓,0,12723
5,86,16,雨花,0,8372
6,86.0,21,天心,1,11162
7,119.0,19,长沙周边,0,5613
10,243.0,7,雨花,0,6172
7,126.0,30,芙蓉,0,10317
7,135.0,17,开福,1,10962
9,138.0,11,岳麓,0,10869
7,106.0,45,开福,1,17735
11,310.0,4,长沙周边,0,9032
7,136.0,18,望城,0,9411
5,79.0,32,开福,0,12911
7,142.0,4,天心,0,10267
5,80.0,7,芙蓉,1,7875
3,47.0,22,开福,0,6382
4,43.0,32,岳麓,1,11162
3,45.0,25,天心,1,11777
7,92.0,33,芙蓉,1,12826
8,165.0,26,雨花,1,9696
7,122.0,31,星沙,0,9836
7,144.82,25,开福,0,9805
7,109.0,33,岳麓,1,12477
7,134.0,25,星沙,0,7014
6,80.0,33,开福,0,9500
7,128.0,7,雨花,0,9218
5,73.0,31,星沙,0,7095
6,99.0,20,芙蓉,1,10707
7,122.0,30,开福,1,11065
8,125.0,33,雨花,1,11760
5,88.0,11,天心,1,9659
7,125.0,18,长沙周边,0,6384
5,89.0,6,芙蓉,0,8988
6,88.0,17,天心,0,7818
6,89.0,33,开福,1,12359
6,91.0,6,岳麓,0,10109
3,48.0,25,开福,1,8541
5,81.0,24,芙蓉,0,9629
6,90.0,18,天心,0,8755
7,108.0,8,长沙周边,0,6203
8,188.0,17,雨花,1,6117
7,128.0,33,岳麓,0,8750
8,160.0,6,开福,0,9125
5,60.0,32,天心,1,10333
7,134,30,芙蓉,0,9328
7,141,18,天心,1,8921
7,142.0,11,星沙,0,7605
3,30.0,30,雨花,0,8333
8,157,33,开福,1,12420
6,110.0,33,长沙周边,0,6454
6,135.0,18,岳麓,0,12592
7,130.0,6,长沙周边,0,3830
7,124.0,18,星沙,0,10887
7,128.0,34,岳麓,0,8437
7,109.0,8,望城,0,6055
6,87.0,12,天心,1,10114
7,119.0,24,芙蓉,1,9747
5,74.0,7,芙蓉,1,8351
8,154,16,雨花,0,11558
7,76.0,7,芙蓉,1,9736
3,41.0,29,岳麓,0,11926
7,109.0,7,芙蓉,0,7321
7,110.0,17,芙蓉,1,11072
8,78,6,芙蓉,0,8974
11,273.0,12,雨花,0,7692
8,161.0,6,天心,0,13354
7,108.0,8,长沙周边,0,6481
7,125.0,34,岳麓,0,6960
7,91.0,33,岳麓,0,9010
7,141.0,8,望城,0,6950
6,100.0,19,芙蓉,1,14500
6,90.0,24,岳麓,0,12777
7,136.0,17,雨花,0,10294
8,163.0,7,天心,1,7975
6,96.0,32,星沙,0,7479
9,300.0,39,开福,1,12266
8,152,11,芙蓉,0,11105
5,91.17,18,岳麓,1,11187
5,82.0,9,星沙,0,7682
7,101.0,33,星沙,0,7900
7,127.0,17,岳麓,0,11811
7,133,13,雨花,1,10150
8,130.0,18,雨花,0,11000
6,128.0,7,芙蓉,0,9375
8,163.0,18,雨花,0,8515
7,129.0,18,开福,0,10465
3,52.0,30,芙蓉,0,7500
12,530.0,2,岳麓,0,14716
15,289.0,4,星沙,0,15570
7,131.0,33,开福,1,11679
7,144.0,33,开福,1,9166
8,158.0,5,天心,1,22151
6,100.13,28,星沙,0,11984
3,62.0,30,芙蓉,1,11774
7,100,21,芙蓉,1,10200
7,130.0,17,开福,1,10461
7,142.0,33,开福,1,10563
5,60.0,6,芙蓉,1,10000
3,33.0,26,岳麓,0,9090
4,58.0,7,天心,1,8931
12,313.0,3,天心,1,10159
5,85.0,33,芙蓉,1,10588
4,75.0,7,雨花,1,7306
6,93.7,7,雨花,1,9699
22,806.0,7,芙蓉,1,6947
5,68.0,7,雨花,1,8205
9,273.0,4,岳麓,0,10256
5,89.0,33,长沙,0,9662
15,390.0,3,岳麓,0,11743
10,248.0,12,天心,1,13104
5,86.0,33,星沙,0,7151
7,130.0,9,星沙,0,9384
6,85.0,28,星沙,0,7647
8,130.0,17,天心,0,9076
5,80.0,11,天心,1,8750
8,181.0,15,雨花,0,11160
10,208.0,4,岳麓,0,12980
8,162.0,6,雨花,0,8024
7,120,28,岳麓,1,10500
7,119.0,30,星沙,0,8907
5,90.0,18,雨花,0,10888
3,43.0,27,岳麓,1,11000
7,132.0,18,雨花,1,12878
5,81.0,33,岳麓,0,12345
5,80.0,6,雨花,0,8375
6,93.0,28,雨花,0,11827
7,92.0,31,雨花,0,11413
7,121,26,岳麓,1,10578
7,126.0,25,芙蓉,1,8571
7,118.0,15,岳麓,0,10338
6,89.0,28,雨花,0,9865
7,165.0,18,雨花,1,9696
5,85.0,29,雨花,1,9764
7,138.1,11,长沙周边,0,6502
7,139.0,33,雨花,1,12805
6,91.0,12,岳麓,0,12747
7,118.0,29,雨花,0,9491
7,142,18,雨花,0,9014
8,160.0,19,岳麓,0,12362
5,88.2,24,星沙,0,8707
3,32.0,25,岳麓,0,10000
6,94.0,20,芙蓉,0,6361
5,85.0,33,星沙,0,6941
9,185.0,4,雨花,0,10702
7,124.0,32,星沙,0,8467
6,90.0,28,岳麓,0,9111
7,145.0,18,雨花,0,7931
8,163.0,15,雨花,0,8895
8,140.0,26,岳麓,0,6428
7,126.0,20,岳麓,1,10714
5,83.0,24,天心,1,11445
3,43.32,19,雨花,1,11265
6,95.31,18,岳麓,0,12065
5,88.0,7,雨花,0,8636
9,172.0,33,开福,1,11337
6,110.0,17,岳麓,0,10181
7,132.0,6,雨花,1,11348
7,122.0,18,天心,1,9836
8,120.0,11,岳麓,0,11000
8,180.0,8,雨花,1,7888
8,157.0,32,雨花,1,18343
3,52.0,30,天心,1,13461
7,136.0,22,岳麓,0,14338
7,137.0,11,雨花,1,11094
5,92.0,26,岳麓,0,13586
6,91.0,28,岳麓,0,14065
8,148.0,38,开福,1,11148
8,157.87,6,长沙周边,0,3091
8,150.0,33,开福,1,11333
5,80.0,33,岳麓,0,8600
8,146.0,6,雨花,0,6849
6,93.0,28,芙蓉,1,10537
9,236.0,25,雨花,1,13135
5,89.0,25,雨花,1,10674
5,88.0,17,天心,0,7818
3,62.0,32,岳麓,1,9677
3,48.0,28,开福,1,14375
7,119.0,11,雨花,0,9915
8,141.0,33,岳麓,0,6950
7,132.0,6,岳麓,1,10303
7,156.0,32,雨花,1,21153
5,73.0,8,岳麓,0,12328
6,89.0,15,岳麓,0,14382
5,91,27,雨花,0,10000
8,140,17,雨花,0,7128
8,145.0,32,开福,0,13103
12,369.0,32,开福,0,11653
11,234.0,6,开福,1,9316
4,88.0,35,雨花,1,12840
5,116.0,23,雨花,1,8620
8,127.0,18,雨花,0,10000
6,91.0,11,开福,1,11538
8,163,11,雨花,1,10122
5,82.0,7,雨花,0,6707
7,120.0,7,雨花,1,7500
8,156.0,4,望城,0,8205
11,376.0,2,岳麓,0,12180
5,90.46,18,星沙,0,7185
7,117.28,33,开福,1,11510
7,113,6,天心,1,9557
8,150.0,23,开福,1,10666
5,89.0,33,星沙,0,7977
6,90,31,天心,1,12422
7,119.0,33,星沙,0,10084
6,90.0,28,岳麓,1,9888
6,106.34,32,星沙,0,8275
6,86.0,28,星沙,0,7534
8,170.0,30,天心,0,11764
4,76.0,30,开福,0,12105
7,125.0,27,雨花,0,13200
6,87.0,17,雨花,1,11011
6,88.0,7,芙蓉,1,7727
8,156.0,32,雨花,1,12807
6,89.0,28,星沙,0,8595
8,158.0,18,岳麓,0,8860
4,69.0,30,芙蓉,1,12318
8,180.0,6,星沙,0,5000
7,136.0,30,星沙,0,8455
5,79,31,星沙,0,7949
5,90.0,28,岳麓,0,7777
7,133.0,18,雨花,1,12472
7,133.0,18,雨花,1,13157
7,143.0,14,雨花,0,10131
7,115.0,5,雨花,0,7982
9,166.0,6,雨花,0,8968
5,58.0,32,雨花,0,10151
7,136.0,17,雨花,0,9558
6,92.0,7,芙蓉,1,7717
7,135.0,33,开福,1,11555
5,81.0,7,芙蓉,1,8246
9,165.0,17,天心,0,12424
6,86.0,7,雨花,0,8930
8,149.0,33,开福,1,11073
7,118.0,18,天心,1,13220
6,141.0,30,雨花,1,11205
7,119.0,33,星沙,0,10252
6,90.0,11,岳麓,0,11088
7,123.0,11,星沙,0,7317
8,156.0,33,开福,1,11217
8,138.0,11,长沙周边,0,7014
5,95.0,31,长沙周边,0,5052
6,88.0,31,岳麓,0,13181
5,81.0,18,岳麓,0,11851
7,120.0,18,雨花,0,9000
8,145.0,19,雨花,0,8543
6,91.0,9,天心,0,8109
8,156.0,33,开福,1,11025
7,145.0,33,开福,1,9103
7,156.0,23,开福,1,12820
8,137.0,17,开福,0,10802
8,158.0,12,雨花,0,9177
8,163.0,6,长沙周边,0,3558
7,102.0,33,星沙,0,8823
5,89.0,28,开福,1,12247
7,136.0,33,星沙,0,8455
6,97.0,33,开福,1,11546
8,213.0,15,天心,0,14084
5,88.0,23,天心,1,12272
3,48.0,33,芙蓉,0,6041
7,140.0,33,开福,1,12071
7,132.0,17,岳麓,1,7727
7,144.0,11,天心,1,11458
6,112.0,33,开福,1,10625
7,117.0,33,开福,1,12393
7,121.0,32,雨花,1,21900
7,120.0,33,开福,1,10416
7,135.0,27,芙蓉,0,8429
3,40.77,13,天心,1,8584
5,100.0,18,雨花,0,8800
6,90.0,11,开福,0,10222
7,133.0,33,开福,1,11654
5,72.4,18,长沙周边,0,6906
7,115.0,6,长沙周边,0,5460
7,123.1,7,长沙周边,0,3899
5,90.0,7,芙蓉,0,7777
3,41.0,29,开福,1,13634
3,53.0,29,望城,0,7339
5,68.0,9,开福,1,10588
5,73.0,34,开福,1,15342
7,115.0,33,岳麓,0,15217
10,266,3,岳麓,0,7706
6,73.0,39,开福,1,19041
6,91.0,34,雨花,1,13076
6,90.0,34,雨花,1,9555
7,108.0,30,星沙,0,8148
7,145.0,13,雨花,1,9172
5,78.0,33,岳麓,0,16410
8,137.0,33,岳麓,0,13503
6,100.4,25,雨花,0,9960
7,112.0,7,雨花,1,9285
5,66.0,6,雨花,0,8484
7,142,26,雨花,0,9718
16,610.0,3,长沙周边,0,7344
6,102.0,7,芙蓉,0,8431
8,128.0,32,岳麓,0,7031
5,81.0,33,星沙,0,7876
5,75.0,6,星沙,0,9333
6,89.0,26,天心,0,8292
8,159.0,6,望城,0,4641
7,129.0,19,长沙周边,0,6108
3,41.0,27,开福,1,13170
5,86.0,7,岳麓,0,8720
7,130.0,18,星沙,0,7138
3,40.0,33,开福,1,12000
6,103.0,25,岳麓,1,9223
7,127.0,7,芙蓉,1,6299
6,94.0,6,长沙周边,0,4765
5,91.0,23,开福,1,10989
11,400.0,1,雨花,0,21250
4,71.0,30,芙蓉,1,11971
5,92.0,25,芙蓉,1,11717
5,89.0,33,开福,1,9977
6,96.0,26,芙蓉,1,9166
10,246.0,4,星沙,0,16178
9,293.0,19,雨花,0,12969
5,88.0,24,雨花,0,9409
7,127.0,11,岳麓,1,9448
7,150.0,18,雨花,0,8666
7,98.0,18,雨花,0,11734
5,66.0,6,雨花,0,8606
8,185.0,17,天心,1,14054
8,145.0,33,芙蓉,0,11379
7,132.0,33,岳麓,0,10227
5,91,27,天心,1,10989
7,121.0,7,雨花,0,7685
6,98.0,18,雨花,0,11020
3,52.0,23,雨花,1,10923
3,41.0,23,雨花,1,11707
5,108.0,11,雨花,1,10925
5,91.0,18,岳麓,0,12967
6,125.0,9,雨花,0,10400
7,125.0,28,星沙,0,7584
6,102.0,18,星沙,0,7254
6,96.0,33,岳麓,0,15416
5,55.1,11,天心,1,7985
5,88.0,6,星沙,0,4545
7,128.0,12,雨花,0,9218
5,88.0,9,星沙,0,7159
6,80.0,31,星沙,0,11000
7,133.65,11,星沙,0,7631
7,108.0,15,星沙,0,8796
9,205.0,4,岳麓,0,10048
10,234.0,3,望城,0,8547
5,135.8,33,开福,1,11929
6,85.0,11,天心,1,8235
8,120.0,8,雨花,1,15666
11,253.0,3,长沙周边,0,7185
7,131.0,14,芙蓉,1,13190
5,87.0,33,雨花,1,13793
5,95.0,33,开福,1,10421
7,138.0,33,开福,1,11231
8,177.0,18,雨花,0,11186
5,80,15,天心,1,9250
8,176.0,32,开福,0,13636
5,77,33,岳麓,0,17402
5,92,30,岳麓,0,15489
6,88.0,31,岳麓,0,13068
7,127.0,30,星沙,0,7716
11,304.0,3,望城,0,16776
9,183.0,3,长沙周边,0,6830
10,302.0,3,长沙周边,0,8609
10,236,3,岳麓,0,7415
6,122.0,7,芙蓉,1,7786
6,90.0,6,芙蓉,0,6666
6,92.0,12,天心,0,9869
8,132.0,18,雨花,0,11363
10,300,3,岳麓,0,10000
10,311.0,3,岳麓,0,12475
10,540.0,3,岳麓,0,10888
10,311,3,岳麓,0,12508
7,135.0,30,长沙周边,0,5407
5,83.0,28,岳麓,0,10000
3,48.0,26,岳麓,0,8125
7,135.0,31,雨花,1,14814
4,67.0,15,雨花,1,9850
5,88.0,17,天心,0,8159
7,100.0,18,长沙周边,0,7980
7,136.0,32,星沙,0,8455
5,76.0,6,雨花,0,8815
5,76.0,18,开福,1,11842
7,126.0,32,开福,1,12698
5,85.0,30,雨花,0,10117
6,90.0,30,芙蓉,1,13200
8,141.0,18,雨花,0,9078
7,118.0,5,天心,1,10169
7,125.8,11,雨花,1,11923
7,137.0,8,天心,1,10364
8,148.8,33,开福,1,11088
5,70.0,6,雨花,1,9400
7,121.0,18,雨花,0,10330
7,118.0,17,雨花,0,9322
8,156.0,32,星沙,0,10051
12,302.0,54,天心,1,19205
8,183.0,28,岳麓,0,15081
7,110.0,11,岳麓,0,6363
5,90.0,7,长沙周边,0,7422
7,121.2,30,开福,1,11138
3,46.0,29,天心,1,10826
6,86.0,6,芙蓉,0,6162
6,105.0,32,岳麓,1,10952
7,130.0,19,天心,1,9615
6,91.0,19,芙蓉,1,11868
7,136.0,11,天心,1,9838
6,101.0,7,雨花,1,9801
7,129.0,19,岳麓,0,8837
4,62.22,9,开福,1,9643
3,51.0,32,望城,0,6666
7,116.0,18,雨花,0,9310
5,88.0,18,雨花,0,10795
26,135.0,18,开福,1,8296
7,89,33,岳麓,1,12921
5,89.0,33,星沙,0,8314
7,106.0,33,星沙,0,8207
5,94.0,26,星沙,0,8063
7,113.0,31,雨花,1,16814
5,86,33,星沙,0,7209
4,66.0,5,雨花,1,9090
7,122.0,32,望城,0,6147
7,98.0,25,望城,0,4979
6,101.0,33,星沙,0,8217
8,160.0,33,开福,1,11625
12,190.0,6,岳麓,0,4631
5,78.0,31,开福,0,10000
6,92.0,33,岳麓,0,12826
8,195.0,6,岳麓,0,22051
10,334.0,4,雨花,1,19461
3,43.0,32,岳麓,1,10697
7,97.0,33,开福,0,11134
8,164.0,33,开福,1,10304
8,197.0,48,开福,1,20203
6,125.0,7,雨花,1,9600
5,85.0,25,雨花,1,11270
8,277.0,11,岳麓,0,17328
6,88.0,33,岳麓,0,14772
3,48.0,18,雨花,1,10208
7,134.0,12,雨花,0,10074
3,44.0,28,岳麓,0,11363
6,88.0,34,开福,1,14204
5,76,7,雨花,0,7631
5,87.68,32,芙蓉,1,11268
5,90.0,31,雨花,1,9222
3,40.0,17,雨花,1,10000
7,111.2,7,雨花,0,8812
7,133.0,16,天心,1,10210
7,121.0,28,天心,0,10479
7,140.0,18,雨花,1,10714
4,65.0,31,天心,1,11538
5,80.0,6,雨花,0,8125
4,73.0,30,开福,0,10410
7,122.0,32,开福,1,12459
10,183.0,3,星沙,0,25136
5,90.4,28,长沙周边,0,9513
7,125.0,30,长沙周边,0,5584
7,138.0,6,雨花,1,14492
8,122.0,26,雨花,0,11475
6,90,18,岳麓,0,14000
7,120.0,28,雨花,0,10833
6,91.0,18,天心,0,8021
7,120.0,15,天心,0,6983
11,241.0,6,开福,1,10622
7,113.0,31,天心,1,12566
7,102.0,6,长沙周边,0,5470
5,90.0,30,星沙,0,6888
6,90.0,30,星沙,0,7666
6,90.0,31,雨花,1,10000
5,85.0,17,雨花,1,11529
6,118,33,星沙,0,7288
7,117.93,32,星沙,0,7869
10,289,3,岳麓,0,11937
5,55.0,7,天心,1,10872
7,123.0,33,星沙,0,9512
3,48.0,26,岳麓,0,7500
7,120,18,岳麓,1,10500
6,89.0,7,雨花,0,7078
5,94.0,34,星沙,0,7765
5,88.0,32,岳麓,0,9090
5,89.0,30,岳麓,0,10337
8,148.0,18,岳麓,0,12702
7,147,16,雨花,0,10204
5,100.0,30,开福,0,10600
9,119.0,7,雨花,0,9899
5,60.0,29,天心,1,11000
20,510.0,6,星沙,0,4470
5,87.0,6,雨花,0,8712
7,118.0,11,雨花,0,7881
4,70,32,星沙,0,8000
7,119.0,11,雨花,0,10000
8,160,30,雨花,1,13250
6,136.0,31,天心,1,11470
6,85.0,33,雨花,0,12000
7,135.0,24,芙蓉,1,8888
6,88.0,6,芙蓉,0,8238
9,141.64,9,雨花,0,8330
7,113.0,17,天心,1,10000
10,245.0,46,开福,1,19102
8,148.0,6,岳麓,0,15540
5,97.86,32,开福,1,10218
6,95.0,18,岳麓,0,11578
7,125.0,18,天心,1,13040
7,130.0,18,天心,1,13692
7,88.0,8,雨花,0,8636
7,115.0,30,岳麓,0,7373
7,127.0,24,雨花,1,9921
7,134.0,18,岳麓,0,10597
11,283.0,4,星沙,0,11943
5,72.0,19,长沙周边,0,4833
7,128.0,9,天心,0,5468
5,89.0,24,芙蓉,0,7640
7,131.0,33,开福,1,14122
5,88.0,32,雨花,1,12500
6,80.0,7,芙蓉,1,8562
8,149,22,芙蓉,1,10872
7,91.0,11,天心,0,8109
3,47.5,22,雨花,1,10694
7,128.8,23,芙蓉,1,10093
8,147.0,23,芙蓉,1,9238
5,88.0,30,天心,1,11931
6,88.0,33,雨花,1,14545
3,47.0,33,星沙,0,6234
7,113.0,7,天心,1,8123
6,136.0,33,开福,1,11250
8,140.0,26,雨花,0,10357
8,96.0,7,开福,1,10937
7,140.0,15,岳麓,0,19985
6,90.0,34,开福,1,14666
7,128.0,6,芙蓉,1,9531
7,89.0,18,雨花,1,10674
7,137.0,18,雨花,0,8394
7,140.0,8,长沙周边,0,7000
5,46.0,23,雨花,1,11260
7,143.0,4,岳麓,0,14685
7,138.0,24,天心,1,10144
7,130.0,12,雨花,0,9384
7,125.0,34,岳麓,0,8960
4,50.0,18,天心,0,9600
5,95.0,23,芙蓉,1,9684
7,96.0,6,开福,1,11333
9,194.0,17,雨花,1,12010
5,71.0,3,雨花,0,8000
8,135.0,9,雨花,0,10000
3,48.0,33,岳麓,0,7458
5,88,25,芙蓉,1,9090
6,91.0,6,雨花,0,8439
5,91.0,11,开福,0,10769
6,87,12,天心,1,10804
7,120.9,15,星沙,0,7444
7,92.32,31,雨花,0,12218
7,97.0,30,开福,0,11855
11,336.0,4,岳麓,0,11904
5,82.0,17,岳麓,0,9512
7,119.61,6,岳麓,1,9029
6,118.0,18,岳麓,1,11440
7,143.0,18,开福,1,9790
3,52.0,45,开福,1,22115
11,218,3,岳麓,0,9633
10,240.0,4,岳麓,0,10625
6,92.0,33,雨花,0,13043
5,85.0,23,雨花,1,11529
5,90.0,32,雨花,1,10888
6,93.27,32,岳麓,0,16940
5,71.0,30,雨花,0,10281
6,83.0,28,岳麓,0,11445
8,143.0,11,天心,1,9650
7,116.0,6,开福,1,7413
5,78.0,33,岳麓,0,16923
8,103.0,18,雨花,0,19320
7,135.0,12,雨花,0,10000
5,70.0,32,雨花,0,12142
7,122.0,16,芙蓉,1,11475
7,120.0,12,雨花,0,9833
7,145.0,9,雨花,0,10000
7,136.0,18,岳麓,0,14852
7,135.0,24,星沙,0,9777
8,160.0,30,雨花,0,10187
7,127.0,9,天心,0,6299
5,79.0,9,天心,0,6708
5,95.0,33,开福,1,10000
7,189.0,26,天心,1,18518
6,93.0,31,星沙,0,10967
6,92.0,28,雨花,0,11413
11,370.0,18,雨花,1,13513
7,135.0,17,天心,0,6583
6,89.0,15,天心,0,6011
6,88.0,19,天心,0,8727
7,91.0,18,岳麓,0,9450
6,99.0,6,芙蓉,0,9090
7,100,6,芙蓉,0,8800
8,190.0,5,天心,1,15684
5,67.0,6,芙蓉,1,7313
5,56.3,21,芙蓉,1,15630
5,91,20,雨花,0,8021
7,105,22,雨花,0,9238
3,64.0,29,雨花,1,10750
9,175.0,18,岳麓,1,9142
8,131.0,21,芙蓉,0,10305
6,88.0,25,岳麓,0,10795
7,139.0,9,天心,0,6330
5,100.0,6,芙蓉,1,15000
6,41.0,21,雨花,1,13414
5,71.0,8,芙蓉,1,10394
7,123.0,24,岳麓,0,7317
4,81.0,33,天心,1,13333
6,89.0,10,天心,0,6741
8,194.0,39,开福,1,17010
6,107.0,33,星沙,0,9327
7,128.0,32,开福,0,13750
6,91.0,32,开福,0,12087
5,83.0,28,岳麓,0,8433
7,130.0,24,开福,1,12692
6,98.0,7,雨花,1,8959
7,183.0,4,开福,1,15737
7,133.0,10,天心,1,9924
5,82.0,24,芙蓉,0,9268
7,139,26,星沙,0,6402
8,197.0,28,天心,1,12182
11,309.0,6,岳麓,1,10517
5,98.0,33,岳麓,0,7959
3,37.0,30,雨花,0,8810
8,131.0,18,岳麓,0,11832
7,133.0,14,天心,1,10375
4,78.0,33,芙蓉,0,10897
7,120.0,5,开福,0,11666
6,117.0,34,雨花,0,9829
7,118.0,31,雨花,0,9745
3,46.0,33,星沙,0,9304
7,86.0,18,天心,1,10232
7,138,18,雨花,0,10057
7,120.0,18,雨花,0,9583
7,135,17,雨花,0,9777
8,162.0,13,芙蓉,1,9567
4,62.0,6,芙蓉,1,7258
7,129,18,开福,1,13333
7,124.0,25,天心,1,10322
7,114.0,16,雨花,0,9210
4,56.0,32,雨花,0,11035
5,83,33,星沙,0,8192
7,119.68,32,雨花,1,22543
7,103.0,18,天心,1,12621
5,86.0,21,岳麓,1,12674
8,157.0,8,雨花,1,10828
5,90.0,33,星沙,0,7311
7,103.0,33,雨花,0,11165
8,120.0,33,岳麓,0,11250
5,86.0,6,开福,0,7790
7,99.0,7,芙蓉,0,8686
5,88,32,雨花,1,13636
5,90.5,26,岳麓,1,10497
6,90.0,33,芙蓉,0,12000
5,86,28,岳麓,1,10697
6,89.0,30,雨花,0,13258
7,119.0,11,天心,1,10084
7,98.0,18,星沙,0,9163
7,125.0,32,雨花,1,12400
7,98.0,30,天心,1,14285
8,145.0,5,芙蓉,1,14758
6,89.0,18,岳麓,0,7303
7,100.0,18,雨花,0,11500
12,365.0,4,雨花,0,15068
5,88.0,17,雨花,0,8295
4,55.0,25,芙蓉,1,10872
8,142.0,17,雨花,0,9154
5,81.0,24,芙蓉,0,9506
5,93.0,31,星沙,0,7827
7,122,22,天心,0,7786
7,119,8,雨花,0,7394
7,126.0,18,芙蓉,0,9365
8,176.0,18,雨花,0,10909
3,45.0,31,天心,0,13333
7,117.0,6,天心,0,5470
7,115.0,6,雨花,0,9130
5,94.0,28,雨花,1,11170
5,86.0,17,雨花,0,11046
8,131,32,岳麓,0,14885
3,64.0,8,开福,0,9843
7,130.0,6,天心,1,9061
7,130.0,12,雨花,0,8461
8,136.0,33,岳麓,0,13823
3,58.0,33,芙蓉,1,13241
7,130.25,9,天心,0,8675
5,83.0,28,天心,1,11204
7,118.0,18,雨花,1,10847
5,85.0,11,天心,1,8235
6,109.0,25,岳麓,0,9357
7,133.0,32,开福,1,12368
6,103.0,30,开福,1,13203
8,218.0,27,天心,1,8623
7,120.0,6,岳麓,1,8750
7,122.0,18,岳麓,0,8606
6,89.0,20,雨花,0,9887
5,88.0,18,天心,0,9090
7,121.0,25,岳麓,1,9752
5,92,18,雨花,0,9978
7,129.0,16,岳麓,1,10077
7,139.0,34,雨花,0,10935
3,60.16,32,芙蓉,1,11635
7,166.8,17,开福,0,11540
7,127.0,11,开福,1,10000
