game_time,hostteam,hostscore,hc_rate,hc_offs,hc_chapions,hpre_gap,visitteam,visitscore,vc_rate,vc_offs,vc_champions,vpre_gap
2016-10-25,波特兰开拓者,113,51.2,6,0,1,犹他爵士,104,55.5,2,0,1
2016-10-25,克里夫兰骑士,117,57.1,3,1,1,纽约尼克斯,88,42.7,0,0,1
2016-10-25,金州勇士,100,78.6,4,3,1,圣安东尼奥马刺,129,68.4,21,5,1
2016-10-26,奥兰多魔术,96,51.1,5,0,1,迈阿密热火,108,59.1,8,2,1
2016-10-26,波士顿凯尔特人,122,54.9,4,0,1,布鲁克林篮网,117,35.8,0,0,1
2016-10-26,多伦多猛龙,109,54.3,5,0,1,底特律活塞,91,57.7,8,0,1
2016-10-26,密尔沃基雄鹿,96,49.1,3,0,1,夏洛特黄蜂,107,48.2,2,0,1
2016-10-26,孟菲斯灰熊,102,36.1,1,0,1,明尼苏达森林狼,98,57.9,6,0,1
2016-10-26,费城76人,97,36.0,1,0,1,俄克拉荷马雷霆,103,60.3,3,0,1
2016-10-26,新奥尔良鹈鹕,102,46.5,3,0,1,丹佛掘金,107,49.0,0,0,1
2016-10-26,菲尼克斯太阳,94,28.0,0,0,1,萨克拉门托国王,113,50.0,3,0,1
2016-10-26,洛杉矶湖人,120,39.8,0,0,1,休斯顿火箭,114,55.7,8,0,1
2016-10-27,芝加哥公牛,105,42.6,1,0,1,波士顿凯尔特人,99,54.9,4,0,1
2016-10-27,萨克拉门托国王,94,50.0,3,0,1,圣安东尼奥马刺,102,68.4,21,5,2
2016-10-27,波特兰开拓者,106,51.2,6,0,2,洛杉矶快船,114,57.6,14,1,1
2016-10-28,多伦多猛龙,91,54.3,5,0,2,克里夫兰骑士,94,57.1,3,1,3
2016-10-28,布鲁克林篮网,103,35.8,0,0,2,印第安纳步行者,94,52.4,7,0,2
2016-10-28,底特律活塞,108,57.7,8,0,2,奥兰多魔术,82,51.1,5,0,2
2016-10-28,迈阿密热火,91,59.1,8,2,2,夏洛特黄蜂,97,48.2,2,0,2
2016-10-28,俄克拉荷马雷霆,113,60.3,3,0,2,菲尼克斯太阳,110,28.0,0,0,2
2016-10-28,犹他爵士,96,55.5,2,0,3,洛杉矶湖人,89,39.8,0,0,2
2016-10-28,新奥尔良鹈鹕,114,46.5,3,0,2,金州勇士,122,78.6,4,3,3
2016-10-29,夏洛特黄蜂,98,48.2,2,0,1,波士顿凯尔特人,104,54.9,4,0,2
2016-10-29,纽约尼克斯,111,42.7,0,0,4,孟菲斯灰熊,104,36.1,1,0,3
2016-10-29,克里夫兰骑士,105,57.1,3,1,1,奥兰多魔术,99,51.1,5,0,1
2016-10-29,芝加哥公牛,118,42.6,1,0,2,印第安纳步行者,101,52.4,7,0,1
2016-10-29,密尔沃基雄鹿,110,49.1,3,0,3,布鲁克林篮网,108,35.8,0,0,1
2016-10-29,圣安东尼奥马刺,98,68.4,21,5,2,新奥尔良鹈鹕,79,46.5,3,0,1
2016-10-29,丹佛掘金,113,49.0,0,0,3,波特兰开拓者,115,51.2,6,0,2
2016-10-29,萨克拉门托国王,106,50.0,3,0,2,明尼苏达森林狼,103,57.9,6,0,3
2016-10-30,洛杉矶快船,88,57.6,14,1,3,犹他爵士,75,55.5,2,0,2
2016-10-30,迈阿密热火,99,59.1,8,2,2,圣安东尼奥马刺,106,68.4,21,5,1
2016-10-30,底特律活塞,98,57.7,8,0,2,密尔沃基雄鹿,83,49.1,3,0,1
2016-10-30,菲尼克斯太阳,100,28.0,0,0,2,金州勇士,106,78.6,4,3,2
2016-10-30,俄克拉荷马雷霆,113,60.3,3,0,2,洛杉矶湖人,96,39.8,0,0,2
2016-10-30,孟菲斯灰熊,112,36.1,1,0,1,华盛顿奇才,103,58.6,7,0,3
2016-10-31,多伦多猛龙,105,54.3,5,0,3,丹佛掘金,102,49.0,0,0,2
2016-10-31,布鲁克林篮网,88,35.8,0,0,2,芝加哥公牛,118,42.6,1,0,2
2016-10-31,亚特兰大老鹰,106,55.6,4,0,2,萨克拉门托国王,95,50.0,3,0,2
2016-10-31,洛杉矶快船,116,57.6,14,1,1,菲尼克斯太阳,98,28.0,0,0,1
2016-11-01,克里夫兰骑士,128,57.1,3,1,3,休斯顿火箭,120,55.7,8,0,2
2016-11-01,费城76人,101,36.0,1,0,3,奥兰多魔术,103,51.1,5,0,3
2016-11-01,印第安纳步行者,115,52.4,7,0,3,洛杉矶湖人,108,39.8,0,0,2
2016-11-01,底特律活塞,102,57.7,8,0,2,纽约尼克斯,89,42.7,0,0,3
2016-11-01,迈阿密热火,108,59.1,8,2,2,萨克拉门托国王,96,50.0,3,0,1
2016-11-01,新奥尔良鹈鹕,113,46.5,3,0,3,密尔沃基雄鹿,117,49.1,3,0,2
2016-11-01,明尼苏达森林狼,116,57.9,6,0,3,孟菲斯灰熊,80,36.1,1,0,2
2016-11-01,圣安东尼奥马刺,91,68.4,21,5,2,犹他爵士,106,55.5,2,0,2
2016-11-01,波特兰开拓者,104,51.2,6,0,3,金州勇士,127,78.6,4,3,2
2016-11-02,华盛顿奇才,103,58.6,7,0,3,多伦多猛龙,113,54.3,5,0,2
2016-11-02,夏洛特黄蜂,109,48.2,2,0,4,费城76人,93,36.0,1,0,1
2016-11-02,布鲁克林篮网,109,35.8,0,0,2,底特律活塞,101,57.7,8,0,1
2016-11-02,纽约尼克斯,99,42.7,0,0,1,休斯顿火箭,118,55.7,8,0,1
2016-11-02,亚特兰大老鹰,116,55.6,4,0,2,洛杉矶湖人,123,39.8,0,0,1
2016-11-02,孟菲斯灰熊,89,36.1,1,0,1,新奥尔良鹈鹕,83,46.5,3,0,1
2016-11-02,波士顿凯尔特人,107,54.9,4,0,4,芝加哥公牛,100,42.6,1,0,2
2016-11-02,菲尼克斯太阳,118,28.0,0,0,2,波特兰开拓者,115,51.2,6,0,1
2016-11-02,洛杉矶快船,83,57.6,14,1,2,俄克拉荷马雷霆,85,60.3,3,0,3
2016-11-03,奥兰多魔术,102,51.1,5,0,2,萨克拉门托国王,94,50.0,3,0,2
2016-11-03,密尔沃基雄鹿,125,49.1,3,0,2,印第安纳步行者,107,52.4,7,0,2
2016-11-03,明尼苏达森林狼,99,57.9,6,0,2,丹佛掘金,102,49.0,0,0,3
2016-11-03,克里夫兰骑士,128,57.1,3,1,2,波士顿凯尔特人,122,54.9,4,0,1
2016-11-03,金州勇士,122,78.6,4,3,2,俄克拉荷马雷霆,96,60.3,3,0,1
2016-11-04,华盛顿奇才,95,58.6,7,0,2,亚特兰大老鹰,92,55.6,4,0,2
2016-11-04,多伦多猛龙,96,54.3,5,0,2,迈阿密热火,87,59.1,8,2,3
2016-11-04,布鲁克林篮网,95,35.8,0,0,2,夏洛特黄蜂,99,48.2,2,0,2
2016-11-04,芝加哥公牛,104,42.6,1,0,2,纽约尼克斯,117,42.7,0,0,2
2016-11-04,孟菲斯灰熊,88,36.1,1,0,2,洛杉矶快船,99,57.6,14,1,2
2016-11-04,新奥尔良鹈鹕,111,46.5,3,0,2,菲尼克斯太阳,112,28.0,0,0,2
2016-11-04,犹他爵士,86,55.5,2,0,2,圣安东尼奥马刺,100,68.4,21,5,3
2016-11-04,洛杉矶湖人,117,39.8,0,0,2,金州勇士,97,78.6,4,3,1
2016-11-05,俄克拉荷马雷霆,112,60.3,3,0,2,明尼苏达森林狼,92,57.9,6,0,2
2016-11-05,费城76人,101,36.0,1,0,3,克里夫兰骑士,102,57.1,3,1,2
2016-11-05,奥兰多魔术,88,51.1,5,0,2,华盛顿奇才,86,58.6,7,0,1
2016-11-05,底特律活塞,103,57.7,8,0,3,丹佛掘金,86,49.0,0,0,2
2016-11-05,印第安纳步行者,111,52.4,7,0,2,芝加哥公牛,94,42.6,1,0,1
2016-11-05,密尔沃基雄鹿,117,49.1,3,0,2,萨克拉门托国王,91,50.0,3,0,2
2016-11-05,圣安东尼奥马刺,92,68.4,21,5,1,洛杉矶快船,116,57.6,14,1,1
2016-11-06,纽约尼克斯,109,42.7,0,0,2,犹他爵士,114,55.5,2,0,2
2016-11-06,孟菲斯灰熊,94,36.1,1,0,2,波特兰开拓者,100,51.2,6,0,2
2016-11-06,多伦多猛龙,91,54.3,5,0,2,萨克拉门托国王,96,50.0,3,0,1
2016-11-06,波士顿凯尔特人,107,54.9,4,0,3,丹佛掘金,123,49.0,0,0,1
2016-11-06,洛杉矶湖人,119,39.8,0,0,2,菲尼克斯太阳,108,28.0,0,0,2
2016-11-07,华盛顿奇才,106,58.6,7,0,2,休斯顿火箭,114,55.7,8,0,2
2016-11-07,费城76人,84,36.0,1,0,2,犹他爵士,109,55.5,2,0,1
2016-11-07,夏洛特黄蜂,122,48.2,2,0,3,印第安纳步行者,100,52.4,7,0,2
2016-11-07,芝加哥公牛,112,42.6,1,0,2,奥兰多魔术,80,51.1,5,0,2
2016-11-07,俄克拉荷马雷霆,97,60.3,3,0,2,迈阿密热火,85,59.1,8,2,3
2016-11-07,洛杉矶快船,114,57.6,14,1,2,底特律活塞,82,57.7,8,0,2
2016-11-07,金州勇士,116,78.6,4,3,3,新奥尔良鹈鹕,106,46.5,3,0,3
2016-11-08,克里夫兰骑士,106,57.1,3,1,3,亚特兰大老鹰,110,55.6,4,0,3
2016-11-08,布鲁克林篮网,119,35.8,0,0,4,明尼苏达森林狼,110,57.9,6,0,3
2016-11-08,孟菲斯灰熊,108,36.1,1,0,2,丹佛掘金,107,49.0,0,0,2
2016-11-08,波特兰开拓者,124,51.2,6,0,2,菲尼克斯太阳,121,28.0,0,0,2
2016-11-08,萨克拉门托国王,102,50.0,3,0,2,新奥尔良鹈鹕,94,46.5,3,0,1
2016-11-09,纽约尼克斯,110,42.7,0,0,3,布鲁克林篮网,96,35.8,0,0,1
2016-11-09,华盛顿奇才,118,58.6,7,0,2,波士顿凯尔特人,93,54.9,4,0,3
2016-11-09,夏洛特黄蜂,104,48.2,2,0,2,犹他爵士,98,55.5,2,0,2
2016-11-09,奥兰多魔术,107,51.1,5,0,2,明尼苏达森林狼,123,57.9,6,0,1
2016-11-09,印第安纳步行者,122,52.4,7,0,2,费城76人,115,36.0,1,0,2
2016-11-09,亚特兰大老鹰,115,55.6,4,0,1,芝加哥公牛,107,42.6,1,0,2
2016-11-09,俄克拉荷马雷霆,102,60.3,3,0,2,多伦多猛龙,112,54.3,5,0,3
2016-11-09,菲尼克斯太阳,107,28.0,0,0,1,底特律活塞,100,57.7,8,0,2
2016-11-09,圣安东尼奥马刺,99,68.4,21,5,4,休斯顿火箭,101,55.7,8,0,2
2016-11-09,洛杉矶快船,111,57.6,14,1,2,波特兰开拓者,80,51.2,6,0,1
2016-11-10,密尔沃基雄鹿,106,49.1,3,0,4,新奥尔良鹈鹕,112,46.5,3,0,2
2016-11-10,迈阿密热火,95,59.1,8,2,3,芝加哥公牛,98,42.6,1,0,1
2016-11-10,丹佛掘金,101,49.0,0,0,2,金州勇士,125,78.6,4,3,1
2016-11-10,萨克拉门托国王,91,50.0,3,0,2,洛杉矶湖人,101,39.8,0,0,2
2016-11-11,费城76人,109,36.0,1,0,2,印第安纳步行者,105,52.4,7,0,2
2016-11-11,华盛顿奇才,94,58.6,7,0,2,克里夫兰骑士,105,57.1,3,1,3
2016-11-11,夏洛特黄蜂,111,48.2,2,0,2,多伦多猛龙,113,54.3,5,0,2
2016-11-11,奥兰多魔术,74,51.1,5,0,2,犹他爵士,87,55.5,2,0,2
2016-11-11,波士顿凯尔特人,115,54.9,4,0,2,纽约尼克斯,87,42.7,0,0,2
2016-11-11,俄克拉荷马雷霆,108,60.3,3,0,2,洛杉矶快船,110,57.6,14,1,2
2016-11-11,圣安东尼奥马刺,96,68.4,21,5,2,底特律活塞,86,57.7,8,0,2
2016-11-11,波特兰开拓者,122,51.2,6,0,2,萨克拉门托国王,120,50.0,3,0,1
2016-11-12,新奥尔良鹈鹕,99,46.5,3,0,2,洛杉矶湖人,126,39.8,0,0,2
2016-11-12,印第安纳步行者,99,52.4,7,0,1,波士顿凯尔特人,105,54.9,4,0,1
2016-11-12,多伦多猛龙,118,54.3,5,0,1,纽约尼克斯,107,42.7,0,0,1
2016-11-12,芝加哥公牛,106,42.6,1,0,2,华盛顿奇才,95,58.6,7,0,1
2016-11-12,迈阿密热火,91,59.1,8,2,2,犹他爵士,102,55.5,2,0,1
2016-11-12,休斯顿火箭,100,55.7,8,0,3,圣安东尼奥马刺,106,68.4,21,5,1
2016-11-12,明尼苏达森林狼,105,57.9,6,0,3,洛杉矶快船,119,57.6,14,1,1
2016-11-12,密尔沃基雄鹿,106,49.1,3,0,2,孟菲斯灰熊,96,36.1,1,0,4
2016-11-12,丹佛掘金,95,49.0,0,0,2,底特律活塞,106,57.7,8,0,1
2016-11-12,菲尼克斯太阳,104,28.0,0,0,3,布鲁克林篮网,122,35.8,0,0,3
2016-11-13,克里夫兰骑士,100,57.1,3,1,2,夏洛特黄蜂,93,48.2,2,0,2
2016-11-13,俄克拉荷马雷霆,117,60.3,3,0,2,奥兰多魔术,119,51.1,5,0,2
2016-11-13,明尼苏达森林狼,125,57.9,6,0,1,洛杉矶湖人,99,39.8,0,0,1
2016-11-13,金州勇士,133,78.6,4,3,3,菲尼克斯太阳,120,28.0,0,0,1
2016-11-13,波特兰开拓者,112,51.2,6,0,2,丹佛掘金,105,49.0,0,0,1
2016-11-14,底特律活塞,104,57.7,8,0,2,俄克拉荷马雷霆,88,60.3,3,0,1
2016-11-14,新奥尔良鹈鹕,106,46.5,3,0,2,波士顿凯尔特人,105,54.9,4,0,2
2016-11-14,休斯顿火箭,115,55.7,8,0,2,费城76人,88,36.0,1,0,2
2016-11-14,犹他爵士,96,55.5,2,0,2,孟菲斯灰熊,102,36.1,1,0,2
2016-11-14,圣安东尼奥马刺,94,68.4,21,5,2,迈阿密热火,90,59.1,8,2,2
2016-11-14,洛杉矶快船,127,57.6,14,1,2,布鲁克林篮网,95,35.8,0,0,2
2016-11-15,迈阿密热火,90,59.1,8,2,1,亚特兰大老鹰,93,55.6,4,0,3
2016-11-15,明尼苏达森林狼,108,57.9,6,0,2,夏洛特黄蜂,115,48.2,2,0,2
2016-11-15,波特兰开拓者,88,51.2,6,0,2,芝加哥公牛,113,42.6,1,0,3
2016-11-15,洛杉矶湖人,125,39.8,0,0,2,布鲁克林篮网,118,35.8,0,0,1
2016-11-14,印第安纳步行者,88,52.4,7,0,2,奥兰多魔术,69,51.1,5,0,1
2016-11-15,克里夫兰骑士,121,57.1,3,1,2,多伦多猛龙,117,54.3,5,0,3
2016-11-16,费城76人,109,36.0,1,0,2,华盛顿奇才,102,58.6,7,0,4
2016-11-16,奥兰多魔术,89,51.1,5,0,2,新奥尔良鹈鹕,82,46.5,3,0,2
2016-11-16,印第安纳步行者,103,52.4,7,0,2,克里夫兰骑士,93,57.1,3,1,1
2016-11-16,纽约尼克斯,105,42.7,0,0,2,底特律活塞,102,57.7,8,0,2
2016-11-16,亚特兰大老鹰,107,55.6,4,0,1,密尔沃基雄鹿,100,49.1,3,0,4
2016-11-16,多伦多猛龙,121,54.3,5,0,1,金州勇士,127,78.6,4,3,3
2016-11-16,丹佛掘金,120,49.0,0,0,3,菲尼克斯太阳,104,28.0,0,0,3
2016-11-16,萨克拉门托国王,105,50.0,3,0,5,圣安东尼奥马刺,110,68.4,21,5,2
2016-11-16,俄克拉荷马雷霆,105,60.3,3,0,2,休斯顿火箭,103,55.7,8,0,2
2016-11-16,洛杉矶快船,107,57.6,14,1,2,孟菲斯灰熊,111,36.1,1,0,2
2016-11-17,华盛顿奇才,119,58.6,7,0,1,纽约尼克斯,112,42.7,0,0,1
2016-11-17,迈阿密热火,96,59.1,8,2,2,密尔沃基雄鹿,73,49.1,3,0,1
2016-11-17,休斯顿火箭,126,55.7,8,0,1,波特兰开拓者,109,51.2,6,0,2
2016-11-17,明尼苏达森林狼,110,57.9,6,0,2,费城76人,86,36.0,1,0,1
2016-11-17,犹他爵士,77,55.5,2,0,3,芝加哥公牛,85,42.6,1,0,2
2016-11-18,夏洛特黄蜂,100,48.2,2,0,3,亚特兰大老鹰,96,55.6,4,0,2
2016-11-18,印第安纳步行者,96,52.4,7,0,2,菲尼克斯太阳,116,28.0,0,0,2
2016-11-18,克里夫兰骑士,104,57.1,3,1,2,底特律活塞,81,57.7,8,0,2
2016-11-18,新奥尔良鹈鹕,113,46.5,3,0,2,波特兰开拓者,101,51.2,6,0,1
2016-11-18,波士顿凯尔特人,88,54.9,4,0,2,金州勇士,104,78.6,4,3,2
2016-11-18,俄克拉荷马雷霆,124,60.3,3,0,2,布鲁克林篮网,105,35.8,0,0,3
2016-11-18,丹佛掘金,111,49.0,0,0,2,多伦多猛龙,113,54.3,5,0,2
2016-11-18,萨克拉门托国王,115,50.0,3,0,2,洛杉矶快船,121,57.6,14,1,2
2016-11-18,洛杉矶湖人,107,39.8,0,0,3,圣安东尼奥马刺,116,68.4,21,5,2
2016-11-19,休斯顿火箭,111,55.7,8,0,2,犹他爵士,102,55.5,2,0,2
2016-11-19,华盛顿奇才,111,58.6,7,0,2,迈阿密热火,114,59.1,8,2,2
2016-11-19,底特律活塞,92,57.7,8,0,1,波士顿凯尔特人,94,54.9,4,0,1
2016-11-19,新奥尔良鹈鹕,121,46.5,3,0,1,夏洛特黄蜂,116,48.2,2,0,1
2016-11-19,费城76人,120,36.0,1,0,2,菲尼克斯太阳,105,28.0,0,0,1
2016-11-19,孟菲斯灰熊,93,36.1,1,0,1,明尼苏达森林狼,71,57.9,6,0,2
2016-11-19,密尔沃基雄鹿,121,49.1,3,0,2,金州勇士,124,78.6,4,3,1
2016-11-19,洛杉矶快船,102,57.6,14,1,1,芝加哥公牛,95,42.6,1,0,2
2016-11-20,纽约尼克斯,104,42.7,0,0,3,亚特兰大老鹰,94,55.6,4,0,2
2016-11-20,布鲁克林篮网,109,35.8,0,0,2,波特兰开拓者,129,51.2,6,0,2
2016-11-20,丹佛掘金,105,49.0,0,0,2,犹他爵士,91,55.5,2,0,1
2016-11-20,洛杉矶湖人,110,39.8,0,0,2,芝加哥公牛,118,42.6,1,0,1
2016-11-20,俄克拉荷马雷霆,111,60.3,3,0,2,印第安纳步行者,115,52.4,7,0,2
2016-11-20,萨克拉门托国王,102,50.0,3,0,2,多伦多猛龙,99,54.3,5,0,2
2016-11-21,费城76人,101,36.0,1,0,2,迈阿密热火,94,59.1,8,2,2
2016-11-21,华盛顿奇才,106,58.6,7,0,2,菲尼克斯太阳,101,28.0,0,0,2
2016-11-21,夏洛特黄蜂,90,48.2,2,0,2,孟菲斯灰熊,105,36.1,1,0,2
2016-11-21,底特律活塞,96,57.7,8,0,2,休斯顿火箭,99,55.7,8,0,2
2016-11-21,明尼苏达森林狼,93,57.9,6,0,2,波士顿凯尔特人,99,54.9,4,0,2
2016-11-21,洛杉矶快船,123,57.6,14,1,2,多伦多猛龙,115,54.3,5,0,1
2016-11-21,印第安纳步行者,83,52.4,7,0,1,金州勇士,120,78.6,4,3,2
2016-11-21,密尔沃基雄鹿,93,49.1,3,0,2,奥兰多魔术,89,51.1,5,0,2
2016-11-22,纽约尼克斯,107,42.7,0,0,2,波特兰开拓者,103,51.2,6,0,2
2016-11-22,丹佛掘金,110,49.0,0,0,2,芝加哥公牛,107,42.6,1,0,2
2016-11-22,洛杉矶湖人,111,39.8,0,0,2,俄克拉荷马雷霆,109,60.3,3,0,2
2016-11-23,夏洛特黄蜂,114,48.2,2,0,2,圣安东尼奥马刺,119,68.4,21,5,2
2016-11-23,奥兰多魔术,87,51.1,5,0,2,菲尼克斯太阳,92,28.0,0,0,2
2016-11-23,费城76人,99,36.0,1,0,2,孟菲斯灰熊,104,36.1,1,0,2
2016-11-23,印第安纳步行者,85,52.4,7,0,2,亚特兰大老鹰,96,55.6,4,0,1
2016-11-23,底特律活塞,107,57.7,8,0,2,迈阿密热火,84,59.1,8,2,2
2016-11-23,休斯顿火箭,102,55.7,8,0,2,多伦多猛龙,115,54.3,5,0,2
2016-11-23,犹他爵士,108,55.5,2,0,3,丹佛掘金,83,49.0,0,0,1
2016-11-23,金州勇士,149,78.6,4,3,2,洛杉矶湖人,106,39.8,0,0,1
2016-11-23,克里夫兰骑士,137,57.1,3,1,5,波特兰开拓者,125,51.2,6,0,1
2016-11-23,布鲁克林篮网,92,35.8,0,0,3,波士顿凯尔特人,111,54.9,4,0,2
2016-11-23,新奥尔良鹈鹕,117,46.5,3,0,1,明尼苏达森林狼,96,57.9,6,0,2
2016-11-23,萨克拉门托国王,116,50.0,3,0,3,俄克拉荷马雷霆,101,60.3,3,0,1
2016-11-25,波士顿凯尔特人,103,54.9,4,0,2,圣安东尼奥马刺,109,68.4,21,5,2
2016-11-25,奥兰多魔术,91,51.1,5,0,2,华盛顿奇才,94,58.6,7,0,4
2016-11-25,底特律活塞,108,57.7,8,0,2,洛杉矶快船,97,57.6,14,1,2
2016-11-25,纽约尼克斯,113,42.7,0,0,3,夏洛特黄蜂,111,48.2,2,0,2
2016-11-25,印第安纳步行者,118,52.4,7,0,2,布鲁克林篮网,97,35.8,0,0,2
2016-11-25,密尔沃基雄鹿,99,49.1,3,0,4,多伦多猛龙,105,54.3,5,0,2
2016-11-25,孟菲斯灰熊,81,36.1,1,0,2,迈阿密热火,90,59.1,8,2,2
2016-11-25,菲尼克斯太阳,85,28.0,0,0,2,明尼苏达森林狼,98,57.9,6,0,2
2016-11-25,波特兰开拓者,119,51.2,6,0,2,新奥尔良鹈鹕,104,46.5,3,0,2
2016-11-25,洛杉矶湖人,85,39.8,0,0,2,金州勇士,109,78.6,4,3,2
2016-11-25,萨克拉门托国王,104,50.0,3,0,2,休斯顿火箭,117,55.7,8,0,2
2016-11-26,华盛顿奇才,100,58.6,7,0,1,圣安东尼奥马刺,112,68.4,21,5,1
2016-11-26,夏洛特黄蜂,107,48.2,2,0,1,纽约尼克斯,102,42.7,0,0,1
2016-11-26,俄克拉荷马雷霆,106,60.3,3,0,1,底特律活塞,88,57.7,8,0,1
2016-11-26,迈阿密热火,107,59.1,8,2,1,孟菲斯灰熊,110,36.1,1,0,1
2016-11-26,金州勇士,115,78.6,4,3,1,明尼苏达森林狼,102,57.9,6,0,1
2016-11-27,费城76人,108,36.0,1,0,2,克里夫兰骑士,112,57.1,3,1,2
2016-11-27,菲尼克斯太阳,114,28.0,0,0,2,丹佛掘金,120,49.0,0,0,2
2016-11-27,布鲁克林篮网,105,35.8,0,0,2,萨克拉门托国王,122,50.0,3,0,2
2016-11-27,奥兰多魔术,96,51.1,5,0,2,密尔沃基雄鹿,104,49.1,3,0,2
2016-11-27,印第安纳步行者,91,52.4,7,0,2,洛杉矶快船,70,57.6,14,1,2
2016-11-27,波特兰开拓者,114,51.2,6,0,2,休斯顿火箭,130,55.7,8,0,2
2016-11-28,华盛顿奇才,101,58.6,7,0,2,萨克拉门托国王,95,50.0,3,0,1
2016-11-28,多伦多猛龙,122,54.3,5,0,3,费城76人,95,36.0,1,0,1
2016-11-28,纽约尼克斯,103,42.7,0,0,2,俄克拉荷马雷霆,112,60.3,3,0,2
2016-11-28,迈阿密热火,104,59.1,8,2,2,波士顿凯尔特人,112,54.9,4,0,3
2016-11-28,孟菲斯灰熊,85,36.1,1,0,2,夏洛特黄蜂,104,48.2,2,0,2
2016-11-28,明尼苏达森林狼,103,57.9,6,0,2,犹他爵士,112,55.5,2,0,3
2016-11-28,金州勇士,105,78.6,4,3,2,亚特兰大老鹰,100,55.6,4,0,1
2016-11-29,夏洛特黄蜂,89,48.2,2,0,1,底特律活塞,112,57.7,8,0,3
2016-11-29,新奥尔良鹈鹕,105,46.5,3,0,2,洛杉矶湖人,88,39.8,0,0,2
2016-11-29,布鲁克林篮网,127,35.8,0,0,2,洛杉矶快船,122,57.6,14,1,2
2016-11-29,密尔沃基雄鹿,118,49.1,3,0,2,克里夫兰骑士,101,57.1,3,1,2
2016-11-29,圣安东尼奥马刺,83,68.4,21,5,3,奥兰多魔术,95,51.1,5,0,2
2016-11-29,犹他爵士,120,55.5,2,0,1,休斯顿火箭,101,55.7,8,0,2
2016-11-30,波士顿凯尔特人,114,54.9,4,0,2,底特律活塞,121,57.7,8,0,1
2016-11-30,多伦多猛龙,120,54.3,5,0,2,孟菲斯灰熊,105,36.1,1,0,2
2016-11-30,芝加哥公牛,90,42.6,1,0,5,洛杉矶湖人,96,39.8,0,0,1
2016-11-30,明尼苏达森林狼,104,57.9,6,0,2,纽约尼克斯,106,42.7,0,0,2
2016-11-30,俄克拉荷马雷霆,126,60.3,3,0,2,华盛顿奇才,115,58.6,7,0,2
2016-11-30,丹佛掘金,98,49.0,0,0,3,迈阿密热火,106,59.1,8,2,2
2016-11-30,菲尼克斯太阳,109,28.0,0,0,3,亚特兰大老鹰,107,55.6,4,0,2
2016-11-30,波特兰开拓者,131,51.2,6,0,3,印第安纳步行者,109,52.4,7,0,3
2016-12-01,布鲁克林篮网,93,35.8,0,0,2,密尔沃基雄鹿,111,49.1,3,0,2
2016-12-01,孟菲斯灰熊,95,36.1,1,0,1,奥兰多魔术,94,51.1,5,0,2
2016-12-01,克里夫兰骑士,94,57.1,3,1,2,洛杉矶快船,113,57.6,14,1,2
2016-12-01,犹他爵士,110,55.5,2,0,2,迈阿密热火,111,59.1,8,2,1
2016-12-01,金州勇士,127,78.6,4,3,3,休斯顿火箭,132,55.7,8,0,2
2016-12-02,费城76人,88,36.0,1,0,4,奥兰多魔术,105,51.1,5,0,1
2016-12-02,多伦多猛龙,113,54.3,5,0,2,洛杉矶湖人,80,39.8,0,0,2
2016-12-02,芝加哥公牛,111,42.6,1,0,2,克里夫兰骑士,105,57.1,3,1,1
2016-12-02,新奥尔良鹈鹕,96,46.5,3,0,3,洛杉矶快船,114,57.6,14,1,1
2016-12-02,亚特兰大老鹰,85,55.6,4,0,2,底特律活塞,121,57.7,8,0,2
2016-12-02,波士顿凯尔特人,97,54.9,4,0,2,萨克拉门托国王,92,50.0,3,0,4
2016-12-02,纽约尼克斯,118,42.7,0,0,2,明尼苏达森林狼,114,57.9,6,0,2
2016-12-02,圣安东尼奥马刺,107,68.4,21,5,2,华盛顿奇才,105,58.6,7,0,2
2016-12-02,丹佛掘金,110,49.0,0,0,2,休斯顿火箭,128,55.7,8,0,1
2016-12-03,密尔沃基雄鹿,112,49.1,3,0,2,布鲁克林篮网,103,35.8,0,0,2
2016-12-03,夏洛特黄蜂,120,48.2,2,0,2,明尼苏达森林狼,125,57.9,6,0,1
2016-12-03,多伦多猛龙,128,54.3,5,0,1,亚特兰大老鹰,84,55.6,4,0,1
2016-12-03,费城76人,106,36.0,1,0,1,波士顿凯尔特人,107,54.9,4,0,1
2016-12-03,孟菲斯灰熊,103,36.1,1,0,2,洛杉矶湖人,100,39.8,0,0,1
2016-12-03,犹他爵士,105,55.5,2,0,2,丹佛掘金,98,49.0,0,0,1
2016-12-03,波特兰开拓者,99,51.2,6,0,3,迈阿密热火,92,59.1,8,2,2
2016-12-03,金州勇士,138,78.6,4,3,2,菲尼克斯太阳,109,28.0,0,0,3
2016-11-27,洛杉矶湖人,109,39.8,0,0,2,亚特兰大老鹰,94,55.6,4,0,2
2016-11-25,犹他爵士,95,55.5,2,0,2,亚特兰大老鹰,68,55.6,4,0,2
2016-11-22,亚特兰大老鹰,94,55.6,4,0,2,新奥尔良鹈鹕,112,46.5,3,0,3
2016-11-12,亚特兰大老鹰,117,55.6,4,0,3,费城76人,96,36.0,1,0,1
2016-11-05,亚特兰大老鹰,112,55.6,4,0,1,休斯顿火箭,97,55.7,8,0,3
2016-10-29,费城76人,72,36.0,1,0,3,亚特兰大老鹰,104,55.6,4,0,2
2016-10-27,亚特兰大老鹰,114,55.6,4,0,1,华盛顿奇才,99,58.6,7,0,1
