rival_rates,rival_coach_times,rival_coach_rates,rival_wl,rst,host_guest,days,game_month,wins,loss,win_rates,coach_off_times,coach_wins_rate,coach_champions
0.329,2,43.3,-28,胜,主,2,1,45,37,0.5489999999999999,20,70.4,11
0.317,5,46.3,-30,胜,客,2,11,45,37,0.5489999999999999,20,70.4,11
0.317,5,46.3,-30,负,主,2,2,45,37,0.5489999999999999,20,70.4,11
0.317,5,44.7,-30,负,客,1,2,45,37,0.5489999999999999,20,70.4,11
0.317,5,44.7,-30,胜,客,2,3,45,37,0.5489999999999999,20,70.4,11
0.317,5,44.7,-30,胜,主,2,3,45,37,0.5489999999999999,20,70.4,11
0.317,5,44.7,-30,胜,主,3,4,45,37,0.5489999999999999,20,70.4,11
0.28,18,54.8,-36,胜,主,2,11,45,37,0.5489999999999999,20,70.4,11
0.28,18,54.8,-36,胜,客,2,1,45,37,0.5489999999999999,20,70.4,11
0.768,21,68.5,44,负,客,2,11,45,37,0.5489999999999999,20,70.4,11
0.768,21,68.5,44,负,主,2,3,45,37,0.5489999999999999,20,70.4,11
0.768,21,68.5,44,胜,客,2,3,45,37,0.5489999999999999,20,70.4,11
0.768,21,68.5,44,负,主,4,3,45,37,0.5489999999999999,20,70.4,11
0.659,8,55.5,26,负,主,1,11,45,37,0.5489999999999999,20,70.4,11
0.659,8,55.5,26,负,客,1,1,45,37,0.5489999999999999,20,70.4,11
0.659,8,55.5,26,负,客,1,4,45,37,0.5489999999999999,20,70.4,11
0.659,8,55.5,26,胜,主,2,4,45,37,0.5489999999999999,20,70.4,11
0.537,22,58.8,6,胜,客,196,11,45,37,0.5489999999999999,20,70.4,11
0.537,22,58.8,6,胜,主,3,11,45,37,0.5489999999999999,20,70.4,11
0.537,22,58.8,6,负,客,4,4,45,37,0.5489999999999999,20,70.4,11
0.598,11,54.9,16,负,客,3,11,45,37,0.5489999999999999,20,70.4,11
0.598,11,54.9,16,胜,客,2,12,45,37,0.5489999999999999,20,70.4,11
0.598,11,54.9,16,负,主,2,12,45,37,0.5489999999999999,20,70.4,11
0.598,11,54.9,16,负,主,3,2,45,37,0.5489999999999999,20,70.4,11
0.573,7,46.1,12,负,主,2,11,45,37,0.5489999999999999,20,70.4,11
0.573,7,46.1,12,胜,客,1,1,45,37,0.5489999999999999,20,70.4,11
0.573,7,46.1,12,负,客,1,2,45,37,0.5489999999999999,20,70.4,11
0.573,7,46.1,12,胜,主,2,4,45,37,0.5489999999999999,20,70.4,11
0.537,16,58.2,6,负,客,3,1,45,37,0.5489999999999999,20,70.4,11
0.537,16,58.2,6,胜,主,2,2,45,37,0.5489999999999999,20,70.4,11
0.537,16,58.2,6,负,客,2,3,45,37,0.5489999999999999,20,70.4,11
0.537,16,58.2,6,胜,主,2,3,45,37,0.5489999999999999,20,70.4,11
0.5,20,60.3,0,胜,客,2,12,45,37,0.5489999999999999,20,70.4,11
0.5,20,60.3,0,负,主,4,1,45,37,0.5489999999999999,20,70.4,11
0.5,20,60.3,0,负,客,2,1,45,37,0.5489999999999999,20,70.4,11
0.5,20,60.3,0,胜,主,2,2,45,37,0.5489999999999999,20,70.4,11
0.4270000000000001,3,42.7,-12,胜,主,4,11,45,37,0.5489999999999999,20,70.4,11
0.4270000000000001,3,42.7,-12,负,主,2,3,45,37,0.5489999999999999,20,70.4,11
0.4270000000000001,3,42.7,-12,胜,客,1,3,45,37,0.5489999999999999,20,70.4,11
0.415,9,57.5,-14,负,主,2,12,45,37,0.5489999999999999,20,70.4,11
0.415,9,57.5,-14,胜,客,1,2,45,37,0.5489999999999999,20,70.4,11
0.415,9,57.5,-14,胜,主,2,4,45,37,0.5489999999999999,20,70.4,11
0.415,0,41.5,-14,胜,客,2,1,45,37,0.5489999999999999,20,70.4,11
0.415,0,41.5,-14,胜,主,5,1,45,37,0.5489999999999999,20,70.4,11
0.415,0,41.5,-14,胜,客,2,3,45,37,0.5489999999999999,20,70.4,11
0.415,0,41.5,-14,胜,主,2,4,45,37,0.5489999999999999,20,70.4,11
0.402,5,54.5,-16,负,客,1,11,45,37,0.5489999999999999,20,70.4,11
0.402,5,54.5,-16,负,主,1,12,45,37,0.5489999999999999,20,70.4,11
0.402,5,54.5,-16,负,客,1,12,45,37,0.5489999999999999,20,70.4,11
0.402,5,54.5,-16,胜,主,1,3,45,37,0.5489999999999999,20,70.4,11
0.256,7,52.6,-40,负,客,2,1,45,37,0.5489999999999999,20,70.4,11
0.256,7,52.6,-40,胜,主,6,2,45,37,0.5489999999999999,20,70.4,11
0.256,7,52.6,-40,负,客,1,3,45,37,0.5489999999999999,20,70.4,11
0.256,7,52.6,-40,胜,主,3,4,45,37,0.5489999999999999,20,70.4,11
0.6459999999999999,11,52.5,24,负,主,2,11,42,40,0.512,20,70.4,11
0.6459999999999999,11,52.5,24,负,客,3,2,42,40,0.512,20,70.4,11
0.61,6,61.6,18,负,客,2,2,42,40,0.512,20,70.4,11
0.61,6,61.6,18,负,主,2,2,42,40,0.512,20,70.4,11
0.573,2,43.3,12,胜,主,5,11,42,40,0.512,20,70.4,11
0.573,2,43.3,12,负,客,1,2,42,40,0.512,20,70.4,11
0.537,21,63.6,6,负,客,3,12,42,40,0.512,20,70.4,11
0.537,21,63.6,6,胜,主,3,1,42,40,0.512,20,70.4,11
0.598,6,49.9,16,胜,主,2,11,42,40,0.512,20,70.4,11
0.598,6,49.9,16,负,客,2,12,42,40,0.512,20,70.4,11
0.5,4,45.4,0,胜,主,2,11,42,40,0.512,20,70.4,11
0.5,4,45.4,0,胜,客,2,12,42,40,0.512,20,70.4,11
0.5,4,42.8,0,负,主,2,12,42,40,0.512,20,70.4,11
0.5,4,42.8,0,胜,客,1,2,42,40,0.512,20,70.4,11
0.488,4,48.6,-2,胜,客,2,12,42,40,0.512,20,70.4,11
0.488,4,48.6,-2,胜,主,2,1,42,40,0.512,20,70.4,11
0.4270000000000001,12,54.7,-12,胜,主,2,12,42,40,0.512,20,70.4,11
0.4270000000000001,12,54.7,-12,负,客,2,2,42,40,0.512,20,70.4,11
0.4270000000000001,3,48.0,-12,胜,主,2,12,42,40,0.512,20,70.4,11
0.4270000000000001,3,48.0,-12,负,客,2,3,42,40,0.512,20,70.4,11
0.402,5,44.7,-16,负,主,2,12,42,40,0.512,20,70.4,11
0.402,5,44.7,-16,负,客,2,1,42,40,0.512,20,70.4,11
0.402,5,44.7,-16,胜,客,1,3,42,40,0.512,20,70.4,11
0.402,3,45.6,-16,负,客,2,1,42,40,0.512,20,70.4,11
0.402,3,45.6,-16,负,主,2,2,42,40,0.512,20,70.4,11
0.366,5,46.3,-22,胜,主,2,12,42,40,0.512,20,70.4,11
0.366,5,46.3,-22,胜,客,2,2,42,40,0.512,20,70.4,11
0.341,6,50.8,-26,负,主,2,11,42,40,0.512,20,70.4,11
0.341,6,50.8,-26,负,客,1,3,42,40,0.512,20,70.4,11
0.293,14,57.5,-34,胜,客,1,1,42,40,0.512,20,70.4,11
0.293,14,57.5,-34,胜,主,2,2,42,40,0.512,20,70.4,11
0.7440000000000001,8,55.5,40,胜,主,195,10,42,40,0.512,20,70.4,11
0.7440000000000001,8,55.5,40,负,客,2,3,42,40,0.512,20,70.4,11
0.7440000000000001,8,55.5,40,负,主,2,4,42,40,0.512,20,70.4,11
0.7440000000000001,8,55.5,40,负,客,1,4,42,40,0.512,20,70.4,11
0.7070000000000001,21,68.5,34,胜,主,2,12,42,40,0.512,20,70.4,11
0.7070000000000001,21,68.5,34,胜,客,2,1,42,40,0.512,20,70.4,11
0.7070000000000001,21,68.5,34,负,主,2,1,42,40,0.512,20,70.4,11
0.622,20,60.3,20,负,客,3,11,42,40,0.512,20,70.4,11
0.622,20,60.3,20,胜,主,2,11,42,40,0.512,20,70.4,11
0.622,20,60.3,20,胜,客,1,2,42,40,0.512,20,70.4,11
0.634,9,57.5,22,胜,客,2,12,42,40,0.512,20,70.4,11
0.634,9,57.5,22,胜,主,2,12,42,40,0.512,20,70.4,11
0.634,9,57.5,22,负,客,1,1,42,40,0.512,20,70.4,11
0.634,9,57.5,22,负,主,3,3,42,40,0.512,20,70.4,11
0.5489999999999999,22,58.8,8,胜,主,1,1,42,40,0.512,20,70.4,11
0.5489999999999999,22,58.8,8,负,客,4,3,42,40,0.512,20,70.4,11
0.5489999999999999,22,58.8,8,负,主,2,4,42,40,0.512,20,70.4,11
0.5489999999999999,22,58.8,8,负,客,1,4,42,40,0.512,20,70.4,11
0.512,18,55.7,2,胜,客,1,11,42,40,0.512,20,70.4,11
0.512,18,55.7,2,胜,主,2,1,42,40,0.512,20,70.4,11
0.512,18,55.7,2,胜,客,2,2,42,40,0.512,20,70.4,11
0.512,18,55.7,2,胜,主,2,3,42,40,0.512,20,70.4,11
0.488,7,46.1,-2,胜,主,2,11,42,40,0.512,20,70.4,11
0.488,7,46.1,-2,胜,客,2,12,42,40,0.512,20,70.4,11
0.488,7,46.1,-2,负,客,1,4,42,40,0.512,20,70.4,11
0.488,7,46.1,-2,负,主,3,4,42,40,0.512,20,70.4,11
0.402,0,43.9,-16,胜,客,4,1,42,40,0.512,20,70.4,11
0.402,0,43.9,-16,负,主,4,3,42,40,0.512,20,70.4,11
0.402,0,43.9,-16,胜,主,2,4,42,40,0.512,20,70.4,11
0.402,0,43.9,-16,胜,客,3,4,42,40,0.512,20,70.4,11
0.39,7,52.6,-18,负,客,1,11,42,40,0.512,20,70.4,11
0.39,7,52.6,-18,负,主,6,2,42,40,0.512,20,70.4,11
0.39,7,52.6,-18,胜,主,1,3,42,40,0.512,20,70.4,11
0.39,5,54.5,-18,胜,主,2,11,42,40,0.512,20,70.4,11
0.39,5,54.5,-18,胜,客,1,12,42,40,0.512,20,70.4,11
0.39,5,54.5,-18,负,客,2,3,42,40,0.512,20,70.4,11
0.39,5,54.5,-18,胜,主,2,3,42,40,0.512,20,70.4,11
0.378,5,51.4,-20,胜,主,2,11,42,40,0.512,20,70.4,11
0.378,5,51.4,-20,负,客,2,11,42,40,0.512,20,70.4,11
0.378,5,51.4,-20,胜,客,2,4,42,40,0.512,20,70.4,11
0.378,5,51.4,-20,胜,主,2,4,42,40,0.512,20,70.4,11
0.268,11,54.9,-38,胜,主,2,11,42,40,0.512,20,70.4,11
0.268,11,54.9,-38,负,客,2,1,42,40,0.512,20,70.4,11
0.268,11,54.9,-38,胜,客,4,3,42,40,0.512,20,70.4,11
0.268,11,54.9,-38,负,主,2,3,42,40,0.512,20,70.4,11
0.805,14,57.5,50,负,客,2,11,57,25,0.695,20,70.4,11
0.805,14,57.5,50,负,主,2,12,57,25,0.695,20,70.4,11
0.72,11,52.5,36,胜,主,2,11,57,25,0.695,20,70.4,11
0.72,11,52.5,36,负,客,2,1,57,25,0.695,20,70.4,11
0.634,8,57.7,22,负,主,2,12,57,25,0.695,20,70.4,11
0.634,8,57.7,22,胜,客,2,2,57,25,0.695,20,70.4,11
0.5489999999999999,6,61.6,8,负,客,2,12,57,25,0.695,20,70.4,11
0.5489999999999999,6,61.6,8,负,主,2,1,57,25,0.695,20,70.4,11
0.524,4,42.8,4,胜,客,2,2,57,25,0.695,20,70.4,11
0.524,4,42.8,4,胜,主,2,3,57,25,0.695,20,70.4,11
0.5,2,43.3,0,胜,客,1,2,57,25,0.695,20,70.4,11
0.5,2,43.3,0,胜,主,2,3,57,25,0.695,20,70.4,11
0.488,3,48.0,-2,胜,客,1,12,57,25,0.695,20,70.4,11
0.488,3,48.0,-2,胜,主,5,1,57,25,0.695,20,70.4,11
0.451,5,46.3,-8,负,客,1,2,57,25,0.695,20,70.4,11
0.451,5,46.3,-8,胜,主,6,2,57,25,0.695,20,70.4,11
0.439,3,48.1,-10,胜,客,2,11,57,25,0.695,20,70.4,11
0.439,3,48.1,-10,胜,主,2,1,57,25,0.695,20,70.4,11
0.415,4,45.4,-14,负,主,2,11,57,25,0.695,20,70.4,11
0.415,4,45.4,-14,胜,客,2,2,57,25,0.695,20,70.4,11
0.402,6,49.9,-16,胜,主,2,11,57,25,0.695,20,70.4,11
0.402,6,49.9,-16,胜,客,2,12,57,25,0.695,20,70.4,11
0.39,0,39.0,-18,负,主,2,11,57,25,0.695,20,70.4,11
0.39,0,39.0,-18,胜,客,1,1,57,25,0.695,20,70.4,11
0.39,0,39.0,-18,负,客,3,3,57,25,0.695,20,70.4,11
0.39,0,39.0,-18,胜,主,1,4,57,25,0.695,20,70.4,11
0.317,0,31.0,-30,负,客,1,11,57,25,0.695,20,70.4,11
0.317,0,31.0,-30,胜,主,2,1,57,25,0.695,20,70.4,11
0.28,3,45.6,-36,胜,客,2,12,57,25,0.695,20,70.4,11
0.28,3,45.6,-36,胜,主,2,1,57,25,0.695,20,70.4,11
0.183,21,63.6,-52,胜,客,2,2,57,25,0.695,20,70.4,11
0.183,21,63.6,-52,胜,主,2,2,57,25,0.695,20,70.4,11
0.6829999999999999,21,68.5,30,负,客,4,11,57,25,0.695,20,70.4,11
0.6829999999999999,21,68.5,30,胜,主,4,12,57,25,0.695,20,70.4,11
0.6829999999999999,21,68.5,30,负,客,2,1,57,25,0.695,20,70.4,11
0.6829999999999999,21,68.5,30,胜,主,2,4,57,25,0.695,20,70.4,11
0.659,20,60.3,26,胜,主,2,11,57,25,0.695,20,70.4,11
0.659,20,60.3,26,负,客,1,11,57,25,0.695,20,70.4,11
0.659,20,60.3,26,胜,主,3,12,57,25,0.695,20,70.4,11
0.659,20,60.3,26,胜,客,2,3,57,25,0.695,20,70.4,11
0.6709999999999999,16,58.2,28,负,主,195,10,57,25,0.695,20,70.4,11
0.6709999999999999,16,58.2,28,胜,客,1,11,57,25,0.695,20,70.4,11
0.6709999999999999,16,58.2,28,负,客,2,3,57,25,0.695,20,70.4,11
0.6709999999999999,8,55.5,28,胜,客,3,11,57,25,0.695,20,70.4,11
0.6709999999999999,8,55.5,28,胜,主,2,12,57,25,0.695,20,70.4,11
0.6709999999999999,8,55.5,28,负,主,3,1,57,25,0.695,20,70.4,11
0.6709999999999999,8,55.5,28,胜,客,1,2,57,25,0.695,20,70.4,11
0.61,22,58.8,18,胜,主,2,11,57,25,0.695,20,70.4,11
0.61,22,58.8,18,胜,客,1,12,57,25,0.695,20,70.4,11
0.61,22,58.8,18,胜,主,4,1,57,25,0.695,20,70.4,11
0.585,18,55.7,14,胜,主,4,12,57,25,0.695,20,70.4,11
0.585,18,55.7,14,负,客,1,12,57,25,0.695,20,70.4,11
0.585,18,55.7,14,负,主,2,3,57,25,0.695,20,70.4,11
0.585,18,55.7,14,胜,客,1,3,57,25,0.695,20,70.4,11
0.5,7,52.6,0,胜,主,2,2,57,25,0.695,20,70.4,11
0.5,7,52.6,0,负,客,1,2,57,25,0.695,20,70.4,11
0.5,7,52.6,0,胜,主,3,4,57,25,0.695,20,70.4,11
0.5,7,52.6,0,负,客,2,4,57,25,0.695,20,70.4,11
0.463,0,41.5,-6,胜,客,2,3,57,25,0.695,20,70.4,11
0.463,0,41.5,-6,负,主,2,3,57,25,0.695,20,70.4,11
0.463,0,41.5,-6,胜,客,2,4,57,25,0.695,20,70.4,11
0.463,0,41.5,-6,胜,主,2,4,57,25,0.695,20,70.4,11
0.28,7,46.1,-36,胜,主,2,12,57,25,0.695,20,70.4,11
0.28,7,46.1,-36,胜,客,3,2,57,25,0.695,20,70.4,11
0.28,7,46.1,-36,胜,主,3,3,57,25,0.695,20,70.4,11
0.28,7,46.1,-36,胜,客,2,4,57,25,0.695,20,70.4,11
0.268,0,26.8,-38,胜,客,2,1,57,25,0.695,20,70.4,11
0.268,0,26.8,-38,胜,主,2,1,57,25,0.695,20,70.4,11
0.268,0,26.8,-38,负,主,2,3,57,25,0.695,20,70.4,11
0.268,2,40.6,-38,胜,主,3,11,57,25,0.695,20,70.4,11
0.268,2,40.6,-38,胜,客,2,12,57,25,0.695,20,70.4,11
0.268,2,40.6,-38,胜,客,2,2,57,25,0.695,20,70.4,11
0.244,4,43.1,-42,胜,主,2,11,57,25,0.695,20,70.4,11
0.244,4,43.1,-42,胜,客,1,1,57,25,0.695,20,70.4,11
0.244,4,43.1,-42,胜,客,1,2,57,25,0.695,20,70.4,11
0.244,4,43.1,-42,胜,主,1,3,57,25,0.695,20,70.4,11
0.805,6,61.6,50,胜,主,3,1,65,17,0.7929999999999999,20,70.4,11
0.805,6,61.6,50,胜,客,3,2,65,17,0.7929999999999999,20,70.4,11
0.7559999999999999,14,57.5,42,胜,主,2,12,65,17,0.7929999999999999,20,70.4,11
0.7559999999999999,14,57.5,42,胜,客,1,2,65,17,0.7929999999999999,20,70.4,11
0.72,8,57.7,36,负,客,1,12,65,17,0.7929999999999999,20,70.4,11
0.72,8,57.7,36,负,主,2,1,65,17,0.7929999999999999,20,70.4,11
0.573,5,46.3,12,胜,主,6,2,65,17,0.7929999999999999,20,70.4,11
0.573,5,46.3,12,负,客,2,3,65,17,0.7929999999999999,20,70.4,11
0.524,8,59.2,4,负,客,3,12,65,17,0.7929999999999999,20,70.4,11
0.524,8,59.2,4,胜,主,2,1,65,17,0.7929999999999999,20,70.4,11
0.5,3,48.0,0,胜,客,1,12,65,17,0.7929999999999999,20,70.4,11
0.5,3,48.0,0,负,主,2,3,65,17,0.7929999999999999,20,70.4,11
0.5,4,53.3,0,胜,主,4,11,65,17,0.7929999999999999,20,70.4,11
0.5,4,53.3,0,胜,客,2,3,65,17,0.7929999999999999,20,70.4,11
0.476,1,47.6,-4,负,主,2,11,65,17,0.7929999999999999,20,70.4,11
0.476,1,47.6,-4,胜,客,2,3,65,17,0.7929999999999999,20,70.4,11
0.439,3,48.1,-10,负,客,2,12,65,17,0.7929999999999999,20,70.4,11
0.439,3,48.1,-10,胜,主,2,1,65,17,0.7929999999999999,20,70.4,11
0.4270000000000001,18,54.8,-12,胜,客,1,11,65,17,0.7929999999999999,20,70.4,11
0.4270000000000001,18,54.8,-12,胜,客,1,12,65,17,0.7929999999999999,20,70.4,11
0.4270000000000001,18,54.8,-12,负,主,2,1,65,17,0.7929999999999999,20,70.4,11
0.4270000000000001,18,54.8,-12,胜,主,2,2,65,17,0.7929999999999999,20,70.4,11
0.415,4,45.4,-14,胜,主,2,11,65,17,0.7929999999999999,20,70.4,11
0.415,4,45.4,-14,胜,客,1,3,65,17,0.7929999999999999,20,70.4,11
0.415,6,49.9,-14,胜,主,2,12,65,17,0.7929999999999999,20,70.4,11
0.415,6,49.9,-14,胜,客,1,4,65,17,0.7929999999999999,20,70.4,11
0.402,2,43.3,-16,胜,主,2,11,65,17,0.7929999999999999,20,70.4,11
0.402,2,43.3,-16,胜,客,2,2,65,17,0.7929999999999999,20,70.4,11
0.39,8,55.5,-18,胜,主,2,12,65,17,0.7929999999999999,20,70.4,11
0.39,8,55.5,-18,胜,客,2,2,65,17,0.7929999999999999,20,70.4,11
0.232,4,42.8,-44,胜,客,2,12,65,17,0.7929999999999999,20,70.4,11
0.232,4,42.8,-44,胜,主,1,1,65,17,0.7929999999999999,20,70.4,11
0.659,22,58.8,26,胜,客,3,11,65,17,0.7929999999999999,20,70.4,11
0.659,22,58.8,26,胜,主,1,11,65,17,0.7929999999999999,20,70.4,11
0.659,22,58.8,26,负,客,1,2,65,17,0.7929999999999999,20,70.4,11
0.659,22,58.8,26,胜,主,2,4,65,17,0.7929999999999999,20,70.4,11
0.659,21,68.5,26,负,客,1,1,65,17,0.7929999999999999,20,70.4,11
0.659,21,68.5,26,胜,主,3,1,65,17,0.7929999999999999,20,70.4,11
0.659,21,68.5,26,胜,客,1,3,65,17,0.7929999999999999,20,70.4,11
0.659,7,52.6,26,胜,主,196,10,65,17,0.7929999999999999,20,70.4,11
0.659,7,52.6,26,胜,主,2,1,65,17,0.7929999999999999,20,70.4,11
0.659,7,52.6,26,负,客,3,3,65,17,0.7929999999999999,20,70.4,11
0.659,7,52.6,26,负,客,1,4,65,17,0.7929999999999999,20,70.4,11
0.6459999999999999,16,58.2,24,胜,主,4,11,65,17,0.7929999999999999,20,70.4,11
0.6459999999999999,16,58.2,24,胜,客,2,1,65,17,0.7929999999999999,20,70.4,11
0.6459999999999999,16,58.2,24,胜,客,2,3,65,17,0.7929999999999999,20,70.4,11
0.6459999999999999,16,58.2,24,胜,主,2,4,65,17,0.7929999999999999,20,70.4,11
0.585,20,60.3,14,胜,主,5,1,65,17,0.7929999999999999,20,70.4,11
0.585,20,60.3,14,负,客,1,2,65,17,0.7929999999999999,20,70.4,11
0.585,20,60.3,14,胜,主,2,4,65,17,0.7929999999999999,20,70.4,11
0.561,1,46.0,10,胜,客,2,11,65,17,0.7929999999999999,20,70.4,11
0.561,1,46.0,10,胜,主,1,12,65,17,0.7929999999999999,20,70.4,11
0.561,1,46.0,10,胜,主,2,2,65,17,0.7929999999999999,20,70.4,11
0.561,1,46.0,10,负,客,2,3,65,17,0.7929999999999999,20,70.4,11
0.354,18,55.7,-24,胜,主,3,12,65,17,0.7929999999999999,20,70.4,11
0.354,18,55.7,-24,胜,客,1,1,65,17,0.7929999999999999,20,70.4,11
0.354,18,55.7,-24,胜,客,1,2,65,17,0.7929999999999999,20,70.4,11
0.354,18,55.7,-24,胜,主,2,3,65,17,0.7929999999999999,20,70.4,11
0.293,2,40.6,-34,胜,主,2,12,65,17,0.7929999999999999,20,70.4,11
0.293,2,40.6,-34,胜,客,3,1,65,17,0.7929999999999999,20,70.4,11
0.293,2,40.6,-34,胜,客,2,2,65,17,0.7929999999999999,20,70.4,11
0.293,2,40.6,-34,胜,主,3,3,65,17,0.7929999999999999,20,70.4,11
0.293,0,26.8,-34,胜,客,2,12,65,17,0.7929999999999999,20,70.4,11
0.293,0,26.8,-34,胜,客,1,1,65,17,0.7929999999999999,20,70.4,11
0.293,0,26.8,-34,胜,主,2,3,65,17,0.7929999999999999,20,70.4,11
0.293,0,26.8,-34,胜,主,2,4,65,17,0.7929999999999999,20,70.4,11
0.28,4,43.1,-36,胜,主,2,2,65,17,0.7929999999999999,20,70.4,11
0.28,4,43.1,-36,胜,客,2,2,65,17,0.7929999999999999,20,70.4,11
0.28,4,43.1,-36,胜,客,3,3,65,17,0.7929999999999999,20,70.4,11
0.232,7,46.1,-44,胜,客,1,10,65,17,0.7929999999999999,20,70.4,11
0.232,7,46.1,-44,胜,主,4,11,65,17,0.7929999999999999,20,70.4,11
0.232,7,46.1,-44,胜,客,2,1,65,17,0.7929999999999999,20,70.4,11
0.232,7,46.1,-44,胜,主,2,4,65,17,0.7929999999999999,20,70.4,11
0.207,0,41.5,-48,胜,主,2,11,65,17,0.7929999999999999,20,70.4,11
0.207,0,41.5,-48,负,客,2,12,65,17,0.7929999999999999,20,70.4,11
0.207,0,41.5,-48,胜,主,2,12,65,17,0.7929999999999999,20,70.4,11
0.207,0,41.5,-48,胜,客,2,4,65,17,0.7929999999999999,20,70.4,11
0.7440000000000001,6,61.6,40,负,主,3,12,57,25,0.695,20,70.4,11
0.7440000000000001,6,61.6,40,负,客,3,1,57,25,0.695,20,70.4,11
0.72,8,57.7,36,胜,主,3,1,57,25,0.695,20,70.4,11
0.72,8,57.7,36,负,客,2,3,57,25,0.695,20,70.4,11
0.6459999999999999,5,46.3,24,胜,主,2,11,57,25,0.695,20,70.4,11
0.6459999999999999,5,46.3,24,负,客,2,3,57,25,0.695,20,70.4,11
0.61,14,57.5,18,胜,客,2,1,57,25,0.695,20,70.4,11
0.61,14,57.5,18,负,主,2,2,57,25,0.695,20,70.4,11
0.573,8,59.2,12,胜,主,3,12,57,25,0.695,20,70.4,11
0.573,8,59.2,12,负,客,2,3,57,25,0.695,20,70.4,11
0.561,6,49.9,10,胜,客,1,12,57,25,0.695,20,70.4,11
0.561,6,49.9,10,胜,主,2,1,57,25,0.695,20,70.4,11
0.537,18,54.8,6,胜,主,2,11,57,25,0.695,20,70.4,11
0.537,18,54.8,6,胜,主,2,12,57,25,0.695,20,70.4,11
0.537,18,54.8,6,负,客,2,3,57,25,0.695,20,70.4,11
0.5,4,53.3,0,胜,主,2,11,57,25,0.695,20,70.4,11
0.5,4,53.3,0,胜,客,3,12,57,25,0.695,20,70.4,11
0.488,0,35.1,-2,负,客,2,1,57,25,0.695,20,70.4,11
0.488,0,35.1,-2,胜,主,2,3,57,25,0.695,20,70.4,11
0.39,3,48.1,-18,胜,客,1,1,57,25,0.695,20,70.4,11
0.39,3,48.1,-18,胜,主,2,3,57,25,0.695,20,70.4,11
0.354,8,55.5,-24,胜,主,2,11,57,25,0.695,20,70.4,11
0.354,8,55.5,-24,胜,客,1,1,57,25,0.695,20,70.4,11
0.329,0,34.8,-28,胜,主,2,11,57,25,0.695,20,70.4,11
0.329,0,34.8,-28,胜,客,1,12,57,25,0.695,20,70.4,11
0.329,4,42.8,-28,胜,客,2,1,57,25,0.695,20,70.4,11
0.329,4,42.8,-28,胜,主,2,2,57,25,0.695,20,70.4,11
0.317,11,52.5,-30,胜,客,2,1,57,25,0.695,20,70.4,11
0.317,11,52.5,-30,胜,主,2,3,57,25,0.695,20,70.4,11
0.146,4,45.4,-58,胜,主,1,11,57,25,0.695,20,70.4,11
0.146,4,45.4,-58,胜,客,3,12,57,25,0.695,20,70.4,11
0.659,3,46.6,26,胜,主,4,11,57,25,0.695,20,70.4,11
0.659,3,46.6,26,胜,主,2,12,57,25,0.695,20,70.4,11
0.659,3,46.6,26,负,客,2,12,57,25,0.695,20,70.4,11
0.659,3,46.6,26,胜,客,3,3,57,25,0.695,20,70.4,11
0.6459999999999999,22,58.8,24,负,客,1,11,57,25,0.695,20,70.4,11
0.6459999999999999,22,58.8,24,负,主,2,2,57,25,0.695,20,70.4,11
0.6459999999999999,22,58.8,24,胜,主,2,2,57,25,0.695,20,70.4,11
0.6459999999999999,22,58.8,24,负,客,4,4,57,25,0.695,20,70.4,11
0.6459999999999999,20,60.3,24,胜,主,3,12,57,25,0.695,20,70.4,11
0.6459999999999999,20,60.3,24,负,客,1,12,57,25,0.695,20,70.4,11
0.6459999999999999,20,60.3,24,胜,客,2,2,57,25,0.695,20,70.4,11
0.6459999999999999,20,60.3,24,胜,主,2,4,57,25,0.695,20,70.4,11
0.61,7,52.6,18,负,客,2,1,57,25,0.695,20,70.4,11
0.61,7,52.6,18,胜,客,1,2,57,25,0.695,20,70.4,11
0.61,7,52.6,18,负,主,2,4,57,25,0.695,20,70.4,11
0.61,21,68.5,18,负,客,2,1,57,25,0.695,20,70.4,11
0.61,21,68.5,18,胜,主,2,2,57,25,0.695,20,70.4,11
0.61,21,68.5,18,胜,客,3,3,57,25,0.695,20,70.4,11
0.61,21,68.5,18,负,主,2,4,57,25,0.695,20,70.4,11
0.61,7,59.1,18,胜,客,2,11,57,25,0.695,20,70.4,11
0.61,7,59.1,18,胜,主,3,11,57,25,0.695,20,70.4,11
0.61,7,59.1,18,胜,主,2,12,57,25,0.695,20,70.4,11
0.61,7,59.1,18,负,客,2,3,57,25,0.695,20,70.4,11
0.512,16,58.2,2,胜,客,1,11,57,25,0.695,20,70.4,11
0.512,16,58.2,2,负,主,2,11,57,25,0.695,20,70.4,11
0.512,16,58.2,2,胜,主,2,1,57,25,0.695,20,70.4,11
0.512,16,58.2,2,胜,客,1,3,57,25,0.695,20,70.4,11
0.488,4,49.1,-2,胜,主,2,11,57,25,0.695,20,70.4,11
0.488,4,49.1,-2,负,客,1,2,57,25,0.695,20,70.4,11
0.488,4,49.1,-2,胜,客,5,2,57,25,0.695,20,70.4,11
0.354,7,46.1,-24,胜,主,196,10,57,25,0.695,20,70.4,11
0.354,7,46.1,-24,负,客,1,1,57,25,0.695,20,70.4,11
0.354,7,46.1,-24,胜,主,2,1,57,25,0.695,20,70.4,11
0.354,7,46.1,-24,负,客,1,4,57,25,0.695,20,70.4,11
0.317,18,55.7,-30,胜,客,4,11,57,25,0.695,20,70.4,11
