rival_rates,rival_coach_times,rival_coach_rates,rival_wl,rst,host_guest,days,game_month,wins,loss,win_rates,coach_off_times,coach_wins_rate,coach_champions
0.317,18,55.7,-30,胜,主,1,12,57,25,0.695,20,70.4,11
0.317,18,55.7,-30,胜,主,6,2,57,25,0.695,20,70.4,11
0.317,18,55.7,-30,胜,客,3,3,57,25,0.695,20,70.4,11
0.305,4,53.3,-32,胜,客,1,12,57,25,0.695,20,70.4,11
0.305,4,53.3,-32,胜,主,3,1,57,25,0.695,20,70.4,11
0.305,4,53.3,-32,胜,客,1,3,57,25,0.695,20,70.4,11
0.305,4,53.3,-32,胜,主,2,4,57,25,0.695,20,70.4,11
0.183,1,28.4,-52,胜,主,2,12,57,25,0.695,20,70.4,11
0.183,1,28.4,-52,胜,主,3,3,57,25,0.695,20,70.4,11
0.183,1,28.4,-52,胜,客,1,4,57,25,0.695,20,70.4,11
0.7559999999999999,6,58.2,42,胜,主,2,11,57,25,0.695,20,70.4,11
0.7559999999999999,6,58.2,42,负,客,2,12,57,25,0.695,20,70.4,11
0.7070000000000001,8,59.2,34,负,主,4,12,57,25,0.695,20,70.4,11
0.7070000000000001,8,59.2,34,负,客,2,3,57,25,0.695,20,70.4,11
0.6829999999999999,14,57.5,30,负,主,2,1,57,25,0.695,20,70.4,11
0.6829999999999999,14,57.5,30,胜,客,3,2,57,25,0.695,20,70.4,11
0.634,8,57.7,22,负,客,2,2,57,25,0.695,20,70.4,11
0.634,8,57.7,22,胜,主,2,3,57,25,0.695,20,70.4,11
0.537,3,43.6,6,胜,主,6,2,57,25,0.695,20,70.4,11
0.537,3,43.6,6,胜,客,2,3,57,25,0.695,20,70.4,11
0.512,8,55.5,2,胜,主,2,1,57,25,0.695,20,70.4,11
0.512,8,55.5,2,胜,客,1,2,57,25,0.695,20,70.4,11
0.5,7,52.1,0,胜,客,2,12,57,25,0.695,20,70.4,11
0.5,7,52.1,0,胜,主,2,12,57,25,0.695,20,70.4,11
0.451,3,48.1,-8,负,主,2,11,57,25,0.695,20,70.4,11
0.451,3,48.1,-8,胜,客,1,12,57,25,0.695,20,70.4,11
0.4270000000000001,6,49.9,-12,胜,客,2,11,57,25,0.695,20,70.4,11
0.4270000000000001,6,49.9,-12,负,主,2,12,57,25,0.695,20,70.4,11
0.415,18,54.8,-14,胜,客,1,12,57,25,0.695,20,70.4,11
0.415,18,54.8,-14,胜,主,2,1,57,25,0.695,20,70.4,11
0.415,18,54.8,-14,胜,客,2,2,57,25,0.695,20,70.4,11
0.415,18,54.8,-14,胜,主,2,3,57,25,0.695,20,70.4,11
0.366,0,34.8,-22,胜,客,1,11,57,25,0.695,20,70.4,11
0.366,0,34.8,-22,胜,主,2,1,57,25,0.695,20,70.4,11
0.293,4,57.7,-34,胜,客,2,12,57,25,0.695,20,70.4,11
0.293,4,57.7,-34,胜,主,2,1,57,25,0.695,20,70.4,11
0.28,11,52.5,-36,胜,主,4,12,57,25,0.695,20,70.4,11
0.28,11,52.5,-36,胜,客,2,12,57,25,0.695,20,70.4,11
0.268,0,35.1,-38,胜,主,2,11,57,25,0.695,20,70.4,11
0.268,0,35.1,-38,胜,客,2,12,57,25,0.695,20,70.4,11
0.232,4,41.2,-44,胜,主,2,1,57,25,0.695,20,70.4,11
0.232,4,41.2,-44,负,客,2,2,57,25,0.695,20,70.4,11
0.7440000000000001,21,68.5,40,负,客,3,12,57,25,0.695,20,70.4,11
0.7440000000000001,21,68.5,40,负,主,2,2,57,25,0.695,20,70.4,11
0.7440000000000001,21,68.5,40,胜,客,2,3,57,25,0.695,20,70.4,11
0.7440000000000001,21,68.5,40,胜,主,2,4,57,25,0.695,20,70.4,11
0.6709999999999999,7,59.1,28,胜,主,1,1,57,25,0.695,20,70.4,11
0.6709999999999999,7,59.1,28,胜,客,2,2,57,25,0.695,20,70.4,11
0.6709999999999999,7,59.1,28,负,主,2,4,57,25,0.695,20,70.4,11
0.61,22,58.8,18,负,客,2,11,57,25,0.695,20,70.4,11
0.61,22,58.8,18,胜,客,2,1,57,25,0.695,20,70.4,11
0.61,22,58.8,18,负,主,2,4,57,25,0.695,20,70.4,11
0.585,7,52.6,14,胜,主,2,11,57,25,0.695,20,70.4,11
0.585,7,52.6,14,胜,客,1,2,57,25,0.695,20,70.4,11
0.585,7,52.6,14,胜,主,2,3,57,25,0.695,20,70.4,11
0.585,7,52.6,14,负,客,2,4,57,25,0.695,20,70.4,11
0.561,4,49.1,10,胜,主,2,11,57,25,0.695,20,70.4,11
0.561,4,49.1,10,负,客,2,11,57,25,0.695,20,70.4,11
0.561,4,49.1,10,负,主,2,1,57,25,0.695,20,70.4,11
0.561,4,49.1,10,胜,客,2,2,57,25,0.695,20,70.4,11
0.524,16,58.2,4,胜,主,195,10,57,25,0.695,20,70.4,11
0.524,16,58.2,4,负,客,1,12,57,25,0.695,20,70.4,11
0.524,16,58.2,4,胜,主,2,2,57,25,0.695,20,70.4,11
0.488,3,46.6,-2,胜,客,3,10,57,25,0.695,20,70.4,11
0.488,3,46.6,-2,负,主,3,11,57,25,0.695,20,70.4,11
0.488,3,46.6,-2,胜,客,1,1,57,25,0.695,20,70.4,11
0.488,3,46.6,-2,胜,主,2,3,57,25,0.695,20,70.4,11
0.476,20,60.3,-4,负,客,3,11,57,25,0.695,20,70.4,11
0.476,20,60.3,-4,胜,主,4,1,57,25,0.695,20,70.4,11
0.476,20,60.3,-4,胜,客,1,4,57,25,0.695,20,70.4,11
0.476,20,60.3,-4,负,主,2,4,57,25,0.695,20,70.4,11
0.439,0,35.4,-10,胜,主,2,10,57,25,0.695,20,70.4,11
0.439,0,35.4,-10,胜,主,2,11,57,25,0.695,20,70.4,11
0.439,0,35.4,-10,胜,客,1,1,57,25,0.695,20,70.4,11
0.439,0,35.4,-10,负,客,1,4,57,25,0.695,20,70.4,11
0.39,4,53.3,-18,胜,客,1,12,57,25,0.695,20,70.4,11
0.39,4,53.3,-18,负,客,2,1,57,25,0.695,20,70.4,11
0.39,4,53.3,-18,胜,主,2,2,57,25,0.695,20,70.4,11
0.39,4,53.3,-18,胜,主,3,3,57,25,0.695,20,70.4,11
0.293,4,53.3,-34,胜,客,1,11,57,25,0.695,20,70.4,11
0.293,4,53.3,-34,胜,主,2,12,57,25,0.695,20,70.4,11
0.293,4,53.3,-34,负,主,3,1,57,25,0.695,20,70.4,11
0.293,4,53.3,-34,胜,客,1,4,57,25,0.695,20,70.4,11
0.207,1,28.4,-48,胜,主,2,11,57,25,0.695,20,70.4,11
0.207,1,28.4,-48,胜,客,2,11,57,25,0.695,20,70.4,11
0.207,1,28.4,-48,胜,客,2,3,57,25,0.695,20,70.4,11
0.207,1,28.4,-48,胜,主,4,3,57,25,0.695,20,70.4,11
0.758,6,58.2,34,负,主,256,12,41,25,0.621,6,61.6,0
0.6970000000000001,8,59.2,26,负,客,3,1,41,25,0.621,6,61.6,0
0.6970000000000001,8,59.2,26,胜,主,2,3,41,25,0.621,6,61.6,0
0.636,5,51.1,18,负,主,2,1,41,25,0.621,6,61.6,0
0.591,14,57.5,12,胜,客,3,2,41,25,0.621,6,61.6,0
0.591,14,57.5,12,胜,主,2,3,41,25,0.621,6,61.6,0
0.606,3,43.6,14,胜,主,2,2,41,25,0.621,6,61.6,0
0.561,8,57.7,8,负,客,1,1,41,25,0.621,6,61.6,0
0.545,8,55.5,6,胜,主,2,12,41,25,0.621,6,61.6,0
0.545,8,55.5,6,负,客,1,2,41,25,0.621,6,61.6,0
0.53,7,52.1,4,负,客,2,2,41,25,0.621,6,61.6,0
0.47,6,49.9,-4,负,客,3,1,41,25,0.621,6,61.6,0
0.379,4,45.4,-16,负,客,2,3,41,25,0.621,6,61.6,0
0.348,5,54.5,-20,胜,客,2,2,41,25,0.621,6,61.6,0
0.333,4,57.7,-22,胜,主,2,4,41,25,0.621,6,61.6,0
0.318,4,41.2,-24,胜,主,2,1,41,25,0.621,6,61.6,0
0.303,11,52.5,-26,负,客,1,3,41,25,0.621,6,61.6,0
0.106,4,44.2,-52,胜,客,1,3,41,25,0.621,6,61.6,0
0.106,4,44.2,-52,胜,主,2,3,41,25,0.621,6,61.6,0
0.106,4,44.2,-52,胜,客,2,4,41,25,0.621,6,61.6,0
0.758,21,68.5,34,胜,客,2,4,41,25,0.621,6,61.6,0
0.758,21,68.5,34,负,主,2,4,41,25,0.621,6,61.6,0
0.758,21,68.5,34,负,客,2,4,41,25,0.621,6,61.6,0
0.7120000000000001,7,59.1,28,负,客,1,2,41,25,0.621,6,61.6,0
0.7120000000000001,7,59.1,28,负,主,2,3,41,25,0.621,6,61.6,0
0.7120000000000001,7,59.1,28,胜,主,2,4,41,25,0.621,6,61.6,0
0.621,4,49.1,16,胜,主,2,1,41,25,0.621,6,61.6,0
0.621,4,49.1,16,胜,客,2,3,41,25,0.621,6,61.6,0
0.621,4,49.1,16,负,主,2,3,41,25,0.621,6,61.6,0
0.606,4,53.3,14,负,客,1,1,41,25,0.621,6,61.6,0
0.606,4,53.3,14,胜,主,3,1,41,25,0.621,6,61.6,0
0.606,4,53.3,14,胜,客,1,4,41,25,0.621,6,61.6,0
0.5760000000000001,22,58.8,10,胜,主,2,12,41,25,0.621,6,61.6,0
0.5760000000000001,22,58.8,10,负,客,1,1,41,25,0.621,6,61.6,0
0.5760000000000001,22,58.8,10,胜,客,3,2,41,25,0.621,6,61.6,0
0.5760000000000001,22,58.8,10,胜,主,2,4,41,25,0.621,6,61.6,0
0.545,1,41.6,6,胜,主,1,12,41,25,0.621,6,61.6,0
0.545,1,41.6,6,胜,客,1,1,41,25,0.621,6,61.6,0
0.545,1,41.6,6,负,客,1,2,41,25,0.621,6,61.6,0
0.545,1,41.6,6,负,主,2,3,41,25,0.621,6,61.6,0
0.515,3,55.6,2,胜,主,2,1,41,25,0.621,6,61.6,0
0.515,3,55.6,2,负,客,2,3,41,25,0.621,6,61.6,0
0.515,3,55.6,2,负,主,2,4,41,25,0.621,6,61.6,0
0.5,3,46.6,0,胜,主,2,1,41,25,0.621,6,61.6,0
0.5,3,46.6,0,胜,主,3,2,41,25,0.621,6,61.6,0
0.5,3,46.6,0,负,客,2,2,41,25,0.621,6,61.6,0
0.5,3,46.6,0,负,客,1,4,41,25,0.621,6,61.6,0
0.424,7,52.6,-10,负,客,2,1,41,25,0.621,6,61.6,0
0.424,7,52.6,-10,胜,主,1,2,41,25,0.621,6,61.6,0
0.424,7,52.6,-10,胜,主,2,3,41,25,0.621,6,61.6,0
0.394,16,58.2,-14,胜,客,1,1,41,25,0.621,6,61.6,0
0.394,16,58.2,-14,胜,主,6,2,41,25,0.621,6,61.6,0
0.394,16,58.2,-14,胜,客,2,3,41,25,0.621,6,61.6,0
0.394,16,58.2,-14,胜,主,2,3,41,25,0.621,6,61.6,0
0.348,2,52.6,-20,胜,主,1,1,41,25,0.621,6,61.6,0
0.348,2,52.6,-20,胜,客,2,3,41,25,0.621,6,61.6,0
0.348,2,52.6,-20,胜,主,1,4,41,25,0.621,6,61.6,0
0.348,2,52.6,-20,胜,客,1,4,41,25,0.621,6,61.6,0
0.333,4,53.3,-22,负,客,1,12,41,25,0.621,6,61.6,0
0.333,4,53.3,-22,胜,主,2,3,41,25,0.621,6,61.6,0
0.333,4,53.3,-22,负,客,4,4,41,25,0.621,6,61.6,0
0.805,8,59.2,50,负,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.805,8,59.2,50,负,客,2,2,45,37,0.5489999999999999,6,61.6,0
0.659,5,46.3,26,负,客,2,12,45,37,0.5489999999999999,6,61.6,0
0.659,5,46.3,26,胜,主,3,12,45,37,0.5489999999999999,6,61.6,0
0.605,5,51.1,17,负,主,3,11,45,37,0.5489999999999999,6,61.6,0
0.605,5,51.1,17,胜,客,2,3,45,37,0.5489999999999999,6,61.6,0
0.598,4,57.7,16,胜,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.598,4,57.7,16,胜,客,2,2,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,6,58.2,8,负,客,1,1,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,6,58.2,8,胜,主,2,3,45,37,0.5489999999999999,6,61.6,0
0.537,3,43.6,6,胜,主,3,3,45,37,0.5489999999999999,6,61.6,0
0.537,3,43.6,6,负,客,1,3,45,37,0.5489999999999999,6,61.6,0
0.506,14,57.5,1,负,客,2,2,45,37,0.5489999999999999,6,61.6,0
0.506,14,57.5,1,胜,主,6,2,45,37,0.5489999999999999,6,61.6,0
0.463,6,49.9,-6,胜,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.463,6,49.9,-6,负,客,1,3,45,37,0.5489999999999999,6,61.6,0
0.415,7,52.1,-14,胜,客,2,12,45,37,0.5489999999999999,6,61.6,0
0.415,7,52.1,-14,负,主,4,1,45,37,0.5489999999999999,6,61.6,0
0.415,5,54.5,-14,负,客,3,1,45,37,0.5489999999999999,6,61.6,0
0.415,5,54.5,-14,胜,主,2,3,45,37,0.5489999999999999,6,61.6,0
0.354,4,45.4,-24,胜,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.354,4,45.4,-24,胜,客,2,2,45,37,0.5489999999999999,6,61.6,0
0.354,2,40.6,-24,胜,客,1,12,45,37,0.5489999999999999,6,61.6,0
0.354,2,40.6,-24,负,主,4,3,45,37,0.5489999999999999,6,61.6,0
0.293,4,41.2,-34,负,客,2,12,45,37,0.5489999999999999,6,61.6,0
0.293,4,41.2,-34,胜,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.256,0,25.6,-40,胜,客,1,12,45,37,0.5489999999999999,6,61.6,0
0.256,0,25.6,-40,胜,主,2,12,45,37,0.5489999999999999,6,61.6,0
0.256,0,25.6,-40,胜,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.256,0,25.6,-40,胜,客,1,3,45,37,0.5489999999999999,6,61.6,0
0.256,0,25.6,-40,胜,主,2,4,45,37,0.5489999999999999,6,61.6,0
0.244,0,26.9,-42,负,主,2,12,45,37,0.5489999999999999,6,61.6,0
0.244,0,26.9,-42,胜,客,2,3,45,37,0.5489999999999999,6,61.6,0
0.732,7,59.1,38,负,客,2,12,45,37,0.5489999999999999,6,61.6,0
0.732,7,59.1,38,负,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.732,7,59.1,38,胜,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.732,7,59.1,38,负,客,2,3,45,37,0.5489999999999999,6,61.6,0
0.7070000000000001,21,68.5,34,负,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.7070000000000001,21,68.5,34,负,客,1,1,45,37,0.5489999999999999,6,61.6,0
0.7070000000000001,21,68.5,34,胜,主,2,4,45,37,0.5489999999999999,6,61.6,0
0.695,22,58.8,32,胜,主,3,11,45,37,0.5489999999999999,6,61.6,0
0.695,22,58.8,32,负,客,1,12,45,37,0.5489999999999999,6,61.6,0
0.695,22,58.8,32,负,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.695,22,58.8,32,负,客,1,2,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,53.3,30,负,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,53.3,30,负,客,3,1,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,53.3,30,负,主,2,2,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,53.3,30,负,客,2,4,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,49.1,30,负,客,2,11,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,49.1,30,负,客,2,1,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,4,49.1,30,胜,主,3,4,45,37,0.5489999999999999,6,61.6,0
0.573,2,52.6,12,胜,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.573,2,52.6,12,胜,客,4,12,45,37,0.5489999999999999,6,61.6,0
0.573,2,52.6,12,负,客,3,3,45,37,0.5489999999999999,6,61.6,0
0.573,2,52.6,12,胜,主,2,4,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,3,55.6,8,胜,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,3,55.6,8,负,客,2,12,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,3,55.6,8,负,客,2,1,45,37,0.5489999999999999,6,61.6,0
0.5489999999999999,3,55.6,8,胜,主,3,4,45,37,0.5489999999999999,6,61.6,0
0.524,1,41.6,4,负,客,3,11,45,37,0.5489999999999999,6,61.6,0
0.524,1,41.6,4,负,主,2,12,45,37,0.5489999999999999,6,61.6,0
0.524,1,41.6,4,胜,主,2,1,45,37,0.5489999999999999,6,61.6,0
0.402,6,50.8,-16,负,客,1,10,45,37,0.5489999999999999,6,61.6,0
0.402,6,50.8,-16,胜,主,2,12,45,37,0.5489999999999999,6,61.6,0
0.402,6,50.8,-16,胜,主,2,2,45,37,0.5489999999999999,6,61.6,0
0.402,6,50.8,-16,胜,客,1,4,45,37,0.5489999999999999,6,61.6,0
0.378,16,58.2,-20,胜,客,2,2,45,37,0.5489999999999999,6,61.6,0
0.378,16,58.2,-20,胜,主,3,2,45,37,0.5489999999999999,6,61.6,0
0.378,16,58.2,-20,胜,客,2,3,45,37,0.5489999999999999,6,61.6,0
0.341,0,35.4,-26,胜,主,2,11,45,37,0.5489999999999999,6,61.6,0
0.341,0,35.4,-26,负,客,1,11,45,37,0.5489999999999999,6,61.6,0
0.341,0,35.4,-26,胜,主,2,3,45,37,0.5489999999999999,6,61.6,0
0.341,0,35.4,-26,胜,客,2,3,45,37,0.5489999999999999,6,61.6,0
0.305,3,46.6,-32,胜,主,3,11,45,37,0.5489999999999999,6,61.6,0
0.305,3,46.6,-32,负,客,1,1,45,37,0.5489999999999999,6,61.6,0
0.305,3,46.6,-32,胜,主,2,2,45,37,0.5489999999999999,6,61.6,0
0.305,3,46.6,-32,负,客,1,3,45,37,0.5489999999999999,6,61.6,0
0.6829999999999999,5,51.1,30,负,主,2,1,27,55,0.32899999999999996,8,55.5,0
0.6829999999999999,5,51.1,30,负,客,2,2,27,55,0.32899999999999996,8,55.5,0
0.659,8,59.2,26,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.659,8,59.2,26,负,客,3,1,27,55,0.32899999999999996,8,55.5,0
0.585,5,54.5,14,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.585,5,54.5,14,胜,客,2,1,27,55,0.32899999999999996,8,55.5,0
0.585,6,58.2,14,负,客,1,1,27,55,0.32899999999999996,8,55.5,0
0.585,6,58.2,14,负,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.537,2,40.6,6,负,客,2,11,27,55,0.32899999999999996,8,55.5,0
0.537,2,40.6,6,负,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.537,3,49.1,6,胜,客,1,11,27,55,0.32899999999999996,8,55.5,0
0.537,3,49.1,6,负,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.524,2,47.5,4,负,客,1,11,27,55,0.32899999999999996,8,55.5,0
0.524,2,47.5,4,胜,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.463,4,55.3,-6,胜,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.463,4,55.3,-6,负,客,2,12,27,55,0.32899999999999996,8,55.5,0
0.451,5,46.3,-8,负,客,2,1,27,55,0.32899999999999996,8,55.5,0
0.451,5,46.3,-8,胜,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.402,6,61.6,-16,负,主,4,1,27,55,0.32899999999999996,8,55.5,0
0.402,6,61.6,-16,胜,客,1,2,27,55,0.32899999999999996,8,55.5,0
0.354,3,48.0,-24,胜,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.354,3,48.0,-24,胜,客,2,11,27,55,0.32899999999999996,8,55.5,0
0.305,4,55.0,-32,胜,客,2,1,27,55,0.32899999999999996,8,55.5,0
0.305,4,55.0,-32,胜,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.28,0,26.9,-36,负,客,1,1,27,55,0.32899999999999996,8,55.5,0
0.28,0,26.9,-36,胜,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.232,1,35.7,-44,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.232,1,35.7,-44,胜,客,2,2,27,55,0.32899999999999996,8,55.5,0
0.183,3,43.6,-52,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.183,3,43.6,-52,负,客,2,3,27,55,0.32899999999999996,8,55.5,0
0.7559999999999999,21,68.5,42,负,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.7559999999999999,21,68.5,42,负,客,1,3,27,55,0.32899999999999996,8,55.5,0
0.7559999999999999,21,68.5,42,负,主,5,3,27,55,0.32899999999999996,8,55.5,0
0.7559999999999999,21,68.5,42,胜,客,2,4,27,55,0.32899999999999996,8,55.5,0
0.72,7,59.1,36,负,客,3,12,27,55,0.32899999999999996,8,55.5,0
0.72,7,59.1,36,负,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.72,7,59.1,36,胜,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.72,7,59.1,36,负,客,4,3,27,55,0.32899999999999996,8,55.5,0
0.695,14,57.5,32,胜,主,195,10,27,55,0.32899999999999996,8,55.5,0
0.695,14,57.5,32,负,客,2,1,27,55,0.32899999999999996,8,55.5,0
0.695,14,57.5,32,负,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.695,14,57.5,32,负,客,2,4,27,55,0.32899999999999996,8,55.5,0
0.659,3,55.6,26,胜,客,2,11,27,55,0.32899999999999996,8,55.5,0
0.659,3,55.6,26,负,客,1,1,27,55,0.32899999999999996,8,55.5,0
0.659,3,55.6,26,负,主,6,2,27,55,0.32899999999999996,8,55.5,0
0.659,3,55.6,26,负,主,2,4,27,55,0.32899999999999996,8,55.5,0
0.659,6,50.8,26,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.659,6,50.8,26,胜,客,3,3,27,55,0.32899999999999996,8,55.5,0
0.659,6,50.8,26,负,主,2,4,27,55,0.32899999999999996,8,55.5,0
0.622,2,52.6,20,负,客,1,10,27,55,0.32899999999999996,8,55.5,0
0.622,2,52.6,20,胜,主,5,11,27,55,0.32899999999999996,8,55.5,0
0.622,2,52.6,20,负,客,1,12,27,55,0.32899999999999996,8,55.5,0
0.622,2,52.6,20,负,主,3,4,27,55,0.32899999999999996,8,55.5,0
0.61,3,50.0,18,负,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.61,3,50.0,18,胜,客,1,12,27,55,0.32899999999999996,8,55.5,0
0.61,3,50.0,18,负,客,1,2,27,55,0.32899999999999996,8,55.5,0
0.61,3,50.0,18,负,主,2,4,27,55,0.32899999999999996,8,55.5,0
0.585,0,42.7,14,负,主,2,12,27,55,0.32899999999999996,8,55.5,0
0.585,0,42.7,14,负,客,2,12,27,55,0.32899999999999996,8,55.5,0
0.585,0,42.7,14,负,客,1,1,27,55,0.32899999999999996,8,55.5,0
0.585,0,42.7,14,胜,主,2,3,27,55,0.32899999999999996,8,55.5,0
0.488,16,58.2,-2,负,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.488,16,58.2,-2,胜,主,3,12,27,55,0.32899999999999996,8,55.5,0
0.488,16,58.2,-2,负,客,4,2,27,55,0.32899999999999996,8,55.5,0
0.488,16,58.2,-2,负,客,1,3,27,55,0.32899999999999996,8,55.5,0
0.439,0,39.7,-10,负,客,1,11,27,55,0.32899999999999996,8,55.5,0
0.439,0,39.7,-10,负,主,2,1,27,55,0.32899999999999996,8,55.5,0
0.439,0,39.7,-10,负,客,1,3,27,55,0.32899999999999996,8,55.5,0
0.415,2,43.9,-14,负,主,1,3,27,55,0.32899999999999996,8,55.5,0
0.341,0,48.6,-26,胜,主,2,11,27,55,0.32899999999999996,8,55.5,0
0.341,0,48.6,-26,胜,客,5,12,27,55,0.32899999999999996,8,55.5,0
0.341,0,48.6,-26,胜,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.341,0,48.6,-26,负,客,1,4,27,55,0.32899999999999996,8,55.5,0
0.305,1,41.6,-32,负,客,2,12,27,55,0.32899999999999996,8,55.5,0
0.305,1,41.6,-32,胜,主,3,1,27,55,0.32899999999999996,8,55.5,0
0.305,1,41.6,-32,负,主,2,2,27,55,0.32899999999999996,8,55.5,0
0.305,1,41.6,-32,胜,客,1,4,27,55,0.32899999999999996,8,55.5,0
0.732,4,55.3,38,胜,客,2,11,21,61,0.256,4,41.2,0
0.732,4,55.3,38,负,主,3,3,21,61,0.256,4,41.2,0
0.6459999999999999,1,67.5,24,负,主,2,1,21,61,0.256,4,41.2,0
0.6459999999999999,1,67.5,24,负,客,2,2,21,61,0.256,4,41.2,0
0.61,6,58.2,18,负,客,2,12,21,61,0.256,4,41.2,0
0.61,6,58.2,18,胜,主,2,1,21,61,0.256,4,41.2,0
0.598,5,54.5,16,胜,主,2,11,21,61,0.256,4,41.2,0
0.598,5,54.5,16,负,客,2,3,21,61,0.256,4,41.2,0
0.561,2,40.6,10,负,客,1,12,21,61,0.256,4,41.2,0
0.561,2,40.6,10,负,主,2,1,21,61,0.256,4,41.2,0
0.5,3,49.1,0,负,客,3,2,21,61,0.256,4,41.2,0
0.5,3,49.1,0,胜,主,2,2,21,61,0.256,4,41.2,0
0.488,4,55.0,-2,负,客,2,12,21,61,0.256,4,41.2,0
0.488,4,55.0,-2,胜,主,2,2,21,61,0.256,4,41.2,0
0.463,4,49.1,-6,负,主,9,2,21,61,0.256,4,41.2,0
0.463,4,49.1,-6,负,客,2,3,21,61,0.256,4,41.2,0
0.463,5,51.1,-6,负,客,1,12,21,61,0.256,4,41.2,0
0.463,5,51.1,-6,胜,主,2,1,21,61,0.256,4,41.2,0
0.451,8,59.2,-8,负,主,2,1,21,61,0.256,4,41.2,0
0.451,8,59.2,-8,负,客,1,3,21,61,0.256,4,41.2,0
0.402,2,47.5,-16,胜,主,5,11,21,61,0.256,4,41.2,0
0.402,2,47.5,-16,负,客,2,3,21,61,0.256,4,41.2,0
0.39,8,57.7,-18,胜,客,2,12,21,61,0.256,4,41.2,0
0.39,8,57.7,-18,胜,主,2,3,21,61,0.256,4,41.2,0
0.305,0,26.9,-32,胜,主,2,1,21,61,0.256,4,41.2,0
0.305,0,26.9,-32,负,客,2,2,21,61,0.256,4,41.2,0
0.22,1,35.7,-46,胜,主,3,3,21,61,0.256,4,41.2,0
0.22,1,35.7,-46,胜,客,1,3,21,61,0.256,4,41.2,0
0.207,0,29.4,-48,负,客,3,2,21,61,0.256,4,41.2,0
0.207,0,29.4,-48,负,主,2,3,21,61,0.256,4,41.2,0
0.8170000000000001,4,78.8,52,负,客,1,11,21,61,0.256,4,41.2,0
0.8170000000000001,4,78.8,52,负,主,2,11,21,61,0.256,4,41.2,0
0.8170000000000001,4,78.8,52,胜,主,2,12,21,61,0.256,4,41.2,0
0.8170000000000001,4,78.8,52,负,客,1,3,21,61,0.256,4,41.2,0
0.6829999999999999,3,55.6,30,负,主,195,10,21,61,0.256,4,41.2,0
0.6829999999999999,3,55.6,30,胜,客,1,11,21,61,0.256,4,41.2,0
0.6829999999999999,3,55.6,30,负,主,2,1,21,61,0.256,4,41.2,0
0.6829999999999999,14,57.5,30,负,主,2,10,21,61,0.256,4,41.2,0
0.6829999999999999,14,57.5,30,负,客,2,1,21,61,0.256,4,41.2,0
0.6829999999999999,14,57.5,30,负,主,2,4,21,61,0.256,4,41.2,0
0.6829999999999999,14,57.5,30,负,客,2,4,21,61,0.256,4,41.2,0
0.622,6,50.8,20,负,客,1,1,21,61,0.256,4,41.2,0
0.622,6,50.8,20,负,主,2,1,21,61,0.256,4,41.2,0
0.622,6,50.8,20,负,客,1,2,21,61,0.256,4,41.2,0
0.622,6,50.8,20,负,主,2,4,21,61,0.256,4,41.2,0
