player_name,season,race_rst,rival,rate_shot,rebounds,assists,steals,caps,scores
勒布朗-詹姆斯,09-10,胜,火箭83-108骑士,60.0%,5,6,3,1,29
勒布朗-詹姆斯,09-10,胜,老鹰84-95骑士,30.0%,8,10,5,1,14
勒布朗-詹姆斯,09-10,胜,老鹰101-106骑士,65.2%,10,6,2,2,48
勒布朗-詹姆斯,09-10,胜,篮网86-94骑士,43.8%,9,7,1,2,28
勒布朗-詹姆斯,09-10,负,山猫91-88骑士,61.9%,7,6,1,1,29
勒布朗-詹姆斯,09-10,胜,奇才98-121骑士,58.3%,7,8,1,2,23
勒布朗-詹姆斯,09-10,负,掘金99-97骑士,42.9%,6,7,1,0,35
勒布朗-詹姆斯,09-10,胜,开拓者94-106骑士,68.4%,10,8,0,1,41
勒布朗-詹姆斯,09-10,胜,勇士114-117骑士,52.2%,8,11,2,4,37
勒布朗-詹姆斯,09-10,负,爵士97-96骑士,60.0%,9,6,5,1,36
勒布朗-詹姆斯,09-10,胜,快船101-102骑士,60.0%,4,4,2,1,32
勒布朗-詹姆斯,09-10,胜,猛龙100-108骑士,44.4%,9,11,3,3,28
勒布朗-詹姆斯,09-10,胜,湖人87-93骑士,52.0%,5,9,2,1,37
勒布朗-詹姆斯,09-10,胜,雷霆99-100骑士,47.4%,9,12,1,1,37
勒布朗-詹姆斯,09-10,胜,热火91-92骑士,39.1%,9,4,1,0,32
勒布朗-詹姆斯,09-10,胜,森林狼95-109骑士,37.5%,6,11,1,1,12
勒布朗-詹姆斯,09-10,胜,步行者73-94骑士,33.3%,9,13,2,4,22
勒布朗-詹姆斯,09-10,胜,快船89-114骑士,50.0%,3,11,1,0,32
勒布朗-詹姆斯,09-10,胜,灰熊89-105骑士,50.0%,6,15,1,1,22
勒布朗-詹姆斯,09-10,胜,热火86-102骑士,56.3%,7,8,2,0,36
勒布朗-詹姆斯,09-10,胜,尼克斯106-113骑士,54.8%,8,8,5,0,47
勒布朗-詹姆斯,09-10,胜,篮网97-104骑士,61.9%,3,11,1,0,32
勒布朗-詹姆斯,09-10,胜,魔术106-115骑士,47.6%,8,13,2,0,32
勒布朗-詹姆斯,09-10,负,掘金118-116骑士,45.5%,13,15,2,4,43
勒布朗-詹姆斯,09-10,负,山猫110-93骑士,42.9%,3,9,4,0,22
勒布朗-詹姆斯,09-10,负,魔术101-95骑士,48.0%,9,6,2,1,33
勒布朗-詹姆斯,09-10,胜,黄蜂95-105骑士,43.8%,5,13,2,0,20
勒布朗-詹姆斯,09-10,胜,凯尔特88-108骑士,47.8%,7,9,0,0,36
勒布朗-詹姆斯,09-10,胜,猛龙118-126骑士,58.8%,6,9,2,0,36
勒布朗-詹姆斯,09-10,胜,尼克斯93-124骑士,52.9%,7,7,2,2,22
勒布朗-詹姆斯,09-10,胜,篮网92-111骑士,55.6%,7,14,3,1,26
勒布朗-詹姆斯,09-10,胜,活塞92-99骑士,59.3%,13,6,3,2,40
勒布朗-詹姆斯,09-10,胜,76人95-100骑士,38.9%,6,10,1,3,23
勒布朗-詹姆斯,09-10,胜,凯尔特93-104骑士,42.9%,8,7,2,3,30
勒布朗-詹姆斯,09-10,胜,活塞101-113骑士,45.5%,12,12,1,1,29
勒布朗-詹姆斯,09-10,胜,步行者94-99骑士,45.8%,9,9,3,2,32
勒布朗-詹姆斯,09-10,胜,公牛85-92骑士,42.9%,11,7,2,2,29
勒布朗-詹姆斯,09-10,胜,活塞79-104骑士,55.6%,3,7,0,1,15
勒布朗-詹姆斯,09-10,胜,黄蜂92-105骑士,68.2%,6,9,1,0,38
勒布朗-詹姆斯,09-10,负,马刺102-97骑士,52.4%,5,10,2,0,27
勒布朗-詹姆斯,09-10,胜,国王90-97骑士,59.1%,7,8,3,0,34
勒布朗-詹姆斯,09-10,胜,雄鹿98-101骑士,41.2%,9,7,1,1,23
勒布朗-詹姆斯,09-10,胜,老鹰88-93骑士,55.0%,13,6,2,0,27
勒布朗-詹姆斯,09-10,负,凯尔特117-113骑士,45.2%,7,9,1,1,42
勒布朗-詹姆斯,09-10,胜,猛龙101-113骑士,38.5%,6,13,0,1,19
勒布朗-詹姆斯,10-11,负,凯尔特88-80热火,47.6%,4,3,1,2,31
勒布朗-詹姆斯,10-11,胜,76人87-97热火,41.7%,6,7,2,1,16
勒布朗-詹姆斯,10-11,胜,魔术70-96热火,46.2%,6,7,0,0,15
勒布朗-詹姆斯,10-11,胜,篮网78-101热火,41.7%,7,7,2,0,20
勒布朗-詹姆斯,10-11,胜,森林狼97-129热火,58.3%,0,12,2,1,20
勒布朗-詹姆斯,10-11,负,黄蜂96-93热火,37.5%,7,10,3,1,20
勒布朗-詹姆斯,10-11,胜,篮网89-101热火,56.3%,3,9,2,0,23
勒布朗-詹姆斯,10-11,负,爵士116-114热火,27.8%,11,14,1,3,20
勒布朗-詹姆斯,10-11,负,凯尔特112-107热火,42.9%,10,9,3,0,35
勒布朗-詹姆斯,10-11,胜,猛龙100-109热火,38.1%,2,11,2,0,23
勒布朗-詹姆斯,10-11,胜,太阳96-123热火,60.0%,8,9,3,0,20
勒布朗-詹姆斯,10-11,胜,山猫87-95热火,48.0%,2,5,2,0,32
勒布朗-詹姆斯,10-11,负,灰熊97-95热火,47.8%,3,11,1,0,29
勒布朗-詹姆斯,10-11,负,步行者93-77热火,42.9%,5,6,1,0,25
勒布朗-詹姆斯,10-11,负,魔术104-95热火,50.0%,6,4,1,0,25
勒布朗-詹姆斯,10-11,胜,76人90-99热火,33.3%,8,6,2,1,20
勒布朗-詹姆斯,10-11,负,小牛106-95热火,26.3%,8,4,1,0,23
勒布朗-詹姆斯,10-11,胜,奇才94-105热火,55.6%,6,5,1,1,30
勒布朗-詹姆斯,10-11,胜,活塞72-97热火,53.3%,6,3,1,0,18
勒布朗-詹姆斯,10-11,胜,骑士90-118热火,60.0%,5,8,1,1,38
勒布朗-詹姆斯,10-11,胜,老鹰77-89热火,45.5%,7,4,1,1,22
勒布朗-詹姆斯,10-11,胜,雄鹿78-88热火,43.8%,6,6,1,1,17
勒布朗-詹姆斯,10-11,胜,爵士98-111热火,60.0%,7,9,0,0,33
勒布朗-詹姆斯,10-11,胜,勇士84-106热火,55.6%,7,9,1,1,25
勒布朗-詹姆斯,10-11,胜,国王83-104热火,52.6%,10,3,2,0,25
勒布朗-詹姆斯,10-11,胜,黄蜂84-96热火,37.5%,4,7,0,0,20
勒布朗-詹姆斯,10-11,胜,骑士95-101热火,33.3%,13,5,1,0,21
勒布朗-詹姆斯,10-11,胜,尼克斯91-113热火,60.9%,11,10,1,0,32
勒布朗-詹姆斯,10-11,胜,奇才94-95热火,47.4%,7,6,1,0,32
勒布朗-詹姆斯,10-11,负,小牛98-96热火,35.3%,10,7,0,0,19
勒布朗-詹姆斯,10-11,胜,太阳83-95热火,59.1%,6,4,3,0,36
勒布朗-詹姆斯,10-11,胜,湖人80-96热火,57.1%,11,10,4,0,27
勒布朗-詹姆斯,10-11,胜,尼克斯98-106热火,47.1%,10,8,0,0,18
勒布朗-詹姆斯,10-11,胜,火箭119-125热火,53.3%,6,9,1,0,20
勒布朗-詹姆斯,10-11,胜,勇士107-114热火,46.7%,7,10,1,1,25
勒布朗-詹姆斯,10-11,胜,山猫82-96热火,57.7%,9,5,1,0,38
勒布朗-詹姆斯,10-11,胜,雄鹿89-101热火,53.3%,6,9,0,2,25
勒布朗-詹姆斯,10-11,胜,雄鹿95-101热火,34.8%,10,5,6,1,26
勒布朗-詹姆斯,10-11,胜,开拓者100-107热火,65.4%,13,6,2,0,44
勒布朗-詹姆斯,10-11,负,快船111-105热火,45.8%,8,6,0,0,27
勒布朗-詹姆斯,10-11,负,老鹰93-89热火,36.7%,10,7,2,0,34
勒布朗-詹姆斯,10-11,胜,猛龙103-120热火,48.3%,11,6,2,1,38
勒布朗-詹姆斯,10-11,负,尼克斯93-88热火,29.2%,11,5,2,2,24
勒布朗-詹姆斯,10-11,胜,活塞87-88热火,60.0%,8,9,1,2,39
勒布朗-詹姆斯,10-11,胜,雷霆103-108热火,50.0%,4,13,4,3,23
勒布朗-詹姆斯,10-11,胜,骑士90-117热火,50.0%,4,8,0,2,24
勒布朗-詹姆斯,10-11,胜,魔术100-104热火,68.0%,11,8,1,1,51
勒布朗-詹姆斯,10-11,胜,山猫97-109热火,53.8%,8,9,0,0,19
勒布朗-詹姆斯,10-11,胜,快船79-97热火,40.0%,6,4,4,0,12
勒布朗-詹姆斯,10-11,胜,步行者112-117热火,65.2%,13,8,3,1,41
勒布朗-詹姆斯,10-11,胜,活塞92-106热火,41.2%,8,10,4,0,16
勒布朗-詹姆斯,10-11,负,凯尔特85-82热火,47.6%,7,7,1,0,22
勒布朗-詹姆斯,10-11,胜,步行者103-110热火,55.0%,6,5,2,2,27
勒布朗-詹姆斯,10-11,胜,猛龙95-103热火,44.4%,13,8,0,0,23
勒布朗-詹姆斯,10-11,胜,国王97-117热火,53.8%,8,3,0,0,31
勒布朗-詹姆斯,10-11,负,公牛93-89热火,57.1%,10,5,2,1,29
勒布朗-詹姆斯,10-11,胜,奇才113-121热火,45.5%,9,7,1,3,25
勒布朗-詹姆斯,10-11,负,尼克斯91-86热火,50.0%,7,5,3,1,27
勒布朗-詹姆斯,10-11,负,魔术99-96热火,68.8%,6,4,0,2,29
勒布朗-詹姆斯,10-11,负,马刺125-95热火,57.9%,8,7,1,0,26
勒布朗-詹姆斯,10-11,负,公牛87-86热火,55.6%,8,6,2,0,26
勒布朗-詹姆斯,10-11,负,开拓者105-96热火,70.0%,11,8,1,0,31
勒布朗-詹姆斯,10-11,胜,湖人88-94热火,41.2%,8,9,1,0,19
勒布朗-詹姆斯,10-11,胜,灰熊85-118热火,62.5%,5,5,1,2,27
勒布朗-詹姆斯,10-11,胜,马刺80-110热火,42.1%,6,8,0,2,21
勒布朗-詹姆斯,10-11,负,雷霆96-85热火,38.1%,8,3,1,1,19
勒布朗-詹姆斯,10-11,胜,老鹰85-106热火,76.2%,2,3,0,0,43
勒布朗-詹姆斯,10-11,胜,掘金98-103热火,60.0%,6,2,2,0,33
勒布朗-詹姆斯,10-11,胜,活塞94-100热火,50.0%,8,7,0,0,19
勒布朗-詹姆斯,10-11,胜,76人99-111热火,64.7%,10,2,3,1,32
勒布朗-詹姆斯,10-11,胜,火箭119-125热火,61.9%,10,7,0,0,33
勒布朗-詹姆斯,10-11,负,骑士102-90热火,47.6%,10,12,0,0,27
勒布朗-詹姆斯,10-11,胜,奇才107-123热火,75.0%,8,8,5,0,35
勒布朗-詹姆斯,10-11,胜,森林狼92-111热火,55.0%,6,10,3,1,27
勒布朗-詹姆斯,10-11,胜,篮网94-108热火,72.2%,11,7,3,0,31
勒布朗-詹姆斯,10-11,负,雄鹿90-85热火,45.5%,2,8,2,2,29
勒布朗-詹姆斯,10-11,胜,山猫103-112热火,56.3%,7,9,2,1,23
勒布朗-詹姆斯,10-11,胜,凯尔特77-100热火,57.9%,5,7,4,1,27
勒布朗-詹姆斯,10-11,胜,老鹰90-98热火,47.6%,10,7,3,0,34
勒布朗-詹姆斯,11-12,胜,小牛94-105热火,57.9%,10,6,2,2,37
勒布朗-詹姆斯,11-12,胜,凯尔特107-115热火,64.3%,6,5,2,1,26
勒布朗-詹姆斯,11-12,胜,山猫95-96热火,56.5%,6,7,3,2,35
勒布朗-詹姆斯,11-12,胜,森林狼101-103热火,61.5%,8,10,4,1,34
勒布朗-詹姆斯,11-12,胜,山猫90-129热火,60.0%,9,5,1,0,16
勒布朗-詹姆斯,11-12,负,老鹰100-92热火,61.1%,7,6,0,0,28
勒布朗-詹姆斯,11-12,胜,步行者83-118热火,57.1%,8,13,2,0,33
勒布朗-詹姆斯,11-12,胜,篮网90-101热火,64.7%,7,9,2,1,32
勒布朗-詹姆斯,11-12,负,勇士111-106热火,52.6%,11,7,2,0,26
勒布朗-詹姆斯,11-12,负,快船95-89热火,36.8%,13,7,2,0,23
勒布朗-詹姆斯,11-12,负,掘金117-104热火,65.0%,5,6,2,1,35
勒布朗-詹姆斯,11-12,胜,马刺98-120热火,57.1%,5,10,0,0,33
勒布朗-詹姆斯,11-12,胜,湖人87-98热火,44.4%,8,8,4,3,31
勒布朗-詹姆斯,11-12,胜,76人92-113热火,70.6%,9,5,4,3,28
勒布朗-詹姆斯,11-12,负,雄鹿91-82热火,44.4%,13,5,1,0,28
勒布朗-詹姆斯,11-12,胜,骑士85-92热火,38.1%,5,5,2,0,18
勒布朗-詹姆斯,11-12,胜,活塞98-101热火,45.0%,6,7,2,0,32
勒布朗-詹姆斯,11-12,胜,尼克斯89-99热火,61.1%,8,7,0,0,31
勒布朗-詹姆斯,11-12,胜,公牛93-97热火,52.2%,11,5,0,1,35
勒布朗-詹姆斯,11-12,胜,黄蜂95-109热火,66.7%,11,8,1,0,22
勒布朗-詹姆斯,11-12,负,雄鹿105-97热火,58.3%,8,5,2,0,40
勒布朗-詹姆斯,11-12,胜,76人79-99热火,50.0%,12,8,0,2,19
勒布朗-詹姆斯,11-12,胜,猛龙89-95热火,58.8%,9,2,1,0,30
勒布朗-詹姆斯,11-12,胜,骑士91-107热火,56.3%,5,6,2,0,24
勒布朗-詹姆斯,11-12,负,魔术102-89热火,33.3%,6,10,3,0,17
勒布朗-詹姆斯,11-12,胜,奇才89-106热火,42.9%,2,9,0,2,18
勒布朗-詹姆斯,11-12,胜,老鹰87-107热火,40.0%,13,6,1,0,23
勒布朗-詹姆斯,11-12,胜,雄鹿96-114热火,76.2%,8,3,1,0,35
勒布朗-詹姆斯,11-12,胜,步行者90-105热火,46.7%,9,7,4,0,23
勒布朗-詹姆斯,11-12,胜,骑士87-111热火,57.9%,5,5,1,1,28
勒布朗-詹姆斯,11-12,胜,魔术78-90热火,64.3%,11,8,2,0,25
勒布朗-詹姆斯,11-12,胜,国王108-120热火,63.6%,4,8,0,2,18
勒布朗-詹姆斯,11-12,胜,尼克斯88-102热火,43.8%,9,8,5,2,20
勒布朗-詹姆斯,11-12,胜,开拓者93-107热火,59.1%,11,6,5,1,38
勒布朗-詹姆斯,11-12,负,爵士99-98热火,66.7%,10,6,0,3,35
勒布朗-詹姆斯,11-12,负,湖人93-83热火,46.2%,13,7,3,2,25
勒布朗-詹姆斯,11-12,胜,篮网78-108热火,81.8%,9,6,0,0,21
勒布朗-詹姆斯,11-12,胜,老鹰86-89热火,60.0%,11,2,1,2,31
勒布朗-詹姆斯,11-12,胜,步行者91-93热火,42.1%,8,4,4,1,27
勒布朗-詹姆斯,11-12,负,魔术104-98热火,35.0%,11,8,1,1,19
勒布朗-詹姆斯,11-12,负,公牛106-102热火,56.0%,5,4,4,0,35
勒布朗-詹姆斯,11-12,胜,76人78-84热火,60.0%,7,8,2,2,29
勒布朗-詹姆斯,11-12,胜,魔术81-91热火,28.6%,12,7,5,0,14
勒布朗-詹姆斯,11-12,胜,太阳95-99热火,44.4%,8,6,2,2,20
勒布朗-詹姆斯,11-12,胜,活塞73-88热火,40.0%,6,10,4,1,17
勒布朗-詹姆斯,11-12,负,雷霆103-87热火,44.4%,3,7,2,0,17
勒布朗-詹姆斯,11-12,负,步行者105-90热火,42.9%,9,2,1,0,24
勒布朗-詹姆斯,11-12,胜,小牛85-106热火,50.0%,9,5,2,0,19
勒布朗-詹姆斯,11-12,胜,猛龙101-113热火,61.1%,4,9,1,0,26
勒布朗-詹姆斯,11-12,负,凯尔特91-72热火,55.0%,4,0,0,1,23
勒布朗-詹姆斯,11-12,胜,76人93-99热火,60.0%,6,4,3,1,41
勒布朗-詹姆斯,11-12,胜,雷霆93-98热火,50.0%,7,10,4,1,34
勒布朗-詹姆斯,11-12,负,灰熊97-82热火,42.1%,6,6,2,0,21
勒布朗-詹姆斯,11-12,胜,活塞75-98热火,54.5%,4,2,0,1,26
勒布朗-詹姆斯,11-12,负,凯尔特115-107热火,47.8%,7,7,1,1,36
勒布朗-詹姆斯,11-12,负,公牛96-86热火,45.8%,6,5,1,1,30
勒布朗-詹姆斯,11-12,胜,山猫82-105热火,43.8%,9,5,2,1,19
勒布朗-詹姆斯,11-12,胜,尼克斯85-93热火,45.8%,10,3,2,0,29
勒布朗-詹姆斯,11-12,胜,篮网98-101热火,57.9%,6,7,2,1,37
勒布朗-詹姆斯,11-12,胜,猛龙72-96热火,80.0%,5,4,2,0,28
勒布朗-詹姆斯,11-12,胜,公牛72-83热火,44.4%,11,6,0,1,27
勒布朗-詹姆斯,11-12,胜,火箭88-97热火,52.4%,8,5,1,2,32
勒布朗-詹姆斯,12-13,胜,凯尔特107-120热火,62.5%,10,3,2,0,26
勒布朗-詹姆斯,12-13,负,尼克斯104-84热火,50.0%,7,5,0,3,23
勒布朗-詹姆斯,12-13,胜,掘金116-119热火,47.1%,9,11,0,2,20
勒布朗-詹姆斯,12-13,胜,太阳99-124热火,58.8%,11,1,0,0,23
勒布朗-詹姆斯,12-13,胜,篮网73-103热火,58.3%,12,8,1,0,20
勒布朗-詹姆斯,12-13,胜,老鹰89-95热火,58.8%,11,9,1,0,21
勒布朗-詹姆斯,12-13,负,灰熊104-86热火,52.6%,10,6,2,1,20
勒布朗-詹姆斯,12-13,胜,火箭110-113热火,53.8%,10,6,0,0,38
勒布朗-詹姆斯,12-13,负,快船107-100热火,52.2%,5,7,1,2,30
勒布朗-詹姆斯,12-13,胜,掘金93-98热火,47.8%,7,12,1,3,27
勒布朗-詹姆斯,12-13,胜,太阳88-97热火,40.0%,7,3,2,0,21
勒布朗-詹姆斯,12-13,胜,雄鹿106-113热火,52.4%,10,8,1,1,28
勒布朗-詹姆斯,12-13,胜,骑士108-110热火,62.5%,6,5,0,1,30
勒布朗-詹姆斯,12-13,胜,马刺100-105热火,56.3%,9,7,4,0,23
勒布朗-詹姆斯,12-13,胜,篮网89-102热火,53.3%,9,6,1,0,21
勒布朗-詹姆斯,12-13,负,奇才105-101热火,50.0%,13,11,3,2,26
勒布朗-詹姆斯,12-13,负,尼克斯112-92热火,55.0%,10,9,3,0,31
勒布朗-詹姆斯,12-13,胜,黄蜂90-106热火,68.8%,5,7,2,0,24
勒布朗-詹姆斯,12-13,胜,老鹰92-101热火,62.5%,7,6,2,0,27
勒布朗-詹姆斯,12-13,负,勇士97-95热火,52.2%,3,5,1,0,31
勒布朗-詹姆斯,12-13,胜,奇才72-102热火,53.3%,10,5,1,0,23
勒布朗-詹姆斯,12-13,胜,森林狼92-103热火,44.4%,6,11,1,4,22
勒布朗-詹姆斯,12-13,胜,小牛95-110热火,69.2%,9,5,1,1,24
勒布朗-詹姆斯,12-13,胜,爵士89-105热火,55.0%,9,7,0,0,30
勒布朗-詹姆斯,12-13,胜,雷霆97-103热火,60.0%,8,9,2,1,29
勒布朗-詹姆斯,12-13,胜,山猫92-105热火,47.4%,12,8,4,2,27
勒布朗-詹姆斯,12-13,负,活塞109-99热火,68.2%,6,5,6,1,35
勒布朗-詹姆斯,12-13,负,雄鹿104-85热火,55.0%,6,7,2,1,26
勒布朗-詹姆斯,12-13,胜,魔术110-112热火,45.5%,8,11,1,0,36
勒布朗-詹姆斯,12-13,胜,小牛109-119热火,55.0%,12,9,3,1,32
勒布朗-詹姆斯,12-13,负,公牛96-89热火,57.1%,6,2,1,0,30
勒布朗-詹姆斯,12-13,胜,奇才71-99热火,52.9%,2,7,0,1,24
勒布朗-詹姆斯,12-13,负,步行者87-77热火,50.0%,10,4,1,2,22
勒布朗-詹姆斯,12-13,负,开拓者92-90热火,37.5%,10,9,2,1,15
勒布朗-詹姆斯,12-13,胜,国王99-128热火,70.0%,5,7,5,2,20
勒布朗-詹姆斯,12-13,负,爵士104-97热火,68.4%,4,6,3,2,32
勒布朗-詹姆斯,12-13,胜,勇士75-92热火,55.0%,7,10,1,0,25
勒布朗-詹姆斯,12-13,胜,湖人90-99热火,68.0%,7,8,3,1,39
勒布朗-詹姆斯,12-13,胜,猛龙116-123热火,52.2%,10,11,0,0,31
勒布朗-詹姆斯,12-13,胜,活塞88-110热火,64.3%,7,7,1,0,23
勒布朗-詹姆斯,12-13,负,凯尔特100-98热火,45.2%,16,7,3,1,34
勒布朗-詹姆斯,12-13,胜,篮网85-105热火,55.6%,9,7,2,0,24
勒布朗-詹姆斯,12-13,负,步行者102-89热火,52.9%,6,3,1,1,28
勒布朗-詹姆斯,12-13,胜,猛龙85-100热火,62.5%,8,7,2,0,30
勒布朗-詹姆斯,12-13,胜,山猫94-99热火,92.9%,8,8,2,0,31
勒布朗-詹姆斯,12-13,胜,火箭108-114热火,61.1%,6,5,0,2,32
勒布朗-詹姆斯,12-13,胜,快船89-111热火,81.8%,5,6,0,2,30
勒布朗-詹姆斯,12-13,胜,湖人97-107热火,66.7%,7,4,3,0,32
勒布朗-詹姆斯,12-13,胜,开拓者104-117热火,73.3%,6,9,3,2,30
勒布朗-詹姆斯,12-13,胜,雷霆100-110热火,58.3%,12,7,2,0,39
勒布朗-詹姆斯,12-13,胜,老鹰90-103热火,53.3%,6,11,4,0,24
勒布朗-詹姆斯,12-13,胜,公牛67-86热火,73.3%,12,7,2,0,26
勒布朗-詹姆斯,12-13,胜,76人90-114热火,58.3%,10,11,2,0,16
勒布朗-詹姆斯,12-13,胜,骑士105-109热火,52.6%,3,8,1,0,28
勒布朗-詹姆斯,12-13,胜,国王129-141热火,60.9%,8,16,2,1,40
勒布朗-詹姆斯,12-13,胜,灰熊91-98热火,28.6%,8,10,2,1,18
勒布朗-詹姆斯,12-13,胜,尼克斯93-99热火,52.2%,11,7,3,1,29
勒布朗-詹姆斯,12-13,胜,森林狼81-97热火,56.3%,10,4,3,2,20
勒布朗-詹姆斯,12-13,胜,魔术96-97热火,50.0%,3,2,0,1,26
勒布朗-詹姆斯,12-13,胜,76人93-102热火,58.8%,10,5,1,2,25
勒布朗-詹姆斯,12-13,胜,步行者91-105热火,50.0%,6,7,1,1,13
勒布朗-詹姆斯,12-13,胜,老鹰81-98热火,27.3%,7,7,2,0,15
勒布朗-詹姆斯,12-13,胜,76人94-98热火,42.1%,7,8,2,1,27
勒布朗-詹姆斯,12-13,胜,雄鹿94-107热火,50.0%,10,7,0,1,28
勒布朗-詹姆斯,12-13,胜,猛龙91-108热火,50.0%,12,8,2,0,22
勒布朗-詹姆斯,12-13,胜,凯尔特103-105热火,55.2%,7,12,2,2,37
勒布朗-詹姆斯,12-13,胜,骑士95-98热火,36.4%,12,10,3,2,25
勒布朗-詹姆斯,12-13,胜,活塞89-103热火,80.0%,8,8,2,1,29
勒布朗-詹姆斯,12-13,胜,山猫77-109热火,78.6%,8,10,3,3,32
勒布朗-詹姆斯,12-13,胜,魔术94-108热火,56.3%,9,11,1,0,24
勒布朗-詹姆斯,12-13,负,公牛101-97热火,64.7%,7,3,2,4,32
勒布朗-詹姆斯,12-13,胜,黄蜂89-108热火,65.0%,4,6,2,0,36
勒布朗-詹姆斯,12-13,胜,76人87-106热火,70.6%,4,5,1,0,27
勒布朗-詹姆斯,12-13,胜,雄鹿83-94热火,68.8%,7,7,2,1,28
勒布朗-詹姆斯,12-13,胜,凯尔特101-109热火,80.0%,6,9,0,0,20
勒布朗-詹姆斯,12-13,胜,公牛93-105热火,58.3%,7,6,1,0,24
勒布朗-詹姆斯,13-14,胜,公牛95-107热火,45.5%,6,8,1,0,17
勒布朗-詹姆斯,13-14,负,76人114-110热火,52.9%,4,13,0,0,25
勒布朗-詹姆斯,13-14,负,篮网101-100热火,57.9%,7,6,2,1,26
勒布朗-詹姆斯,13-14,胜,奇才93-103热火,64.3%,3,5,1,0,25
勒布朗-詹姆斯,13-14,胜,猛龙95-104热火,65.0%,8,8,0,1,35
勒布朗-詹姆斯,13-14,胜,快船97-102热火,46.2%,5,6,1,0,18
勒布朗-詹姆斯,13-14,负,凯尔特111-110热火,69.2%,8,10,0,0,25
勒布朗-詹姆斯,13-14,胜,雄鹿95-118热火,61.9%,3,2,0,0,33
勒布朗-詹姆斯,13-14,胜,小牛104-110热火,77.8%,6,4,1,0,39
勒布朗-詹姆斯,13-14,胜,山猫81-97热火,72.2%,4,7,1,1,30
勒布朗-詹姆斯,13-14,胜,老鹰88-104热火,46.2%,6,5,1,0,13
勒布朗-詹姆斯,13-14,胜,魔术92-120热火,45.5%,6,7,1,1,21
勒布朗-詹姆斯,13-14,胜,魔术99-101热火,53.8%,9,7,3,0,22
勒布朗-詹姆斯,13-14,胜,太阳92-107热火,78.6%,5,4,1,1,35
勒布朗-詹姆斯,13-14,胜,骑士84-95热火,47.4%,8,8,3,0,28
勒布朗-詹姆斯,13-14,胜,猛龙83-90热火,58.8%,6,3,1,1,27
勒布朗-詹姆斯,13-14,胜,山猫98-99热火,61.5%,5,4,1,1,26
勒布朗-詹姆斯,13-14,负,活塞107-97热火,53.3%,5,6,2,1,23
勒布朗-詹姆斯,13-14,负,公牛107-87热火,41.2%,5,2,3,0,21
勒布朗-詹姆斯,13-14,胜,森林狼82-103热火,75.0%,14,8,2,0,21
勒布朗-詹姆斯,13-14,胜,活塞95-110热火,66.7%,7,9,2,0,24
勒布朗-詹姆斯,13-14,负,步行者90-84热火,37.5%,14,6,2,0,17
勒布朗-詹姆斯,13-14,胜,骑士107-114热火,75.0%,9,9,4,0,25
勒布朗-詹姆斯,13-14,胜,爵士94-117热火,76.5%,9,9,1,0,30
勒布朗-詹姆斯,13-14,胜,步行者94-97热火,57.1%,9,7,3,0,24
勒布朗-詹姆斯,13-14,胜,国王103-122热火,72.7%,6,8,1,1,18
勒布朗-詹姆斯,13-14,胜,老鹰119-121热火,57.1%,8,6,2,0,38
勒布朗-詹姆斯,13-14,胜,湖人95-101热火,50.0%,8,4,0,0,19
勒布朗-詹姆斯,13-14,负,国王108-103热火,52.2%,8,8,0,0,33
勒布朗-詹姆斯,13-14,胜,掘金94-97热火,53.3%,6,10,0,1,26
勒布朗-詹姆斯,13-14,负,勇士123-114热火,62.5%,5,5,0,1,26
勒布朗-詹姆斯,13-14,胜,魔术94-110热火,38.5%,8,8,1,0,15
勒布朗-詹姆斯,13-14,胜,猛龙97-102热火,66.7%,4,5,1,0,30
勒布朗-詹姆斯,13-14,胜,鹈鹕88-107热火,59.1%,3,5,2,0,32
勒布朗-詹姆斯,13-14,负,尼克斯102-92热火,70.6%,5,6,1,1,32
勒布朗-詹姆斯,13-14,负,篮网104-95热火,57.1%,7,5,0,0,36
勒布朗-詹姆斯,13-14,负,奇才114-97热火,44.4%,8,7,2,0,25
勒布朗-詹姆斯,13-14,胜,76人86-101热火,53.8%,8,10,2,1,21
勒布朗-詹姆斯,13-14,胜,山猫96-104热火,52.0%,8,6,1,0,34
勒布朗-詹姆斯,13-14,负,老鹰121-114热火,52.4%,4,6,1,0,30
勒布朗-詹姆斯,13-14,胜,凯尔特86-93热火,52.6%,8,4,2,0,29
勒布朗-詹姆斯,13-14,胜,湖人102-109热火,60.0%,13,6,1,0,27
勒布朗-詹姆斯,13-14,胜,马刺101-113热火,53.3%,7,6,1,0,18
勒布朗-詹姆斯,13-14,负,雷霆112-95热火,60.0%,3,3,0,0,34
勒布朗-詹姆斯,13-14,胜,尼克斯91-106热火,59.1%,8,7,6,0,30
勒布朗-詹姆斯,13-14,胜,活塞96-102热火,47.4%,8,11,2,2,24
勒布朗-詹姆斯,13-14,胜,快船112-116热火,55.0%,8,12,3,1,31
勒布朗-詹姆斯,13-14,负,爵士94-89热火,30.8%,7,5,0,0,13
勒布朗-詹姆斯,13-14,胜,太阳97-103热火,54.5%,9,3,5,0,37
勒布朗-詹姆斯,13-14,胜,勇士110-111热火,53.8%,13,9,2,0,36
勒布朗-詹姆斯,13-14,胜,小牛106-117热火,69.6%,9,6,2,0,42
勒布朗-詹姆斯,13-14,胜,雷霆81-103热火,68.2%,7,3,4,0,33
勒布朗-詹姆斯,13-14,胜,尼克斯82-108热火,68.4%,4,4,0,0,31
