player_name,season,race_rst,rival,rate_shot,rebounds,assists,steals,caps,scores
勒布朗-詹姆斯,13-14,胜,魔术98-112热火,66.7%,9,7,4,0,20
勒布朗-詹姆斯,13-14,胜,山猫107-124热火,66.7%,7,4,0,0,61
勒布朗-詹姆斯,13-14,负,火箭106-103热火,50.0%,1,6,3,0,22
勒布朗-詹姆斯,13-14,负,马刺111-87热火,33.3%,8,7,2,0,19
勒布朗-詹姆斯,13-14,负,公牛95-88热火,34.8%,9,8,3,1,17
勒布朗-詹姆斯,13-14,胜,奇才90-99热火,66.7%,7,8,3,0,23
勒布朗-詹姆斯,13-14,负,篮网96-95热火,46.2%,5,7,3,0,19
勒布朗-詹姆斯,13-14,负,掘金111-107热火,47.1%,6,6,1,0,21
勒布朗-詹姆斯,13-14,胜,火箭104-113热火,47.1%,5,6,2,0,24
勒布朗-詹姆斯,13-14,胜,骑士96-100热火,73.7%,6,4,2,3,43
勒布朗-詹姆斯,13-14,胜,灰熊86-91热火,50.0%,6,7,2,1,15
勒布朗-詹姆斯,13-14,负,鹈鹕105-95热火,55.6%,8,9,0,1,25
勒布朗-詹姆斯,13-14,胜,开拓者91-93热火,56.5%,6,5,4,0,32
勒布朗-詹姆斯,13-14,负,步行者84-83热火,57.9%,8,5,0,0,38
勒布朗-詹姆斯,13-14,胜,活塞78-110热火,53.8%,10,12,1,0,17
勒布朗-詹姆斯,13-14,胜,雄鹿67-88热火,50.0%,7,2,0,0,13
勒布朗-詹姆斯,13-14,胜,猛龙83-93热火,55.0%,7,8,1,0,32
勒布朗-詹姆斯,13-14,胜,雄鹿77-96热火,58.3%,4,8,1,1,17
勒布朗-詹姆斯,13-14,负,森林狼122-121热火,50.0%,8,5,4,1,34
勒布朗-詹姆斯,13-14,胜,尼克斯91-102热火,59.1%,5,6,1,0,38
勒布朗-詹姆斯,13-14,负,篮网88-87热火,56.3%,10,6,2,0,29
勒布朗-詹姆斯,13-14,负,灰熊107-102热火,60.9%,6,5,2,0,37
勒布朗-詹姆斯,13-14,胜,步行者86-98热火,55.0%,6,1,1,1,36
勒布朗-詹姆斯,13-14,负,老鹰98-85热火,45.5%,8,5,0,1,27
勒布朗-詹姆斯,14-15,负,尼克斯95-90骑士,33.3%,5,4,0,0,17
勒布朗-詹姆斯,14-15,胜,公牛108-114骑士,46.7%,8,5,4,1,36
勒布朗-詹姆斯,14-15,负,开拓者101-82骑士,33.3%,7,7,1,0,11
勒布朗-詹姆斯,14-15,负,爵士102-100骑士,44.4%,3,4,3,0,31
勒布朗-詹姆斯,14-15,胜,掘金101-110骑士,44.4%,7,11,1,1,22
勒布朗-詹姆斯,14-15,胜,鹈鹕111-118骑士,52.9%,11,9,1,1,32
勒布朗-詹姆斯,14-15,胜,凯尔特121-122骑士,59.3%,4,7,0,1,41
勒布朗-詹姆斯,14-15,胜,老鹰94-127骑士,65.0%,6,7,0,1,32
勒布朗-詹姆斯,14-15,负,掘金106-97骑士,44.4%,9,5,0,2,22
勒布朗-詹姆斯,14-15,负,马刺92-90骑士,35.3%,6,9,1,1,15
勒布朗-詹姆斯,14-15,负,奇才91-78骑士,38.1%,4,4,1,1,22
勒布朗-詹姆斯,14-15,负,猛龙110-93骑士,50.0%,1,10,1,1,15
勒布朗-詹姆斯,14-15,胜,魔术74-106骑士,52.9%,4,11,3,0,29
勒布朗-詹姆斯,14-15,胜,奇才87-113骑士,50.0%,10,8,3,0,29
勒布朗-詹姆斯,14-15,胜,步行者97-109骑士,50.0%,2,7,1,0,19
勒布朗-詹姆斯,14-15,胜,雄鹿108-111骑士,40.0%,5,10,0,0,26
勒布朗-詹姆斯,14-15,胜,尼克斯87-90骑士,41.2%,5,12,2,0,19
勒布朗-詹姆斯,14-15,胜,猛龙91-105骑士,50.0%,7,13,3,1,24
勒布朗-詹姆斯,14-15,胜,篮网88-110骑士,47.1%,4,7,3,0,18
勒布朗-詹姆斯,14-15,胜,猛龙101-105骑士,57.1%,2,4,2,2,35
勒布朗-詹姆斯,14-15,负,鹈鹕119-114骑士,70.8%,5,5,0,1,41
勒布朗-詹姆斯,14-15,胜,黄蜂88-97骑士,57.9%,7,14,1,3,27
勒布朗-詹姆斯,14-15,负,老鹰127-98骑士,50.0%,3,2,2,0,21
勒布朗-詹姆斯,14-15,胜,篮网91-95骑士,38.9%,4,9,2,0,22
勒布朗-詹姆斯,14-15,胜,灰熊91-105骑士,60.0%,1,11,0,1,25
勒布朗-詹姆斯,14-15,胜,森林狼104-125骑士,50.0%,4,3,1,3,24
勒布朗-詹姆斯,14-15,负,热火101-91骑士,56.3%,4,8,0,0,30
勒布朗-詹姆斯,14-15,胜,魔术89-98骑士,50.0%,5,8,2,2,29
勒布朗-詹姆斯,14-15,负,活塞103-80骑士,26.3%,10,7,1,0,17
勒布朗-詹姆斯,14-15,负,太阳107-100骑士,61.1%,7,5,1,0,33
勒布朗-詹姆斯,14-15,胜,湖人102-109骑士,52.2%,4,5,2,0,36
勒布朗-詹姆斯,14-15,胜,快船121-126骑士,47.8%,11,7,3,0,32
勒布朗-詹姆斯,14-15,胜,公牛94-108骑士,52.2%,5,4,0,0,26
勒布朗-詹姆斯,14-15,胜,爵士92-106骑士,50.0%,7,9,4,0,26
勒布朗-詹姆斯,14-15,胜,黄蜂90-129骑士,60.0%,6,9,4,1,25
勒布朗-詹姆斯,14-15,胜,雷霆98-108骑士,44.0%,7,5,1,2,34
勒布朗-詹姆斯,14-15,胜,活塞95-103骑士,45.8%,6,7,1,0,32
勒布朗-詹姆斯,14-15,胜,国王90-101骑士,43.8%,3,7,4,2,19
勒布朗-詹姆斯,14-15,胜,森林狼90-106骑士,56.0%,6,5,0,1,36
勒布朗-詹姆斯,14-15,胜,76人84-97骑士,35.3%,3,11,2,0,18
勒布朗-詹姆斯,14-15,胜,快船94-105骑士,57.1%,3,9,1,0,23
勒布朗-詹姆斯,14-15,负,步行者103-99骑士,47.6%,6,5,2,1,25
勒布朗-詹姆斯,14-15,胜,湖人105-120骑士,50.0%,10,8,1,0,22
勒布朗-詹姆斯,14-15,胜,热火93-113骑士,37.5%,9,7,1,0,18
勒布朗-詹姆斯,14-15,负,公牛113-98骑士,46.2%,5,4,0,0,31
勒布朗-詹姆斯,14-15,胜,奇才89-127骑士,57.1%,5,6,1,0,28
勒布朗-詹姆斯,14-15,胜,尼克斯83-101骑士,41.2%,7,7,2,0,18
勒布朗-詹姆斯,14-15,胜,活塞93-102骑士,42.9%,7,11,3,1,19
勒布朗-詹姆斯,14-15,胜,勇士99-110骑士,60.0%,11,5,3,1,42
勒布朗-詹姆斯,14-15,负,火箭105-103骑士,42.9%,8,4,3,3,37
勒布朗-詹姆斯,14-15,胜,凯尔特79-110骑士,52.2%,3,5,3,1,27
勒布朗-詹姆斯,14-15,胜,猛龙112-120骑士,56.3%,6,14,0,0,29
勒布朗-詹姆斯,14-15,负,老鹰106-97骑士,38.5%,6,8,2,1,18
勒布朗-詹姆斯,14-15,胜,太阳79-89骑士,37.5%,6,8,1,0,17
勒布朗-詹姆斯,14-15,胜,小牛94-127骑士,71.4%,7,8,1,1,27
勒布朗-詹姆斯,14-15,胜,马刺125-128骑士,50.0%,5,7,2,1,31
勒布朗-詹姆斯,14-15,胜,魔术108-123骑士,64.3%,8,13,3,1,21
勒布朗-詹姆斯,14-15,负,热火106-92骑士,42.1%,2,4,0,0,26
勒布朗-詹姆斯,14-15,胜,篮网92-117骑士,38.5%,3,7,1,0,16
勒布朗-詹姆斯,14-15,胜,步行者92-95骑士,50.0%,7,5,0,0,29
勒布朗-詹姆斯,14-15,胜,雄鹿90-108骑士,58.8%,10,6,5,1,28
勒布朗-詹姆斯,14-15,胜,灰熊89-111骑士,46.7%,8,5,0,0,20
勒布朗-詹姆斯,14-15,负,篮网106-98骑士,53.3%,5,9,5,1,24
勒布朗-詹姆斯,14-15,胜,76人86-87骑士,33.3%,11,6,0,1,20
勒布朗-詹姆斯,14-15,胜,热火88-114骑士,56.3%,8,7,1,3,23
勒布朗-詹姆斯,14-15,胜,公牛94-99骑士,47.1%,10,12,3,1,20
勒布朗-詹姆斯,14-15,胜,雄鹿99-104骑士,53.3%,9,8,1,1,21
勒布朗-詹姆斯,14-15,负,凯尔特99-90骑士,35.7%,3,7,1,0,14
勒布朗-詹姆斯,14-15,胜,活塞97-109骑士,41.2%,10,11,2,1,21
勒布朗-詹姆斯,15-16,负,公牛97-95骑士,54.5%,10,5,1,0,25
勒布朗-詹姆斯,15-16,胜,灰熊76-106骑士,30.8%,7,5,3,0,12
勒布朗-詹姆斯,15-16,胜,热火92-102骑士,68.4%,5,4,1,0,29
勒布朗-詹姆斯,15-16,胜,76人100-107骑士,47.4%,9,11,4,2,22
勒布朗-詹姆斯,15-16,胜,尼克斯86-96骑士,39.1%,5,3,4,1,23
勒布朗-詹姆斯,15-16,胜,76人102-108骑士,54.5%,4,13,2,0,31
勒布朗-詹姆斯,15-16,胜,步行者97-101骑士,43.5%,6,4,0,0,29
勒布朗-詹姆斯,15-16,胜,爵士114-118骑士,57.9%,7,8,2,0,31
勒布朗-詹姆斯,15-16,胜,尼克斯84-90骑士,57.1%,3,6,2,1,31
勒布朗-詹姆斯,15-16,负,雄鹿108-105骑士,48.1%,12,5,1,3,37
勒布朗-詹姆斯,15-16,负,活塞104-99骑士,52.4%,6,3,0,0,30
勒布朗-詹姆斯,15-16,胜,雄鹿100-115骑士,69.2%,9,6,0,0,27
勒布朗-詹姆斯,15-16,胜,老鹰97-109骑士,53.3%,11,8,0,2,19
勒布朗-詹姆斯,15-16,胜,魔术103-117骑士,50.0%,6,13,1,0,15
勒布朗-詹姆斯,15-16,负,猛龙103-99骑士,37.5%,6,8,0,0,24
勒布朗-詹姆斯,15-16,胜,黄蜂90-95骑士,40.0%,13,5,0,0,25
勒布朗-詹姆斯,15-16,胜,篮网88-90骑士,45.5%,9,5,1,0,26
勒布朗-詹姆斯,15-16,负,奇才97-85骑士,40.0%,13,4,1,1,24
勒布朗-詹姆斯,15-16,负,鹈鹕114-108骑士,44.8%,7,8,1,1,37
勒布朗-詹姆斯,15-16,胜,开拓者100-105骑士,58.3%,10,3,2,3,33
勒布朗-詹姆斯,15-16,胜,魔术76-111骑士,66.7%,3,8,4,0,25
勒布朗-詹姆斯,15-16,胜,凯尔特77-89骑士,50.0%,7,3,2,1,24
勒布朗-詹姆斯,15-16,胜,雷霆100-104骑士,44.4%,9,11,2,0,33
勒布朗-詹姆斯,15-16,胜,76人86-108骑士,58.8%,5,4,3,1,23
勒布朗-詹姆斯,15-16,胜,尼克斯84-91骑士,40.9%,9,5,0,0,24
勒布朗-詹姆斯,15-16,负,勇士89-83骑士,38.5%,9,2,1,2,25
勒布朗-詹姆斯,15-16,负,开拓者105-76骑士,30.8%,4,5,0,0,12
勒布朗-詹姆斯,15-16,胜,太阳97-101骑士,40.0%,4,7,2,1,14
勒布朗-詹姆斯,15-16,胜,掘金87-93骑士,54.2%,6,2,2,1,34
勒布朗-詹姆斯,15-16,胜,魔术79-104骑士,61.1%,5,3,2,0,29
勒布朗-詹姆斯,15-16,胜,猛龙100-122骑士,63.6%,2,7,3,0,20
勒布朗-詹姆斯,15-16,胜,奇才115-121骑士,54.5%,10,4,1,1,34
勒布朗-詹姆斯,15-16,胜,森林狼99-125骑士,41.7%,12,8,1,2,13
勒布朗-詹姆斯,15-16,胜,76人85-95骑士,68.2%,7,9,2,0,37
勒布朗-詹姆斯,15-16,胜,小牛107-110骑士,52.9%,10,7,2,0,27
勒布朗-詹姆斯,15-16,负,马刺99-95骑士,52.9%,7,5,0,0,22
勒布朗-詹姆斯,15-16,胜,火箭77-91骑士,50.0%,7,7,0,2,19
勒布朗-詹姆斯,15-16,负,勇士132-98骑士,43.8%,5,5,1,1,16
勒布朗-詹姆斯,15-16,胜,篮网78-91骑士,58.3%,1,5,1,1,17
勒布朗-詹姆斯,15-16,胜,快船102-115骑士,52.9%,5,12,0,0,22
勒布朗-詹姆斯,15-16,负,公牛96-83骑士,40.7%,13,9,2,1,26
勒布朗-詹姆斯,15-16,胜,森林狼107-114骑士,73.3%,4,9,1,1,25
勒布朗-詹姆斯,15-16,胜,太阳93-115骑士,87.5%,3,9,0,0,21
勒布朗-詹姆斯,15-16,胜,活塞106-114骑士,43.8%,9,8,1,0,20
勒布朗-詹姆斯,15-16,胜,马刺103-117骑士,58.8%,5,7,2,2,29
勒布朗-詹姆斯,15-16,胜,步行者106-111骑士,40.9%,12,6,2,1,24
勒布朗-詹姆斯,15-16,负,黄蜂106-97骑士,47.6%,6,6,1,2,23
勒布朗-詹姆斯,15-16,负,凯尔特104-103骑士,39.1%,7,4,2,1,30
勒布朗-詹姆斯,15-16,胜,鹈鹕84-99骑士,55.0%,3,8,1,0,27
勒布朗-詹姆斯,15-16,胜,国王100-120骑士,50.0%,10,10,2,1,21
勒布朗-詹姆斯,15-16,胜,湖人111-120骑士,54.5%,7,11,1,0,29
勒布朗-詹姆斯,15-16,胜,公牛95-106骑士,57.9%,9,9,0,1,25
勒布朗-詹姆斯,15-16,胜,雷霆92-115骑士,50.0%,7,11,3,0,25
勒布朗-詹姆斯,15-16,负,活塞96-88骑士,27.8%,8,5,3,0,12
勒布朗-詹姆斯,15-16,胜,黄蜂103-114骑士,61.5%,7,7,2,0,23
勒布朗-詹姆斯,15-16,负,猛龙99-97骑士,50.0%,8,7,1,0,25
勒布朗-詹姆斯,15-16,胜,步行者96-100骑士,63.6%,5,4,2,0,33
勒布朗-詹姆斯,15-16,胜,奇才83-108骑士,38.9%,13,8,3,0,19
勒布朗-詹姆斯,15-16,胜,凯尔特103-120骑士,55.0%,11,8,2,1,28
勒布朗-詹姆斯,15-16,负,灰熊106-103骑士,57.9%,9,5,1,0,28
勒布朗-詹姆斯,15-16,胜,国王111-120骑士,42.1%,11,6,0,0,25
勒布朗-詹姆斯,15-16,胜,湖人108-120骑士,50.0%,5,7,0,2,24
勒布朗-詹姆斯,15-16,胜,快船90-114骑士,60.0%,6,5,1,0,27
勒布朗-詹姆斯,15-16,负,爵士94-85骑士,50.0%,12,3,1,0,23
勒布朗-詹姆斯,15-16,胜,魔术103-109骑士,40.0%,7,8,1,1,18
勒布朗-詹姆斯,15-16,负,热火122-101骑士,65.0%,3,3,1,0,26
勒布朗-詹姆斯,15-16,胜,掘金91-124骑士,63.2%,11,11,0,0,33
勒布朗-詹姆斯,15-16,胜,雄鹿104-113骑士,40.9%,6,8,2,1,26
勒布朗-詹姆斯,15-16,负,篮网104-95骑士,81.3%,6,5,1,0,30
勒布朗-詹姆斯,15-16,胜,尼克斯93-107骑士,47.6%,11,11,1,2,27
勒布朗-詹姆斯,15-16,胜,篮网87-107骑士,72.7%,4,11,2,1,24
勒布朗-詹姆斯,15-16,胜,老鹰108-110骑士,46.2%,16,9,3,1,29
勒布朗-詹姆斯,15-16,胜,黄蜂103-112骑士,63.6%,8,12,2,0,31
勒布朗-詹姆斯,15-16,胜,雄鹿80-109骑士,77.8%,5,9,0,1,17
勒布朗-詹姆斯,15-16,负,公牛105-102骑士,76.5%,7,3,0,1,33
勒布朗-詹姆斯,15-16,胜,老鹰94-109骑士,81.3%,6,6,2,1,34
勒布朗-詹姆斯,16-17,胜,尼克斯88-117骑士,64.3%,11,14,0,1,19
勒布朗-詹姆斯,16-17,胜,猛龙91-94骑士,43.8%,8,7,0,0,21
勒布朗-詹姆斯,16-17,胜,魔术99-105骑士,43.8%,6,9,1,1,23
勒布朗-詹姆斯,16-17,胜,火箭120-128骑士,50.0%,13,8,0,0,19
勒布朗-詹姆斯,16-17,胜,凯尔特122-128骑士,54.5%,7,12,1,0,30
勒布朗-詹姆斯,16-17,胜,76人101-102骑士,39.1%,8,14,2,1,25
勒布朗-詹姆斯,16-17,负,老鹰110-106骑士,47.1%,9,5,3,0,23
勒布朗-詹姆斯,16-17,胜,奇才94-105骑士,50.0%,10,5,2,2,27
勒布朗-詹姆斯,16-17,胜,黄蜂93-100骑士,38.1%,8,8,1,1,19
勒布朗-詹姆斯,16-17,胜,猛龙117-121骑士,66.7%,9,15,1,0,28
勒布朗-詹姆斯,16-17,胜,活塞81-104骑士,64.3%,3,3,0,1,21
勒布朗-詹姆斯,16-17,胜,开拓者125-137骑士,52.4%,10,13,3,0,31
勒布朗-詹姆斯,16-17,胜,小牛90-128骑士,46.2%,5,11,1,0,19
勒布朗-詹姆斯,16-17,胜,76人108-112骑士,47.4%,10,13,1,0,26
勒布朗-詹姆斯,16-17,负,雄鹿118-101骑士,50.0%,4,4,0,0,22
勒布朗-詹姆斯,16-17,负,快船113-94骑士,35.7%,5,5,2,0,16
勒布朗-詹姆斯,16-17,负,公牛111-105骑士,59.1%,5,13,0,0,27
勒布朗-詹姆斯,16-17,胜,猛龙112-116骑士,46.2%,8,7,2,0,34
勒布朗-詹姆斯,16-17,胜,尼克斯94-126骑士,70.0%,6,7,1,2,25
勒布朗-詹姆斯,16-17,胜,热火84-114骑士,54.5%,8,8,3,0,27
勒布朗-詹姆斯,16-17,胜,黄蜂105-116骑士,70.8%,9,10,3,1,44
勒布朗-詹姆斯,16-17,胜,灰熊86-103骑士,52.9%,6,8,3,0,23
勒布朗-詹姆斯,16-17,胜,湖人108-119骑士,50.0%,7,9,2,2,26
勒布朗-詹姆斯,16-17,胜,雄鹿108-114骑士,48.0%,12,7,1,1,34
勒布朗-詹姆斯,16-17,胜,雄鹿102-113骑士,50.0%,9,6,0,0,29
勒布朗-詹姆斯,16-17,胜,篮网99-119骑士,43.8%,4,6,3,0,19
勒布朗-詹姆斯,16-17,胜,勇士108-109骑士,54.5%,13,4,2,1,31
勒布朗-詹姆斯,16-17,胜,凯尔特118-124骑士,50.0%,8,11,1,3,23
勒布朗-詹姆斯,16-17,胜,黄蜂109-121骑士,48.0%,6,9,1,0,32
勒布朗-詹姆斯,16-17,胜,鹈鹕82-90骑士,42.9%,7,6,2,1,26
勒布朗-詹姆斯,16-17,负,公牛106-94骑士,57.1%,8,7,1,0,31
勒布朗-詹姆斯,16-17,胜,篮网108-116骑士,70.0%,9,6,3,0,36
勒布朗-詹姆斯,16-17,胜,太阳116-120骑士,64.7%,8,4,1,0,28
勒布朗-詹姆斯,16-17,负,爵士100-92骑士,50.0%,6,5,4,0,29
勒布朗-詹姆斯,16-17,负,开拓者102-86骑士,41.7%,11,4,1,1,20
勒布朗-詹姆斯,16-17,胜,国王108-120骑士,50.0%,2,15,1,1,16
勒布朗-詹姆斯,16-17,负,勇士126-91骑士,33.3%,8,2,1,0,20
勒布朗-詹姆斯,16-17,胜,太阳103-118骑士,66.7%,9,15,1,2,21
勒布朗-詹姆斯,16-17,负,马刺118-115骑士,68.8%,6,7,2,0,29
勒布朗-詹姆斯,16-17,负,鹈鹕124-122骑士,52.4%,10,12,2,0,26
勒布朗-詹姆斯,16-17,负,国王116-112骑士,53.3%,13,11,2,1,24
勒布朗-詹姆斯,16-17,胜,篮网116-124骑士,72.2%,5,11,0,0,31
勒布朗-詹姆斯,16-17,胜,雷霆91-107骑士,50.0%,14,8,1,0,25
勒布朗-詹姆斯,16-17,负,小牛104-97骑士,47.4%,9,9,2,0,23
勒布朗-詹姆斯,16-17,胜,森林狼97-125骑士,78.6%,8,12,2,1,27
勒布朗-詹姆斯,16-17,胜,尼克斯104-111骑士,60.0%,5,10,0,0,32
勒布朗-詹姆斯,16-17,胜,奇才135-140骑士,66.7%,7,17,2,2,32
勒布朗-詹姆斯,16-17,胜,步行者117-132骑士,56.3%,6,9,1,1,25
勒布朗-詹姆斯,16-17,负,雷霆118-109骑士,42.1%,5,7,2,2,18
勒布朗-詹姆斯,16-17,胜,掘金109-125骑士,68.8%,5,12,2,0,27
勒布朗-詹姆斯,16-17,胜,森林狼108-116骑士,71.4%,8,14,0,0,25
勒布朗-詹姆斯,16-17,胜,步行者104-113骑士,70.6%,5,4,1,0,31
勒布朗-詹姆斯,16-17,胜,尼克斯104-119骑士,63.6%,13,15,0,3,18
勒布朗-詹姆斯,16-17,胜,雄鹿95-102骑士,66.7%,10,6,0,0,24
勒布朗-詹姆斯,16-17,负,凯尔特103-99骑士,47.6%,13,10,1,1,28
勒布朗-詹姆斯,16-17,胜,老鹰130-135骑士,51.9%,13,8,0,0,38
勒布朗-詹姆斯,16-17,负,热火106-98骑士,50.0%,17,6,1,1,30
勒布朗-詹姆斯,16-17,负,活塞106-101骑士,54.5%,14,10,1,0,29
勒布朗-詹姆斯,16-17,胜,魔术104-116骑士,57.1%,12,12,0,1,24
勒布朗-詹姆斯,16-17,负,火箭117-112骑士,60.0%,7,5,2,0,30
勒布朗-詹姆斯,16-17,胜,活塞96-128骑士,50.0%,11,12,0,0,16
勒布朗-詹姆斯,16-17,胜,爵士83-91骑士,65.0%,10,6,2,1,33
勒布朗-詹姆斯,16-17,胜,湖人120-125骑士,59.1%,6,7,1,0,34
勒布朗-詹姆斯,16-17,负,掘金126-113骑士,66.7%,6,5,0,0,18
勒布朗-詹姆斯,16-17,胜,黄蜂105-112骑士,64.3%,9,11,1,2,32
勒布朗-詹姆斯,16-17,负,奇才127-115骑士,47.6%,11,8,0,1,24
勒布朗-詹姆斯,16-17,负,马刺103-74骑士,41.2%,8,8,0,0,17
勒布朗-詹姆斯,16-17,负,公牛99-93骑士,55.0%,10,8,1,1,26
勒布朗-詹姆斯,16-17,胜,76人105-122骑士,63.6%,9,6,0,0,34
勒布朗-詹姆斯,16-17,胜,步行者130-135骑士,55.2%,14,11,2,1,41
勒布朗-詹姆斯,16-17,胜,魔术102-122骑士,50.0%,11,11,2,1,18
勒布朗-詹姆斯,16-17,胜,凯尔特91-114骑士,63.6%,10,6,1,2,36
勒布朗-詹姆斯,16-17,负,老鹰114-100骑士,80.0%,8,7,2,0,27
勒布朗-詹姆斯,16-17,负,老鹰126-125骑士,52.4%,16,10,1,0,32
勒布朗-詹姆斯,17-18,胜,凯尔特99-102骑士,63.2%,16,9,0,2,29
勒布朗-詹姆斯,17-18,胜,雄鹿97-116骑士,62.5%,5,8,1,1,24
勒布朗-詹姆斯,17-18,负,魔术114-93骑士,53.3%,4,2,1,1,22
勒布朗-詹姆斯,17-18,胜,公牛112-119骑士,65.0%,2,13,3,0,34
勒布朗-詹姆斯,17-18,负,篮网112-107骑士,60.0%,10,13,0,4,29
勒布朗-詹姆斯,17-18,负,鹈鹕123-101骑士,54.5%,3,8,0,0,18
勒布朗-詹姆斯,17-18,负,尼克斯114-95骑士,46.7%,10,7,2,0,16
勒布朗-詹姆斯,17-18,负,步行者124-107骑士,63.6%,6,11,2,1,33
勒布朗-詹姆斯,17-18,胜,奇才122-130骑士,67.6%,11,7,3,2,57
勒布朗-詹姆斯,17-18,负,老鹰117-115骑士,58.8%,5,13,1,2,26
勒布朗-詹姆斯,17-18,胜,雄鹿119-124骑士,50.0%,8,9,3,0,30
勒布朗-詹姆斯,17-18,负,火箭117-113骑士,62.5%,4,7,1,1,33
勒布朗-詹姆斯,17-18,胜,独行侠104-111骑士,42.9%,11,4,0,1,19
勒布朗-詹姆斯,17-18,胜,尼克斯101-104骑士,50.0%,9,12,0,3,23
勒布朗-詹姆斯,17-18,胜,黄蜂107-115骑士,50.0%,6,8,2,1,31
勒布朗-詹姆斯,17-18,胜,快船113-118骑士,65.4%,14,6,0,0,39
勒布朗-詹姆斯,17-18,胜,活塞88-116骑士,50.0%,2,8,1,1,18
勒布朗-詹姆斯,17-18,胜,篮网109-119骑士,64.7%,6,5,2,0,33
勒布朗-詹姆斯,17-18,胜,黄蜂99-100骑士,50.0%,16,13,0,3,27
勒布朗-詹姆斯,17-18,胜, 76人91-113骑士,52.2%,14,6,0,0,30
勒布朗-詹姆斯,17-18,胜,热火97-108骑士,62.5%,12,6,5,1,21
勒布朗-詹姆斯,17-18,胜,老鹰114-121骑士,72.7%,6,12,2,2,24
勒布朗-詹姆斯,17-18,胜,灰熊111-116骑士,59.1%,2,12,0,1,34
勒布朗-詹姆斯,17-18,胜,公牛91-113骑士,60.0%,7,6,2,0,23
勒布朗-詹姆斯,17-18,胜,国王95-101骑士,66.7%,11,9,3,2,32
勒布朗-詹姆斯,17-18,负,步行者106-102骑士,54.5%,10,8,1,2,29
勒布朗-詹姆斯,17-18,胜, 76人98-105骑士,39.1%,13,13,3,0,30
勒布朗-詹姆斯,17-18,胜,老鹰114-123骑士,84.6%,7,17,2,0,25
勒布朗-詹姆斯,17-18,胜,湖人112-121骑士,44.4%,12,12,2,2,25
勒布朗-詹姆斯,17-18,胜,爵士100-109骑士,60.0%,11,10,1,0,29
勒布朗-詹姆斯,17-18,胜,奇才99-106骑士,34.8%,11,15,0,1,20
勒布朗-詹姆斯,17-18,负,雄鹿119-116骑士,63.6%,1,7,3,2,39
勒布朗-詹姆斯,17-18,胜,公牛112-115骑士,52.2%,6,9,3,0,34
勒布朗-詹姆斯,17-18,负,勇士99-92骑士,38.9%,6,6,0,0,20
勒布朗-詹姆斯,17-18,负,国王109-95骑士,35.3%,10,14,5,0,16
勒布朗-詹姆斯,17-18,负,爵士104-101骑士,54.5%,8,6,2,1,29
勒布朗-詹姆斯,17-18,胜,开拓者110-127骑士,58.8%,6,8,4,1,24
勒布朗-詹姆斯,17-18,负,凯尔特102-88骑士,53.3%,7,6,1,1,19
勒布朗-詹姆斯,17-18,胜,魔术127-131骑士,52.2%,10,9,6,1,33
勒布朗-詹姆斯,17-18,负,森林狼127-99骑士,50.0%,8,5,0,2,10
勒布朗-詹姆斯,17-18,负,猛龙133-99骑士,56.3%,3,1,1,2,26
勒布朗-詹姆斯,17-18,负,步行者97-95骑士,44.0%,8,11,3,1,27
勒布朗-詹姆斯,17-18,负,勇士118-108骑士,66.7%,8,6,3,4,32
勒布朗-詹姆斯,17-18,胜,魔术103-104骑士,43.8%,5,6,1,0,16
勒布朗-詹姆斯,17-18,负,雷霆148-124骑士,47.1%,3,7,0,1,18
勒布朗-詹姆斯,17-18,负,马刺114-102骑士,43.5%,9,7,0,1,28
勒布朗-詹姆斯,17-18,胜,步行者108-115骑士,64.7%,10,11,4,1,26
勒布朗-詹姆斯,17-18,胜,活塞104-121骑士,53.3%,8,14,1,0,25
勒布朗-詹姆斯,17-18,负,活塞125-114骑士,45.0%,6,7,0,1,21
勒布朗-詹姆斯,17-18,胜,热火89-91骑士,38.1%,11,5,1,0,24
勒布朗-詹姆斯,17-18,负,火箭120-88骑士,30.0%,9,9,2,1,11
勒布朗-詹姆斯,17-18,负,魔术116-98骑士,58.8%,10,5,1,0,25
勒布朗-詹姆斯,17-18,胜,森林狼138-140骑士,72.7%,10,15,1,1,37
勒布朗-詹姆斯,17-18,胜,老鹰107-123骑士,40.0%,12,19,0,0,22
勒布朗-詹姆斯,17-18,胜,凯尔特99-121骑士,45.0%,8,10,1,1,24
勒布朗-詹姆斯,17-18,胜,雷霆112-120骑士,60.9%,8,8,0,1,37
勒布朗-詹姆斯,17-18,负,奇才110-103骑士,72.2%,9,8,2,0,32
勒布朗-詹姆斯,17-18,胜,灰熊89-112骑士,43.8%,14,11,1,0,18
勒布朗-詹姆斯,17-18,负,马刺110-94骑士,56.0%,13,9,1,0,33
勒布朗-詹姆斯,17-18,胜,篮网123-129骑士,52.0%,12,11,1,0,31
勒布朗-詹姆斯,17-18,负, 76人108-97骑士,50.0%,9,8,1,0,30
勒布朗-詹姆斯,17-18,负,掘金126-117骑士,42.1%,10,15,2,0,25
勒布朗-詹姆斯,17-18,胜,活塞90-112骑士,64.7%,7,7,1,0,31
勒布朗-詹姆斯,17-18,胜,掘金108-113骑士,60.0%,8,10,1,0,39
勒布朗-詹姆斯,17-18,负,快船116-102骑士,55.0%,10,6,2,3,25
勒布朗-詹姆斯,17-18,负,湖人127-113骑士,45.0%,10,7,1,1,24
